,a,strike,by,what,entity,resulted,in,a,halt,to,production,for,network,programs,in,the,2007-2008,season,?
and,0.3739250600337982,0.1997775286436081,0.4289871156215668,0.31309178471565247,0.20907706022262573,0.28832435607910156,0.4954058527946472,0.3739250600337982,0.16152189671993256,0.48971283435821533,0.25569969415664673,0.5064792633056641,0.27591994404792786,0.334749311208725,0.4954058527946472,0.5171257257461548,0.060795582830905914,0.2369309365749359,0.20544172823429108
2008–09,0.030200399458408356,0.1022440493106842,0.09372174739837646,-0.033421777188777924,0.10850302129983902,0.08643302321434021,0.12764887511730194,0.030200399458408356,0.09013784676790237,0.005160254891961813,-0.03135750815272331,0.060152389109134674,0.051661379635334015,0.04693472385406494,0.12764887511730194,0.11157622933387756,0.19656731188297272,0.06714645028114319,-0.08893223851919174
",",0.427140474319458,0.20861901342868805,0.3680937886238098,0.3087472915649414,0.19129666686058044,0.21903154253959656,0.5201468467712402,0.427140474319458,0.17235009372234344,0.44245919585227966,0.24176549911499023,0.4464869201183319,0.1932937651872635,0.21514803171157837,0.5201468467712402,0.4933079481124878,-0.06619200855493546,0.2232367992401123,0.31091248989105225
as,0.39550232887268066,0.19099755585193634,0.3815547823905945,0.31749409437179565,0.26742884516716003,0.21462930738925934,0.3887844979763031,0.39550232887268066,0.17399440705776215,0.42092081904411316,0.24125908315181732,0.44774648547172546,0.2054080367088318,0.2817786931991577,0.3887844979763031,0.48381632566452026,0.08386871963739395,0.22911055386066437,0.27043893933296204
various,0.17124241590499878,0.12725475430488586,0.2973117232322693,0.26045072078704834,0.2074211835861206,0.17619064450263977,0.266343355178833,0.17124241590499878,0.16319826245307922,0.33564820885658264,0.217619389295578,0.3578505516052246,0.21601898968219757,0.33046868443489075,0.266343355178833,0.3235042691230774,0.10951852798461914,0.1328590363264084,0.12823495268821716
abc,0.21331243216991425,0.10119031369686127,0.17600902915000916,0.1317344456911087,0.1619563102722168,0.22261758148670197,0.1697147786617279,0.21331243216991425,0.11606931686401367,0.1762417107820511,0.23261262476444244,0.22510288655757904,0.4295894205570221,0.3454950749874115,0.1697147786617279,0.2068762183189392,-0.03863523155450821,0.29887476563453674,0.19065172970294952
shows,0.3360818326473236,0.11475902795791626,0.21424074470996857,0.30282244086265564,0.18604618310928345,0.2362009435892105,0.3289647698402405,0.3360818326473236,0.11570113897323608,0.23382455110549927,0.22709356248378754,0.35496386885643005,0.31273210048675537,0.37812772393226624,0.3289647698402405,0.36348509788513184,0.04476364329457283,0.21914322674274445,0.2040930688381195
that,0.47537946701049805,0.26788485050201416,0.37496164441108704,0.6297725439071655,0.29692912101745605,0.22833308577537537,0.435920387506485,0.47537946701049805,0.20672518014907837,0.5436353087425232,0.2620202302932739,0.4137635827064514,0.2984007000923157,0.3190736472606659,0.435920387506485,0.5473989248275757,0.13820768892765045,0.21767571568489075,0.32716336846351624
premiered,0.14552542567253113,0.11795587837696075,0.25732770562171936,0.14397189021110535,0.07027190178632736,0.20802953839302063,0.2717820405960083,0.14552542567253113,0.06302148848772049,0.1805678755044937,0.3546407222747803,0.15095366537570953,0.3517354428768158,0.2534288465976715,0.2717820405960083,0.2763466238975525,-0.07986399531364441,0.41549983620643616,0.21595802903175354
in,0.539380669593811,0.2068100869655609,0.370934396982193,0.30808621644973755,0.22507517039775848,0.3197503983974457,1.0,0.539380669593811,0.13919182121753693,0.45010748505592346,0.22079120576381683,0.4322226941585541,0.19496823847293854,0.2276356965303421,1.0,0.6662389636039734,0.015132949687540531,0.2184021919965744,0.20430970191955566
2007,-0.06548836827278137,-0.06071733310818672,-0.14437821507453918,-0.15549811720848083,-0.0717073306441307,-0.09903012961149216,-0.2201838344335556,-0.06548836827278137,-0.1165301725268364,-0.1738293468952179,-0.00909424014389515,-0.15897968411445618,-0.07173428684473038,-0.05967770516872406,-0.2201838344335556,-0.23657195270061493,0.13297298550605774,-0.09554609656333923,-0.1664225310087204
",",0.427140474319458,0.20861901342868805,0.3680937886238098,0.3087472915649414,0.19129666686058044,0.21903154253959656,0.5201468467712402,0.427140474319458,0.17235009372234344,0.44245919585227966,0.24176549911499023,0.4464869201183319,0.1932937651872635,0.21514803171157837,0.5201468467712402,0.4933079481124878,-0.06619200855493546,0.2232367992401123,0.31091248989105225
such,0.2706976532936096,0.12298080325126648,0.2736194431781769,0.23989605903625488,0.20067882537841797,0.23109698295593262,0.2704046070575714,0.2706976532936096,0.16903722286224365,0.2871878743171692,0.24488459527492523,0.36098620295524597,0.16911613941192627,0.3323920965194702,0.2704046070575714,0.3575236201286316,0.13230714201927185,0.10644631087779999,0.17851735651493073
as,0.39550232887268066,0.19099755585193634,0.3815547823905945,0.31749409437179565,0.26742884516716003,0.21462930738925934,0.3887844979763031,0.39550232887268066,0.17399440705776215,0.42092081904411316,0.24125908315181732,0.44774648547172546,0.2054080367088318,0.2817786931991577,0.3887844979763031,0.48381632566452026,0.08386871963739395,0.22911055386066437,0.27043893933296204
dirty,0.22570660710334778,0.12276404350996017,0.25996699929237366,0.19251076877117157,0.08078557252883911,0.16076059639453888,0.17649179697036743,0.22570660710334778,0.1968083530664444,0.1609780192375183,0.19941799342632294,0.20684795081615448,0.11167290806770325,0.15995842218399048,0.17649179697036743,0.19186243414878845,0.09566938132047653,0.13406416773796082,0.20440635085105896
sexy,0.23265214264392853,0.13657990097999573,0.13791923224925995,0.28378787636756897,0.17074479162693024,0.05187476798892021,0.16151827573776245,0.23265214264392853,0.09459816664457321,0.18172597885131836,0.1736680269241333,0.17384272813796997,0.14368590712547302,0.21783743798732758,0.16151827573776245,0.13006898760795593,0.015520993620157242,0.1814727932214737,0.31260791420936584
money,0.2777978479862213,0.1389189511537552,0.2333964854478836,0.2704482674598694,0.17912013828754425,0.15118379890918732,0.2393328845500946,0.2777978479862213,0.17529094219207764,0.3124290704727173,0.2219107449054718,0.3105318546295166,0.16282407939434052,0.28698092699050903,0.2393328845500946,0.2699695825576782,0.11272966861724854,0.1413121372461319,0.2069680541753769
",",0.427140474319458,0.20861901342868805,0.3680937886238098,0.3087472915649414,0.19129666686058044,0.21903154253959656,0.5201468467712402,0.427140474319458,0.17235009372234344,0.44245919585227966,0.24176549911499023,0.4464869201183319,0.1932937651872635,0.21514803171157837,0.5201468467712402,0.4933079481124878,-0.06619200855493546,0.2232367992401123,0.31091248989105225
pushing,0.30144527554512024,0.28459134697914124,0.2059234082698822,0.37966427206993103,0.14144153892993927,0.20528143644332886,0.1650925576686859,0.30144527554512024,0.22801554203033447,0.298397421836853,0.09758220613002777,0.20903702080249786,0.1279391497373581,0.12174396961927414,0.1650925576686859,0.30727913975715637,0.004671983886510134,0.07697603851556778,0.2176675945520401
daisies,0.17354899644851685,0.18087266385555267,0.22423385083675385,0.17802579700946808,0.1519974172115326,0.13052496314048767,0.22431603074073792,0.17354899644851685,0.12267246842384338,0.20584407448768616,0.2000790536403656,0.249785378575325,0.17614531517028809,0.17834638059139252,0.22431603074073792,0.2601495087146759,0.01323068980127573,0.2507665157318115,0.12673325836658478
",",0.427140474319458,0.20861901342868805,0.3680937886238098,0.3087472915649414,0.19129666686058044,0.21903154253959656,0.5201468467712402,0.427140474319458,0.17235009372234344,0.44245919585227966,0.24176549911499023,0.4464869201183319,0.1932937651872635,0.21514803171157837,0.5201468467712402,0.4933079481124878,-0.06619200855493546,0.2232367992401123,0.31091248989105225
eli,0.15023982524871826,0.10109783709049225,0.1862872838973999,0.13543131947517395,0.08485742658376694,0.12816490232944489,0.12920017540454865,0.15023982524871826,0.1068563312292099,0.19932039082050323,0.217121884226799,0.12678925693035126,0.12222224473953247,0.1275108903646469,0.12920017540454865,0.1508553922176361,0.02548576332628727,0.22614958882331848,0.1480107456445694
stone,0.2436634749174118,0.0929795503616333,0.18950873613357544,0.1478947550058365,0.07351560145616531,0.061431754380464554,0.20180901885032654,0.2436634749174118,0.10667134821414948,0.19767935574054718,0.12061356008052826,0.19386178255081177,0.14296716451644897,0.1295262724161148,0.20180901885032654,0.2695024907588959,0.03017934039235115,0.09909601509571075,0.11966012418270111
and,0.3739250600337982,0.1997775286436081,0.4289871156215668,0.31309178471565247,0.20907706022262573,0.28832435607910156,0.4954058527946472,0.3739250600337982,0.16152189671993256,0.48971283435821533,0.25569969415664673,0.5064792633056641,0.27591994404792786,0.334749311208725,0.4954058527946472,0.5171257257461548,0.060795582830905914,0.2369309365749359,0.20544172823429108
samantha,0.18397513031959534,0.11809972673654556,0.15170671045780182,0.1480812132358551,0.08306985348463058,0.16706320643424988,0.15058466792106628,0.18397513031959534,0.07186371088027954,0.14524351060390472,0.1344258189201355,0.159030944108963,0.1722966581583023,0.23532550036907196,0.15058466792106628,0.16955295205116272,-0.0062868851236999035,0.23532280325889587,0.19130553305149078
who,0.36608949303627014,0.22965483367443085,0.39727845788002014,0.40942975878715515,0.1841375082731247,0.1169779971241951,0.2792111933231354,0.36608949303627014,0.08975470066070557,0.42656609416007996,0.11406747996807098,0.37110671401023865,0.16999904811382294,0.2319195568561554,0.2792111933231354,0.3733934462070465,0.08768808841705322,0.13809308409690857,0.26220351457595825
?,0.23916715383529663,0.20633886754512787,0.17966607213020325,0.5051238536834717,0.16303928196430206,0.1391388475894928,0.20430970191955566,0.23916715383529663,0.204583540558815,0.29463258385658264,0.19318072497844696,0.264628142118454,0.17853789031505585,0.16452431678771973,0.20430970191955566,0.22068053483963013,-0.02040773071348667,0.16793298721313477,1.0
",",0.427140474319458,0.20861901342868805,0.3680937886238098,0.3087472915649414,0.19129666686058044,0.21903154253959656,0.5201468467712402,0.427140474319458,0.17235009372234344,0.44245919585227966,0.24176549911499023,0.4464869201183319,0.1932937651872635,0.21514803171157837,0.5201468467712402,0.4933079481124878,-0.06619200855493546,0.2232367992401123,0.31091248989105225
did,0.2552328109741211,0.1902741938829422,0.18574509024620056,0.4259131848812103,0.17033904790878296,0.27626562118530273,0.2593238651752472,0.2552328109741211,0.15799225866794586,0.4452643394470215,0.1752309501171112,0.318512886762619,0.08572790026664734,0.2038959413766861,0.2593238651752472,0.34736719727516174,0.09044604748487473,0.19368280470371246,0.3023456633090973
not,0.3791346549987793,0.2138388305902481,0.291808545589447,0.5449194312095642,0.3352169394493103,0.23529642820358276,0.3403114080429077,0.3791346549987793,0.23241665959358215,0.5149973034858704,0.1933227926492691,0.39280617237091064,0.15650825202465057,0.22915247082710266,0.3403114080429077,0.4310511648654938,0.21652007102966309,0.19720205664634705,0.41942933201789856
live,0.21948647499084473,0.1154613047838211,0.08095370978116989,0.20532001554965973,0.11034933477640152,0.10043454170227051,0.3068392276763916,0.21948647499084473,0.15633118152618408,0.298321396112442,0.18926085531711578,0.22377748787403107,0.20358726382255554,0.2493467777967453,0.3068392276763916,0.2995128035545349,0.09917574375867844,0.14364969730377197,0.19481121003627777
to,0.45503583550453186,0.26054802536964417,0.33534231781959534,0.455847829580307,0.19512765109539032,0.24989460408687592,0.45010748505592346,0.45503583550453186,0.23714932799339294,1.0,0.2144220918416977,0.4451248347759247,0.25940340757369995,0.23389451205730438,0.45010748505592346,0.535392165184021,0.13070255517959595,0.22382742166519165,0.29463258385658264
see,0.3039536476135254,0.1660194844007492,0.21684600412845612,0.44941186904907227,0.23256206512451172,0.25691261887550354,0.2973747253417969,0.3039536476135254,0.2286309450864792,0.3792734146118164,0.13498254120349884,0.36478325724601746,0.16052106022834778,0.20310388505458832,0.2973747253417969,0.3770301640033722,0.08902192115783691,0.1422891616821289,0.42005208134651184
a,1.0,0.2384190857410431,0.32094135880470276,0.3320399522781372,0.2841722071170807,0.2727489173412323,0.539380669593811,1.0,0.1986222118139267,0.45503583550453186,0.19671310484409332,0.44038116931915283,0.17299489676952362,0.25316864252090454,0.539380669593811,0.5829201340675354,0.08989492803812027,0.1855505406856537,0.23916715383529663
third,0.35260438919067383,0.1528276652097702,0.28581833839416504,0.2033906877040863,0.1949552595615387,0.16775895655155182,0.3309578001499176,0.35260438919067383,0.1647467315196991,0.2795414924621582,0.15699833631515503,0.2187870591878891,0.1316571980714798,0.08180391043424606,0.3309578001499176,0.4229298532009125,0.09242478758096695,0.24875082075595856,0.15394791960716248
season,0.1855505406856537,0.17178019881248474,0.10566911846399307,0.12117787450551987,0.07261332124471664,0.2082834392786026,0.2184021919965744,0.1855505406856537,0.14994075894355774,0.22382742166519165,0.27442798018455505,0.24490800499916077,0.27325206995010376,0.16178523004055023,0.2184021919965744,0.2507155239582062,0.03135356679558754,1.0,0.16793298721313477
;,-0.02122584730386734,-0.005868954584002495,0.10469875484704971,0.10986888408660889,0.1445913016796112,-0.00023415364557877183,0.092739537358284,-0.02122584730386734,0.04156770929694176,0.0979827418923378,-0.06475180387496948,0.0293948445469141,0.0031561139039695263,-0.03490268066525459,0.092739537358284,0.09152708947658539,0.10826534777879715,0.05342886224389076,0.10349778085947037
other,0.2806335389614105,0.17016975581645966,0.3321913778781891,0.341873437166214,0.25868886709213257,0.21825502812862396,0.39989137649536133,0.2806335389614105,0.08872093260288239,0.4193183183670044,0.19805970788002014,0.3273986279964447,0.23709821701049805,0.2899841070175171,0.39989137649536133,0.44152235984802246,0.2058560848236084,0.1214052364230156,0.24682199954986572
series,0.23966510593891144,0.15624625980854034,0.267352432012558,0.17328087985515594,0.14701266586780548,0.2590771019458771,0.2914260923862457,0.23966510593891144,0.12305942922830582,0.19879554212093353,0.19960786402225494,0.2715710699558258,0.38316288590431213,0.32225242257118225,0.2914260923862457,0.31376904249191284,0.07578543573617935,0.37080681324005127,0.1709602326154709
such,0.2706976532936096,0.12298080325126648,0.2736194431781769,0.23989605903625488,0.20067882537841797,0.23109698295593262,0.2704046070575714,0.2706976532936096,0.16903722286224365,0.2871878743171692,0.24488459527492523,0.36098620295524597,0.16911613941192627,0.3323920965194702,0.2704046070575714,0.3575236201286316,0.13230714201927185,0.10644631087779999,0.17851735651493073
as,0.39550232887268066,0.19099755585193634,0.3815547823905945,0.31749409437179565,0.26742884516716003,0.21462930738925934,0.3887844979763031,0.39550232887268066,0.17399440705776215,0.42092081904411316,0.24125908315181732,0.44774648547172546,0.2054080367088318,0.2817786931991577,0.3887844979763031,0.48381632566452026,0.08386871963739395,0.22911055386066437,0.27043893933296204
boston,0.16957563161849976,0.21613991260528564,0.21925613284111023,0.1650117039680481,0.07114508002996445,0.16964001953601837,0.24356770515441895,0.16957563161849976,0.120832659304142,0.13532760739326477,0.15045776963233948,0.21514153480529785,0.17001207172870636,0.2177053987979889,0.24356770515441895,0.2297145575284958,-0.05029609426856041,0.24580776691436768,0.14705288410186768
legal,0.24255292117595673,0.14455540478229523,0.1839827001094818,0.26388198137283325,0.303893119096756,0.25882360339164734,0.256083607673645,0.24255292117595673,0.15036970376968384,0.2818027436733246,0.16752399504184723,0.31984567642211914,0.19716177880764008,0.29383736848831177,0.256083607673645,0.25629305839538574,0.03371185436844826,0.07443170994520187,0.2143220454454422
and,0.3739250600337982,0.1997775286436081,0.4289871156215668,0.31309178471565247,0.20907706022262573,0.28832435607910156,0.4954058527946472,0.3739250600337982,0.16152189671993256,0.48971283435821533,0.25569969415664673,0.5064792633056641,0.27591994404792786,0.334749311208725,0.4954058527946472,0.5171257257461548,0.060795582830905914,0.2369309365749359,0.20544172823429108
the,0.5829201340675354,0.2324564903974533,0.4408751428127289,0.42745697498321533,0.2403784692287445,0.2975946068763733,0.6662389636039734,0.5829201340675354,0.2116575539112091,0.535392165184021,0.2657334506511688,0.4739971458911896,0.27187061309814453,0.21757709980010986,0.6662389636039734,1.0,0.15931062400341034,0.2507155239582062,0.22068053483963013
u.s.,0.0347411222755909,0.03256934881210327,0.018699808046221733,0.11178889125585556,-0.0006039570434950292,0.005670242477208376,-0.003064807504415512,0.0347411222755909,0.1508851796388626,0.09732837975025177,-0.10484743118286133,0.11615988612174988,-0.04132901132106781,-0.039810266345739365,-0.003064807504415512,0.06592652946710587,0.06591500341892242,0.13018591701984406,0.07886100560426712
version,0.27132871747016907,0.14638477563858032,0.21702225506305695,0.20755547285079956,0.0683567002415657,0.12059073895215988,0.19599339365959167,0.27132871747016907,0.1343749612569809,0.24018406867980957,0.2591775059700012,0.19780562818050385,0.2144576609134674,0.2544225752353668,0.19599339365959167,0.27268242835998535,0.002146862680092454,0.20000047981739044,0.2573966085910797
of,0.5052502155303955,0.17629693448543549,0.3646814823150635,0.33290785551071167,0.21258564293384552,0.3479447662830353,0.5696388483047485,0.5052502155303955,0.1687774956226349,0.41548454761505127,0.1928233802318573,0.4185989499092102,0.21800683438777924,0.18037469685077667,0.5696388483047485,0.733189046382904,0.11669120192527771,0.1598338931798935,0.1826142966747284
life,0.27076753973960876,0.08590120822191238,0.18554949760437012,0.24693015217781067,0.2135867029428482,0.14788010716438293,0.27054134011268616,0.27076753973960876,0.13238996267318726,0.24560359120368958,0.19820855557918549,0.244698166847229,0.14628826081752777,0.20261412858963013,0.27054134011268616,0.23528170585632324,0.1480535864830017,0.16289125382900238,0.21677987277507782
on,0.3848365545272827,0.24572104215621948,0.33887791633605957,0.34226128458976746,0.16793252527713776,0.28021755814552307,0.46853652596473694,0.3848365545272827,0.2014886885881424,0.41031414270401,0.19293728470802307,0.36199691891670227,0.30190837383270264,0.28622785210609436,0.46853652596473694,0.5107308030128479,0.020848523825407028,0.2107619047164917,0.2714994251728058
mars,0.2292313128709793,0.025470618158578873,0.1949647068977356,0.16458405554294586,0.11829836666584015,0.11915647238492966,0.18776611983776093,0.2292313128709793,0.1209886223077774,0.20331311225891113,0.18761281669139862,0.13024643063545227,0.16719596087932587,0.19692671298980713,0.18776611983776093,0.22427980601787567,0.021186893805861473,0.11553521454334259,0.1826961636543274
suffered,0.2735525667667389,0.20667444169521332,0.16633521020412445,0.13741295039653778,0.10892398655414581,0.5014254450798035,0.277639776468277,0.2735525667667389,0.2033507078886032,0.15722067654132843,0.16174905002117157,0.17500363290309906,0.13179118931293488,0.09906602650880814,0.277639776468277,0.2558774948120117,0.00622467091307044,0.21271176636219025,0.08963493257761002
from,0.322764128446579,0.20820920169353485,0.3373257517814636,0.2737620174884796,0.1137608215212822,0.25908446311950684,0.4274188280105591,0.322764128446579,0.16085021197795868,0.4069952368736267,0.1411544233560562,0.314039945602417,0.13736474514007568,0.17786408960819244,0.4274188280105591,0.40150508284568787,-0.01185942254960537,0.16452011466026306,0.19969791173934937
low,0.24393533170223236,0.20166876912117004,0.22115759551525116,0.20743566751480103,0.11987483501434326,0.21280542016029358,0.21458278596401215,0.24393533170223236,0.1754193753004074,0.2700593173503876,0.2299274355173111,0.19718985259532928,0.20353661477565765,0.18128237128257751,0.21458278596401215,0.2544175982475281,0.01778099313378334,0.21927480399608612,0.10658930987119675
viewership,0.2613753080368042,0.20135647058486938,0.2345968633890152,0.30348849296569824,0.2560654580593109,0.3086397051811218,0.23857662081718445,0.2613753080368042,0.1947520673274994,0.29246488213539124,0.23143066465854645,0.3187984824180603,0.35839420557022095,0.3707042932510376,0.23857662081718445,0.30921506881713867,0.09838777035474777,0.31652596592903137,0.23784568905830383
",",0.427140474319458,0.20861901342868805,0.3680937886238098,0.3087472915649414,0.19129666686058044,0.21903154253959656,0.5201468467712402,0.427140474319458,0.17235009372234344,0.44245919585227966,0.24176549911499023,0.4464869201183319,0.1932937651872635,0.21514803171157837,0.5201468467712402,0.4933079481124878,-0.06619200855493546,0.2232367992401123,0.31091248989105225
despite,0.28239360451698303,0.17897935211658478,0.21331483125686646,0.1825345903635025,0.1562105268239975,0.5215081572532654,0.27473363280296326,0.28239360451698303,0.2391190379858017,0.3584847152233124,0.1511564701795578,0.3311030864715576,0.20337042212486267,0.17455238103866577,0.27473363280296326,0.3172689974308014,0.07615432143211365,0.25890347361564636,0.14350546896457672
