,how,many,kilometers,is,warsaw,from,the,carpathian,mountains,?
mountains,0.11935112625360489,0.20278406143188477,0.3346743583679199,0.2538272738456726,0.11329389363527298,0.21533413231372833,0.27269288897514343,0.4641340374946594,1.0000001192092896,0.08633821457624435
and,0.33647966384887695,0.5296266674995422,0.21645788848400116,0.3859752118587494,0.2083624005317688,0.3601827025413513,0.5171257257461548,0.22531017661094666,0.2570574879646301,0.20544172823429108
about,0.44264400005340576,0.3800397515296936,0.35618335008621216,0.3532065451145172,0.09913060814142227,0.3421173691749573,0.37995871901512146,0.11987555027008057,0.21396180987358093,0.302409827709198
260,0.039220649749040604,0.009249287657439709,-0.04969538748264313,0.048074301332235336,-0.0003062690084334463,0.042773615568876266,0.011885111220180988,-0.003925532102584839,0.0547768659889698,0.22087180614471436
km,0.10687907040119171,0.10311309248209,0.7156697511672974,0.24258680641651154,0.10862851142883301,0.21550244092941284,0.21376769244670868,0.2715769410133362,0.3406659662723541,0.08180338144302368
(,0.1676948219537735,0.1455259770154953,0.1371249556541443,0.35393038392066956,0.1835584193468094,0.25806233286857605,0.33289089798927307,0.16008144617080688,0.14249426126480103,0.40561532974243164
160,-0.2829951047897339,-0.14579522609710693,0.16771352291107178,-0.040434580296278,-0.054970212280750275,-0.01543591357767582,-0.02510654367506504,0.11747797578573227,0.14340564608573914,-0.11823219805955887
mi,0.0639447420835495,0.09143856912851334,0.41710782051086426,0.17681920528411865,0.10596410930156708,0.19696539640426636,0.12998802959918976,0.16998139023780823,0.2291475385427475,0.10264865309000015
),0.17939934134483337,0.16602720320224762,0.16562522947788239,0.37732169032096863,0.19817118346691132,0.2672361731529236,0.3456730246543884,0.1652006059885025,0.16033703088760376,0.42300865054130554
from,0.22939439117908478,0.33099696040153503,0.23671995103359222,0.27355384826660156,0.2396499514579773,1.0,0.40150508284568787,0.16231632232666016,0.21533413231372833,0.19969791173934937
the,0.33890387415885925,0.4335206151008606,0.3189322352409363,0.5823672413825989,0.23137180507183075,0.40150508284568787,1.0,0.29205647110939026,0.27269288897514343,0.22068053483963013
baltic,0.15540248155593872,0.2731476128101349,0.2595781683921814,0.18741562962532043,0.3185311555862427,0.14403773844242096,0.31626036763191223,0.4338799715042114,0.2692496180534363,0.06320890039205551
sea,0.16549281775951385,0.26365554332733154,0.2785835266113281,0.22288988530635834,0.15244372189044952,0.19167837500572205,0.30363768339157104,0.3076529800891876,0.3674805462360382,0.15551945567131042
",",0.22659391164779663,0.40610817074775696,0.24683520197868347,0.4691906273365021,0.25300899147987366,0.39760664105415344,0.4933079481124878,0.19443005323410034,0.2542361319065094,0.31091248989105225
523,0.018903475254774094,0.1237553134560585,-0.018318548798561096,-0.08765161782503128,-0.13665206730365753,-0.0581522174179554,-0.04533480480313301,-0.05442728102207184,-0.005498337559401989,-0.08408358693122864
km,0.10687907040119171,0.10311309248209,0.7156697511672974,0.24258680641651154,0.10862851142883301,0.21550244092941284,0.21376769244670868,0.2715769410133362,0.3406659662723541,0.08180338144302368
(,0.1676948219537735,0.1455259770154953,0.1371249556541443,0.35393038392066956,0.1835584193468094,0.25806233286857605,0.33289089798927307,0.16008144617080688,0.14249426126480103,0.40561532974243164
325,0.07498662918806076,0.11176186054944992,0.10199599713087082,0.00370967760682106,0.15865235030651093,0.0992678552865982,0.16691391170024872,0.13085739314556122,0.03286097198724747,0.10225103050470352
mi,0.0639447420835495,0.09143856912851334,0.41710782051086426,0.17681920528411865,0.10596410930156708,0.19696539640426636,0.12998802959918976,0.16998139023780823,0.2291475385427475,0.10264865309000015
),0.17939934134483337,0.16602720320224762,0.16562522947788239,0.37732169032096863,0.19817118346691132,0.2672361731529236,0.3456730246543884,0.1652006059885025,0.16033703088760376,0.42300865054130554
east,0.1773146688938141,0.20167402923107147,0.35398176312446594,0.2596127688884735,0.24607965350151062,0.27024149894714355,0.3383176326751709,0.3685687780380249,0.3533586263656616,0.10070597380399704
of,0.2480744868516922,0.37253960967063904,0.26878124475479126,0.4854315221309662,0.19253842532634735,0.4249346852302551,0.733189046382904,0.27182626724243164,0.22132478654384613,0.1826142966747284
berlin,0.17197202146053314,0.19289149343967438,0.16068309545516968,0.112583227455616,0.4726327061653137,0.21483661234378815,0.24435602128505707,0.21103984117507935,0.17483577132225037,0.1003006249666214
",",0.22659391164779663,0.40610817074775696,0.24683520197868347,0.4691906273365021,0.25300899147987366,0.39760664105415344,0.4933079481124878,0.19443005323410034,0.2542361319065094,0.31091248989105225
germany,0.19746148586273193,0.27300503849983215,0.2147512286901474,0.2201172411441803,0.39102694392204285,0.18705032765865326,0.3181285262107849,0.24848365783691406,0.22636830806732178,0.1388660967350006
.,0.3287222981452942,0.3974229395389557,0.23192454874515533,0.4569662809371948,0.26825499534606934,0.41536515951156616,0.5934505462646484,0.17181147634983063,0.1869059056043625,0.4130953550338745
