,was,the,skylab,assembled,on,earth,'s,surface,or,in,space,?
launched,0.28489428758621216,0.2547066807746887,0.4335838258266449,0.2837693989276886,0.3055371642112732,0.20919367671012878,-0.01740374229848385,0.24718135595321655,0.14317859709262848,0.18876992166042328,0.3894712030887604,0.1803835779428482
in,0.45514053106307983,0.6662389636039734,0.27669620513916016,0.187361940741539,0.46853652596473694,0.18566735088825226,-0.037580832839012146,0.20246390998363495,0.3586423695087433,1.0,0.17648501694202423,0.20430970191955566
1973,-0.1900326907634735,-0.22297891974449158,-0.2569577693939209,-0.11710169911384583,-0.18441499769687653,-0.19711743295192719,0.015158087946474552,-0.15193143486976624,-0.14881284534931183,-0.18588787317276,-0.20205064117908478,-0.07644321769475937
using,0.18766598403453827,0.28364112973213196,0.25856202840805054,0.1684737503528595,0.29792529344558716,0.20712430775165558,-0.029558077454566956,0.2967773377895355,0.4131818115711212,0.2717311978340149,0.22641603648662567,0.2804589569568634
the,0.48711544275283813,1.0,0.33710870146751404,0.2575589418411255,0.5107308030128479,0.2801888585090637,-0.01540423184633255,0.2555135488510132,0.4174870550632477,0.6662389636039734,0.24495907127857208,0.22068053483963013
two,0.27166637778282166,0.43858039379119873,0.25433480739593506,0.30719465017318726,0.3205535411834717,0.20804813504219055,0.038143858313560486,0.16632987558841705,0.3349444568157196,0.36463531851768494,0.20972752571105957,0.19645625352859497
lower,0.1138346716761589,0.3463275134563446,0.16447852551937103,0.21343213319778442,0.16919521987438202,0.1645572930574417,0.08257514238357544,0.203123539686203,0.27895238995552063,0.27455443143844604,0.10440593212842941,0.08471795171499252
stages,0.18915748596191406,0.29316213726997375,0.2420339286327362,0.22442485392093658,0.2639937996864319,0.11872242391109467,0.0494191013276577,0.2132258415222168,0.19435784220695496,0.25691351294517517,0.13510949909687042,0.12672165036201477
of,0.4069072902202606,0.733189046382904,0.23126329481601715,0.28042295575141907,0.3966929316520691,0.2329314798116684,-0.03817026689648628,0.24204103648662567,0.3792596757411957,0.5696388483047485,0.21300287544727325,0.1826142966747284
a,0.4508470594882965,0.5829201340675354,0.30519405007362366,0.15408079326152802,0.3848365545272827,0.21121151745319366,0.04866964742541313,0.24436084926128387,0.48853766918182373,0.539380669593811,0.20296213030815125,0.23916715383529663
saturn,0.24932558834552765,0.24189656972885132,0.3515685796737671,0.16519638895988464,0.18330253660678864,0.38226228952407837,0.11320748925209045,0.3195807933807373,0.17696666717529297,0.16002382338047028,0.2759999632835388,0.1619711071252823
v.,0.00570128345862031,-0.028345759958028793,-0.06228939816355705,-0.026680070906877518,-0.038737017661333084,0.03911519795656204,0.0596761517226696,-0.018892742693424225,-0.04765903204679489,-0.03806581720709801,0.009385607205331326,0.13179227709770203
it,0.4577186405658722,0.6251175999641418,0.2710142433643341,0.16488172113895416,0.4529881477355957,0.27391982078552246,0.06608816236257553,0.2949981689453125,0.36389440298080444,0.5130809545516968,0.1662190854549408,0.25732165575027466
was,1.0000001192092896,0.48711544275283813,0.304561972618103,0.268084317445755,0.3909217119216919,0.18661361932754517,0.008974763564765453,0.15540370345115662,0.2330796718597412,0.45514053106307983,0.14677780866622925,0.18412111699581146
equipped,0.21764908730983734,0.20846036076545715,0.3036229908466339,0.322914719581604,0.1805037260055542,0.12826672196388245,0.05126355215907097,0.2207949012517929,0.26262131333351135,0.16586562991142273,0.18574048578739166,0.1901935189962387
with,0.27411898970603943,0.4223487675189972,0.2125244289636612,0.2120475023984909,0.40749499201774597,0.21692633628845215,-0.04624466598033905,0.1969025433063507,0.38158315420150757,0.4080928862094879,0.1992894560098648,0.2433311939239502
an,0.3694365322589874,0.4207492768764496,0.2846873700618744,0.1256120204925537,0.3192969560623169,0.15274131298065186,0.025255560874938965,0.18808452785015106,0.3096676766872406,0.2605783939361572,0.19467206299304962,0.19793890416622162
apollo,0.2306441366672516,0.2169172167778015,0.5026432275772095,0.1553104668855667,0.16069947183132172,0.3316074311733246,-0.020172206684947014,0.19678367674350739,0.13169844448566437,0.1461767554283142,0.3076713979244232,0.191528782248497
telescope,0.19778674840927124,0.16737188398838043,0.4357125461101532,0.22545410692691803,0.1867031455039978,0.31323063373565674,0.02011176384985447,0.28511422872543335,0.11063022166490555,0.13710340857505798,0.3820892870426178,0.09989265352487564
mount,0.20221182703971863,0.26066282391548157,0.3356778025627136,0.11839405447244644,0.24330584704875946,0.2567996084690094,-0.07845290750265121,0.16500277817249298,0.13210083544254303,0.22216229140758514,0.16961584985256195,0.10283114016056061
",",0.45456063747406006,0.4933079481124878,0.29952821135520935,0.19421221315860748,0.49057599902153015,0.23186853528022766,-0.0016132977325469255,0.23000483214855194,0.3769497275352478,0.5201468467712402,0.2285580337047577,0.31091248989105225
the,0.48711544275283813,1.0,0.33710870146751404,0.2575589418411255,0.5107308030128479,0.2801888585090637,-0.01540423184633255,0.2555135488510132,0.4174870550632477,0.6662389636039734,0.24495907127857208,0.22068053483963013
solar,0.14261068403720856,0.2513602674007416,0.38112327456474304,0.18222977221012115,0.1647547334432602,0.42192184925079346,0.011009209789335728,0.325588583946228,0.2587292492389679,0.2295871526002884,0.30423134565353394,0.18617206811904907
telescope,0.19778674840927124,0.16737188398838043,0.4357125461101532,0.22545410692691803,0.1867031455039978,0.31323063373565674,0.02011176384985447,0.28511422872543335,0.11063022166490555,0.13710340857505798,0.3820892870426178,0.09989265352487564
that,0.33670201897621155,0.5473989248275757,0.30542173981666565,0.2291157990694046,0.42569106817245483,0.33014219999313354,0.04397977516055107,0.30130770802497864,0.4729836881160736,0.435920387506485,0.2368461638689041,0.32716336846351624
would,0.41663143038749695,0.4133751392364502,0.28034377098083496,0.2478206604719162,0.35589995980262756,0.23253954946994781,0.036968596279621124,0.2547634243965149,0.39548179507255554,0.30461156368255615,0.2089509218931198,0.37178951501846313
have,0.2863433063030243,0.40389683842658997,0.23909451067447662,0.2157018482685089,0.36494916677474976,0.22133874893188477,-0.02807004563510418,0.24156825244426727,0.46389055252075195,0.36843645572662354,0.22874028980731964,0.32991164922714233
been,0.518218457698822,0.3563927710056305,0.22294478118419647,0.22887469828128815,0.29937630891799927,0.17430467903614044,-0.10734795778989792,0.1994674652814865,0.32461076974868774,0.3515113592147827,0.18637923896312714,0.24354910850524902
used,0.23679393529891968,0.3718377649784088,0.16134604811668396,0.18864582479000092,0.24785758554935455,0.20207399129867554,0.00600846204906702,0.24564874172210693,0.4951852560043335,0.3090210556983948,0.18470054864883423,0.22430120408535004
on,0.3909217119216919,0.5107308030128479,0.29204991459846497,0.23162181675434113,0.9999999403953552,0.20645220577716827,0.0026888418942689896,0.2674844264984131,0.2897229492664337,0.46853652596473694,0.15890881419181824,0.2714994251728058
the,0.48711544275283813,1.0,0.33710870146751404,0.2575589418411255,0.5107308030128479,0.2801888585090637,-0.01540423184633255,0.2555135488510132,0.4174870550632477,0.6662389636039734,0.24495907127857208,0.22068053483963013
apollo,0.2306441366672516,0.2169172167778015,0.5026432275772095,0.1553104668855667,0.16069947183132172,0.3316074311733246,-0.020172206684947014,0.19678367674350739,0.13169844448566437,0.1461767554283142,0.3076713979244232,0.191528782248497
telescope,0.19778674840927124,0.16737188398838043,0.4357125461101532,0.22545410692691803,0.1867031455039978,0.31323063373565674,0.02011176384985447,0.28511422872543335,0.11063022166490555,0.13710340857505798,0.3820892870426178,0.09989265352487564
missions,0.1960911750793457,0.26288601756095886,0.4605284631252289,0.21763195097446442,0.2538504898548126,0.2900218963623047,0.014879320748150349,0.2683989405632019,0.21081945300102234,0.2733149528503418,0.35818853974342346,0.21422071754932404
.,0.40146201848983765,0.5934505462646484,0.3288629353046417,0.17759466171264648,0.49257001280784607,0.2542925775051117,-0.003708066651597619,0.2543797492980957,0.36683785915374756,0.5591574311256409,0.2385488897562027,0.4130953550338745
