,what,do,some,civil,disobedient,people,feel,the,need,to,acknowledge,.
punishment,0.31300443410873413,0.22830727696418762,0.2556392252445221,0.1772332489490509,0.3630826771259308,0.19601407647132874,0.2799660563468933,0.2503047287464142,0.19313353300094604,0.208286851644516,0.3074434995651245,0.24320337176322937
because,0.46729007363319397,0.39530807733535767,0.5230033993721008,0.21662528812885284,0.34494951367378235,0.4005701541900635,0.38106420636177063,0.44596394896507263,0.39445844292640686,0.5166091918945312,0.28105446696281433,0.45765790343284607
of,0.33290785551071167,0.26150479912757874,0.4300730526447296,0.24698495864868164,0.31301209330558777,0.3251037895679474,0.19935615360736847,0.733189046382904,0.24285943806171417,0.41548454761505127,0.2865595519542694,0.5352458953857422
their,0.35142919421195984,0.35424983501434326,0.5109887719154358,0.18000862002372742,0.29542815685272217,0.2901504337787628,0.3611217141151428,0.516537070274353,0.35579198598861694,0.44619059562683105,0.2805691659450531,0.34427863359451294
belief,0.3523470163345337,0.23756442964076996,0.29567745327949524,0.20378170907497406,0.38708335161209106,0.2623474597930908,0.3328664302825928,0.22474968433380127,0.17374026775360107,0.28712236881256104,0.44798481464385986,0.226570263504982
in,0.30808621644973755,0.23402775824069977,0.4010399878025055,0.26466667652130127,0.31090906262397766,0.39605680108070374,0.1927928626537323,0.6662389636039734,0.2129468470811844,0.45010748505592346,0.16945981979370117,0.5591574311256409
the,0.42745697498321533,0.30239659547805786,0.4566698372364044,0.2477465271949768,0.32443782687187195,0.36838498711586,0.264497846364975,1.0,0.2594960331916809,0.535392165184021,0.25937798619270325,0.5934505462646484
validity,0.36067017912864685,0.2846676707267761,0.34615960717201233,0.15702173113822937,0.32599782943725586,0.16256369650363922,0.33560484647750854,0.22486650943756104,0.43682053685188293,0.2693976163864136,0.44039323925971985,0.1963171362876892
of,0.33290785551071167,0.26150479912757874,0.4300730526447296,0.24698495864868164,0.31301209330558777,0.3251037895679474,0.19935615360736847,0.733189046382904,0.24285943806171417,0.41548454761505127,0.2865595519542694,0.5352458953857422
the,0.42745697498321533,0.30239659547805786,0.4566698372364044,0.2477465271949768,0.32443782687187195,0.36838498711586,0.264497846364975,1.0,0.2594960331916809,0.535392165184021,0.25937798619270325,0.5934505462646484
social,0.22217629849910736,0.21496951580047607,0.24249128997325897,0.2795228660106659,0.2850031852722168,0.2459716647863388,0.24234114587306976,0.21797899901866913,0.20651523768901825,0.19684761762619019,0.26187628507614136,0.2614770531654358
contract,0.2276902049779892,0.17110207676887512,0.12746533751487732,0.13742439448833466,0.19066020846366882,0.16493825614452362,0.189079150557518,0.23003633320331573,0.1754082888364792,0.2871469259262085,0.2118893414735794,0.18996715545654297
",",0.3087472915649414,0.3283645510673523,0.42400437593460083,0.24795588850975037,0.29278111457824707,0.36644625663757324,0.23670589923858643,0.4933079481124878,0.25983062386512756,0.44245919585227966,0.2611771821975708,0.6812511086463928
which,0.5261979103088379,0.31153854727745056,0.5407140851020813,0.13459211587905884,0.3388326168060303,0.29092222452163696,0.2847709357738495,0.6521818041801453,0.3459008038043976,0.5345056653022766,0.2638137936592102,0.45942068099975586
is,0.28837618231773376,0.30895981192588806,0.3038453459739685,0.16941262781620026,0.2606341540813446,0.34254953265190125,0.2400403469800949,0.5823672413825989,0.25332385301589966,0.42745086550712585,0.14972347021102905,0.4569662809371948
held,0.0974166989326477,0.16762764751911163,0.17857594788074493,0.13645535707473755,0.17542190849781036,0.23957963287830353,0.13454851508140564,0.32185450196266174,0.10257957130670547,0.22177374362945557,0.2190260887145996,0.2628571093082428
to,0.455847829580307,0.38876664638519287,0.4636894166469574,0.2019355595111847,0.3079164922237396,0.37275731563568115,0.3145853281021118,0.535392165184021,0.42094892263412476,1.0,0.3060748279094696,0.4645031690597534
bind,0.20024219155311584,0.19759774208068848,0.2567862570285797,0.06578992307186127,0.3710320293903351,0.057706620544195175,0.2550986111164093,0.20701828598976135,0.23727022111415863,0.27997180819511414,0.23203061521053314,0.20130418241024017
all,0.41981086134910583,0.38664430379867554,0.583402693271637,0.17187000811100006,0.27952077984809875,0.31366872787475586,0.30312013626098633,0.4860881567001343,0.3924550414085388,0.42520734667778015,0.3354833424091339,0.43406882882118225
to,0.455847829580307,0.38876664638519287,0.4636894166469574,0.2019355595111847,0.3079164922237396,0.37275731563568115,0.3145853281021118,0.535392165184021,0.42094892263412476,1.0,0.3060748279094696,0.4645031690597534
obey,0.32108503580093384,0.37285125255584717,0.29190510511398315,0.2464292049407959,0.4921143651008606,0.1981402337551117,0.2768877148628235,0.20167401432991028,0.2992095351219177,0.2649046778678894,0.3150881230831146,0.20665310323238373
the,0.42745697498321533,0.30239659547805786,0.4566698372364044,0.2477465271949768,0.32443782687187195,0.36838498711586,0.264497846364975,1.0,0.2594960331916809,0.535392165184021,0.25937798619270325,0.5934505462646484
laws,0.29636016488075256,0.2906854450702667,0.2989252507686615,0.2589532434940338,0.4290776550769806,0.2833867371082306,0.21538585424423218,0.2587076723575592,0.22515636682510376,0.2910608649253845,0.24105606973171234,0.2222834676504135
that,0.6297725439071655,0.44533252716064453,0.6049469113349915,0.16867391765117645,0.3573726713657379,0.3621441423892975,0.41628018021583557,0.5473989248275757,0.46464914083480835,0.5436353087425232,0.3866228759288788,0.4460422694683075
a,0.3320399522781372,0.26237669587135315,0.34539633989334106,0.21693918108940125,0.28178003430366516,0.3483705520629883,0.2556643486022949,0.5829201340675354,0.30329999327659607,0.45503583550453186,0.16485175490379333,0.50484299659729
government,0.28074538707733154,0.20911449193954468,0.2568245828151703,0.30626749992370605,0.3842083215713501,0.351580411195755,0.20196114480495453,0.31798112392425537,0.1825719028711319,0.28343796730041504,0.26931625604629517,0.2521961033344269
meeting,0.2296355813741684,0.12681026756763458,0.25929635763168335,0.16591468453407288,0.23628506064414978,0.2296367734670639,0.21758849918842316,0.3390691578388214,0.18974274396896362,0.2453547865152359,0.2200130820274353,0.23260334134101868
certain,0.4561643898487091,0.3747329115867615,0.617815375328064,0.15305054187774658,0.3528845012187958,0.2928566038608551,0.37127605080604553,0.392071396112442,0.4668112099170685,0.4444960355758667,0.28275439143180847,0.2603873014450073
standards,0.2855789363384247,0.26735010743141174,0.2902222275733948,0.15418948233127594,0.20723508298397064,0.21520425379276276,0.2504735291004181,0.2433546632528305,0.3681405782699585,0.2603518068790436,0.2666153907775879,0.23661701381206512
of,0.33290785551071167,0.26150479912757874,0.4300730526447296,0.24698495864868164,0.31301209330558777,0.3251037895679474,0.19935615360736847,0.733189046382904,0.24285943806171417,0.41548454761505127,0.2865595519542694,0.5352458953857422
legitimacy,0.2806021273136139,0.24543888866901398,0.253808856010437,0.28261008858680725,0.36362552642822266,0.23839391767978668,0.2784573435783386,0.22425152361392975,0.19715844094753265,0.20974260568618774,0.4575243294239044,0.1462436020374298
has,0.20338068902492523,0.22084827721118927,0.3587830364704132,0.14805923402309418,0.14961981773376465,0.2147672474384308,0.21254506707191467,0.4177538752555847,0.2697809636592865,0.3619994819164276,0.17929401993751526,0.4105546176433563
established,0.14869536459445953,0.14786498248577118,0.15749907493591309,0.15784630179405212,0.17963777482509613,0.15472428500652313,0.13180910050868988,0.33092597126960754,0.14392465353012085,0.15850777924060822,0.2771129608154297,0.23771190643310547
",",0.3087472915649414,0.3283645510673523,0.42400437593460083,0.24795588850975037,0.29278111457824707,0.36644625663757324,0.23670589923858643,0.4933079481124878,0.25983062386512756,0.44245919585227966,0.2611771821975708,0.6812511086463928
or,0.33867141604423523,0.39439281821250916,0.5009974837303162,0.12588919699192047,0.31635817885398865,0.335800439119339,0.35202890634536743,0.4174870550632477,0.44836896657943726,0.38921234011650085,0.20298223197460175,0.36683785915374756
else,0.4444292485713959,0.3849487006664276,0.30569812655448914,0.1195359006524086,0.20299221575260162,0.2335701733827591,0.37344062328338623,0.19370581209659576,0.36472469568252563,0.36551961302757263,0.24799829721450806,0.30548352003097534
suffer,0.3221397399902344,0.3136806786060333,0.30010056495666504,0.1814393401145935,0.38864901661872864,0.30348560214042664,0.3755108118057251,0.22818626463413239,0.33180662989616394,0.2893508970737457,0.2840856909751892,0.18533723056316376
the,0.42745697498321533,0.30239659547805786,0.4566698372364044,0.2477465271949768,0.32443782687187195,0.36838498711586,0.264497846364975,1.0,0.2594960331916809,0.535392165184021,0.25937798619270325,0.5934505462646484
penalties,0.16156023740768433,0.19253985583782196,0.1448589563369751,0.19182489812374115,0.1980190873146057,0.13675419986248016,0.15499868988990784,0.08686389029026031,0.16828283667564392,0.1563161313533783,0.11906514316797256,0.15809625387191772
set,0.28954121470451355,0.19593527913093567,0.2600895166397095,0.16548344492912292,0.19142986834049225,0.15701651573181152,0.12891744077205658,0.2927955985069275,0.18241769075393677,0.320547491312027,0.15979264676570892,0.2928885817527771
out,0.3633197546005249,0.30558764934539795,0.4002910256385803,0.12023882567882538,0.23885658383369446,0.2769753634929657,0.2807283401489258,0.39404502511024475,0.3266632556915283,0.42386990785598755,0.1725495457649231,0.34234723448753357
in,0.30808621644973755,0.23402775824069977,0.4010399878025055,0.26466667652130127,0.31090906262397766,0.39605680108070374,0.1927928626537323,0.6662389636039734,0.2129468470811844,0.45010748505592346,0.16945981979370117,0.5591574311256409
the,0.42745697498321533,0.30239659547805786,0.4566698372364044,0.2477465271949768,0.32443782687187195,0.36838498711586,0.264497846364975,1.0,0.2594960331916809,0.535392165184021,0.25937798619270325,0.5934505462646484
law,0.2145031988620758,0.193905308842659,0.19280415773391724,0.31305259466171265,0.39625099301338196,0.14347268640995026,0.18444153666496277,0.24548950791358948,0.15508057177066803,0.259207159280777,0.25884589552879333,0.24482665956020355
.,0.3567904531955719,0.3613996207714081,0.40663889050483704,0.2541380822658539,0.27214178442955017,0.33118996024131775,0.25462567806243896,0.5934505462646484,0.26852357387542725,0.4645031690597534,0.21279053390026093,1.0000001192092896
