,which,tefu,article,states,that,no,quantitative,restrictions,can,be,placed,on,trade,?
no,0.32479003071784973,0.3198796212673187,0.30246084928512573,0.15352249145507812,0.41830796003341675,1.0,0.17841435968875885,0.3276553452014923,0.2225070297718048,0.4173688292503357,0.24644586443901062,0.3244728446006775,0.15714246034622192,0.32165053486824036
quantitative,0.31412288546562195,0.16741913557052612,0.2735513746738434,0.19951240718364716,0.3228165805339813,0.17841435968875885,1.0,0.3419552147388458,0.35831987857818604,0.2917081117630005,0.13745245337486267,0.18355032801628113,0.21689465641975403,0.23438139259815216
restrictions,0.35708701610565186,0.272320955991745,0.3175141513347626,0.26824164390563965,0.39437928795814514,0.3276553452014923,0.3419552147388458,0.9999999403953552,0.36566096544265747,0.38689589500427246,0.31439223885536194,0.3151613473892212,0.3546423017978668,0.28638559579849243
could,0.3928161859512329,0.31151261925697327,0.3629496991634369,0.2124703973531723,0.5584503412246704,0.3165116310119629,0.2656710743904114,0.37581130862236023,0.6550644040107727,0.4791525900363922,0.28305473923683167,0.2953716814517975,0.20427033305168152,0.3411986827850342
be,0.476310670375824,0.2560228407382965,0.4253923296928406,0.24637973308563232,0.6036020517349243,0.4173688292503357,0.2917081117630005,0.38689589500427246,0.5791122913360596,1.0,0.34677496552467346,0.37900757789611816,0.17317168414592743,0.3324260413646698
placed,0.31395262479782104,0.21626749634742737,0.25276029109954834,0.13861986994743347,0.31709378957748413,0.24644586443901062,0.13745245337486267,0.31439223885536194,0.2537442743778229,0.34677496552467346,1.0000001192092896,0.3127811551094055,0.13622936606407166,0.18964257836341858
on,0.4245251417160034,0.2583552896976471,0.2953488528728485,0.2692825198173523,0.42569106817245483,0.3244728446006775,0.18355032801628113,0.3151613473892212,0.2772369682788849,0.37900757789611816,0.3127811551094055,0.9999999403953552,0.20021353662014008,0.2714994251728058
trade,0.22325871884822845,0.2595917582511902,0.19780291616916656,0.23284931480884552,0.20906251668930054,0.15714246034622192,0.21689465641975403,0.3546423017978668,0.20083941519260406,0.17317168414592743,0.13622936606407166,0.20021353662014008,0.9999999403953552,0.09336511790752411
",",0.3658004403114319,0.3625771105289459,0.28605279326438904,0.3315127193927765,0.4137537479400635,0.29972612857818604,0.23551496863365173,0.2838693857192993,0.3139454126358032,0.39254459738731384,0.2528902292251587,0.49057599902153015,0.1945054978132248,0.31091248989105225
without,0.3639591634273529,0.18424323201179504,0.2655103802680969,0.15124715864658356,0.3644297122955322,0.4206812083721161,0.21524572372436523,0.357910692691803,0.40443679690361023,0.4152284264564514,0.2971493899822235,0.26243290305137634,0.1628611534833908,0.2928665280342102
a,0.56894451379776,0.2701566815376282,0.30913418531417847,0.24708621203899384,0.47537946701049805,0.26280897855758667,0.2556931674480438,0.22060136497020721,0.3915780484676361,0.39883795380592346,0.30072465538978577,0.3848365545272827,0.2032492309808731,0.23916715383529663
good,0.29182055592536926,0.22192375361919403,0.394582062959671,0.14683854579925537,0.44230329990386963,0.34342578053474426,0.30803126096725464,0.33213648200035095,0.29485663771629333,0.3490540385246277,0.1811853051185608,0.2569187879562378,0.21241256594657898,0.3187684714794159
justification,0.3810770809650421,0.18106289207935333,0.43008849024772644,0.17072686553001404,0.4210440516471863,0.34141990542411804,0.39724618196487427,0.439187616109848,0.27477312088012695,0.32106515765190125,0.23598405718803406,0.27333176136016846,0.19646938145160675,0.4005378186702728
",",0.3658004403114319,0.3625771105289459,0.28605279326438904,0.3315127193927765,0.4137537479400635,0.29972612857818604,0.23551496863365173,0.2838693857192993,0.3139454126358032,0.39254459738731384,0.2528902292251587,0.49057599902153015,0.1945054978132248,0.31091248989105225
van,0.12843205034732819,0.1363893747329712,0.2049235701560974,0.14720803499221802,0.16476967930793762,0.12929575145244598,0.1459771990776062,0.08284662663936615,0.1322571337223053,0.1353045552968979,0.07597470283508301,0.18874120712280273,0.1052885353565216,0.15528257191181183
gend,0.23990200459957123,0.08206978440284729,0.24970769882202148,0.16830690205097198,0.2663033604621887,0.19740267097949982,0.18776117265224457,0.1670912802219391,0.2214309722185135,0.2626589238643646,0.15591835975646973,0.17427492141723633,0.14102432131767273,0.20826369524002075
en,0.15465666353702545,0.1689257174730301,0.3794993758201599,0.0661395862698555,0.1933109164237976,0.221745565533638,0.19939404726028442,0.22667941451072693,0.16627493500709534,0.1693972498178482,0.08421805500984192,0.2335398942232132,0.1405228078365326,0.3125995695590973
loos,0.11371071636676788,0.26985546946525574,0.1050238385796547,0.22591306269168854,0.20041348040103912,0.12631748616695404,0.06474722921848297,0.1575172394514084,0.1005658358335495,0.15239061415195465,0.09796372056007385,0.2857881188392639,0.1779487580060959,0.13634200394153595
could,0.3928161859512329,0.31151261925697327,0.3629496991634369,0.2124703973531723,0.5584503412246704,0.3165116310119629,0.2656710743904114,0.37581130862236023,0.6550644040107727,0.4791525900363922,0.28305473923683167,0.2953716814517975,0.20427033305168152,0.3411986827850342
recover,0.25916385650634766,0.2257811576128006,0.14320217072963715,0.15457965433597565,0.3011137545108795,0.16856108605861664,0.2282513678073883,0.2370864450931549,0.30173441767692566,0.28608933091163635,0.14462116360664368,0.19057044386863708,0.21932870149612427,0.1497272402048111
the,0.6521818041801453,0.33789733052253723,0.3329811692237854,0.3463578522205353,0.5473989248275757,0.3461136817932129,0.18140308558940887,0.2840818166732788,0.312528520822525,0.4248143136501312,0.38702741265296936,0.5107308030128479,0.2681608200073242,0.22068053483963013
money,0.2905809283256531,0.263816237449646,0.21493351459503174,0.2010035216808319,0.3115869462490082,0.2538248598575592,0.18624255061149597,0.29167917370796204,0.18356771767139435,0.23008064925670624,0.15264414250850677,0.20461611449718475,0.3001601994037628,0.2069680541753769
it,0.616637647151947,0.2600102722644806,0.40533560514450073,0.3072223365306854,0.5921133160591125,0.25005611777305603,0.21531280875205994,0.2622617483139038,0.3819273114204407,0.5203388929367065,0.2612115740776062,0.4529881477355957,0.2112291306257248,0.25732165575027466
paid,0.21827414631843567,0.285420298576355,0.22630007565021515,0.1915183663368225,0.3008268177509308,0.16739879548549652,0.134111687541008,0.2457694709300995,0.14789767563343048,0.23184046149253845,0.20276007056236267,0.21257959306240082,0.2351217269897461,0.20964482426643372
for,0.44095608592033386,0.286103218793869,0.31357312202453613,0.2496437132358551,0.4137635827064514,0.306581974029541,0.2784408628940582,0.35240620374679565,0.35690054297447205,0.3801851272583008,0.258872926235199,0.36199691891670227,0.2946145534515381,0.264628142118454
the,0.6521818041801453,0.33789733052253723,0.3329811692237854,0.3463578522205353,0.5473989248275757,0.3461136817932129,0.18140308558940887,0.2840818166732788,0.312528520822525,0.4248143136501312,0.38702741265296936,0.5107308030128479,0.2681608200073242,0.22068053483963013
tariff,0.2578415274620056,0.3142770528793335,0.2370956838130951,0.29732605814933777,0.2813478410243988,0.2046501487493515,0.26399463415145874,0.4007655382156372,0.2079101949930191,0.258765310049057,0.09535667300224304,0.1535443216562271,0.3999491035938263,0.2175389528274536
.,0.45942068099975586,0.31555411219596863,0.30669885873794556,0.33941102027893066,0.4460422694683075,0.35224834084510803,0.22571814060211182,0.2609763741493225,0.35783761739730835,0.4383580684661865,0.2485738843679428,0.49257001280784607,0.20157761871814728,0.4130953550338745
,which,tefu,article,states,that,no,quantitative,restrictions,can,be,placed,on,trade,?
van,0.12843205034732819,0.1363893747329712,0.2049235701560974,0.14720803499221802,0.16476967930793762,0.12929575145244598,0.1459771990776062,0.08284662663936615,0.1322571337223053,0.1353045552968979,0.07597470283508301,0.18874120712280273,0.1052885353565216,0.15528257191181183
gend,0.23990200459957123,0.08206978440284729,0.24970769882202148,0.16830690205097198,0.2663033604621887,0.19740267097949982,0.18776117265224457,0.1670912802219391,0.2214309722185135,0.2626589238643646,0.15591835975646973,0.17427492141723633,0.14102432131767273,0.20826369524002075
en,0.15465666353702545,0.1689257174730301,0.3794993758201599,0.0661395862698555,0.1933109164237976,0.221745565533638,0.19939404726028442,0.22667941451072693,0.16627493500709534,0.1693972498178482,0.08421805500984192,0.2335398942232132,0.1405228078365326,0.3125995695590973
loos,0.11371071636676788,0.26985546946525574,0.1050238385796547,0.22591306269168854,0.20041348040103912,0.12631748616695404,0.06474722921848297,0.1575172394514084,0.1005658358335495,0.15239061415195465,0.09796372056007385,0.2857881188392639,0.1779487580060959,0.13634200394153595
",",0.3658004403114319,0.3625771105289459,0.28605279326438904,0.3315127193927765,0.4137537479400635,0.29972612857818604,0.23551496863365173,0.2838693857192993,0.3139454126358032,0.39254459738731384,0.2528902292251587,0.49057599902153015,0.1945054978132248,0.31091248989105225
a,0.56894451379776,0.2701566815376282,0.30913418531417847,0.24708621203899384,0.47537946701049805,0.26280897855758667,0.2556931674480438,0.22060136497020721,0.3915780484676361,0.39883795380592346,0.30072465538978577,0.3848365545272827,0.2032492309808731,0.23916715383529663
postal,0.1879727691411972,0.17229557037353516,0.2023589164018631,0.34031426906585693,0.1495674103498459,0.11123158782720566,0.14024685323238373,0.20446652173995972,0.1623174548149109,0.1319306492805481,0.11482534557580948,0.12988272309303284,0.2025410532951355,0.17229832708835602
company,0.25990763306617737,0.16147997975349426,0.21361975371837616,0.2438579499721527,0.22723333537578583,0.14901213347911835,0.12810049951076508,0.12712396681308746,0.15039870142936707,0.1454060822725296,0.12744958698749542,0.23664942383766174,0.2859508693218231,0.12195809185504913
",",0.3658004403114319,0.3625771105289459,0.28605279326438904,0.3315127193927765,0.4137537479400635,0.29972612857818604,0.23551496863365173,0.2838693857192993,0.3139454126358032,0.39254459738731384,0.2528902292251587,0.49057599902153015,0.1945054978132248,0.31091248989105225
claimed,0.23947973549365997,0.3012797236442566,0.17721056938171387,0.19388441741466522,0.38060468435287476,0.22570742666721344,0.15648432075977325,0.2179582715034485,0.16834822297096252,0.22778548300266266,0.21810859441757202,0.23817035555839539,0.2150656282901764,0.2083493024110794
that,0.6894589066505432,0.33408641815185547,0.41666144132614136,0.291576623916626,1.0,0.41830796003341675,0.3228165805339813,0.39437928795814514,0.4522190988063812,0.6036020517349243,0.31709378957748413,0.42569106817245483,0.20906251668930054,0.32716336846351624
what,0.5261979103088379,0.2710638642311096,0.40514686703681946,0.21526020765304565,0.6297725439071655,0.339326947927475,0.3184710144996643,0.32496413588523865,0.34502777457237244,0.3929833769798279,0.20823347568511963,0.34226128458976746,0.1555381417274475,0.5051238536834717
is,0.4457404911518097,0.20174770057201385,0.29873761534690857,0.21939043700695038,0.3995479643344879,0.19581134617328644,0.23734049499034882,0.17476676404476166,0.44256699085235596,0.4819129705429077,0.2521167993545532,0.3635730445384979,0.17870411276817322,0.22961433231830597
now,0.4048815965652466,0.3106098175048828,0.2800315022468567,0.21356189250946045,0.4135645031929016,0.23993392288684845,0.13350310921669006,0.23806101083755493,0.2382437139749527,0.30492115020751953,0.23490643501281738,0.2978019714355469,0.14668262004852295,0.29641881585121155
tfeu,0.19778072834014893,0.272090882062912,0.15887261927127838,0.11877527087926865,0.15542970597743988,0.17553867399692535,0.16182398796081543,0.20201164484024048,0.14729848504066467,0.10794748365879059,0.15005768835544586,0.215300515294075,0.230821892619133,0.2193283885717392
article,0.3171063959598541,0.17701049149036407,0.9999999403953552,0.244107186794281,0.41666144132614136,0.30246084928512573,0.2735513746738434,0.3175141513347626,0.3214142918586731,0.4253923296928406,0.25276029109954834,0.2953488528728485,0.19780291616916656,0.4948462247848511
30,0.07621006667613983,0.10735722631216049,-0.09687436372041702,0.01224336214363575,0.031269270926713943,-0.05676763504743576,-0.050846751779317856,0.008234940469264984,-0.03273005411028862,0.08530759066343307,0.08599098771810532,0.0936402678489685,0.047193743288517,-0.08261742442846298
prevented,0.2837466597557068,0.17439505457878113,0.23129428923130035,0.27557411789894104,0.35548314452171326,0.2273782342672348,0.2499968409538269,0.4524482190608978,0.2987973093986511,0.3236514627933502,0.2648661136627197,0.24623458087444305,0.22390225529670715,0.21836411952972412
the,0.6521818041801453,0.33789733052253723,0.3329811692237854,0.3463578522205353,0.5473989248275757,0.3461136817932129,0.18140308558940887,0.2840818166732788,0.312528520822525,0.4248143136501312,0.38702741265296936,0.5107308030128479,0.2681608200073242,0.22068053483963013
dutch,0.12961752712726593,0.1782340556383133,0.183632954955101,0.1870700716972351,0.15895026922225952,0.11170374602079391,0.11278524994850159,0.1394008994102478,0.1056264266371727,0.10317032784223557,0.0769767314195633,0.15164338052272797,0.16566891968250275,0.1081366017460823
customs,0.21966315805912018,0.26420357823371887,0.15449115633964539,0.2882104516029358,0.26911666989326477,0.1489282250404358,0.26889321208000183,0.3760741949081421,0.19525571167469025,0.1940493881702423,0.11422976106405258,0.20010019838809967,0.3618037700653076,0.19795118272304535
authorities,0.26113027334213257,0.2856902480125427,0.20185498893260956,0.2627238929271698,0.3247348368167877,0.24411684274673462,0.15783534944057465,0.4160459339618683,0.16756920516490936,0.2638494372367859,0.22038300335407257,0.1996127814054489,0.21327519416809082,0.17285770177841187
charging,0.29448220133781433,0.22610118985176086,0.1525876671075821,0.17623136937618256,0.29180678725242615,0.1969543695449829,0.2417043149471283,0.3340508043766022,0.25625914335250854,0.21147893369197845,0.2770352065563202,0.26873719692230225,0.15492381155490875,0.11662299185991287
tariffs,0.3089129626750946,0.34572550654411316,0.2555874288082123,0.3219201862812042,0.32347166538238525,0.2581016421318054,0.31300562620162964,0.49793943762779236,0.2528870701789856,0.3202884793281555,0.15388238430023193,0.17299814522266388,0.4482840597629547,0.217265322804451
",",0.3658004403114319,0.3625771105289459,0.28605279326438904,0.3315127193927765,0.4137537479400635,0.29972612857818604,0.23551496863365173,0.2838693857192993,0.3139454126358032,0.39254459738731384,0.2528902292251587,0.49057599902153015,0.1945054978132248,0.31091248989105225
when,0.572554349899292,0.3064630329608917,0.2636274993419647,0.24639196693897247,0.5860282182693481,0.28761178255081177,0.1987677663564682,0.32183384895324707,0.39191514253616333,0.4451393485069275,0.28346771001815796,0.37706470489501953,0.1979909986257553,0.22841128706932068
it,0.616637647151947,0.2600102722644806,0.40533560514450073,0.3072223365306854,0.5921133160591125,0.25005611777305603,0.21531280875205994,0.2622617483139038,0.3819273114204407,0.5203388929367065,0.2612115740776062,0.4529881477355957,0.2112291306257248,0.25732165575027466
imported,0.2748059928417206,0.21125729382038116,0.31069454550743103,0.17789706587791443,0.31713998317718506,0.24769824743270874,0.1870238184928894,0.38750991225242615,0.267588347196579,0.32520410418510437,0.30295330286026,0.23725265264511108,0.3100254237651825,0.2793850898742676
urea-formaldehyde,0.3487570583820343,0.26556745171546936,0.27222704887390137,0.1630551815032959,0.29983285069465637,0.19950008392333984,0.5269026756286621,0.2759629786014557,0.3845405876636505,0.3635329008102417,0.2004450410604477,0.1181282252073288,0.1580210030078888,0.22153781354427338
plastics,0.3018070161342621,0.270865797996521,0.14580808579921722,0.12896482646465302,0.29729577898979187,0.25574925541877747,0.3378230631351471,0.3018413484096527,0.3137558400630951,0.2868349850177765,0.18543030321598053,0.1735350340604782,0.20205551385879517,0.1351952999830246
from,0.38755592703819275,0.21151752769947052,0.21608585119247437,0.24283263087272644,0.3477667272090912,0.19692718982696533,0.13919736444950104,0.25460729002952576,0.2516351342201233,0.3107333183288574,0.24801479279994965,0.36926645040512085,0.20397596061229706,0.19969791173934937
germany,0.2479574829339981,0.2592664659023285,0.17013821005821228,0.3503446877002716,0.22514168918132782,0.16584812104701996,0.14462193846702576,0.24891901016235352,0.15931716561317444,0.2431814819574356,0.14087295532226562,0.23571176826953888,0.23185129463672638,0.1388660967350006
to,0.5345056653022766,0.34373486042022705,0.361922025680542,0.2828785181045532,0.5436353087425232,0.30015695095062256,0.2402993142604828,0.36881786584854126,0.4979398250579834,0.4972836375236511,0.26181700825691223,0.41031414270401,0.2781698405742645,0.29463258385658264
the,0.6521818041801453,0.33789733052253723,0.3329811692237854,0.3463578522205353,0.5473989248275757,0.3461136817932129,0.18140308558940887,0.2840818166732788,0.312528520822525,0.4248143136501312,0.38702741265296936,0.5107308030128479,0.2681608200073242,0.22068053483963013
netherlands,0.20309802889823914,0.20367152988910675,0.20583176612854004,0.29100972414016724,0.20257417857646942,0.12644881010055542,0.10947883874177933,0.21678051352500916,0.12814845144748688,0.17038865387439728,0.10437079519033432,0.22234663367271423,0.13904787600040436,0.09310898929834366
.,0.45942068099975586,0.31555411219596863,0.30669885873794556,0.33941102027893066,0.4460422694683075,0.35224834084510803,0.22571814060211182,0.2609763741493225,0.35783761739730835,0.4383580684661865,0.2485738843679428,0.49257001280784607,0.20157761871814728,0.4130953550338745
