,what,early,greek,wrote,about,experiments,on,air,and,combustion,?
conducted,0.13546347618103027,0.19559428095817566,0.05771595612168312,0.2957465350627899,0.15378110110759735,0.3529052436351776,0.26555413007736206,0.1868404746055603,0.2071675807237625,0.1876482367515564,0.1105341762304306
by,0.2455483376979828,0.25586557388305664,0.12464115023612976,0.2766735553741455,0.30091190338134766,0.2956569194793701,0.33887791633605957,0.19110813736915588,0.4289871156215668,0.22674179077148438,0.17966607213020325
the,0.42745697498321533,0.34442198276519775,0.23564283549785614,0.2426944375038147,0.37995871901512146,0.21008943021297455,0.5107308030128479,0.2877824306488037,0.5171257257461548,0.2447446882724762,0.22068053483963013
2nd,0.20511919260025024,0.029313640668988228,0.15910659730434418,0.1455150842666626,0.14794360101222992,0.08330649137496948,0.12790918350219727,0.08669667690992355,0.21892352402210236,0.0417369119822979,0.13054689764976501
century,0.20422613620758057,0.4336492121219635,0.21091130375862122,0.31299105286598206,0.22718821465969086,0.2425965666770935,0.14449788630008698,0.14590336382389069,0.2726690471172333,0.2247992902994156,0.1026201918721199
bce,0.22125564515590668,0.2825509011745453,0.3697652518749237,0.15297426283359528,0.20797310769557953,0.14051257073879242,0.13787339627742767,0.08146997541189194,0.2646905481815338,0.16455724835395813,0.17285779118537903
greek,0.14808377623558044,0.20183542370796204,0.9999999403953552,0.14327280223369598,0.15819841623306274,0.10514771193265915,0.12755481898784637,0.139082133769989,0.23151937127113342,0.15792231261730194,0.11180876195430756
writer,0.16903695464134216,0.19349920749664307,0.14512501657009125,0.5205910801887512,0.2179493010044098,0.14966078102588654,0.19654935598373413,0.12198921293020248,0.2668316066265106,0.1434897780418396,0.1860569268465042
on,0.34226128458976746,0.2426261156797409,0.12755481898784637,0.23949672281742096,0.322975218296051,0.2562560439109802,0.9999999403953552,0.20020021498203278,0.4077630043029785,0.1549367755651474,0.2714994251728058
mechanics,0.3135516941547394,0.17146331071853638,0.216807559132576,0.18883734941482544,0.19516617059707642,0.3604932129383087,0.1689380705356598,0.21227583289146423,0.1544848382472992,0.4009588956832886,0.15634238719940186
",",0.3087472915649414,0.3022546172142029,0.24548614025115967,0.27225261926651,0.3877100944519043,0.22640827298164368,0.49057599902153015,0.24731357395648956,0.6633074283599854,0.2079315334558487,0.31091248989105225
philo,0.14625145494937897,0.1884450763463974,0.37181445956230164,0.3235982358455658,0.19210326671600342,0.15470115840435028,0.13308946788311005,0.09146284312009811,0.1622416079044342,0.12451514601707458,0.13684967160224915
of,0.33290785551071167,0.30937549471855164,0.2256247103214264,0.30241408944129944,0.40939709544181824,0.16935081779956818,0.3966929316520691,0.24196814000606537,0.5116966962814331,0.25126782059669495,0.1826142966747284
byzantium,0.1816842406988144,0.2193274348974228,0.4415547549724579,0.13175258040428162,0.14689943194389343,0.15836577117443085,0.10874296724796295,0.13650138676166534,0.21811822056770325,0.15729564428329468,0.15214185416698456
.,0.3567904531955719,0.3224305212497711,0.2338392436504364,0.2480330765247345,0.42038556933403015,0.261809378862381,0.49257001280784607,0.2759295105934143,0.588965117931366,0.2124136984348297,0.4130953550338745
,what,early,greek,wrote,about,experiments,on,air,and,combustion,?
in,0.30808621644973755,0.34672921895980835,0.17752651870250702,0.2898900806903839,0.39797019958496094,0.21977302432060242,0.46853652596473694,0.22172939777374268,0.4954058527946472,0.2270977944135666,0.20430970191955566
his,0.26976513862609863,0.30639806389808655,0.14601361751556396,0.37588781118392944,0.24169853329658508,0.2605794072151184,0.32064297795295715,0.16059604287147522,0.4234102666378021,0.22851316630840302,0.18075084686279297
work,0.3762225806713104,0.2853560745716095,0.11633534729480743,0.3405553102493286,0.23703445494174957,0.4124527871608734,0.26663315296173096,0.15196478366851807,0.37551814317703247,0.28276142477989197,0.2621155381202698
pneumatica,0.19406680762767792,0.16305091977119446,0.17001977562904358,0.12408778816461563,0.11029399931430817,0.22746001183986664,0.1915852576494217,0.35708385705947876,0.18731215596199036,0.47753164172172546,0.24273188412189484
",",0.3087472915649414,0.3022546172142029,0.24548614025115967,0.27225261926651,0.3877100944519043,0.22640827298164368,0.49057599902153015,0.24731357395648956,0.6633074283599854,0.2079315334558487,0.31091248989105225
philo,0.14625145494937897,0.1884450763463974,0.37181445956230164,0.3235982358455658,0.19210326671600342,0.15470115840435028,0.13308946788311005,0.09146284312009811,0.1622416079044342,0.12451514601707458,0.13684967160224915
observed,0.26469987630844116,0.22181753814220428,0.14750522375106812,0.16195617616176605,0.23506242036819458,0.41241559386253357,0.2414359599351883,0.19664202630519867,0.19534416496753693,0.19536447525024414,0.12128034234046936
that,0.6297725439071655,0.29580917954444885,0.2007042020559311,0.27484676241874695,0.4500710964202881,0.34689804911613464,0.42569106817245483,0.19720019400119781,0.4731321930885315,0.30958232283592224,0.32716336846351624
inverting,0.24280090630054474,0.17824186384677887,0.13672508299350739,0.09731519967317581,0.1639995276927948,0.26054656505584717,0.21389921009540558,0.26153138279914856,0.21892377734184265,0.3808099925518036,0.2233082354068756
a,0.3320399522781372,0.2710886299610138,0.25844764709472656,0.232523575425148,0.34171196818351746,0.21744723618030548,0.3848365545272827,0.23199330270290375,0.3739250600337982,0.3238258957862854,0.23916715383529663
vessel,0.16587308049201965,0.12220471352338791,0.1473214477300644,0.11500869691371918,0.08565741032361984,0.121190145611763,0.22544962167739868,0.30009934306144714,0.19361111521720886,0.3591643273830414,0.14569297432899475
over,0.28007611632347107,0.2460310310125351,0.10014689713716507,0.14226634800434113,0.44422563910484314,0.20061655342578888,0.39810362458229065,0.2058192938566208,0.4021143913269043,0.15867707133293152,0.25742942094802856
a,0.3320399522781372,0.2710886299610138,0.25844764709472656,0.232523575425148,0.34171196818351746,0.21744723618030548,0.3848365545272827,0.23199330270290375,0.3739250600337982,0.3238258957862854,0.23916715383529663
burning,0.21885274350643158,0.20800240337848663,0.11347050219774246,0.15677328407764435,0.18776601552963257,0.17525207996368408,0.20921972393989563,0.3170631229877472,0.24708354473114014,0.44738689064979553,0.18033187091350555
candle,0.204271137714386,0.10591674596071243,0.18902826309204102,0.16545015573501587,0.15502944588661194,0.16862107813358307,0.16038459539413452,0.17476101219654083,0.22081997990608215,0.25808262825012207,0.1701110303401947
and,0.31309178471565247,0.29847630858421326,0.23151937127113342,0.2975862920284271,0.3875081241130829,0.3053898811340332,0.4077630043029785,0.2508046329021454,1.0,0.21818570792675018,0.20544172823429108
surrounding,0.2419222742319107,0.15933743119239807,0.1190573200583458,0.09093858301639557,0.273926317691803,0.14313530921936035,0.26614251732826233,0.23941273987293243,0.330792099237442,0.14140823483467102,0.05288729816675186
the,0.42745697498321533,0.34442198276519775,0.23564283549785614,0.2426944375038147,0.37995871901512146,0.21008943021297455,0.5107308030128479,0.2877824306488037,0.5171257257461548,0.2447446882724762,0.22068053483963013
vessel,0.16587308049201965,0.12220471352338791,0.1473214477300644,0.11500869691371918,0.08565741032361984,0.121190145611763,0.22544962167739868,0.30009934306144714,0.19361111521720886,0.3591643273830414,0.14569297432899475
's,0.02692362666130066,0.03384959325194359,0.11929181218147278,0.07554080337285995,-0.020936643704771996,-0.0008199171279557049,0.0026888418942689896,0.03575344383716583,0.06895173341035843,0.002837288426235318,-0.023395681753754616
neck,0.21001802384853363,0.18309324979782104,0.14710310101509094,0.06520141661167145,0.13246367871761322,0.19637760519981384,0.29276084899902344,0.1416684240102768,0.2634941339492798,0.23381632566452026,0.1379052996635437
with,0.2464839518070221,0.23919914662837982,0.16820698976516724,0.18946580588817596,0.3347385823726654,0.23139363527297974,0.40749499201774597,0.2050205022096634,0.5477725267410278,0.22355996072292328,0.2433311939239502
water,0.17456887662410736,0.1746964007616043,0.18714621663093567,0.10125313699245453,0.24728088080883026,0.20938633382320404,0.18117135763168335,0.4309055507183075,0.3054247498512268,0.39874860644340515,0.14731885492801666
resulted,0.14803820848464966,0.27780038118362427,0.09786593168973923,0.23402197659015656,0.22007060050964355,0.19427883625030518,0.28021755814552307,0.08618004620075226,0.28832435607910156,0.2188662886619568,0.1391388475894928
in,0.30808621644973755,0.34672921895980835,0.17752651870250702,0.2898900806903839,0.39797019958496094,0.21977302432060242,0.46853652596473694,0.22172939777374268,0.4954058527946472,0.2270977944135666,0.20430970191955566
some,0.4491020441055298,0.3832114636898041,0.22450286149978638,0.2973584532737732,0.42107653617858887,0.3295344114303589,0.31474894285202026,0.18652421236038208,0.5337774157524109,0.2772027850151062,0.2562315762042999
water,0.17456887662410736,0.1746964007616043,0.18714621663093567,0.10125313699245453,0.24728088080883026,0.20938633382320404,0.18117135763168335,0.4309055507183075,0.3054247498512268,0.39874860644340515,0.14731885492801666
rising,0.18883290886878967,0.2468579113483429,0.09494293481111526,0.11845161020755768,0.18541371822357178,0.07310359925031662,0.18414045870304108,0.23985567688941956,0.2786417007446289,0.1374376118183136,0.07955946773290634
into,0.2180619090795517,0.20202507078647614,0.16573834419250488,0.18670524656772614,0.2791807949542999,0.2025383710861206,0.30585673451423645,0.22211341559886932,0.36597734689712524,0.23633511364459991,0.15662476420402527
the,0.42745697498321533,0.34442198276519775,0.23564283549785614,0.2426944375038147,0.37995871901512146,0.21008943021297455,0.5107308030128479,0.2877824306488037,0.5171257257461548,0.2447446882724762,0.22068053483963013
neck,0.21001802384853363,0.18309324979782104,0.14710310101509094,0.06520141661167145,0.13246367871761322,0.19637760519981384,0.29276084899902344,0.1416684240102768,0.2634941339492798,0.23381632566452026,0.1379052996635437
.,0.3567904531955719,0.3224305212497711,0.2338392436504364,0.2480330765247345,0.42038556933403015,0.261809378862381,0.49257001280784607,0.2759295105934143,0.588965117931366,0.2124136984348297,0.4130953550338745
