,when,was,it,discovered,that,prime,numbers,could,applied,to,the,creation,of,public,key,cryptography,algorithms,?
when,0.9999999403953552,0.37326499819755554,0.4775012135505676,0.2527843117713928,0.5860282182693481,0.1445009857416153,0.2558915317058563,0.42036551237106323,0.2881869077682495,0.5423505902290344,0.5091903209686279,0.23488734662532806,0.3757161796092987,0.18564704060554504,0.12923908233642578,0.11511387676000595,0.13509556651115417,0.22841128706932068
it,0.4775012135505676,0.4577186405658722,0.9999999403953552,0.2705569565296173,0.5921133160591125,0.16581475734710693,0.21458786725997925,0.329755574464798,0.18427211046218872,0.513711154460907,0.6251175999641418,0.31133928894996643,0.38761502504348755,0.2047269344329834,0.19665329158306122,0.10649914294481277,0.1986742913722992,0.25732165575027466
was,0.37326499819755554,1.0000001192092896,0.4577186405658722,0.3177400529384613,0.33670201897621155,0.21048103272914886,0.13953587412834167,0.39896807074546814,0.22533445060253143,0.3636345863342285,0.48711544275283813,0.26162147521972656,0.4069072902202606,0.2513592839241028,0.15157482028007507,0.15765734016895294,0.154531329870224,0.18412111699581146
publicly,0.27299386262893677,0.2935217618942261,0.20955444872379303,0.15010876953601837,0.34175193309783936,0.1266169250011444,0.16200214624404907,0.26548251509666443,0.15011167526245117,0.29973188042640686,0.2108452022075653,0.21264833211898804,0.17506715655326843,0.5424575805664062,0.20193839073181152,0.2535131275653839,0.21377940475940704,0.24073180556297302
announced,0.15404565632343292,0.34205326437950134,0.15299035608768463,0.23347465693950653,0.26166632771492004,0.1728452891111374,0.08512309938669205,0.23471690714359283,0.12396429479122162,0.20247882604599,0.2277132272720337,0.22455081343650818,0.22339491546154022,0.21370159089565277,0.09844272583723068,0.08077553659677505,0.15443752706050873,0.17416009306907654
that,0.5860282182693481,0.33670201897621155,0.5921133160591125,0.3047933280467987,1.0,0.18163643777370453,0.342125803232193,0.5584503412246704,0.3206048607826233,0.5436353087425232,0.5473989248275757,0.3483982980251312,0.41498205065727234,0.2622828185558319,0.2223537415266037,0.20623879134655,0.2668388783931732,0.32716336846351624
prime,0.1445009857416153,0.21048103272914886,0.16581475734710693,0.16401222348213196,0.18163643777370453,1.0,0.26943376660346985,0.13418345153331757,0.07616227865219116,0.2015804797410965,0.19960100948810577,0.1083727777004242,0.23935265839099884,0.11502552032470703,0.16455316543579102,0.23121178150177002,0.20285841822624207,0.11276303976774216
numbers,0.2558915317058563,0.13953587412834167,0.21458786725997925,0.15480969846248627,0.342125803232193,0.26943376660346985,1.0,0.26084816455841064,0.1789591908454895,0.29515770077705383,0.293011337518692,0.1665683537721634,0.228018656373024,0.19135786592960358,0.22910012304782867,0.3133319914340973,0.427986741065979,0.19297972321510315
could,0.42036551237106323,0.39896807074546814,0.329755574464798,0.21665462851524353,0.5584503412246704,0.13418345153331757,0.26084816455841064,0.9999998807907104,0.26825758814811707,0.5461788773536682,0.35393214225769043,0.24816395342350006,0.29043012857437134,0.1925516426563263,0.16585110127925873,0.13778412342071533,0.20956507325172424,0.3411986827850342
be,0.4451393485069275,0.42228707671165466,0.5203388929367065,0.17532077431678772,0.6036020517349243,0.14576895534992218,0.2776923179626465,0.4791525900363922,0.2932760715484619,0.4972836375236511,0.4248143136501312,0.2372269183397293,0.33904364705085754,0.22898490726947784,0.22934480011463165,0.21707530319690704,0.26521363854408264,0.3324260413646698
used,0.3272556662559509,0.23679393529891968,0.3575260639190674,0.24531470239162445,0.37621384859085083,0.1468653529882431,0.30476072430610657,0.3978976011276245,0.459781676530838,0.40058770775794983,0.3718377649784088,0.152652770280838,0.3075267970561981,0.21347127854824066,0.2001657783985138,0.2809755802154541,0.28042757511138916,0.22430120408535004
as,0.4437963366508484,0.3677520453929901,0.4461488723754883,0.21748995780944824,0.4735107421875,0.17482610046863556,0.2396276444196701,0.32771480083465576,0.2407456785440445,0.42092081904411316,0.48381632566452026,0.18788519501686096,0.3886612355709076,0.2423635572195053,0.1981334537267685,0.22466234862804413,0.19219911098480225,0.27043893933296204
the,0.5091903209686279,0.48711544275283813,0.6251175999641418,0.27493247389793396,0.5473989248275757,0.19960100948810577,0.293011337518692,0.35393214225769043,0.22842662036418915,0.535392165184021,1.0,0.34625571966171265,0.733189046382904,0.22857438027858734,0.2260027974843979,0.15003959834575653,0.167828768491745,0.22068053483963013
basis,0.1897476762533188,0.2420235276222229,0.26882249116897583,0.1526114046573639,0.36076870560646057,0.1662980616092682,0.23556074500083923,0.25862669944763184,0.28804394602775574,0.23188701272010803,0.2758672833442688,0.24548925459384918,0.282950758934021,0.202466681599617,0.20670989155769348,0.2600586414337158,0.24868978559970856,0.14255106449127197
for,0.43402108550071716,0.3863949179649353,0.32171204686164856,0.15577654540538788,0.4137635827064514,0.17833133041858673,0.2885598838329315,0.3405117690563202,0.28770551085472107,0.4451248347759247,0.4739971458911896,0.26819050312042236,0.4185989499092102,0.3092794418334961,0.23655444383621216,0.25359827280044556,0.25604015588760376,0.264628142118454
the,0.5091903209686279,0.48711544275283813,0.6251175999641418,0.27493247389793396,0.5473989248275757,0.19960100948810577,0.293011337518692,0.35393214225769043,0.22842662036418915,0.535392165184021,1.0,0.34625571966171265,0.733189046382904,0.22857438027858734,0.2260027974843979,0.15003959834575653,0.167828768491745,0.22068053483963013
creation,0.23488734662532806,0.26162147521972656,0.31133928894996643,0.11971349269151688,0.3483982980251312,0.1083727777004242,0.1665683537721634,0.24816395342350006,0.19834107160568237,0.28549936413764954,0.34625571966171265,1.0,0.35750406980514526,0.22344614565372467,0.08124157786369324,0.15627218782901764,0.20218777656555176,0.2407430112361908
of,0.3757161796092987,0.4069072902202606,0.38761502504348755,0.22074753046035767,0.41498205065727234,0.23935265839099884,0.228018656373024,0.29043012857437134,0.2825285494327545,0.41548454761505127,0.733189046382904,0.35750406980514526,1.0,0.2391265481710434,0.24036972224712372,0.19575603306293488,0.22317801415920258,0.1826142966747284
public,0.18564704060554504,0.2513592839241028,0.2047269344329834,0.05927158519625664,0.2622828185558319,0.11502552032470703,0.19135786592960358,0.1925516426563263,0.19667837023735046,0.2672370672225952,0.22857438027858734,0.22344614565372467,0.2391265481710434,1.0000001192092896,0.30769291520118713,0.3215377926826477,0.2730552554130554,0.19872993230819702
key,0.12923908233642578,0.15157482028007507,0.19665329158306122,0.18103143572807312,0.2223537415266037,0.16455316543579102,0.22910012304782867,0.16585110127925873,0.13931280374526978,0.25827717781066895,0.2260027974843979,0.08124157786369324,0.24036972224712372,0.30769291520118713,1.0000001192092896,0.5296820402145386,0.44287964701652527,0.18782930076122284
cryptography,0.11511387676000595,0.15765734016895294,0.10649914294481277,0.21173201501369476,0.20623879134655,0.23121178150177002,0.3133319914340973,0.13778412342071533,0.2885792851448059,0.19587251543998718,0.15003959834575653,0.15627218782901764,0.19575603306293488,0.3215377926826477,0.5296820402145386,1.0000001192092896,0.682952344417572,0.16897879540920258
algorithms,0.13509556651115417,0.154531329870224,0.1986742913722992,0.20714490115642548,0.2668388783931732,0.20285841822624207,0.427986741065979,0.20956507325172424,0.2597620487213135,0.2158832848072052,0.167828768491745,0.20218777656555176,0.22317801415920258,0.2730552554130554,0.44287964701652527,0.682952344417572,0.9999999403953552,0.186949223279953
.,0.475719153881073,0.40146201848983765,0.5593622326850891,0.23523737490177155,0.4460422694683075,0.17658381164073944,0.2591777741909027,0.3200591504573822,0.2685256898403168,0.4645031690597534,0.5934505462646484,0.27493008971214294,0.5352458953857422,0.21888655424118042,0.2404657006263733,0.1461692452430725,0.1675408035516739,0.4130953550338745
