,what,spacecraft,did,the,soviets,use,to,send,animals,to,space,and,around,the,moon,'s,orbit,?
they,0.4431931674480438,0.21102574467658997,0.4879390597343445,0.49925389885902405,0.3533720076084137,0.39895978569984436,0.5452046394348145,0.3351874053478241,0.43905848264694214,0.5452046394348145,0.19572578370571136,0.5073080658912659,0.34957095980644226,0.49925389885902405,0.2035096138715744,0.03738465905189514,0.18595342338085175,0.2753053903579712
might,0.4838182032108307,0.18726135790348053,0.46277403831481934,0.32504433393478394,0.2330416589975357,0.41532549262046814,0.5153919458389282,0.28363412618637085,0.285830020904541,0.5153919458389282,0.1761886030435562,0.31685465574264526,0.28581222891807556,0.32504433393478394,0.2350292056798935,-0.04840852692723274,0.21332238614559174,0.41058459877967834
soon,0.3005380630493164,0.20664341747760773,0.35734426975250244,0.3431394100189209,0.2785920202732086,0.16164176166057587,0.3827410042285919,0.27614614367485046,0.14830146729946136,0.3827410042285919,0.1412874460220337,0.39496758580207825,0.27620354294776917,0.3431394100189209,0.1854986697435379,-0.051862090826034546,0.17178110778331757,0.17460282146930695
repeat,0.32753127813339233,0.16105663776397705,0.2594836950302124,0.25370603799819946,0.1762419193983078,0.337220162153244,0.2947462797164917,0.2443474531173706,0.2584927976131439,0.2947462797164917,0.16160069406032562,0.21827873587608337,0.17176727950572968,0.25370603799819946,0.13827183842658997,-0.024174699559807777,0.0972408652305603,0.28224727511405945
the,0.42745697498321533,0.21476294100284576,0.34736719727516174,1.0,0.2880597412586212,0.34342584013938904,0.535392165184021,0.2581755518913269,0.2939487397670746,0.535392165184021,0.24495907127857208,0.5171257257461548,0.40085816383361816,1.0,0.23613092303276062,-0.01540423184633255,0.1565481424331665,0.22068053483963013
feat,0.1577739715576172,0.05318977311253548,0.2364291548728943,0.16215835511684418,0.12323590368032455,0.12743018567562103,0.13137184083461761,0.046818919479846954,0.06150117143988609,0.13137184083461761,0.07613611966371536,0.20372556149959564,0.06830864399671555,0.16215835511684418,0.18496663868427277,0.05648321285843849,0.1259874552488327,0.24722881615161896
with,0.2464839518070221,0.17285795509815216,0.25472134351730347,0.4223487675189972,0.2203611433506012,0.3356984257698059,0.4239959120750427,0.2329832762479782,0.22077065706253052,0.4239959120750427,0.1992894560098648,0.5477725267410278,0.3207509517669678,0.4223487675189972,0.20192916691303253,-0.04624466598033905,0.15879200398921967,0.2433311939239502
human,0.24243313074111938,0.294515460729599,0.15822581946849823,0.3103327453136444,0.19568955898284912,0.22079886496067047,0.25612473487854004,0.14911071956157684,0.4419390857219696,0.25612473487854004,0.25414592027664185,0.37127596139907837,0.17908622324466705,0.3103327453136444,0.2357710599899292,0.03975607082247734,0.20735742151737213,0.19748784601688385
cosmonauts,0.18064923584461212,0.6210770010948181,0.18182562291622162,0.1903737336397171,0.4801400601863861,0.1631791889667511,0.1890176683664322,0.2515510618686676,0.24853405356407166,0.1890176683664322,0.49723419547080994,0.202755868434906,0.2189866006374359,0.1903737336397171,0.4020092785358429,0.040049146860837936,0.481576144695282,0.16916537284851074
.,0.3567904531955719,0.19334369897842407,0.35288307070732117,0.5934505462646484,0.24035003781318665,0.3711656630039215,0.4645031690597534,0.31951451301574707,0.27480828762054443,0.4645031690597534,0.2385488897562027,0.588965117931366,0.3712388277053833,0.5934505462646484,0.2040150910615921,-0.003708066651597619,0.19304080307483673,0.4130953550338745
