,what,collection,was,transferred,to,the,museum,when,the,new,architectural,history,gallery,opened,?
drawings,0.21923324465751648,0.3887491524219513,0.20207679271697998,0.1767614334821701,0.21154889464378357,0.19117170572280884,0.3178909718990326,0.1930486112833023,0.19117170572280884,0.16040916740894318,0.38340455293655396,0.2532028257846832,0.47614723443984985,0.15800483524799347,0.15541397035121918
and,0.31309178471565247,0.2379438579082489,0.3740963041782379,0.25792068243026733,0.48971283435821533,0.5171257257461548,0.21554097533226013,0.4716290831565857,0.5171257257461548,0.31402453780174255,0.2561565637588501,0.23541007936000824,0.20957361161708832,0.22545495629310608,0.20544172823429108
archives,0.18980082869529724,0.45363926887512207,0.16449856758117676,0.2098323106765747,0.22382298111915588,0.22798994183540344,0.34192097187042236,0.15899020433425903,0.22798994183540344,0.17766116559505463,0.30397313833236694,0.3393673002719879,0.38416653871536255,0.21190489828586578,0.24684664607048035
collection,0.215459942817688,0.9999998807907104,0.1743653565645218,0.2147482931613922,0.15417452156543732,0.25281965732574463,0.4441815912723541,0.13679222762584686,0.25281965732574463,0.18632188439369202,0.2803816795349121,0.2772976756095886,0.42902910709381104,0.19406647980213165,0.20069393515586853
has,0.20338068902492523,0.1728775054216385,0.40313825011253357,0.15228232741355896,0.3619994819164276,0.4177538752555847,0.13289806246757507,0.34538573026657104,0.4177538752555847,0.20920851826667786,0.17015120387077332,0.23279742896556854,0.16960209608078003,0.16257831454277039,0.15994466841220856
been,0.2567804455757141,0.19439023733139038,0.518218457698822,0.2162339985370636,0.34945759177207947,0.3563927710056305,0.16552354395389557,0.3339833617210388,0.3563927710056305,0.295974463224411,0.1731584370136261,0.27890413999557495,0.16975335776805878,0.18716073036193848,0.24354910850524902
transferred,0.16428381204605103,0.2147482931613922,0.2860136330127716,1.0000001192092896,0.2984115183353424,0.34201255440711975,0.17104943096637726,0.3036898076534271,0.34201255440711975,0.2137206792831421,0.20181278884410858,0.14857643842697144,0.1717548370361328,0.31588345766067505,0.1139405146241188
to,0.455847829580307,0.15417452156543732,0.3636345863342285,0.2984115183353424,1.0,0.535392165184021,0.1640389859676361,0.5423505902290344,0.535392165184021,0.33159172534942627,0.21768918633460999,0.24226762354373932,0.19736915826797485,0.18903055787086487,0.29463258385658264
the,0.42745697498321533,0.25281965732574463,0.48711544275283813,0.34201255440711975,0.535392165184021,1.0,0.24861779808998108,0.5091903209686279,1.0,0.3845241069793701,0.22612835466861725,0.33215048909187317,0.19251246750354767,0.28544309735298157,0.22068053483963013
museum,0.1771627515554428,0.4441815912723541,0.21266788244247437,0.17104943096637726,0.1640389859676361,0.24861779808998108,1.0000001192092896,0.12185179442167282,0.24861779808998108,0.14840424060821533,0.29081130027770996,0.36523616313934326,0.5823723077774048,0.3635562062263489,0.14128351211547852
",",0.3087472915649414,0.2277175933122635,0.45456063747406006,0.27208399772644043,0.44245919585227966,0.4933079481124878,0.20741747319698334,0.36674630641937256,0.4933079481124878,0.36073189973831177,0.21142789721488953,0.2728564441204071,0.21593497693538666,0.24598844349384308,0.31091248989105225
joining,0.18471138179302216,0.0246228389441967,0.20624062418937683,0.3389284312725067,0.23167216777801514,0.3364273011684418,0.04042573645710945,0.29339221119880676,0.3364273011684418,0.24492868781089783,0.09037110954523087,0.14952918887138367,0.056859586387872696,0.14830827713012695,0.08669368922710419
the,0.42745697498321533,0.25281965732574463,0.48711544275283813,0.34201255440711975,0.535392165184021,1.0,0.24861779808998108,0.5091903209686279,1.0,0.3845241069793701,0.22612835466861725,0.33215048909187317,0.19251246750354767,0.28544309735298157,0.22068053483963013
already,0.4530037045478821,0.1653130203485489,0.35964685678482056,0.22957956790924072,0.3676825761795044,0.34582915902137756,0.08934307843446732,0.5275567173957825,0.34582915902137756,0.22782176733016968,0.12992677092552185,0.22148823738098145,0.15032877027988434,0.14058445394039154,0.3477933406829834
extensive,0.24088335037231445,0.29192811250686646,0.20100216567516327,0.2345341444015503,0.26931023597717285,0.2952674925327301,0.2378389984369278,0.1557246446609497,0.2952674925327301,0.2326650321483612,0.32360395789146423,0.28771018981933594,0.2423347532749176,0.1664036065340042,0.16032595932483673
collection,0.215459942817688,0.9999998807907104,0.1743653565645218,0.2147482931613922,0.15417452156543732,0.25281965732574463,0.4441815912723541,0.13679222762584686,0.25281965732574463,0.18632188439369202,0.2803816795349121,0.2772976756095886,0.42902910709381104,0.19406647980213165,0.20069393515586853
held,0.0974166989326477,0.23742815852165222,0.30231067538261414,0.3149850368499756,0.22177374362945557,0.32185450196266174,0.19792531430721283,0.1848648637533188,0.32185450196266174,0.1381063163280487,0.1486993432044983,0.17661502957344055,0.24883949756622314,0.33748966455459595,0.14103956520557404
by,0.2455483376979828,0.2678082287311554,0.4752357602119446,0.1909448504447937,0.33534231781959534,0.4408751428127289,0.15592984855175018,0.4376842677593231,0.4408751428127289,0.25394493341445923,0.1675952970981598,0.17996156215667725,0.17317011952400208,0.17930090427398682,0.17966607213020325
the,0.42745697498321533,0.25281965732574463,0.48711544275283813,0.34201255440711975,0.535392165184021,1.0,0.24861779808998108,0.5091903209686279,1.0,0.3845241069793701,0.22612835466861725,0.33215048909187317,0.19251246750354767,0.28544309735298157,0.22068053483963013
v,0.16628342866897583,0.11078842729330063,0.16128918528556824,0.15222661197185516,0.2109750658273697,0.18580520153045654,0.07561434060335159,0.20079591870307922,0.18580520153045654,0.10816286504268646,0.16899465024471283,0.1850040704011917,0.14258474111557007,0.07595886290073395,0.28677162528038025
&,0.11141876131296158,0.18749947845935822,0.12134000658988953,0.18143615126609802,0.1254875510931015,0.14992168545722961,0.18110838532447815,0.050614893436431885,0.14992168545722961,0.14465460181236267,0.2076607048511505,0.22272753715515137,0.21348820626735687,0.1428482085466385,0.12596383690834045
a,0.3320399522781372,0.24716788530349731,0.4508470594882965,0.26272115111351013,0.45503583550453186,0.5829201340675354,0.14725451171398163,0.44397395849227905,0.5829201340675354,0.3214259147644043,0.22478227317333221,0.2123815417289734,0.13071094453334808,0.20146222412586212,0.23916715383529663
.,0.3567904531955719,0.2516246736049652,0.40146201848983765,0.2828300893306732,0.4645031690597534,0.5934505462646484,0.19497929513454437,0.475719153881073,0.5934505462646484,0.35031336545944214,0.20860576629638672,0.30310705304145813,0.21326512098312378,0.26111578941345215,0.4130953550338745
