,what,is,the,area,called,near,the,rhine,gorge,with,castles,from,the,middle,ages,?
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2664283812046051,0.26549121737480164,0.3141826391220093,0.4933079481124878,0.167837992310524,0.22401252388954163,0.4120737314224243,0.2686370313167572,0.39760664105415344,0.4933079481124878,0.24847112596035004,0.20853061974048615,0.31091248989105225
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.2303420901298523,0.3139074146747589,0.21191000938415527,0.4223487675189972,0.18184249103069305,0.20717817544937134,0.9999999403953552,0.21033528447151184,0.26272761821746826,0.4223487675189972,0.1472902148962021,0.1527995467185974,0.2433311939239502
more,0.3484537899494171,0.2946030795574188,0.39758381247520447,0.20655664801597595,0.26791808009147644,0.14368681609630585,0.39758381247520447,0.14227862656116486,0.18230965733528137,0.3535402715206146,0.2130998820066452,0.2529715299606323,0.39758381247520447,0.14178451895713806,0.17383244633674622,0.27894994616508484
than,0.29388150572776794,0.2839990258216858,0.3227543234825134,0.19351425766944885,0.23151835799217224,0.14371472597122192,0.3227543234825134,0.15938840806484222,0.13456390798091888,0.3028803765773773,0.16465969383716583,0.2633618414402008,0.3227543234825134,0.1809392124414444,0.1781020313501358,0.24917294085025787
40,-0.05768606811761856,0.020139267668128014,-0.09923846274614334,0.00440381420776248,0.0323832742869854,-0.028319168835878372,-0.09923846274614334,-0.07853029668331146,-0.056834205985069275,-0.04145226627588272,0.003249153960496187,-0.09996475279331207,-0.09923846274614334,-0.031856704503297806,0.009471414610743523,0.010195288807153702
castles,0.15941859781742096,0.2336672991514206,0.31752192974090576,0.25976845622062683,0.2615104913711548,0.22602930665016174,0.31752192974090576,0.32023119926452637,0.30807843804359436,0.21033528447151184,1.0,0.19360476732254028,0.31752192974090576,0.21174810826778412,0.3677143454551697,0.08299993723630905
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.3044000566005707,0.3251761794090271,0.25046437978744507,0.5171257257461548,0.22029656171798706,0.2490140050649643,0.5477725267410278,0.3220888376235962,0.3601827025413513,0.5171257257461548,0.2514324486255646,0.2643369138240814,0.20544172823429108
fortresses,0.17342022061347961,0.23471447825431824,0.3074028789997101,0.21680550277233124,0.2565995454788208,0.26697999238967896,0.3074028789997101,0.2892168462276459,0.2887780964374542,0.2066449075937271,0.5453366637229919,0.18034343421459198,0.3074028789997101,0.2530781626701355,0.31886833906173706,0.08810276538133621
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.24361829459667206,0.2703215777873993,0.2486431896686554,0.40150508284568787,0.2181936800479889,0.19413644075393677,0.26272761821746826,0.19360476732254028,1.0,0.40150508284568787,0.26505398750305176,0.23587822914123535,0.19969791173934937
the,0.42745697498321533,0.5823672413825989,1.0,0.37834644317626953,0.489897221326828,0.2879819869995117,1.0,0.30735138058662415,0.26357370615005493,0.4223487675189972,0.31752192974090576,0.40150508284568787,1.0,0.3405749201774597,0.28271523118019104,0.22068053483963013
middle,0.18312302231788635,0.21621397137641907,0.3405749201774597,0.21394044160842896,0.22726550698280334,0.2380584478378296,0.3405749201774597,0.23721498250961304,0.13838762044906616,0.1472902148962021,0.21174810826778412,0.26505398750305176,0.3405749201774597,0.9999998807907104,0.6023892760276794,0.13139553368091583
ages,0.2546566128730774,0.18691010773181915,0.28271523118019104,0.13624653220176697,0.19975435733795166,0.15451766550540924,0.28271523118019104,0.2351304441690445,0.18653230369091034,0.1527995467185974,0.3677143454551697,0.23587822914123535,0.28271523118019104,0.6023892760276794,1.0,0.16701677441596985
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.3044000566005707,0.3251761794090271,0.25046437978744507,0.5171257257461548,0.22029656171798706,0.2490140050649643,0.5477725267410278,0.3220888376235962,0.3601827025413513,0.5171257257461548,0.2514324486255646,0.2643369138240814,0.20544172823429108
many,0.36131182312965393,0.2649032473564148,0.4335206151008606,0.2414858043193817,0.3552800714969635,0.16392192244529724,0.4335206151008606,0.11647748202085495,0.2525760531425476,0.35744401812553406,0.3257060945034027,0.33099696040153503,0.4335206151008606,0.2010502815246582,0.25978216528892517,0.2124512493610382
quaint,0.33244064450263977,0.28076601028442383,0.270445317029953,0.1692049652338028,0.22439080476760864,0.22673918306827545,0.270445317029953,0.1344500482082367,0.14838151633739471,0.3166079819202423,0.15237002074718475,0.16084535419940948,0.270445317029953,0.15393933653831482,0.13330833613872528,0.2860327363014221
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.3044000566005707,0.3251761794090271,0.25046437978744507,0.5171257257461548,0.22029656171798706,0.2490140050649643,0.5477725267410278,0.3220888376235962,0.3601827025413513,0.5171257257461548,0.2514324486255646,0.2643369138240814,0.20544172823429108
lovely,0.3195423483848572,0.1759413480758667,0.23189541697502136,0.12507416307926178,0.17750002443790436,0.2158002257347107,0.23189541697502136,0.16640974581241608,0.21082952618598938,0.2148718386888504,0.2180679738521576,0.15284204483032227,0.23189541697502136,0.14665529131889343,0.13769549131393433,0.218033567070961
country,0.22705033421516418,0.24409033358097076,0.30432501435279846,0.33299076557159424,0.1977362334728241,0.09573370963335037,0.30432501435279846,0.23905308544635773,0.20314434170722961,0.24760155379772186,0.2511337101459503,0.21630296111106873,0.30432501435279846,0.154677152633667,0.15621016919612885,0.12647280097007751
villages,0.17532140016555786,0.19199766218662262,0.24020950496196747,0.3240422308444977,0.14689674973487854,0.34822878241539,0.24020950496196747,0.2366049885749817,0.3317970931529999,0.14332430064678192,0.41365838050842285,0.17922872304916382,0.24020950496196747,0.2224774956703186,0.33483484387397766,0.09871792048215866
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2760866582393646,0.300344854593277,0.2532462477684021,0.5934505462646484,0.2089352011680603,0.21320518851280212,0.4446153938770294,0.2640339136123657,0.41536515951156616,0.5934505462646484,0.2989427447319031,0.26537013053894043,0.4130953550338745
