,what,was,the,name,of,the,other,hd,channel,virgin,media,could,carry,in,the,future,?
up,0.28591108322143555,0.24070115387439728,0.38423117995262146,0.1534269005060196,0.32945773005485535,0.38423117995262146,0.30423301458358765,0.16606025397777557,0.1488931030035019,0.11392207443714142,0.13742533326148987,0.28288018703460693,0.27313753962516785,0.3120773434638977,0.38423117995262146,0.17765991389751434,0.1819818764925003
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.003883055876940489,0.13035868108272552,0.041273195296525955,0.021007593721151352,0.06034751236438751,-0.07590795308351517,0.037148650735616684,0.05267010256648064,-0.0027024701703339815,-0.054984502494335175,0.07432962208986282,0.041273195296525955,0.07525254040956497,0.018684765323996544
or,0.33867141604423523,0.2330796718597412,0.4174870550632477,0.19621294736862183,0.3792596757411957,0.4174870550632477,0.5325124859809875,0.17508669197559357,0.198636993765831,0.15383125841617584,0.21947911381721497,0.4357736110687256,0.3316584527492523,0.3586423695087433,0.4174870550632477,0.19697751104831696,0.32389625906944275
otherwise,0.39239436388015747,0.1923503428697586,0.2968122065067291,0.1760498583316803,0.2133692502975464,0.2968122065067291,0.37479740381240845,0.1372901052236557,0.13628724217414856,0.12703022360801697,0.1815241426229477,0.4410299062728882,0.21093839406967163,0.25651246309280396,0.2968122065067291,0.20113810896873474,0.29367905855178833
withheld,0.37033262848854065,0.31987667083740234,0.3899523615837097,0.11541637033224106,0.33393704891204834,0.3899523615837097,0.35525408387184143,0.21628141403198242,0.2081179916858673,0.15468163788318634,0.3054536283016205,0.4249263107776642,0.30251896381378174,0.3756270706653595,0.3899523615837097,0.3210289478302002,0.3375226855278015
from,0.2737620174884796,0.31171464920043945,0.40150508284568787,0.2635002136230469,0.4249346852302551,0.40150508284568787,0.30141791701316833,0.08979839086532593,0.1587689369916916,0.07930377870798111,0.14971545338630676,0.25045305490493774,0.20240025222301483,0.4274188280105591,0.40150508284568787,0.1756477802991867,0.19969791173934937
their,0.35142919421195984,0.2396296262741089,0.516537070274353,0.18092210590839386,0.4329940676689148,0.516537070274353,0.456295371055603,0.10209921002388,0.22335146367549896,0.14946208894252777,0.12086445838212967,0.38763219118118286,0.3328152596950531,0.34976133704185486,0.516537070274353,0.20183047652244568,0.1898253709077835
platform,0.14918605983257294,0.17779655754566193,0.18037788569927216,0.09100203216075897,0.12829063832759857,0.18037788569927216,0.15831592679023743,0.1902264654636383,0.18905454874038696,0.2138483077287674,0.1837989091873169,0.12715402245521545,0.1317397505044937,0.13559897243976593,0.18037788569927216,0.1998763531446457,0.12602278590202332
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.4446498453617096,0.15258826315402985,0.18730267882347107,0.1973685473203659,0.23135341703891754,0.27399855852127075,0.1951419711112976,0.5201468467712402,0.4933079481124878,0.2609160840511322,0.31091248989105225
although,0.24844598770141602,0.3711436688899994,0.3265823423862457,0.1581835001707077,0.3024747669696808,0.3265823423862457,0.3534984588623047,0.09213235974311829,0.1105620414018631,0.17437569797039032,0.16582098603248596,0.32759013772010803,0.22577205300331116,0.28763338923454285,0.3265823423862457,0.1592295616865158,0.15541206300258636
virgin,0.1343110352754593,0.21603500843048096,0.21732187271118164,0.18490254878997803,0.1805724799633026,0.21732187271118164,0.17178043723106384,0.14707119762897491,0.19586266577243805,1.0000001192092896,0.2961137890815735,0.12688735127449036,0.1748260259628296,0.1495865285396576,0.21732187271118164,0.14447590708732605,0.11987020075321198
media,0.18292108178138733,0.17841780185699463,0.19221965968608856,0.16365878283977509,0.19700391590595245,0.19221965968608856,0.27642714977264404,0.2660827338695526,0.2604137361049652,0.2961137890815735,0.9999999403953552,0.16612838208675385,0.13948692381381989,0.19773486256599426,0.19221965968608856,0.2133256047964096,0.1571006178855896
did,0.4259131848812103,0.41399896144866943,0.34736719727516174,0.17557460069656372,0.2513895630836487,0.34736719727516174,0.31707024574279785,0.09886310994625092,0.09007708728313446,0.14743593335151672,0.1758316457271576,0.6308382749557495,0.17168502509593964,0.2593238651752472,0.34736719727516174,0.23607341945171356,0.3023456633090973
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.39989137649536133,0.16095560789108276,0.210372194647789,0.1495865285396576,0.19773486256599426,0.29357993602752686,0.19860897958278656,1.0,0.6662389636039734,0.15554536879062653,0.20430970191955566
fact,0.4454877972602844,0.24826835095882416,0.32878658175468445,0.27476364374160767,0.3007645010948181,0.32878658175468445,0.32338210940361023,0.11482952535152435,0.1706361472606659,0.16118139028549194,0.23405727744102478,0.33120518922805786,0.1929650455713272,0.25253036618232727,0.32878658175468445,0.2667545974254608,0.2798655927181244
have,0.39808809757232666,0.2863433063030243,0.40389683842658997,0.19985003769397736,0.3802283704280853,0.40389683842658997,0.559082567691803,0.16726428270339966,0.1570143699645996,0.18086276948451996,0.2075749784708023,0.4896247088909149,0.3833988606929779,0.36843645572662354,0.40389683842658997,0.2835012376308441,0.32991164922714233
an,0.2821882665157318,0.3694365322589874,0.4207492768764496,0.22033736109733582,0.32280945777893066,0.4207492768764496,0.1556563824415207,0.0904843658208847,0.15965904295444489,0.17250411212444305,0.12570899724960327,0.24300263822078705,0.13768047094345093,0.2605783939361572,0.4207492768764496,0.16225744783878326,0.19793890416622162
option,0.3053843677043915,0.18679170310497284,0.24658416211605072,0.20441198348999023,0.14944469928741455,0.24658416211605072,0.28877800703048706,0.18735985457897186,0.14669932425022125,0.1851673722267151,0.1988833248615265,0.3301484286785126,0.13518010079860687,0.1385895311832428,0.24658416211605072,0.2392868548631668,0.3510825037956238
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.4193183183670044,0.15188103914260864,0.21299093961715698,0.17379043996334076,0.21723589301109314,0.5461788773536682,0.32521840929985046,0.45010748505592346,0.535392165184021,0.3191963732242584,0.29463258385658264
carry,0.22239743173122406,0.1526157259941101,0.26752355694770813,0.06876973062753677,0.23692575097084045,0.26752355694770813,0.2943214774131775,0.15190386772155762,0.20794637501239777,0.1748260259628296,0.13948692381381989,0.3312416672706604,0.9999998807907104,0.19860897958278656,0.26752355694770813,0.12861907482147217,0.17171701788902283
channel,0.20295917987823486,0.15624403953552246,0.2860044836997986,0.1614162027835846,0.1671900898218155,0.2860044836997986,0.18978659808635712,0.4127618968486786,0.9999999403953552,0.19586266577243805,0.2604137361049652,0.1661115288734436,0.20794637501239777,0.210372194647789,0.2860044836997986,0.14141741394996643,0.20176179707050323
4,-0.04324747622013092,0.23394860327243805,0.15499350428581238,0.0995098352432251,0.17227263748645782,0.15499350428581238,-0.03838342800736427,0.028173910453915596,0.0910586416721344,0.08079926669597626,0.008274257183074951,0.038434479385614395,0.05342988297343254,0.08310048282146454,0.15499350428581238,0.06814470142126083,0.010515431873500347
hd,0.15220552682876587,0.1134820282459259,0.19996047019958496,0.11664631962776184,0.1299077272415161,0.19996047019958496,0.16528619825839996,0.9999998807907104,0.4127618968486786,0.14707119762897491,0.2660827338695526,0.16383351385593414,0.15190386772155762,0.16095560789108276,0.19996047019958496,0.17680446803569794,0.1705414354801178
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.39989137649536133,0.16095560789108276,0.210372194647789,0.1495865285396576,0.19773486256599426,0.29357993602752686,0.19860897958278656,1.0,0.6662389636039734,0.15554536879062653,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.44152235984802246,0.19996047019958496,0.2860044836997986,0.21732187271118164,0.19221965968608856,0.35393214225769043,0.26752355694770813,0.6662389636039734,1.0,0.2337762415409088,0.22068053483963013
future,0.29700374603271484,0.21697655320167542,0.2337762415409088,0.1605333536863327,0.25455814599990845,0.2337762415409088,0.19983690977096558,0.17680446803569794,0.14141741394996643,0.14447590708732605,0.2133256047964096,0.3115431070327759,0.12861907482147217,0.15554536879062653,0.2337762415409088,0.9999999403953552,0.3367180824279785
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.41511186957359314,0.17191381752490997,0.2489151805639267,0.22052781283855438,0.2313707321882248,0.3200591504573822,0.21299658715724945,0.5591574311256409,0.5934505462646484,0.24031390249729156,0.4130953550338745
