,who,was,imprisoned,in,newcastle,by,the,scots,in,1646,through,1647,?
'',0.024401003494858742,0.04456103965640068,0.035986363887786865,0.07432962208986282,-0.0023020231164991856,-0.010275691747665405,0.041273195296525955,0.05012114346027374,0.07432962208986282,0.039903201162815094,-0.06932127475738525,-0.024812616407871246,0.018684765323996544
(,0.2443375140428543,0.2980341613292694,0.11880455911159515,0.3087427020072937,0.13896974921226501,0.20696312189102173,0.33289089798927307,0.10741709917783737,0.3087427020072937,0.33354777097702026,0.19420890510082245,-0.045541372150182724,0.40561532974243164
``,0.02397952415049076,-0.012679691426455975,0.044204697012901306,0.04765888676047325,0.025922706350684166,-0.030704375356435776,0.029072100296616554,0.07742214947938919,0.04765888676047325,0.09409871697425842,-0.027386896312236786,0.08033490180969238,0.0685480609536171
triumphing,0.21652403473854065,0.2964301109313965,0.24221119284629822,0.27431508898735046,0.214326873421669,0.22284846007823944,0.317466676235199,0.160734623670578,0.27431508898735046,0.17164035141468048,0.1638408601284027,0.11082059890031815,0.21512813866138458
by,0.39727845788002014,0.4752357602119446,0.19755636155605316,0.370934396982193,0.1767825335264206,1.0000001192092896,0.4408751428127289,0.17774471640586853,0.370934396982193,0.35051319003105164,0.3433202803134918,0.061225730925798416,0.17966607213020325
a,0.36608949303627014,0.4508470594882965,0.16409406065940857,0.539380669593811,0.21405641734600067,0.32094135880470276,0.5829201340675354,0.19129548966884613,0.539380669593811,0.29512670636177063,0.3399752974510193,0.04726065695285797,0.23916715383529663
brave,0.2971973717212677,0.23052015900611877,0.2051377296447754,0.1696264147758484,0.18958698213100433,0.1136382520198822,0.222623810172081,0.25238725543022156,0.1696264147758484,0.054992254823446274,0.13268005847930908,-0.028559895232319832,0.2259843945503235
defence,0.15995019674301147,0.22229889035224915,0.14198137819766998,0.21592919528484344,0.21558630466461182,0.14269740879535675,0.2438012957572937,0.18615511059761047,0.21592919528484344,0.21611349284648895,0.14129814505577087,0.08871046453714371,0.13179711997509003
'',0.024401003494858742,0.04456103965640068,0.035986363887786865,0.07432962208986282,-0.0023020231164991856,-0.010275691747665405,0.041273195296525955,0.05012114346027374,0.07432962208986282,0.039903201162815094,-0.06932127475738525,-0.024812616407871246,0.018684765323996544
),0.2457384318113327,0.3267642855644226,0.12801720201969147,0.3326910734176636,0.15254424512386322,0.2151763141155243,0.3456730246543884,0.1120012104511261,0.3326910734176636,0.3485775887966156,0.21381281316280365,-0.014537745155394077,0.42300865054130554
upon,0.19846883416175842,0.21848641335964203,0.21216478943824768,0.20347267389297485,0.3827606737613678,0.3096585273742676,0.28184252977371216,0.25165295600891113,0.20347267389297485,0.11599458754062653,0.21877209842205048,-0.019476942718029022,0.13780277967453003
the,0.3733934462070465,0.48711544275283813,0.20625166594982147,0.6662389636039734,0.2253497689962387,0.4408751428127289,1.0,0.22918754816055298,0.6662389636039734,0.38275760412216187,0.44071322679519653,0.17500609159469604,0.22068053483963013
town,0.17440535128116608,0.26823142170906067,0.15110664069652557,0.34975525736808777,0.3030468225479126,0.15964296460151672,0.2974243760108948,0.19631926715373993,0.34975525736808777,0.3248286843299866,0.20567552745342255,0.17863906919956207,0.09902279824018478
.,0.3541337847709656,0.40146201848983765,0.20063312351703644,0.5591574311256409,0.2714749276638031,0.3936232924461365,0.5934505462646484,0.17834912240505219,0.5591574311256409,0.3581424057483673,0.3174465596675873,0.08955847471952438,0.4130953550338745
