,what,yard,line,was,the,broncos,on,when,manning,lost,the,ball,in,the,fourth,quarter,?
of,0.33290785551071167,0.14137893915176392,0.23765452206134796,0.4069072902202606,0.733189046382904,0.19310332834720612,0.3966929316520691,0.3757161796092987,0.20024974644184113,0.2878951132297516,0.733189046382904,0.15122076869010925,0.5696388483047485,0.733189046382904,0.30335766077041626,0.30494412779808044,0.1826142966747284
manning,0.20007498562335968,0.38636353611946106,0.16799555718898773,0.2607507109642029,0.27058160305023193,0.4807402193546295,0.25339728593826294,0.23698855936527252,0.9999998807907104,0.23309238255023956,0.27058160305023193,0.3111599087715149,0.22345924377441406,0.27058160305023193,0.2344820201396942,0.2765781581401825,0.15856626629829407
's,0.02692362666130066,0.04487353563308716,-0.06894499808549881,0.008974763564765453,-0.01540423184633255,-0.037254199385643005,0.0026888418942689896,-0.03368149697780609,0.021839646622538567,-0.04458974674344063,-0.01540423184633255,-0.028031641617417336,-0.037580832839012146,-0.01540423184633255,0.031030623242259026,0.027195217087864876,-0.023395681753754616
hand,0.26703396439552307,0.17868930101394653,0.15332575142383575,0.16591666638851166,0.253619521856308,0.1609273999929428,0.27365610003471375,0.31687766313552856,0.21510741114616394,0.1482531726360321,0.253619521856308,0.30502307415008545,0.188343808054924,0.253619521856308,0.1820075362920761,0.2998819649219513,0.20656698942184448
as,0.31749409437179565,0.20246511697769165,0.22621846199035645,0.3677520453929901,0.48381632566452026,0.23052668571472168,0.36047765612602234,0.4437963366508484,0.27189740538597107,0.19285669922828674,0.48381632566452026,0.15887176990509033,0.3887844979763031,0.48381632566452026,0.18366172909736633,0.19725699722766876,0.27043893933296204
he,0.3114890456199646,0.14893972873687744,0.20292288064956665,0.5410010814666748,0.4571082592010498,0.2534533441066742,0.32403138279914856,0.39115971326828003,0.33812835812568665,0.2674296200275421,0.4571082592010498,0.20410560071468353,0.41690486669540405,0.4571082592010498,0.22958309948444366,0.15939168632030487,0.2089974731206894
was,0.22111038863658905,0.18865056335926056,0.1765366792678833,1.0000001192092896,0.48711544275283813,0.23574475944042206,0.3909217119216919,0.37326499819755554,0.2607507109642029,0.2525325119495392,0.48711544275283813,0.16079293191432953,0.45514053106307983,0.48711544275283813,0.35251522064208984,0.18704809248447418,0.18412111699581146
winding,0.2015053927898407,0.2634817957878113,0.2483479231595993,0.2048405557870865,0.2995016276836395,0.2212142050266266,0.2721063196659088,0.2710207402706146,0.22617696225643158,0.18348774313926697,0.2995016276836395,0.26056501269340515,0.22465644776821136,0.2995016276836395,0.13300539553165436,0.10749359428882599,0.03567418456077576
up,0.28591108322143555,0.19666799902915955,0.25917619466781616,0.24070115387439728,0.38423117995262146,0.22576327621936798,0.34194523096084595,0.3850642144680023,0.23252514004707336,0.22022384405136108,0.38423117995262146,0.19136162102222443,0.3120773434638977,0.38423117995262146,0.22606000304222107,0.258023738861084,0.1819818764925003
for,0.3017193675041199,0.18754926323890686,0.2019100785255432,0.3863949179649353,0.4739971458911896,0.2739109396934509,0.36199691891670227,0.43402108550071716,0.33057859539985657,0.2845156490802765,0.4739971458911896,0.1708642989397049,0.4322226941585541,0.4739971458911896,0.23288244009017944,0.23415552079677582,0.264628142118454
a,0.3320399522781372,0.20629099011421204,0.23499317467212677,0.4508470594882965,0.5829201340675354,0.19771797955036163,0.3848365545272827,0.44397395849227905,0.2509649395942688,0.24504798650741577,0.5829201340675354,0.23578347265720367,0.539380669593811,0.5829201340675354,0.3032437562942505,0.26766106486320496,0.23916715383529663
pass,0.24105259776115417,0.32050034403800964,0.23281124234199524,0.1040167361497879,0.25961899757385254,0.21609735488891602,0.13331516087055206,0.20427322387695312,0.28301873803138733,0.16238714754581451,0.25961899757385254,0.21328508853912354,0.18748411536216736,0.25961899757385254,0.14537997543811798,0.12825918197631836,0.09478675574064255
",",0.3087472915649414,0.10565341264009476,0.22637072205543518,0.45456063747406006,0.4933079481124878,0.2558487057685852,0.49057599902153015,0.36674630641937256,0.30921146273612976,0.26788443326950073,0.4933079481124878,0.2170172780752182,0.5201468467712402,0.4933079481124878,0.271299809217453,0.2742914855480194,0.31091248989105225
and,0.31309178471565247,0.20639188587665558,0.24584348499774933,0.3740963041782379,0.5171257257461548,0.20959050953388214,0.4077630043029785,0.4716290831565857,0.2638654112815857,0.25558507442474365,0.5171257257461548,0.19981779158115387,0.4954058527946472,0.5171257257461548,0.27958914637565613,0.24505728483200073,0.20544172823429108
then,0.4072686731815338,0.14157718420028687,0.2222185730934143,0.27044644951820374,0.4297412931919098,0.2251315861940384,0.30262795090675354,0.6026323437690735,0.2315567582845688,0.281472384929657,0.4297412931919098,0.22892506420612335,0.36253848671913147,0.4297412931919098,0.18949101865291595,0.20768693089485168,0.2884598970413208
recovered,0.1780729442834854,0.24208326637744904,0.08226953446865082,0.32598429918289185,0.2614712417125702,0.21365763247013092,0.2166234701871872,0.30941569805145264,0.2291233241558075,0.4304933547973633,0.2614712417125702,0.12504027783870697,0.2665027976036072,0.2614712417125702,0.20481286942958832,0.27685225009918213,0.08912046253681183
it,0.45803478360176086,0.13626757264137268,0.2513335347175598,0.4577186405658722,0.6251175999641418,0.1312602162361145,0.4529881477355957,0.4775012135505676,0.17507615685462952,0.21015265583992004,0.6251175999641418,0.1934148073196411,0.5130809545516968,0.6251175999641418,0.2663476765155792,0.223882257938385,0.25732165575027466
for,0.3017193675041199,0.18754926323890686,0.2019100785255432,0.3863949179649353,0.4739971458911896,0.2739109396934509,0.36199691891670227,0.43402108550071716,0.33057859539985657,0.2845156490802765,0.4739971458911896,0.1708642989397049,0.4322226941585541,0.4739971458911896,0.23288244009017944,0.23415552079677582,0.264628142118454
carolina,0.1956660896539688,0.16821691393852234,0.14648932218551636,0.26687008142471313,0.24749229848384857,0.34897464513778687,0.19547675549983978,0.16545826196670532,0.26052483916282654,0.1260286420583725,0.24749229848384857,0.11953222006559372,0.2380082756280899,0.24749229848384857,0.10907643288373947,0.1515623927116394,0.11847445368766785
on,0.34226128458976746,0.149832084774971,0.2094266265630722,0.3909217119216919,0.5107308030128479,0.17311601340770721,0.9999999403953552,0.37706470489501953,0.25339728593826294,0.19934038817882538,0.5107308030128479,0.1605052351951599,0.46853652596473694,0.5107308030128479,0.2738758623600006,0.21235644817352295,0.2714994251728058
the,0.42745697498321533,0.22634266316890717,0.29789501428604126,0.48711544275283813,1.0,0.25985947251319885,0.5107308030128479,0.5091903209686279,0.27058160305023193,0.3376973867416382,1.0,0.18895584344863892,0.6662389636039734,1.0,0.40804702043533325,0.3659466803073883,0.22068053483963013
50-yard,0.20699849724769592,0.7533280253410339,0.21202322840690613,0.3158988356590271,0.2974485754966736,0.2592121362686157,0.2211121767759323,0.250732958316803,0.3826310932636261,0.2355603128671646,0.2974485754966736,0.2723853290081024,0.2469327449798584,0.2974485754966736,0.24367931485176086,0.227635458111763,0.11265861243009567
line,0.2245367169380188,0.247397318482399,1.0000001192092896,0.1765366792678833,0.29789501428604126,0.18832378089427948,0.2094266265630722,0.2305605411529541,0.16799555718898773,0.08010849356651306,0.29789501428604126,0.2138069123029709,0.2258777767419815,0.29789501428604126,0.13458310067653656,0.1788603961467743,0.16271452605724335
.,0.3567904531955719,0.13538575172424316,0.25851553678512573,0.40146201848983765,0.5934505462646484,0.2612393796443939,0.49257001280784607,0.475719153881073,0.2937074899673462,0.2800092399120331,0.5934505462646484,0.214210644364357,0.5591574311256409,0.5934505462646484,0.27895694971084595,0.29042351245880127,0.4130953550338745
,what,yard,line,was,the,broncos,on,when,manning,lost,the,ball,in,the,fourth,quarter,?
there,0.35085538029670715,0.1337631344795227,0.22727543115615845,0.24909798800945282,0.47025805711746216,0.17742063105106354,0.3521401882171631,0.34822648763656616,0.09236439317464828,0.2148226499557495,0.47025805711746216,0.14305205643177032,0.5361666083335876,0.47025805711746216,0.1749250888824463,0.2329798936843872,0.29405656456947327
would,0.45766422152519226,0.18022187054157257,0.24663715064525604,0.41663143038749695,0.4133751392364502,0.23224321007728577,0.35589995980262756,0.4219970703125,0.2053690105676651,0.24014048278331757,0.4133751392364502,0.1812192052602768,0.30461156368255615,0.4133751392364502,0.21775351464748383,0.16835814714431763,0.37178951501846313
be,0.3929833769798279,0.18964342772960663,0.21854959428310394,0.42228707671165466,0.4248143136501312,0.13547037541866302,0.37900757789611816,0.4451393485069275,0.12070579081773758,0.1109132468700409,0.4248143136501312,0.21832361817359924,0.3481820821762085,0.4248143136501312,0.1782669574022293,0.1599065363407135,0.3324260413646698
no,0.339326947927475,0.17007698118686676,0.16298344731330872,0.19955526292324066,0.3461136817932129,0.16105002164840698,0.3244728446006775,0.28761178255081177,0.03699440881609917,0.19701933860778809,0.3461136817932129,0.13370798528194427,0.24372287094593048,0.3461136817932129,0.1847865879535675,0.16502118110656738,0.32165053486824036
more,0.3484537899494171,0.11722415685653687,0.2049751877784729,0.21525104343891144,0.39758381247520447,0.20355810225009918,0.37351730465888977,0.359977662563324,0.19816197454929352,0.21018099784851074,0.39758381247520447,0.1447928100824356,0.32563260197639465,0.39758381247520447,0.14414358139038086,0.2472412884235382,0.27894994616508484
scoring,0.18682323396205902,0.23048050701618195,0.17101991176605225,0.2038055658340454,0.2582377791404724,0.3381083905696869,0.1517801731824875,0.2122931331396103,0.3233392834663391,0.21005043387413025,0.2582377791404724,0.29061272740364075,0.19487565755844116,0.2582377791404724,0.1943872720003128,0.23110553622245789,0.0971682071685791
in,0.30808621644973755,0.16734865307807922,0.2258777767419815,0.45514053106307983,0.6662389636039734,0.20316283404827118,0.46853652596473694,0.4431333839893341,0.22345924377441406,0.3167656362056732,0.6662389636039734,0.1472199559211731,1.0,0.6662389636039734,0.29149749875068665,0.2899305522441864,0.20430970191955566
the,0.42745697498321533,0.22634266316890717,0.29789501428604126,0.48711544275283813,1.0,0.25985947251319885,0.5107308030128479,0.5091903209686279,0.27058160305023193,0.3376973867416382,1.0,0.18895584344863892,0.6662389636039734,1.0,0.40804702043533325,0.3659466803073883,0.22068053483963013
third,0.2033906877040863,0.11669716984033585,0.1496075540781021,0.3460187017917633,0.4229298532009125,0.20801672339439392,0.24143609404563904,0.23858320713043213,0.21480102837085724,0.27975279092788696,0.4229298532009125,0.14809492230415344,0.3309578001499176,0.4229298532009125,0.803348183631897,0.2865470349788666,0.15394791960716248
quarter,0.15786661207675934,0.2701713442802429,0.1788603961467743,0.18704809248447418,0.3659466803073883,0.2604113221168518,0.21235644817352295,0.25326400995254517,0.2765781581401825,0.3193255364894867,0.3659466803073883,0.20976915955543518,0.2899305522441864,0.3659466803073883,0.3184647858142853,1.0,0.1356993168592453
",",0.3087472915649414,0.10565341264009476,0.22637072205543518,0.45456063747406006,0.4933079481124878,0.2558487057685852,0.49057599902153015,0.36674630641937256,0.30921146273612976,0.26788443326950073,0.4933079481124878,0.2170172780752182,0.5201468467712402,0.4933079481124878,0.271299809217453,0.2742914855480194,0.31091248989105225
but,0.5029441118240356,0.17904846370220184,0.241663858294487,0.36023372411727905,0.4859698414802551,0.15171389281749725,0.3584071099758148,0.5599016547203064,0.1814679205417633,0.3270670771598816,0.4859698414802551,0.18901506066322327,0.48674455285072327,0.4859698414802551,0.24929969012737274,0.2408709079027176,0.27921953797340393
early,0.2454567849636078,0.13506382703781128,0.13019341230392456,0.4148794412612915,0.34442198276519775,0.14597903192043304,0.2426261156797409,0.32107013463974,0.2316051721572876,0.23321621119976044,0.34442198276519775,0.10213414579629898,0.34672921895980835,0.34442198276519775,0.20009157061576843,0.1891319453716278,0.15272949635982513
in,0.30808621644973755,0.16734865307807922,0.2258777767419815,0.45514053106307983,0.6662389636039734,0.20316283404827118,0.46853652596473694,0.4431333839893341,0.22345924377441406,0.3167656362056732,0.6662389636039734,0.1472199559211731,1.0,0.6662389636039734,0.29149749875068665,0.2899305522441864,0.20430970191955566
the,0.42745697498321533,0.22634266316890717,0.29789501428604126,0.48711544275283813,1.0,0.25985947251319885,0.5107308030128479,0.5091903209686279,0.27058160305023193,0.3376973867416382,1.0,0.18895584344863892,0.6662389636039734,1.0,0.40804702043533325,0.3659466803073883,0.22068053483963013
fourth,0.137417271733284,0.18023616075515747,0.13458310067653656,0.35251522064208984,0.40804702043533325,0.199767604470253,0.2738758623600006,0.21542590856552124,0.2344820201396942,0.2624134421348572,0.40804702043533325,0.1527126431465149,0.29149749875068665,0.40804702043533325,1.0,0.3184647858142853,0.13791213929653168
",",0.3087472915649414,0.10565341264009476,0.22637072205543518,0.45456063747406006,0.4933079481124878,0.2558487057685852,0.49057599902153015,0.36674630641937256,0.30921146273612976,0.26788443326950073,0.4933079481124878,0.2170172780752182,0.5201468467712402,0.4933079481124878,0.271299809217453,0.2742914855480194,0.31091248989105225
the,0.42745697498321533,0.22634266316890717,0.29789501428604126,0.48711544275283813,1.0,0.25985947251319885,0.5107308030128479,0.5091903209686279,0.27058160305023193,0.3376973867416382,1.0,0.18895584344863892,0.6662389636039734,1.0,0.40804702043533325,0.3659466803073883,0.22068053483963013
broncos,0.1787765771150589,0.3219616115093231,0.18832378089427948,0.23574475944042206,0.25985947251319885,1.0000001192092896,0.17311601340770721,0.20478437840938568,0.4807402193546295,0.19186308979988098,0.25985947251319885,0.275786429643631,0.20316283404827118,0.25985947251319885,0.199767604470253,0.2604113221168518,0.18377114832401276
drove,0.1460457593202591,0.22320221364498138,0.20239318907260895,0.3095202147960663,0.24859486520290375,0.27484196424484253,0.20906314253807068,0.23966684937477112,0.22427237033843994,0.23217199742794037,0.24859486520290375,0.14958636462688446,0.2219095677137375,0.24859486520290375,0.18101423978805542,0.18761226534843445,0.10733011364936829
to,0.455847829580307,0.15160483121871948,0.2615616023540497,0.3636345863342285,0.535392165184021,0.23674264550209045,0.41031414270401,0.5423505902290344,0.24857525527477264,0.23270919919013977,0.535392165184021,0.2563202381134033,0.45010748505592346,0.535392165184021,0.22159133851528168,0.21890336275100708,0.29463258385658264
the,0.42745697498321533,0.22634266316890717,0.29789501428604126,0.48711544275283813,1.0,0.25985947251319885,0.5107308030128479,0.5091903209686279,0.27058160305023193,0.3376973867416382,1.0,0.18895584344863892,0.6662389636039734,1.0,0.40804702043533325,0.3659466803073883,0.22068053483963013
panthers,0.17002959549427032,0.1863563507795334,0.13802513480186462,0.2605615258216858,0.2602776288986206,0.5347585678100586,0.17721405625343323,0.15385644137859344,0.3926267921924591,0.1813974380493164,0.2602776288986206,0.17961734533309937,0.2115829735994339,0.2602776288986206,0.22012262046337128,0.19848515093326569,0.16608978807926178
41-yard,0.211635559797287,0.7708098888397217,0.21456095576286316,0.2999275326728821,0.29882827401161194,0.2698928117752075,0.23210813105106354,0.2616884410381317,0.37930530309677124,0.2382352352142334,0.29882827401161194,0.27927613258361816,0.2555564045906067,0.29882827401161194,0.23353694379329681,0.23751850426197052,0.11375463008880615
line,0.2245367169380188,0.247397318482399,1.0000001192092896,0.1765366792678833,0.29789501428604126,0.18832378089427948,0.2094266265630722,0.2305605411529541,0.16799555718898773,0.08010849356651306,0.29789501428604126,0.2138069123029709,0.2258777767419815,0.29789501428604126,0.13458310067653656,0.1788603961467743,0.16271452605724335
.,0.3567904531955719,0.13538575172424316,0.25851553678512573,0.40146201848983765,0.5934505462646484,0.2612393796443939,0.49257001280784607,0.475719153881073,0.2937074899673462,0.2800092399120331,0.5934505462646484,0.214210644364357,0.5591574311256409,0.5934505462646484,0.27895694971084595,0.29042351245880127,0.4130953550338745
