,in,what,year,did,the,film,also,mention,the,number,of,regenerations,?
time,0.3431483507156372,0.36319252848625183,0.41097521781921387,0.3567926585674286,0.43061500787734985,0.21054072678089142,0.385476291179657,0.2594473958015442,0.43061500787734985,0.26802247762680054,0.35127586126327515,0.3121628165245056,0.27391523122787476
lord,0.18930333852767944,0.15077504515647888,0.0975022092461586,0.16158217191696167,0.2489406019449234,0.15440644323825836,0.17240314185619354,0.1731182187795639,0.2489406019449234,0.09737809747457504,0.20127125084400177,0.2030353844165802,0.09544310718774796
can,0.26527702808380127,0.34502777457237244,0.13887766003608704,0.32383522391319275,0.312528520822525,0.15969279408454895,0.4861826002597809,0.22549550235271454,0.312528520822525,0.33886176347732544,0.2603091299533844,0.3053550124168396,0.3226337134838104
only,0.42992329597473145,0.41415658593177795,0.2698895335197449,0.4039593040943146,0.5497692227363586,0.19125773012638092,0.5950305461883545,0.34927311539649963,0.5497692227363586,0.39694860577583313,0.49632513523101807,0.31871023774147034,0.2767370045185089
regenerate,0.19567370414733887,0.23099561035633087,0.14946530759334564,0.17479920387268066,0.2977958917617798,0.14713779091835022,0.30410441756248474,0.15350042283535004,0.2977958917617798,0.186406210064888,0.29200416803359985,0.7566235661506653,0.17953330278396606
12,0.18516430258750916,0.1696145385503769,0.10855238884687424,0.11160892248153687,0.28907760977745056,0.014315635897219181,0.3077133297920227,0.16705869138240814,0.28907760977745056,0.09167207777500153,0.2886716425418854,0.12261300534009933,0.10021790862083435
times,0.2427823841571808,0.21414996683597565,0.306132435798645,0.23068773746490479,0.29093852639198303,0.19102692604064941,0.36468109488487244,0.25212982296943665,0.29093852639198303,0.2729065418243408,0.24352745711803436,0.22389602661132812,0.18880689144134521
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.2552308440208435,0.4717654287815094,0.311445951461792,0.4933079481124878,0.2535701394081116,0.4946078956127167,0.22595244646072388,0.31091248989105225
for,0.4322226941585541,0.3017193675041199,0.29294124245643616,0.318512886762619,0.4739971458911896,0.24293163418769836,0.5373267531394958,0.32806411385536194,0.4739971458911896,0.2861633002758026,0.4185989499092102,0.18750834465026855,0.264628142118454
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.5829201340675354,0.19172197580337524,0.5149940252304077,0.27153486013412476,0.5829201340675354,0.2992287278175354,0.5052502155303955,0.20678666234016418,0.23916715383529663
total,0.27667245268821716,0.19850242137908936,0.19080977141857147,0.14788632094860077,0.27068960666656494,0.09734107553958893,0.2741534113883972,0.07316121459007263,0.27068960666656494,0.42508429288864136,0.29045331478118896,0.16712024807929993,0.14396025240421295
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.733189046382904,0.22166931629180908,0.4924938678741455,0.2706054151058197,0.733189046382904,0.2778518795967102,1.0,0.31925347447395325,0.1826142966747284
13,0.02730540931224823,-0.0796622633934021,0.044694337993860245,0.02672848105430603,-0.007407139986753464,-0.02481893077492714,0.08623021841049194,-0.043195851147174835,-0.007407139986753464,-0.024406349286437035,0.019282439723610878,0.023213237524032593,-0.11384815722703934
incarnations,0.22985757887363434,0.25827986001968384,0.21907564997673035,0.17542405426502228,0.2946679890155792,0.15558260679244995,0.32808932662010193,0.26901379227638245,0.2946679890155792,0.20930227637290955,0.2817036807537079,0.46402978897094727,0.21271158754825592
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.22823183238506317,0.49166762828826904,0.25686678290367126,0.5934505462646484,0.3256329298019409,0.5352458953857422,0.25557956099510193,0.4130953550338745
