,what,medical,treatment,is,used,to,benefit,patients,with,hearth,and,lung,disorders,?
resistance,0.1382468044757843,0.16180679202079773,0.3156087100505829,0.1813587248325348,0.21622373163700104,0.2280048280954361,0.2725602984428406,0.23033815622329712,0.16273465752601624,0.1925167292356491,0.28961238265037537,0.19242946803569794,0.16269193589687347,0.026361597701907158
to,0.455847829580307,0.2909846603870392,0.28204283118247986,0.42745086550712585,0.40058770775794983,1.0,0.29776766896247864,0.2851313650608063,0.4239959120750427,0.28002044558525085,0.48971283435821533,0.16230259835720062,0.21753479540348053,0.29463258385658264
blood,0.15800324082374573,0.2740160822868347,0.3243677616119385,0.18016870319843292,0.1565084457397461,0.226680189371109,0.18495799601078033,0.3760720193386078,0.16979560256004333,0.34869375824928284,0.2636592388153076,0.3484116792678833,0.25283485651016235,0.156274676322937
flow,0.1798735409975052,0.1520168036222458,0.20645105838775635,0.26788079738616943,0.17952577769756317,0.27439337968826294,0.23126783967018127,0.2196177840232849,0.08951380848884583,0.18709112703800201,0.2773895561695099,0.25103050470352173,0.2697753310203552,0.10458291321992874
in,0.30808621644973755,0.25996583700180054,0.21588237583637238,0.5394441485404968,0.3090210556983948,0.45010748505592346,0.17319905757904053,0.21461397409439087,0.4080928862094879,0.20198340713977814,0.4954058527946472,0.23266126215457916,0.24260658025741577,0.20430970191955566
many,0.36131182312965393,0.2577574551105499,0.24864692986011505,0.2649032473564148,0.38759201765060425,0.40243685245513916,0.2863100469112396,0.300993949174881,0.35744401812553406,0.20021282136440277,0.5296266674995422,0.23111015558242798,0.2181292176246643,0.2124512493610382
types,0.25706279277801514,0.11913280934095383,0.2521668076515198,0.21496213972568512,0.386074036359787,0.20054484903812408,0.1526152789592743,0.30271950364112854,0.2505682706832886,0.1363164186477661,0.3014242649078369,0.11571391671895981,0.3072993755340576,0.1285012811422348
of,0.33290785551071167,0.2826511859893799,0.2632577419281006,0.4854315221309662,0.3075267970561981,0.41548454761505127,0.20703035593032837,0.1887446492910385,0.41827285289764404,0.2551323175430298,0.5116966962814331,0.2046266794204712,0.2104933112859726,0.1826142966747284
diseased,0.24916353821754456,0.3994976282119751,0.4341447055339813,0.15158332884311676,0.2269052416086197,0.23912346363067627,0.23828497529029846,0.5040878057479858,0.1914193481206894,0.18112139403820038,0.227380633354187,0.43092602491378784,0.5217458605766296,0.19291293621063232
lungs,0.2058555632829666,0.2683960795402527,0.33246591687202454,0.18900567293167114,0.19439275562763214,0.2864147424697876,0.23075580596923828,0.4593968689441681,0.24817001819610596,0.36979228258132935,0.271153062582016,0.640570878982544,0.2866947054862976,0.19047874212265015
",",0.3087472915649414,0.2597777843475342,0.2413949966430664,0.4691906273365021,0.3120402991771698,0.44245919585227966,0.26083990931510925,0.1795148104429245,0.4120737314224243,0.2322099357843399,0.6633074283599854,0.3468642234802246,0.2126695066690445,0.31091248989105225
easing,0.24304309487342834,0.15251977741718292,0.2222064882516861,0.2331189066171646,0.3238919973373413,0.37021926045417786,0.33303430676460266,0.17927701771259308,0.2839118540287018,0.19497111439704895,0.2944166958332062,0.13440877199172974,0.1634225845336914,0.14375267922878265
work,0.3762225806713104,0.27635759115219116,0.35153862833976746,0.22475390136241913,0.2676831781864166,0.3482864499092102,0.3048141896724701,0.3145729601383209,0.2649822533130646,0.1721426099538803,0.37551814317703247,0.19377966225147247,0.23218508064746857,0.2621155381202698
load,0.15150345861911774,0.08572623878717422,0.19421932101249695,0.1579819917678833,0.23147663474082947,0.21808886528015137,0.19769081473350525,0.13848689198493958,0.16355083882808685,0.11206237971782684,0.22066931426525116,0.0951789990067482,0.17239537835121155,0.25886332988739014
on,0.34226128458976746,0.2253650575876236,0.21504230797290802,0.3635730445384979,0.24785758554935455,0.41031414270401,0.23415055871009827,0.21079674363136292,0.40749499201774597,0.20053839683532715,0.4077630043029785,0.2149096131324768,0.1476411670446396,0.2714994251728058
the,0.42745697498321533,0.2398311346769333,0.2350214421749115,0.5823672413825989,0.3718377649784088,0.535392165184021,0.24974633753299713,0.22047552466392517,0.4223487675189972,0.31164729595184326,0.5171257257461548,0.19767263531684875,0.23239798843860626,0.22068053483963013
heart,0.18515849113464355,0.27526071667671204,0.20775531232357025,0.21632468700408936,0.042282357811927795,0.2012307196855545,0.12083300203084946,0.29929542541503906,0.11649180948734283,0.5554477572441101,0.25639602541923523,0.5382379293441772,0.21504457294940948,0.11825142055749893
.,0.3567904531955719,0.21294285356998444,0.27064111828804016,0.4569662809371948,0.33111312985420227,0.4645031690597534,0.2692491412162781,0.2101183831691742,0.4446153938770294,0.2670387327671051,0.588965117931366,0.1984623372554779,0.22621037065982819,0.4130953550338745
