,an,msp,may,introduce,a,bill,as,what,?
can,0.23671309649944305,0.19000492990016937,0.43584567308425903,0.240422785282135,0.3915780484676361,0.17938722670078278,0.3245031237602234,0.34502777457237244,0.3226337134838104
be,0.33041056990623474,0.16379432380199432,0.45514434576034546,0.2999604046344757,0.39883795380592346,0.14357201755046844,0.5230465531349182,0.3929833769798279,0.3324260413646698
submitted,0.16461357474327087,0.3051894009113312,0.200105220079422,0.2710809111595154,0.17993977665901184,0.2332761287689209,0.24666795134544373,0.20540176331996918,0.2415507286787033
to,0.3138085603713989,0.22173245251178741,0.391582727432251,0.3381519317626953,0.45503583550453186,0.17981381714344025,0.42092081904411316,0.455847829580307,0.29463258385658264
parliament,0.18050292134284973,0.4907226264476776,0.21585623919963837,0.18331246078014374,0.22951169312000275,0.2732408940792084,0.1639251410961151,0.21650300920009613,0.1586504578590393
by,0.2719563841819763,0.1735423058271408,0.1970296949148178,0.14244577288627625,0.32094135880470276,0.14073550701141357,0.3815547823905945,0.2455483376979828,0.17966607213020325
an,1.0,0.253377765417099,0.30457955598831177,0.16589272022247314,0.44552403688430786,0.12577931582927704,0.37218472361564636,0.2821882665157318,0.19793890416622162
outside,0.19768257439136505,0.12893658876419067,0.2814694046974182,0.12817546725273132,0.3113526403903961,0.09771645814180374,0.28646576404571533,0.3224688768386841,0.14839068055152893
proposer,0.21673522889614105,0.20639640092849731,0.23373205959796906,0.3096162676811218,0.25611963868141174,0.19058142602443695,0.23496966063976288,0.3461245894432068,0.3582901656627655
.,0.3581749200820923,0.26093077659606934,0.35826805233955383,0.26207107305526733,0.50484299659729,0.2289014607667923,0.515582263469696,0.3567904531955719,0.4130953550338745
