,where,do,other,tourist,events,happen,in,victoria,outside,of,melbourne,?
phillip,0.18270231783390045,0.13349847495555878,0.14789161086082458,0.1551593393087387,0.11000165343284607,0.1571483314037323,0.22359023988246918,0.33228379487991333,0.12060431391000748,0.17879271507263184,0.3414454460144043,0.14460548758506775
island,0.21791329979896545,0.17919838428497314,0.19014261662960052,0.2968064546585083,0.0848039984703064,0.11455882340669632,0.24730545282363892,0.257440984249115,0.0980534702539444,0.24887794256210327,0.19850754737854004,0.0887429490685463
",",0.3149496018886566,0.3283645510673523,0.4446498453617096,0.2069557160139084,0.16838376224040985,0.25441640615463257,0.5201468467712402,0.2279360294342041,0.2726076543331146,0.4946078956127167,0.18849031627178192,0.31091248989105225
the,0.5003893971443176,0.30239659547805786,0.44152235984802246,0.29490065574645996,0.3102840185165405,0.2880464494228363,0.6662389636039734,0.2204313427209854,0.3879719078540802,0.733189046382904,0.2464369535446167,0.22068053483963013
grand,0.14345501363277435,0.09433818608522415,0.1289597451686859,0.18586815893650055,0.2269672155380249,0.11403359472751617,0.24767720699310303,0.18386131525039673,0.15891090035438538,0.27195852994918823,0.1769104152917862,0.1168735921382904
annual,0.1861288696527481,0.15622559189796448,0.22015386819839478,0.2872985303401947,0.2761334478855133,0.16248995065689087,0.2557781934738159,0.11894237250089645,0.15492404997348785,0.29535046219825745,0.1933717131614685,0.1083487942814827
steeplechase,0.29476502537727356,0.16092661023139954,0.24312317371368408,0.30879828333854675,0.2879655361175537,0.21188485622406006,0.32559821009635925,0.2257891446352005,0.22903627157211304,0.26596173644065857,0.31294360756874084,0.147659569978714
at,0.4402937591075897,0.1511090099811554,0.24329762160778046,0.1739274114370346,0.25329744815826416,0.23348276317119598,0.4374977946281433,0.19641181826591492,0.29160594940185547,0.42558613419532776,0.2636062502861023,0.21978627145290375
warrnambool,0.3015286326408386,0.20830929279327393,0.24991628527641296,0.2675691843032837,0.22033089399337769,0.18471084535121918,0.2702086567878723,0.5021383762359619,0.2043774574995041,0.27623888850212097,0.5241090059280396,0.18011367321014404
and,0.43859338760375977,0.276123583316803,0.5504306554794312,0.19150754809379578,0.2040661722421646,0.23779208958148956,0.4954058527946472,0.24507255852222443,0.31803378462791443,0.5116966962814331,0.22872792184352875,0.20544172823429108
the,0.5003893971443176,0.30239659547805786,0.44152235984802246,0.29490065574645996,0.3102840185165405,0.2880464494228363,0.6662389636039734,0.2204313427209854,0.3879719078540802,0.733189046382904,0.2464369535446167,0.22068053483963013
australian,0.16993862390518188,0.11671853065490723,0.17116284370422363,0.12408670037984848,0.17491553723812103,0.07273634523153305,0.1796053647994995,0.42558738589286804,0.15849001705646515,0.19989325106143951,0.5590357780456543,0.10848008096218109
international,0.1861797422170639,0.1321510374546051,0.2544081509113312,0.206679105758667,0.19271306693553925,0.12851302325725555,0.26377472281455994,0.14718520641326904,0.16106276214122772,0.23367412388324738,0.2366524040699005,0.15335838496685028
airshow,0.24328504502773285,0.11210542917251587,0.2092486172914505,0.31594446301460266,0.2274196892976761,0.2087000012397766,0.3290320634841919,0.15528504550457,0.2872534692287445,0.18503059446811676,0.24873679876327515,0.22588945925235748
at,0.4402937591075897,0.1511090099811554,0.24329762160778046,0.1739274114370346,0.25329744815826416,0.23348276317119598,0.4374977946281433,0.19641181826591492,0.29160594940185547,0.42558613419532776,0.2636062502861023,0.21978627145290375
geelong,0.2855224907398224,0.19094589352607727,0.2200019359588623,0.2689981162548065,0.22562547028064728,0.15323662757873535,0.28465673327445984,0.5073073506355286,0.2170063555240631,0.2465999275445938,0.6299616098403931,0.16397786140441895
and,0.43859338760375977,0.276123583316803,0.5504306554794312,0.19150754809379578,0.2040661722421646,0.23779208958148956,0.4954058527946472,0.24507255852222443,0.31803378462791443,0.5116966962814331,0.22872792184352875,0.20544172823429108
numerous,0.2417406588792801,0.17780447006225586,0.4581121802330017,0.2123541682958603,0.20510661602020264,0.16851834952831268,0.30740252137184143,0.17938081920146942,0.11590590327978134,0.3024154603481293,0.1587599217891693,0.0875130444765091
local,0.2570968568325043,0.18505971133708954,0.2676697075366974,0.2765972912311554,0.16002453863620758,0.11350398510694504,0.2223825752735138,0.16348877549171448,0.240836501121521,0.20668989419937134,0.2156253159046173,0.15022775530815125
festivals,0.2373768836259842,0.14221738278865814,0.231484055519104,0.31569504737854004,0.35905221104621887,0.167753204703331,0.3094446659088135,0.08484213799238205,0.1820608377456665,0.1946292519569397,0.1530475616455078,0.19684866070747375
such,0.3198639750480652,0.337398886680603,0.6041211485862732,0.15232273936271667,0.23595838248729706,0.28402069211006165,0.2704046070575714,0.1613425463438034,0.3055402934551239,0.3209529519081116,0.15443404018878937,0.17851735651493073
as,0.35409465432167053,0.38329678773880005,0.42805421352386475,0.175170436501503,0.1924285739660263,0.17092487215995789,0.3887844979763031,0.19515912234783173,0.28646576404571533,0.3886612355709076,0.1892150193452835,0.27043893933296204
the,0.5003893971443176,0.30239659547805786,0.44152235984802246,0.29490065574645996,0.3102840185165405,0.2880464494228363,0.6662389636039734,0.2204313427209854,0.3879719078540802,0.733189046382904,0.2464369535446167,0.22068053483963013
popular,0.2174384891986847,0.190198615193367,0.2623973786830902,0.410540372133255,0.21297861635684967,0.19004575908184052,0.3157482445240021,0.1986696720123291,0.1886802762746811,0.25281813740730286,0.15943749248981476,0.13108457624912262
port,0.18759340047836304,0.16774071753025055,0.18973731994628906,0.3636603355407715,0.15184783935546875,0.0716765895485878,0.20519298315048218,0.2423909604549408,0.14647944271564484,0.19644224643707275,0.2894716262817383,0.06519711017608643
fairy,0.13131600618362427,0.1638929396867752,0.15601007640361786,0.07575766742229462,0.13622203469276428,0.12531857192516327,0.11461786925792694,0.1784067302942276,0.12020992487668991,0.15578770637512207,0.16595207154750824,0.20788714289665222
folk,0.13141009211540222,0.13398727774620056,0.2087576538324356,0.19486799836158752,0.09900634735822678,0.10027434676885605,0.21155992150306702,0.15186052024364471,0.13952724635601044,0.25145381689071655,0.16885687410831451,0.16659963130950928
festival,0.1885710209608078,0.09355229884386063,0.10427691787481308,0.2858315408229828,0.238645538687706,0.1382865607738495,0.27311140298843384,0.1064891368150711,0.11365611851215363,0.17007394134998322,0.14225642383098602,0.17767390608787537
",",0.3149496018886566,0.3283645510673523,0.4446498453617096,0.2069557160139084,0.16838376224040985,0.25441640615463257,0.5201468467712402,0.2279360294342041,0.2726076543331146,0.4946078956127167,0.18849031627178192,0.31091248989105225
queenscliff,0.3067580759525299,0.22663715481758118,0.17821595072746277,0.25435975193977356,0.19551993906497955,0.16787441074848175,0.2798765003681183,0.4225676953792572,0.1904054582118988,0.24140197038650513,0.420961856842041,0.21703970432281494
music,0.18392108380794525,0.17144809663295746,0.23644419014453888,0.1953411102294922,0.21458372473716736,0.1709311604499817,0.22969312965869904,0.15982629358768463,0.18603548407554626,0.25892743468284607,0.17373694479465485,0.18264494836330414
festival,0.1885710209608078,0.09355229884386063,0.10427691787481308,0.2858315408229828,0.238645538687706,0.1382865607738495,0.27311140298843384,0.1064891368150711,0.11365611851215363,0.17007394134998322,0.14225642383098602,0.17767390608787537
",",0.3149496018886566,0.3283645510673523,0.4446498453617096,0.2069557160139084,0.16838376224040985,0.25441640615463257,0.5201468467712402,0.2279360294342041,0.2726076543331146,0.4946078956127167,0.18849031627178192,0.31091248989105225
bells,0.2173721343278885,0.10082827508449554,0.19967125356197357,0.08898073434829712,0.17316700518131256,0.17549756169319153,0.22248388826847076,0.15330961346626282,0.26781222224235535,0.2047564685344696,0.16641707718372345,0.1528511345386505
beach,0.1698324829339981,0.1743665188550949,0.1371590793132782,0.3350813388824463,0.10579507797956467,0.18203389644622803,0.24073414504528046,0.17947158217430115,0.13922663033008575,0.20727382600307465,0.22605018317699432,0.16120761632919312
surfclassic,0.20941083133220673,0.19879883527755737,0.2549898624420166,0.27693092823028564,0.2980201542377472,0.23350495100021362,0.2797369360923767,0.20689521729946136,0.21678151190280914,0.2724032700061798,0.22717183828353882,0.2652745544910431
and,0.43859338760375977,0.276123583316803,0.5504306554794312,0.19150754809379578,0.2040661722421646,0.23779208958148956,0.4954058527946472,0.24507255852222443,0.31803378462791443,0.5116966962814331,0.22872792184352875,0.20544172823429108
the,0.5003893971443176,0.30239659547805786,0.44152235984802246,0.29490065574645996,0.3102840185165405,0.2880464494228363,0.6662389636039734,0.2204313427209854,0.3879719078540802,0.733189046382904,0.2464369535446167,0.22068053483963013
bright,0.17384979128837585,0.25842177867889404,0.2555941045284271,0.1907050907611847,0.11749425530433655,0.26185449957847595,0.20591014623641968,0.14529800415039062,0.1953553855419159,0.17023687064647675,0.16749314963817596,0.18864305317401886
autumn,0.20828194916248322,0.10582184046506882,0.12059970200061798,0.23004812002182007,0.1742015779018402,0.23631948232650757,0.2979828715324402,0.18651972711086273,0.17482304573059082,0.21422593295574188,0.18220090866088867,0.11069142818450928
festival,0.1885710209608078,0.09355229884386063,0.10427691787481308,0.2858315408229828,0.238645538687706,0.1382865607738495,0.27311140298843384,0.1064891368150711,0.11365611851215363,0.17007394134998322,0.14225642383098602,0.17767390608787537
.,0.41390106081962585,0.3613996207714081,0.41511186957359314,0.1932642161846161,0.1484961062669754,0.2506430745124817,0.5591574311256409,0.23069117963314056,0.28971612453460693,0.5352458953857422,0.22616931796073914,0.4130953550338745
