,who,is,the,sole,governing,authority,capable,of,initiating,legislative,proposals,?
the,0.3733934462070465,0.5823672413825989,1.0,0.29708948731422424,0.3302684724330902,0.2645063102245331,0.18860051035881042,0.733189046382904,0.33843520283699036,0.27501925826072693,0.2984413504600525,0.22068053483963013
legislative,0.17747299373149872,0.19055356085300446,0.27501925826072693,0.19946688413619995,0.462725430727005,0.396467387676239,0.14929267764091492,0.34083476662635803,0.28056737780570984,1.0,0.3712363839149475,0.1654243916273117
procedure,0.2529976963996887,0.21689938008785248,0.2383023202419281,0.22674660384655,0.1827092468738556,0.20844405889511108,0.2697206139564514,0.19142384827136993,0.343788743019104,0.3200930655002594,0.3127431273460388,0.2520322799682617
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.19499872624874115,0.2052883803844452,0.22133024036884308,0.17765167355537415,0.4946078956127167,0.2150910347700119,0.24434074759483337,0.25202223658561707,0.31091248989105225
although,0.3003382384777069,0.301360160112381,0.3265823423862457,0.1375388205051422,0.18017306923866272,0.21774184703826904,0.2812676727771759,0.3024747669696808,0.23085901141166687,0.16827097535133362,0.213378444314003,0.15541206300258636
the,0.3733934462070465,0.5823672413825989,1.0,0.29708948731422424,0.3302684724330902,0.2645063102245331,0.18860051035881042,0.733189046382904,0.33843520283699036,0.27501925826072693,0.2984413504600525,0.22068053483963013
council,0.19620807468891144,0.2196589708328247,0.2829204201698303,0.17105983197689056,0.3830627202987671,0.365204393863678,0.0465116947889328,0.2972237169742584,0.21413855254650116,0.42707106471061707,0.34152063727378845,0.1160062924027443
is,0.24293622374534607,1.0,0.5823672413825989,0.20594455301761627,0.22579121589660645,0.20664075016975403,0.20792298018932343,0.4854315221309662,0.14307579398155212,0.19055356085300446,0.17024831473827362,0.22961433231830597
the,0.3733934462070465,0.5823672413825989,1.0,0.29708948731422424,0.3302684724330902,0.2645063102245331,0.18860051035881042,0.733189046382904,0.33843520283699036,0.27501925826072693,0.2984413504600525,0.22068053483963013
``,0.02397952415049076,0.058766357600688934,0.029072100296616554,0.0869540423154831,0.114626944065094,0.08075007051229477,0.07105274498462677,0.06780257821083069,0.06423520296812057,0.15034718811511993,0.06882981210947037,0.0685480609536171
de,0.18189555406570435,0.20309367775917053,0.23491892218589783,0.18044692277908325,0.20389500260353088,0.15982259809970856,0.08564679324626923,0.26292696595191956,0.15063919126987457,0.19925792515277863,0.09907965362071991,0.11064168810844421
facto,0.24981608986854553,0.2641250193119049,0.32902881503105164,0.2956109046936035,0.37151992321014404,0.32120493054389954,0.13237427175045013,0.3309454917907715,0.21762536466121674,0.43182381987571716,0.27990856766700745,0.21391282975673676
catalyst,0.1648848056793213,0.22787396609783173,0.21989983320236206,0.1769300252199173,0.14634259045124054,0.13217589259147644,0.20030738413333893,0.1529167741537094,0.259779155254364,0.1725921779870987,0.2033044844865799,0.1609763652086258
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.26031824946403503,0.3364465534687042,0.28063252568244934,0.21464630961418152,1.0,0.3090760409832001,0.34083476662635803,0.23930084705352783,0.1826142966747284
many,0.4149286150932312,0.2649032473564148,0.4335206151008606,0.1429939568042755,0.19403907656669617,0.2267596572637558,0.23204919695854187,0.37253960967063904,0.27182242274284363,0.15625250339508057,0.2131527215242386,0.2124512493610382
legislative,0.17747299373149872,0.19055356085300446,0.27501925826072693,0.19946688413619995,0.462725430727005,0.396467387676239,0.14929267764091492,0.34083476662635803,0.28056737780570984,1.0,0.3712363839149475,0.1654243916273117
initiatives,0.2420574128627777,0.11769736558198929,0.22065459191799164,0.1363670378923416,0.2885081171989441,0.2955382764339447,0.19595259428024292,0.2126355767250061,0.7797200679779053,0.4111787676811218,0.454756498336792,0.21253491938114166
'',0.024401003494858742,0.0793738141655922,0.041273195296525955,-0.013657604344189167,0.012807636521756649,0.059820134192705154,-0.05690984055399895,0.13035868108272552,-0.10482185333967209,0.05005847290158272,-0.013038963079452515,0.018684765323996544
.,0.3541337847709656,0.4569662809371948,0.5934505462646484,0.21406789124011993,0.27306726574897766,0.19641262292861938,0.17216666042804718,0.5352458953857422,0.2770043611526489,0.25327762961387634,0.2270965725183487,0.4130953550338745
,who,is,the,sole,governing,authority,capable,of,initiating,legislative,proposals,?
the,0.3733934462070465,0.5823672413825989,1.0,0.29708948731422424,0.3302684724330902,0.2645063102245331,0.18860051035881042,0.733189046382904,0.33843520283699036,0.27501925826072693,0.2984413504600525,0.22068053483963013
european,0.2314588874578476,0.16083641350269318,0.3423081040382385,0.15978319942951202,0.24388083815574646,0.15566492080688477,0.08647032082080841,0.2507138252258301,0.25651031732559204,0.2050885260105133,0.2346319705247879,0.14560863375663757
commission,0.15008439123630524,0.19761666655540466,0.24418850243091583,0.11682301759719849,0.4039348363876343,0.43067866563796997,0.15714463591575623,0.2698368728160858,0.3155723512172699,0.3781234920024872,0.31897905468940735,0.16231559216976166
is,0.24293622374534607,1.0,0.5823672413825989,0.20594455301761627,0.22579121589660645,0.20664075016975403,0.20792298018932343,0.4854315221309662,0.14307579398155212,0.19055356085300446,0.17024831473827362,0.22961433231830597
the,0.3733934462070465,0.5823672413825989,1.0,0.29708948731422424,0.3302684724330902,0.2645063102245331,0.18860051035881042,0.733189046382904,0.33843520283699036,0.27501925826072693,0.2984413504600525,0.22068053483963013
main,0.18417203426361084,0.3009335994720459,0.38631999492645264,0.21331635117530823,0.17073886096477509,0.18232138454914093,0.1396021544933319,0.3177044689655304,0.22507156431674957,0.17037227749824524,0.20137062668800354,0.1665669083595276
executive,0.20786358416080475,0.18661944568157196,0.2402946650981903,0.1741185039281845,0.3835267126560211,0.3447880446910858,0.1304234117269516,0.23221425712108612,0.1581471860408783,0.39707449078559875,0.17644397914409637,0.12134998291730881
body,0.2087378203868866,0.2790417969226837,0.31682634353637695,0.19706207513809204,0.39444491267204285,0.2405053973197937,0.1267305463552475,0.25063133239746094,0.1758212000131607,0.23851090669631958,0.12814779579639435,0.20136451721191406
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.26031824946403503,0.3364465534687042,0.28063252568244934,0.21464630961418152,1.0,0.3090760409832001,0.34083476662635803,0.23930084705352783,0.1826142966747284
the,0.3733934462070465,0.5823672413825989,1.0,0.29708948731422424,0.3302684724330902,0.2645063102245331,0.18860051035881042,0.733189046382904,0.33843520283699036,0.27501925826072693,0.2984413504600525,0.22068053483963013
european,0.2314588874578476,0.16083641350269318,0.3423081040382385,0.15978319942951202,0.24388083815574646,0.15566492080688477,0.08647032082080841,0.2507138252258301,0.25651031732559204,0.2050885260105133,0.2346319705247879,0.14560863375663757
union,0.16662479937076569,0.16997112333774567,0.24421639740467072,0.12073443830013275,0.2790536880493164,0.20759017765522003,0.10978648066520691,0.2642118036746979,0.18010471761226654,0.23506063222885132,0.23482896387577057,0.07797172665596008
.,0.3541337847709656,0.4569662809371948,0.5934505462646484,0.21406789124011993,0.27306726574897766,0.19641262292861938,0.17216666042804718,0.5352458953857422,0.2770043611526489,0.25327762961387634,0.2270965725183487,0.4130953550338745
