,ctenophores,and,cnidarians,are,classified,as,what,?
",",0.19362998008728027,0.6633074283599854,0.20915824174880981,0.4062570035457611,0.26173529028892517,0.48816442489624023,0.3087472915649414,0.31091248989105225
ctenophores,1.0,0.20973104238510132,0.7293581366539001,0.35426098108291626,0.3224104940891266,0.23381571471691132,0.2505159080028534,0.2054179310798645
have,0.3612369894981384,0.4711785912513733,0.42581048607826233,0.6577680706977844,0.2995854318141937,0.37788212299346924,0.39808809757232666,0.32991164922714233
two,0.21687746047973633,0.4671151638031006,0.2748662829399109,0.46276170015335083,0.232509046792984,0.3029302954673767,0.23363454639911652,0.19645625352859497
main,0.11420019716024399,0.29831406474113464,0.15068061649799347,0.2828797399997711,0.16334563493728638,0.25940921902656555,0.2344268560409546,0.1665669083595276
layers,0.3478063941001892,0.2688858211040497,0.3724480867385864,0.3148055374622345,0.22947515547275543,0.16564546525478363,0.24485039710998535,0.09622068703174591
of,0.2626190483570099,0.5116966962814331,0.2785923480987549,0.39081433415412903,0.1888706386089325,0.3886612355709076,0.33290785551071167,0.1826142966747284
cells,0.5050276517868042,0.24033623933792114,0.47849786281585693,0.2908284366130829,0.19307255744934082,0.2328435331583023,0.1758001297712326,0.1898086667060852
that,0.3005664348602295,0.4731321930885315,0.33616116642951965,0.45265161991119385,0.23130442202091217,0.4735107421875,0.6297725439071655,0.32716336846351624
sandwich,0.23406732082366943,0.24980419874191284,0.24455522000789642,0.16510656476020813,0.13748884201049805,0.20381087064743042,0.18170912563800812,0.1477418690919876
a,0.25153061747550964,0.3739250600337982,0.25800085067749023,0.265255331993103,0.24269431829452515,0.39550232887268066,0.3320399522781372,0.23916715383529663
middle,0.21558667719364166,0.2514324486255646,0.22126635909080505,0.16648951172828674,0.14412131905555725,0.2141454964876175,0.18312302231788635,0.13139553368091583
layer,0.3644670248031616,0.2740338444709778,0.2857544720172882,0.22740763425827026,0.1941051334142685,0.19151444733142853,0.20606225728988647,0.11266916990280151
of,0.2626190483570099,0.5116966962814331,0.2785923480987549,0.39081433415412903,0.1888706386089325,0.3886612355709076,0.33290785551071167,0.1826142966747284
jelly-like,0.483620822429657,0.3643666207790375,0.5245401859283447,0.35752299427986145,0.20661094784736633,0.28817734122276306,0.2884460687637329,0.22595955431461334
material,0.30482956767082214,0.2923409640789032,0.2879875600337982,0.25142809748649597,0.16996000707149506,0.23267555236816406,0.2591213285923004,0.18117131292819977
",",0.19362998008728027,0.6633074283599854,0.20915824174880981,0.4062570035457611,0.26173529028892517,0.48816442489624023,0.3087472915649414,0.31091248989105225
which,0.37328192591667175,0.506277859210968,0.38001200556755066,0.42922598123550415,0.3069249093532562,0.41006597876548767,0.5261979103088379,0.25814583897590637
is,0.22332732379436493,0.3859752118587494,0.22868013381958008,0.5330929756164551,0.21324113011360168,0.43216490745544434,0.28837618231773376,0.22961433231830597
called,0.31854429841041565,0.3251761794090271,0.32018837332725525,0.3676711618900299,0.3094889521598816,0.2827680706977844,0.3235960602760315,0.18963319063186646
the,0.2543465793132782,0.5171257257461548,0.267729252576828,0.40399202704429626,0.24516408145427704,0.48381632566452026,0.42745697498321533,0.22068053483963013
mesoglea,0.54264235496521,0.3101946711540222,0.49225127696990967,0.30138078331947327,0.2404036521911621,0.24618791043758392,0.26560238003730774,0.2904593348503113
in,0.1814151555299759,0.4954058527946472,0.1634417474269867,0.3841303884983063,0.19124440848827362,0.3887844979763031,0.30808621644973755,0.20430970191955566
cnidarians,0.7293581366539001,0.27171704173088074,1.0,0.41210123896598816,0.34479081630706787,0.23463699221611023,0.2743885815143585,0.18796975910663605
and,0.20973104238510132,1.0,0.27171704173088074,0.48576638102531433,0.19425830245018005,0.49487000703811646,0.31309178471565247,0.20544172823429108
ctenophores,1.0,0.20973104238510132,0.7293581366539001,0.35426098108291626,0.3224104940891266,0.23381571471691132,0.2505159080028534,0.2054179310798645
;,0.045496657490730286,0.08403264731168747,0.0400049053132534,0.15315808355808258,0.05767682194709778,0.05586666986346245,0.10986888408660889,0.10349778085947037
more,0.22139282524585724,0.39880692958831787,0.2660958766937256,0.4066504240036011,0.2654356360435486,0.42839905619621277,0.3484537899494171,0.27894994616508484
complex,0.2939879596233368,0.2597591280937195,0.31778770685195923,0.33041873574256897,0.21691805124282837,0.20222511887550354,0.2605343163013458,0.17752902209758759
animals,0.523098886013031,0.3589221239089966,0.5094308257102966,0.37765127420425415,0.21497312188148499,0.22922728955745697,0.26212990283966064,0.16430135071277618
have,0.3612369894981384,0.4711785912513733,0.42581048607826233,0.6577680706977844,0.2995854318141937,0.37788212299346924,0.39808809757232666,0.32991164922714233
three,0.16225586831569672,0.3826501965522766,0.2185492068529129,0.38895705342292786,0.23680727183818817,0.23234014213085175,0.24888746440410614,0.20928427577018738
main,0.11420019716024399,0.29831406474113464,0.15068061649799347,0.2828797399997711,0.16334563493728638,0.25940921902656555,0.2344268560409546,0.1665669083595276
cell,0.4179600179195404,0.2013455629348755,0.3628266155719757,0.19039002060890198,0.1276542991399765,0.25192439556121826,0.19222842156887054,0.2058541625738144
layers,0.3478063941001892,0.2688858211040497,0.3724480867385864,0.3148055374622345,0.22947515547275543,0.16564546525478363,0.24485039710998535,0.09622068703174591
and,0.20973104238510132,1.0,0.27171704173088074,0.48576638102531433,0.19425830245018005,0.49487000703811646,0.31309178471565247,0.20544172823429108
no,0.1589290350675583,0.25880882143974304,0.15133489668369293,0.2432553917169571,0.16612142324447632,0.28687340021133423,0.339326947927475,0.32165053486824036
intermediate,0.4361916482448578,0.26197293400764465,0.38209059834480286,0.29586729407310486,0.3040134608745575,0.2431362122297287,0.18540938198566437,0.11814447492361069
jelly-like,0.483620822429657,0.3643666207790375,0.5245401859283447,0.35752299427986145,0.20661094784736633,0.28817734122276306,0.2884460687637329,0.22595955431461334
layer,0.3644670248031616,0.2740338444709778,0.2857544720172882,0.22740763425827026,0.1941051334142685,0.19151444733142853,0.20606225728988647,0.11266916990280151
.,0.22269779443740845,0.588965117931366,0.2486179620027542,0.3452940285205841,0.22738878428936005,0.515582263469696,0.3567904531955719,0.4130953550338745
