,at,which,level,of,education,is,this,sport,becoming,more,popular,?
level,0.24496568739414215,0.3123716711997986,0.9999998807907104,0.23504668474197388,0.3096246123313904,0.24803997576236725,0.2517113983631134,0.18603768944740295,0.17828795313835144,0.24826094508171082,0.0744752511382103,0.20528386533260345
",",0.38314947485923767,0.3658004403114319,0.23317520320415497,0.4946078956127167,0.2718683183193207,0.4691906273365021,0.4316047728061676,0.1842397302389145,0.33168935775756836,0.3696524500846863,0.2819201350212097,0.31091248989105225
with,0.29126521944999695,0.46403205394744873,0.23348768055438995,0.41827285289764404,0.11138669401407242,0.3250955045223236,0.36358317732810974,0.15825147926807404,0.2276059091091156,0.3535402715206146,0.22570717334747314,0.2433311939239502
increasing,0.2295674830675125,0.3511922359466553,0.30826401710510254,0.3524707853794098,0.21329256892204285,0.21545660495758057,0.37265244126319885,0.1602581888437271,0.3276972770690918,0.45780664682388306,0.2120364010334015,0.0681626945734024
numbers,0.13052843511104584,0.3099874258041382,0.17499645054340363,0.228018656373024,0.11719416826963425,0.19465886056423187,0.30999889969825745,0.15771658718585968,0.16598734259605408,0.29728469252586365,0.1439191997051239,0.19297972321510315
of,0.42558613419532776,0.5011631846427917,0.23504668474197388,1.0,0.3015166223049164,0.4854315221309662,0.45148900151252747,0.17918744683265686,0.3014795780181885,0.30478984117507935,0.25281813740730286,0.1826142966747284
schools,0.21788150072097778,0.23417861759662628,0.22917918860912323,0.265506386756897,0.6035618185997009,0.2022145688533783,0.19956094026565552,0.22208362817764282,0.13502182066440582,0.16193780303001404,0.18718914687633514,0.18349280953407288
adding,0.1981717199087143,0.3502092659473419,0.17196446657180786,0.26542913913726807,0.13903969526290894,0.25671643018722534,0.40052661299705505,0.10372017323970795,0.18101361393928528,0.29411962628364563,0.14698976278305054,0.2800346910953522
rugby,0.18030089139938354,0.2071422040462494,0.19653445482254028,0.1578499972820282,0.11061445623636246,0.1589912325143814,0.162519633769989,0.32340237498283386,0.10452069342136383,0.18945159018039703,0.11365598440170288,0.026534482836723328
as,0.28092536330223083,0.41006597876548767,0.24387936294078827,0.3886612355709076,0.2414141446352005,0.43216490745544434,0.43993282318115234,0.15520814061164856,0.3812445104122162,0.42839905619621277,0.2382158637046814,0.27043893933296204
an,0.2446778565645218,0.3611921966075897,0.20686616003513336,0.32280945777893066,0.1506793051958084,0.4654068350791931,0.41881775856018066,0.10980264097452164,0.26885077357292175,0.316240519285202,0.17249290645122528,0.19793890416622162
official,0.2509906589984894,0.18692700564861298,0.11664696037769318,0.2864961326122284,0.20498722791671753,0.21236078441143036,0.17303510010242462,0.16023217141628265,0.18444335460662842,0.08951759338378906,0.25294479727745056,0.18097688257694244
school,0.3177914023399353,0.19108018279075623,0.21516968309879303,0.2391800880432129,0.5861870050430298,0.19488026201725006,0.1667502373456955,0.15312936902046204,0.11292047053575516,0.1141543760895729,0.16682542860507965,0.15091250836849213
sport,0.19157294929027557,0.212212473154068,0.18603768944740295,0.17918744683265686,0.24200594425201416,0.1922176480293274,0.17847701907157898,0.9999999403953552,0.1445033848285675,0.20182238519191742,0.2954590320587158,0.0972188338637352
.,0.4549728035926819,0.45942068099975586,0.26056769490242004,0.5352458953857422,0.27047446370124817,0.4569662809371948,0.500583827495575,0.19931355118751526,0.3426326513290405,0.4070230722427368,0.2864297032356262,0.4130953550338745
