,how,did,the,unequal,treatment,of,chinese,versus,mongols,in,the,yuan,make,the,dynasty,seem,?
of,0.2480744868516922,0.2513895630836487,0.733189046382904,0.3257612884044647,0.2632577419281006,1.0,0.24275560677051544,0.17810623347759247,0.23517343401908875,0.5696388483047485,0.733189046382904,0.22696353495121002,0.2912110388278961,0.733189046382904,0.285645067691803,0.22733785212039948,0.1826142966747284
power,0.23785550892353058,0.2120266556739807,0.2647338807582855,0.2477605789899826,0.17033669352531433,0.25273123383522034,0.11903925240039825,0.14510732889175415,0.19168581068515778,0.16666220128536224,0.2647338807582855,0.17858967185020447,0.24303843080997467,0.2647338807582855,0.19966445863246918,0.16418494284152985,0.15304024517536163
",",0.22659391164779663,0.3015086054801941,0.4933079481124878,0.16857154667377472,0.2413949966430664,0.4946078956127167,0.2697280943393707,0.25357702374458313,0.26664721965789795,0.5201468467712402,0.4933079481124878,0.20958951115608215,0.324553906917572,0.4933079481124878,0.1976536363363266,0.2399148941040039,0.31091248989105225
the,0.33890387415885925,0.34736719727516174,1.0,0.2615147829055786,0.2350214421749115,0.733189046382904,0.2785343527793884,0.2504773736000061,0.310281366109848,0.6662389636039734,1.0,0.2548272907733917,0.3146495521068573,1.0,0.26267939805984497,0.2749357521533966,0.22068053483963013
mongols,0.14048407971858978,0.21908389031887054,0.310281366109848,0.23706631362438202,0.1689140796661377,0.23517343401908875,0.37191540002822876,0.052217692136764526,0.9999999403953552,0.22694018483161926,0.310281366109848,0.4348680377006531,0.15154409408569336,0.310281366109848,0.49200209975242615,0.22298555076122284,0.11517509818077087
and,0.33647966384887695,0.34479495882987976,0.5171257257461548,0.2826397120952606,0.2541726231575012,0.5116966962814331,0.25892454385757446,0.26707595586776733,0.2535054385662079,0.4954058527946472,0.5171257257461548,0.22359056770801544,0.4160483181476593,0.5171257257461548,0.21357402205467224,0.2884959578514099,0.20544172823429108
the,0.33890387415885925,0.34736719727516174,1.0,0.2615147829055786,0.2350214421749115,0.733189046382904,0.2785343527793884,0.2504773736000061,0.310281366109848,0.6662389636039734,1.0,0.2548272907733917,0.3146495521068573,1.0,0.26267939805984497,0.2749357521533966,0.22068053483963013
semuren,0.09765809774398804,0.11247678101062775,0.26426753401756287,0.09478557854890823,0.12606437504291534,0.2591366767883301,0.19021259248256683,0.23337513208389282,0.2622649669647217,0.28702011704444885,0.26426753401756287,0.30458730459213257,0.13271506130695343,0.26426753401756287,0.2536848783493042,0.14402468502521515,0.22126834094524384
(,0.1676948219537735,0.18979617953300476,0.33289089798927307,0.11195821315050125,0.12755551934242249,0.35032153129577637,0.22324293851852417,0.21376395225524902,0.1445809006690979,0.3087427020072937,0.33289089798927307,0.18021149933338165,0.2345844954252243,0.33289089798927307,0.15119072794914246,0.17446959018707275,0.40561532974243164
various,0.3173779249191284,0.19538888335227966,0.3235042691230774,0.3414614498615265,0.20704926550388336,0.3196488320827484,0.2408176213502884,0.11626248806715012,0.21955235302448273,0.266343355178833,0.3235042691230774,0.16661712527275085,0.26844993233680725,0.3235042691230774,0.22251813113689423,0.2700425684452057,0.12823495268821716
allied,0.18196386098861694,0.2220751941204071,0.3092154562473297,0.26044777035713196,0.2101375311613083,0.2840718626976013,0.18792498111724854,0.14014646410942078,0.36286184191703796,0.2222563773393631,0.3092154562473297,0.18737970292568207,0.21756795048713684,0.3092154562473297,0.24371758103370667,0.1678839772939682,0.1341097056865692
groups,0.18221695721149445,0.1589982509613037,0.27790749073028564,0.30071568489074707,0.14638149738311768,0.24723079800605774,0.2031351625919342,0.1693846434354782,0.20738430321216583,0.22620722651481628,0.27790749073028564,0.11743928492069244,0.22691065073013306,0.27790749073028564,0.11057522892951965,0.1806662678718567,0.14349548518657684
from,0.22939439117908478,0.20248863101005554,0.40150508284568787,0.18655064702033997,0.16214582324028015,0.4249346852302551,0.2034907042980194,0.19256001710891724,0.22836752235889435,0.4274188280105591,0.40150508284568787,0.09845740348100662,0.24641869962215424,0.40150508284568787,0.17493854463100433,0.15592728555202484,0.19969791173934937
central,0.1351521760225296,0.14962437748908997,0.3417201042175293,0.21695315837860107,0.09701932966709137,0.3415789008140564,0.1833096593618393,0.11363484710454941,0.20366254448890686,0.30844059586524963,0.3417201042175293,0.16617019474506378,0.15244729816913605,0.3417201042175293,0.18005789816379547,0.12608113884925842,0.14787602424621582
asia,0.15617841482162476,0.19509263336658478,0.2838890850543976,0.19273445010185242,0.14715799689292908,0.2372564673423767,0.26809388399124146,0.10722357779741287,0.34423312544822693,0.26562291383743286,0.2838890850543976,0.2809104323387146,0.16937823593616486,0.2838890850543976,0.2796190083026886,0.2272288203239441,0.1340748518705368
and,0.33647966384887695,0.34479495882987976,0.5171257257461548,0.2826397120952606,0.2541726231575012,0.5116966962814331,0.25892454385757446,0.26707595586776733,0.2535054385662079,0.4954058527946472,0.5171257257461548,0.22359056770801544,0.4160483181476593,0.5171257257461548,0.21357402205467224,0.2884959578514099,0.20544172823429108
the,0.33890387415885925,0.34736719727516174,1.0,0.2615147829055786,0.2350214421749115,0.733189046382904,0.2785343527793884,0.2504773736000061,0.310281366109848,0.6662389636039734,1.0,0.2548272907733917,0.3146495521068573,1.0,0.26267939805984497,0.2749357521533966,0.22068053483963013
western,0.08635379374027252,0.15773870050907135,0.37920868396759033,0.19614362716674805,0.1600329577922821,0.32974064350128174,0.2779749631881714,0.1903160661458969,0.23718267679214478,0.35160520672798157,0.37920868396759033,0.18844951689243317,0.12786822021007538,0.37920868396759033,0.19577579200267792,0.15005627274513245,0.17439141869544983
end,0.2481066733598709,0.18808481097221375,0.39658910036087036,0.2027697116136551,0.13652077317237854,0.2215006798505783,0.12037073075771332,0.14770914614200592,0.17885729670524597,0.28539085388183594,0.39658910036087036,0.09810364991426468,0.2670103907585144,0.39658910036087036,0.13392165303230286,0.1637781858444214,0.12543344497680664
of,0.2480744868516922,0.2513895630836487,0.733189046382904,0.3257612884044647,0.2632577419281006,1.0,0.24275560677051544,0.17810623347759247,0.23517343401908875,0.5696388483047485,0.733189046382904,0.22696353495121002,0.2912110388278961,0.733189046382904,0.285645067691803,0.22733785212039948,0.1826142966747284
the,0.33890387415885925,0.34736719727516174,1.0,0.2615147829055786,0.2350214421749115,0.733189046382904,0.2785343527793884,0.2504773736000061,0.310281366109848,0.6662389636039734,1.0,0.2548272907733917,0.3146495521068573,1.0,0.26267939805984497,0.2749357521533966,0.22068053483963013
empire,0.14771032333374023,0.18850058317184448,0.32532164454460144,0.18712376058101654,0.1120208352804184,0.30522286891937256,0.19877436757087708,0.14713841676712036,0.47929102182388306,0.24110576510429382,0.32532164454460144,0.2975424826145172,0.12355577945709229,0.32532164454460144,0.43554046750068665,0.1383313238620758,0.14909450709819794
),0.17939934134483337,0.18584993481636047,0.3456730246543884,0.12431909143924713,0.13698828220367432,0.3680361211299896,0.24107980728149414,0.20530924201011658,0.15999186038970947,0.3326910734176636,0.3456730246543884,0.17912885546684265,0.2487562596797943,0.3456730246543884,0.17090870440006256,0.17381203174591064,0.42300865054130554
largely,0.1737520396709442,0.16484405100345612,0.34641584753990173,0.3020890951156616,0.14587876200675964,0.3087159991264343,0.14476601779460907,0.1362387090921402,0.22952678799629211,0.2371911108493805,0.34641584753990173,0.13980083167552948,0.11731953173875809,0.34641584753990173,0.13830001652240753,0.2942033112049103,0.08185246586799622
remained,0.09373094886541367,0.371289998292923,0.3492392301559448,0.24551011621952057,0.16763697564601898,0.35287612676620483,0.10357869416475296,0.1538545787334442,0.14255107939243317,0.30947351455688477,0.3492392301559448,0.05151626095175743,0.1052008643746376,0.3492392301559448,0.14595769345760345,0.20745240151882172,0.08263323456048965
strangers,0.24159440398216248,0.20636199414730072,0.2193896472454071,0.1502804160118103,0.13819195330142975,0.14149655401706696,0.16569863259792328,0.07698986679315567,0.20855338871479034,0.20128367841243744,0.2193896472454071,0.09293197840452194,0.25518423318862915,0.2193896472454071,0.12556929886341095,0.2889816164970398,0.20539045333862305
to,0.44169697165489197,0.4452643394470215,0.535392165184021,0.2697896361351013,0.28204283118247986,0.41548454761505127,0.17416036128997803,0.20347006618976593,0.230276957154274,0.45010748505592346,0.535392165184021,0.1499021351337433,0.497876912355423,0.535392165184021,0.1214921623468399,0.42832475900650024,0.29463258385658264
the,0.33890387415885925,0.34736719727516174,1.0,0.2615147829055786,0.2350214421749115,0.733189046382904,0.2785343527793884,0.2504773736000061,0.310281366109848,0.6662389636039734,1.0,0.2548272907733917,0.3146495521068573,1.0,0.26267939805984497,0.2749357521533966,0.22068053483963013
mainstream,0.2244643270969391,0.29248085618019104,0.2199859768152237,0.2289503514766693,0.22222550213336945,0.1556297391653061,0.14850591123104095,0.21820202469825745,0.20163892209529877,0.20534269511699677,0.2199859768152237,0.005821648985147476,0.19492179155349731,0.2199859768152237,0.1521683633327484,0.28629082441329956,0.15872372686862946
chinese,0.21388240158557892,0.19065357744693756,0.2785343527793884,0.20215609669685364,0.19324198365211487,0.24275560677051544,1.0000001192092896,0.032891612499952316,0.37191540002822876,0.20821347832679749,0.2785343527793884,0.5665212273597717,0.16263119876384735,0.2785343527793884,0.39861640334129333,0.16946423053741455,0.20843194425106049
culture,0.20633824169635773,0.09147893637418747,0.27157285809516907,0.18708665668964386,0.22845622897148132,0.27266472578048706,0.25790733098983765,0.0669952929019928,0.2670610249042511,0.2512284517288208,0.27157285809516907,0.10858561843633652,0.19404014945030212,0.27157285809516907,0.21601469814777374,0.21695367991924286,0.13093146681785583
",",0.22659391164779663,0.3015086054801941,0.4933079481124878,0.16857154667377472,0.2413949966430664,0.4946078956127167,0.2697280943393707,0.25357702374458313,0.26664721965789795,0.5201468467712402,0.4933079481124878,0.20958951115608215,0.324553906917572,0.4933079481124878,0.1976536363363266,0.2399148941040039,0.31091248989105225
and,0.33647966384887695,0.34479495882987976,0.5171257257461548,0.2826397120952606,0.2541726231575012,0.5116966962814331,0.25892454385757446,0.26707595586776733,0.2535054385662079,0.4954058527946472,0.5171257257461548,0.22359056770801544,0.4160483181476593,0.5171257257461548,0.21357402205467224,0.2884959578514099,0.20544172823429108
this,0.45272302627563477,0.3609912693500519,0.6274310946464539,0.39418578147888184,0.31422948837280273,0.45148900151252747,0.21244050562381744,0.2084496170282364,0.19685789942741394,0.45205554366111755,0.6274310946464539,0.1771337389945984,0.4313279688358307,0.6274310946464539,0.1948053240776062,0.4100644290447235,0.3155723512172699
dichotomy,0.2835274040699005,0.1736685186624527,0.22676178812980652,0.3374156951904297,0.46740099787712097,0.27784064412117004,0.1664486825466156,0.21355460584163666,0.1910332441329956,0.20196427404880524,0.22676178812980652,0.2089979499578476,0.2478727251291275,0.22676178812980652,0.1818857192993164,0.3183943033218384,0.2257034331560135
gave,0.19802825152873993,0.4154756963253021,0.32555076479911804,0.2034158557653427,0.15703654289245605,0.3650403320789337,0.13145826756954193,0.1725577563047409,0.13499319553375244,0.24152803421020508,0.32555076479911804,0.12279392778873444,0.32385605573654175,0.32555076479911804,0.1373234987258911,0.1952328085899353,0.1910865753889084
the,0.33890387415885925,0.34736719727516174,1.0,0.2615147829055786,0.2350214421749115,0.733189046382904,0.2785343527793884,0.2504773736000061,0.310281366109848,0.6662389636039734,1.0,0.2548272907733917,0.3146495521068573,1.0,0.26267939805984497,0.2749357521533966,0.22068053483963013
yuan,0.19823622703552246,0.1467057168483734,0.2548272907733917,0.22021985054016113,0.09806302934885025,0.22696353495121002,0.5665212273597717,0.09414231032133102,0.4348680377006531,0.14850552380084991,0.2548272907733917,1.0,0.2076132893562317,0.2548272907733917,0.49336904287338257,0.12283840030431747,0.12871281802654266
regime,0.17359612882137299,0.18920215964317322,0.23305538296699524,0.2873396873474121,0.2852395474910736,0.21391896903514862,0.19882602989673615,0.14975063502788544,0.33556944131851196,0.21639317274093628,0.23305538296699524,0.22950376570224762,0.1729307770729065,0.23305538296699524,0.28618910908699036,0.17339593172073364,0.15561191737651825
a,0.29312583804130554,0.2552328109741211,0.5829201340675354,0.23583580553531647,0.23119685053825378,0.5052502155303955,0.23124997317790985,0.19023410975933075,0.13675467669963837,0.539380669593811,0.5829201340675354,0.18084076046943665,0.34303420782089233,0.5829201340675354,0.14993494749069214,0.2807231843471527,0.23916715383529663
somewhat,0.33194929361343384,0.20221765339374542,0.24373650550842285,0.266779363155365,0.19989420473575592,0.23703616857528687,0.12545759975910187,0.19907455146312714,0.11960864067077637,0.235037699341774,0.24373650550842285,0.12460139393806458,0.3344671130180359,0.24373650550842285,0.13309001922607422,0.4537593722343445,0.23247024416923523
strong,0.19945120811462402,0.21554261445999146,0.22482411563396454,0.2789424955844879,0.15860258042812347,0.2524286210536957,0.15528787672519684,0.18788598477840424,0.17820726335048676,0.21198557317256927,0.22482411563396454,0.09187264740467072,0.31674036383628845,0.22482411563396454,0.10432052612304688,0.2377486228942871,0.11990999430418015
``,-0.01591024175286293,-0.029888948425650597,0.029072100296616554,0.20279978215694427,0.06550781428813934,0.06780257821083069,0.08159855753183365,0.04219907522201538,0.10090413689613342,0.04765888676047325,0.029072100296616554,0.12237913906574249,-0.00563934538513422,0.029072100296616554,0.07862434536218643,0.04502006247639656,0.0685480609536171
colonial,0.12159252911806107,0.17575712502002716,0.2715741693973541,0.2519772946834564,0.15713244676589966,0.2972153425216675,0.21124255657196045,0.09559386223554611,0.2232513725757599,0.25196215510368347,0.2715741693973541,0.1737862080335617,0.1298096626996994,0.2715741693973541,0.25602278113365173,0.140271857380867,0.10191229730844498
'',-0.0029843549709767103,0.01978493109345436,0.041273195296525955,0.02375035174190998,0.022782817482948303,0.13035868108272552,0.01746375672519207,-0.0073763588443398476,0.026175666600465775,0.07432962208986282,0.041273195296525955,0.044363681226968765,-0.02632441557943821,0.041273195296525955,0.10161694139242172,0.052266925573349,0.018684765323996544
coloration,0.2789977490901947,0.18904587626457214,0.3513317406177521,0.3684818148612976,0.3269282281398773,0.3342815339565277,0.2224472612142563,0.1535934954881668,0.13863125443458557,0.20875847339630127,0.3513317406177521,0.14176124334335327,0.30586686730384827,0.3513317406177521,0.12244419008493423,0.29805701971054077,0.2208055555820465
.,0.3287222981452942,0.35288307070732117,0.5934505462646484,0.2055659145116806,0.27064111828804016,0.5352458953857422,0.25441038608551025,0.29986631870269775,0.1921418309211731,0.5591574311256409,0.5934505462646484,0.17233723402023315,0.3547073304653168,0.5934505462646484,0.20616187155246735,0.2690635621547699,0.4130953550338745
