,according,to,ellen,churchill,semple,what,type,of,climate,was,necessary,for,humans,to,become,fully,human,?
beings,0.24463145434856415,0.3099895119667053,0.17252156138420105,0.058674927800893784,0.1574496179819107,0.2935854196548462,0.12483075261116028,0.28097766637802124,0.21107201278209686,0.19368743896484375,0.3381955921649933,0.18764615058898926,0.6503770351409912,0.3099895119667053,0.23501309752464294,0.30048975348472595,0.618350088596344,0.21276918053627014
originated,0.20638379454612732,0.2391701340675354,0.12895774841308594,0.04537271708250046,0.13445043563842773,0.17986609041690826,0.2570561468601227,0.27252769470214844,0.22726359963417053,0.3099413812160492,0.11513396352529526,0.20871511101722717,0.28274381160736084,0.2391701340675354,0.18728868663311005,0.18761985003948212,0.2057344615459442,0.11205674707889557
in,0.29259276390075684,0.45010748505592346,0.2187860608100891,0.17644880712032318,0.17902213335037231,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.24209141731262207,0.45514053106307983,0.1872260719537735,0.4322226941585541,0.23748517036437988,0.45010748505592346,0.23238378763198853,0.18126852810382843,0.23986108601093292,0.20430970191955566
the,0.3202974498271942,0.535392165184021,0.15788519382476807,0.24947777390480042,0.16760753095149994,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2693597674369812,0.48711544275283813,0.28364068269729614,0.4739971458911896,0.29565489292144775,0.535392165184021,0.31731709837913513,0.2750830352306366,0.3103327453136444,0.22068053483963013
tropics,0.2047577202320099,0.19660168886184692,0.08116830140352249,0.1402284950017929,0.11547128856182098,0.20271454751491547,0.16923800110816956,0.23250260949134827,0.4436626732349396,0.12298079580068588,0.17764995992183685,0.15995348989963531,0.3442137539386749,0.19660168886184692,0.1286763846874237,0.15520985424518585,0.2472037971019745,0.151444211602211
they,0.16977015137672424,0.5452046394348145,0.17679356038570404,0.17462265491485596,0.081712506711483,0.4431931674480438,0.1953689455986023,0.3426007330417633,0.16175749897956848,0.3300964832305908,0.3407168686389923,0.3466525673866272,0.42361947894096375,0.5452046394348145,0.346346378326416,0.3559093177318573,0.2860458195209503,0.2753053903579712
were,0.25184938311576843,0.31913647055625916,0.18218915164470673,0.21460145711898804,0.10723255574703217,0.22298263013362885,0.09534358233213425,0.34038281440734863,0.0955888032913208,0.590133786201477,0.1941717118024826,0.33592689037323,0.20169390738010406,0.31913647055625916,0.28523334860801697,0.22204972803592682,0.15361809730529785,0.17890112102031708
only,0.2409883737564087,0.5096819996833801,0.16491484642028809,0.1783364713191986,0.15803711116313934,0.41415658593177795,0.24842338263988495,0.49632513523101807,0.18597126007080078,0.36249664425849915,0.4201224446296692,0.49157920479774475,0.285185843706131,0.5096819996833801,0.35237613320350647,0.37334394454956055,0.22740167379379272,0.2767370045185089
able,0.22565951943397522,0.529755175113678,0.11951662600040436,0.1572776883840561,0.11404333263635635,0.3404487371444702,0.12916481494903564,0.23883962631225586,0.13753709197044373,0.19031302630901337,0.47366881370544434,0.2947812080383301,0.28097525238990784,0.529755175113678,0.29246658086776733,0.3849865794181824,0.262906551361084,0.260649710893631
to,0.28520727157592773,1.0,0.20090872049331665,0.24589325487613678,0.13676735758781433,0.455847829580307,0.19930607080459595,0.41548454761505127,0.3023298978805542,0.3636345863342285,0.40437278151512146,0.4451248347759247,0.3031579256057739,1.0,0.36996012926101685,0.30777493119239807,0.25612473487854004,0.29463258385658264
become,0.1681850105524063,0.36996012926101685,0.10111916065216064,0.16854330897331238,0.13738980889320374,0.27134042978286743,0.09935444593429565,0.31678006052970886,0.14869263768196106,0.3147440552711487,0.23082193732261658,0.3047906458377838,0.2169153094291687,0.36996012926101685,1.0,0.281911700963974,0.17920324206352234,0.19511328637599945
fully,0.15680080652236938,0.30777493119239807,0.01469776313751936,0.1456640064716339,0.12034691870212555,0.3561125099658966,0.1490090787410736,0.1846403181552887,0.18547576665878296,0.22765973210334778,0.3863716125488281,0.25585052371025085,0.2654377818107605,0.30777493119239807,0.281911700963974,0.9999998807907104,0.2537485361099243,0.2089291661977768
human,0.1972850114107132,0.25612473487854004,0.15558139979839325,0.07782243937253952,0.11551056802272797,0.24243313074111938,0.11649816483259201,0.3083189129829407,0.256576269865036,0.1688746064901352,0.28285321593284607,0.2089424729347229,0.6982435584068298,0.25612473487854004,0.17920324206352234,0.2537485361099243,1.0,0.19748784601688385
in,0.29259276390075684,0.45010748505592346,0.2187860608100891,0.17644880712032318,0.17902213335037231,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.24209141731262207,0.45514053106307983,0.1872260719537735,0.4322226941585541,0.23748517036437988,0.45010748505592346,0.23238378763198853,0.18126852810382843,0.23986108601093292,0.20430970191955566
the,0.3202974498271942,0.535392165184021,0.15788519382476807,0.24947777390480042,0.16760753095149994,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2693597674369812,0.48711544275283813,0.28364068269729614,0.4739971458911896,0.29565489292144775,0.535392165184021,0.31731709837913513,0.2750830352306366,0.3103327453136444,0.22068053483963013
temperate,0.20885924994945526,0.2527884244918823,0.1266118586063385,0.1199721172451973,0.07509550452232361,0.19948610663414001,0.23950283229351044,0.24992869794368744,0.5937181711196899,0.1606890708208084,0.20669454336166382,0.17008309066295624,0.362125426530838,0.2527884244918823,0.16856081783771515,0.2284487932920456,0.22099371254444122,0.16631656885147095
zone,0.15079420804977417,0.19147507846355438,0.07989641278982162,0.11101578176021576,0.09259584546089172,0.21381187438964844,0.1372411996126175,0.22467142343521118,0.23016920685768127,0.161222442984581,0.16110803186893463,0.188797265291214,0.10321193933486938,0.19147507846355438,0.08567822724580765,0.17857123911380768,0.11212195456027985,0.1173049733042717
.,0.29052162170410156,0.4645031690597534,0.24566394090652466,0.27573254704475403,0.29137352108955383,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.22208234667778015,0.40146201848983765,0.26437801122665405,0.4726039469242096,0.2638982832431793,0.4645031690597534,0.32859939336776733,0.2809041440486908,0.24595768749713898,0.4130953550338745
