,disney-abc,television,group,implemented,restrictions,for,hulu,and,watch,abc,that,made,episodes,available,only,after,how,many,days,after,initial,broadcast,?
2014,-0.025891147553920746,0.0922166258096695,0.0359211266040802,-0.08208931237459183,-0.1399511843919754,-0.029771532863378525,-0.0006651822477579117,0.14333748817443848,-0.004932202398777008,0.0407651923596859,0.018680522218346596,0.08458930999040604,0.13173110783100128,-0.11933619529008865,-0.013523912988603115,0.12464991956949234,0.06244484707713127,-0.02496628649532795,0.03407204896211624,0.12464991956949234,-0.07604508846998215,-0.06772058457136154,0.058127544820308685
restrict,0.20056822896003723,0.15555861592292786,0.15092188119888306,0.42276135087013245,0.8169949650764465,0.33220580220222473,0.2581331133842468,0.2548961639404297,0.18525680899620056,0.1870693862438202,0.3678882122039795,0.12054398655891418,0.16429613530635834,0.34097588062286377,0.3533295691013336,0.14747370779514313,0.28090256452560425,0.2908540964126587,0.18378041684627533,0.14747370779514313,0.2453484833240509,0.15172824263572693,0.2305895984172821
streaming,0.3587164878845215,0.2962280809879303,0.20230808854103088,0.22841112315654755,0.23382727801799774,0.29786989092826843,0.4082038104534149,0.2620075047016144,0.268684446811676,0.3399188816547394,0.26003655791282654,0.1498790830373764,0.29000553488731384,0.38631612062454224,0.2764362394809723,0.20949551463127136,0.19366924464702606,0.26369500160217285,0.21245191991329193,0.20949551463127136,0.2103932946920395,0.3617335259914398,0.19690081477165222
of,0.2581593692302704,0.21995750069618225,0.25542253255844116,0.20162434875965118,0.23272474110126495,0.4185989499092102,0.20946349203586578,0.5116966962814331,0.19463703036308289,0.14607268571853638,0.41498205065727234,0.33167365193367004,0.19166667759418488,0.2416580766439438,0.49632513523101807,0.3867455720901489,0.2480744868516922,0.37253960967063904,0.23668107390403748,0.3867455720901489,0.25980207324028015,0.20155203342437744,0.1826142966747284
the,0.3181883692741394,0.24569597840309143,0.30795547366142273,0.21611113846302032,0.2840818166732788,0.4739971458911896,0.24576015770435333,0.5171257257461548,0.24077482521533966,0.2068762183189392,0.5473989248275757,0.3885267674922943,0.1889590173959732,0.26723232865333557,0.5497692227363586,0.4565047025680542,0.33890387415885925,0.4335206151008606,0.2574930489063263,0.4565047025680542,0.29837024211883545,0.2713715434074402,0.22068053483963013
most,0.19954745471477509,0.15985378623008728,0.28064751625061035,0.2148735672235489,0.23416154086589813,0.3906237483024597,0.19202926754951477,0.4309377074241638,0.22568315267562866,0.12975531816482544,0.4497850239276886,0.3095383644104004,0.10079029202461243,0.25660282373428345,0.5343596935272217,0.22962093353271484,0.311336874961853,0.6236066222190857,0.18276770412921906,0.22962093353271484,0.11903367191553116,0.12552721798419952,0.2107497900724411
recent,0.2612285614013672,0.19961436092853546,0.18942813575267792,0.2934379577636719,0.34133628010749817,0.3207632005214691,0.22233322262763977,0.2640383541584015,0.2836776375770569,0.20540374517440796,0.3408474624156952,0.26826968789100647,0.15360774099826813,0.2317035049200058,0.3701399266719818,0.28977102041244507,0.2783147990703583,0.38218390941619873,0.24320977926254272,0.28977102041244507,0.3361327350139618,0.13171009719371796,0.2544887959957123
episode,0.3516908884048462,0.4547867774963379,0.1575394570827484,0.0778595581650734,0.18762502074241638,0.17981192469596863,0.33908334374427795,0.2091434895992279,0.22992858290672302,0.31522491574287415,0.27973806858062744,0.1798514574766159,0.8163357973098755,0.1633128821849823,0.20416653156280518,0.2562639117240906,0.20521073043346405,0.12958924472332,0.2645685076713562,0.2562639117240906,0.15392863750457764,0.3553028106689453,0.23978739976882935
of,0.2581593692302704,0.21995750069618225,0.25542253255844116,0.20162434875965118,0.23272474110126495,0.4185989499092102,0.20946349203586578,0.5116966962814331,0.19463703036308289,0.14607268571853638,0.41498205065727234,0.33167365193367004,0.19166667759418488,0.2416580766439438,0.49632513523101807,0.3867455720901489,0.2480744868516922,0.37253960967063904,0.23668107390403748,0.3867455720901489,0.25980207324028015,0.20155203342437744,0.1826142966747284
any,0.17275691032409668,0.16722649335861206,0.2265162616968155,0.36040225625038147,0.49688446521759033,0.3944643437862396,0.19140571355819702,0.3363793194293976,0.24803270399570465,0.15249831974506378,0.5484943389892578,0.30513206124305725,0.18860800564289093,0.34203872084617615,0.5621057748794556,0.2192334532737732,0.38858675956726074,0.39810672402381897,0.244767427444458,0.2192334532737732,0.338918000459671,0.18805921077728271,0.4113408327102661
abc,0.48218587040901184,0.46871840953826904,0.11665991693735123,0.1553271859884262,0.21731826663017273,0.22510288655757904,0.31298986077308655,0.16453155875205994,0.20378684997558594,1.0000001192092896,0.17440107464790344,0.16169872879981995,0.4064764380455017,0.17715942859649658,0.1885126382112503,0.20314010977745056,0.19232043623924255,0.18267793953418732,0.174025297164917,0.20314010977745056,0.1499335765838623,0.4876510202884674,0.19065172970294952
program,0.22974690794944763,0.36510443687438965,0.22232387959957123,0.30233195424079895,0.27490460872650146,0.29441335797309875,0.33614644408226013,0.24895258247852325,0.18062449991703033,0.28949791193008423,0.33504533767700195,0.17190462350845337,0.33241036534309387,0.22782033681869507,0.18042075634002686,0.20372994244098663,0.29295584559440613,0.23491419851779938,0.13974666595458984,0.20372994244098663,0.22336940467357635,0.42520272731781006,0.1440187245607376
on,0.2713024616241455,0.2825660705566406,0.22796137630939484,0.2729615569114685,0.3151613473892212,0.36199691891670227,0.24615328013896942,0.4077630043029785,0.26631927490234375,0.2862928807735443,0.42569106817245483,0.37619519233703613,0.25720518827438354,0.3133032023906708,0.38586410880088806,0.39330315589904785,0.32655060291290283,0.32520127296447754,0.3459240794181824,0.39330315589904785,0.25930091738700867,0.2845228910446167,0.2714994251728058
hulu,0.43011903762817383,0.3873722553253174,0.18565963208675385,0.23113109171390533,0.2418903410434723,0.21247251331806183,1.0,0.17982950806617737,0.23867909610271454,0.31298986077308655,0.18993628025054932,0.1327572762966156,0.32052016258239746,0.344168096780777,0.24317367374897003,0.1425095647573471,0.23546205461025238,0.23741261661052704,0.18592895567417145,0.1425095647573471,0.2497650682926178,0.4123867154121399,0.2140095978975296
and,0.2604368329048157,0.29514092206954956,0.3510662019252777,0.2268121838569641,0.2769484221935272,0.5064792633056641,0.17982950806617737,1.0,0.28016096353530884,0.16453155875205994,0.4731321930885315,0.34954607486724854,0.246442511677742,0.24201975762844086,0.4542345404624939,0.3765919506549835,0.33647966384887695,0.5296266674995422,0.2561761140823364,0.3765919506549835,0.2253544181585312,0.22526025772094727,0.20544172823429108
watch,0.27385056018829346,0.27474769949913025,0.19515079259872437,0.14707835018634796,0.18999379873275757,0.2322233021259308,0.23867909610271454,0.28016096353530884,1.0,0.20378684997558594,0.3297022581100464,0.24291643500328064,0.1996687799692154,0.24725349247455597,0.253092885017395,0.18605050444602966,0.2599671483039856,0.25898441672325134,0.22288276255130768,0.18605050444602966,0.13665412366390228,0.19838447868824005,0.2568144202232361
abc,0.48218587040901184,0.46871840953826904,0.11665991693735123,0.1553271859884262,0.21731826663017273,0.22510288655757904,0.31298986077308655,0.16453155875205994,0.20378684997558594,1.0000001192092896,0.17440107464790344,0.16169872879981995,0.4064764380455017,0.17715942859649658,0.1885126382112503,0.20314010977745056,0.19232043623924255,0.18267793953418732,0.174025297164917,0.20314010977745056,0.1499335765838623,0.4876510202884674,0.19065172970294952
until,0.2037099003791809,0.23805125057697296,0.1112019345164299,0.13646449148654938,0.24126631021499634,0.2802979350090027,0.1521160751581192,0.3372601866722107,0.17139782011508942,0.175827294588089,0.324736088514328,0.2554455101490021,0.2151661366224289,0.17167598009109497,0.3614419102668762,0.43726685643196106,0.1887991726398468,0.2392696738243103,0.32061606645584106,0.43726685643196106,0.20180736482143402,0.2596450448036194,0.20304496586322784
eight,0.18603192269802094,0.2096962034702301,0.26007139682769775,0.1206054762005806,0.19457481801509857,0.33149853348731995,0.14649884402751923,0.33608970046043396,0.1608455777168274,0.2205275595188141,0.26218873262405396,0.24473369121551514,0.23466745018959045,0.1754618138074875,0.4187207520008087,0.2851320207118988,0.222213014960289,0.348200261592865,0.28847524523735046,0.2851320207118988,0.14974753558635712,0.21504320204257965,0.11634626984596252
days,0.1860002726316452,0.1740061640739441,0.10802968591451645,0.17497245967388153,0.2901079058647156,0.2734130620956421,0.18592895567417145,0.2561761140823364,0.22288276255130768,0.174025297164917,0.3029259145259857,0.1927545964717865,0.29340019822120667,0.19208818674087524,0.33584877848625183,0.5160173177719116,0.23509229719638824,0.19773665070533752,0.9999998807907104,0.5160173177719116,0.23572230339050293,0.24249190092086792,0.2198754847049713
after,0.20505203306674957,0.19225278496742249,0.21563246846199036,0.12904800474643707,0.2078155279159546,0.3650246858596802,0.1425095647573471,0.3765919506549835,0.18605050444602966,0.20314010977745056,0.373811811208725,0.26259806752204895,0.20068928599357605,0.08314509689807892,0.3814272880554199,1.0,0.23871733248233795,0.2586410939693451,0.5160173177719116,1.0,0.34611430764198303,0.18175733089447021,0.16608688235282898
their,0.23332880437374115,0.1628105640411377,0.31846651434898376,0.16374364495277405,0.35207709670066833,0.3406745493412018,0.1857367604970932,0.45114588737487793,0.24225130677223206,0.17463743686676025,0.4266771972179413,0.2909255027770996,0.17471782863140106,0.25499746203422546,0.374733567237854,0.30973172187805176,0.3316696584224701,0.4574248492717743,0.19366109371185303,0.30973172187805176,0.2676621377468109,0.16217587888240814,0.1898253709077835
initial,0.20753325521945953,0.1804770529270172,0.20023269951343536,0.35851943492889404,0.32618939876556396,0.2634814977645874,0.2497650682926178,0.2253544181585312,0.13665412366390228,0.1499335765838623,0.3260990381240845,0.17542831599712372,0.15084175765514374,0.21330171823501587,0.3155643939971924,0.34611430764198303,0.21066758036613464,0.1616501659154892,0.23572230339050293,0.34611430764198303,1.0,0.2134399265050888,0.16868601739406586
broadcast,0.41096290946006775,0.6160560846328735,0.15232448279857635,0.15925663709640503,0.21426740288734436,0.2546502649784088,0.4123867154121399,0.22526025772094727,0.19838447868824005,0.4876510202884674,0.267183780670166,0.20767565071582794,0.4185161590576172,0.24488548934459686,0.2381380796432495,0.18175733089447021,0.17885947227478027,0.1890401542186737,0.24249190092086792,0.18175733089447021,0.2134399265050888,1.0,0.15760008990764618
",",0.24468442797660828,0.27995240688323975,0.2809832692146301,0.25661253929138184,0.2838693857192993,0.4464869201183319,0.19695565104484558,0.6633074283599854,0.19597528874874115,0.2097204476594925,0.4137537479400635,0.32507219910621643,0.2131132036447525,0.2614012062549591,0.4220978021621704,0.38860568404197693,0.22659391164779663,0.40610817074775696,0.34504905343055725,0.38860568404197693,0.1954146921634674,0.24917922914028168,0.31091248989105225
in,0.24368822574615479,0.2689782977104187,0.2304753065109253,0.19736117124557495,0.21957461535930634,0.4322226941585541,0.2071504443883896,0.4954058527946472,0.18451254069805145,0.1697147786617279,0.435920387506485,0.25271502137184143,0.17357411980628967,0.1939793825149536,0.42992329597473145,0.44050168991088867,0.2601168751716614,0.41474202275276184,0.24827800691127777,0.44050168991088867,0.22201098501682281,0.26723843812942505,0.20430970191955566
order,0.12175096571445465,0.1255527287721634,0.2930731177330017,0.1916135996580124,0.2668074369430542,0.16561681032180786,0.07965447008609772,0.2671266496181488,0.08378216624259949,0.1358007788658142,0.2761181890964508,0.19783930480480194,0.19128866493701935,0.1530216634273529,0.28575214743614197,0.15841332077980042,0.22134430706501007,0.220539852976799,0.13018694519996643,0.15841332077980042,0.18490827083587646,0.09738409519195557,0.13725648820400238
to,0.2945807874202728,0.1933557242155075,0.2672896385192871,0.27309197187423706,0.36881786584854126,0.4451248347759247,0.19057926535606384,0.48971283435821533,0.2955072224140167,0.1762417107820511,0.5436353087425232,0.3377571105957031,0.21516069769859314,0.2394571453332901,0.5096819996833801,0.37890323996543884,0.44169697165489197,0.40243685245513916,0.2942236363887787,0.37890323996543884,0.2564111649990082,0.2326623648405075,0.29463258385658264
encourage,0.2548833191394806,0.1346421241760254,0.2122023105621338,0.31810978055000305,0.4126933515071869,0.3451491594314575,0.15298870205879211,0.3351057767868042,0.2435513585805893,0.1599040925502777,0.37807556986808777,0.1867949664592743,0.11866004019975662,0.18995140492916107,0.3041272461414337,0.18570560216903687,0.37874868512153625,0.3507821261882782,0.185223788022995,0.18570560216903687,0.18667428195476532,0.15030886232852936,0.3081754148006439
live,0.22525228559970856,0.21072427928447723,0.23973140120506287,0.13259777426719666,0.08657438308000565,0.22377748787403107,0.2237423211336136,0.29040172696113586,0.2838585376739502,0.20379731059074402,0.22191597521305084,0.18840913474559784,0.17532646656036377,0.21753352880477905,0.3524877727031708,0.1781926453113556,0.16572442650794983,0.31241026520729065,0.1628461629152298,0.1781926453113556,0.023015156388282776,0.2711573839187622,0.19481121003627777
or,0.22740007936954498,0.15854187309741974,0.30503612756729126,0.23839475214481354,0.3247548043727875,0.4111599624156952,0.1756708323955536,0.4713204801082611,0.2669213116168976,0.10767780989408493,0.4729836881160736,0.3264006972312927,0.18084460496902466,0.3034808337688446,0.42634648084640503,0.2693394720554352,0.3378981947898865,0.36905089020729065,0.19658851623535156,0.2693394720554352,0.26138535141944885,0.17618951201438904,0.32389625906944275
same-week,0.3451046347618103,0.30799171328544617,0.2785571813583374,0.28271108865737915,0.31798475980758667,0.3535718023777008,0.4059912860393524,0.32775482535362244,0.32500675320625305,0.3924438953399658,0.3588446378707886,0.22182486951351166,0.34630677103996277,0.2609173059463501,0.30465155839920044,0.32271960377693176,0.2494201511144638,0.32997584342956543,0.38761773705482483,0.32271960377693176,0.3048563003540039,0.2980732321739197,0.33170610666275024
(,0.1676187962293625,0.27449095249176025,0.21665191650390625,0.1362510472536087,0.17578034102916718,0.3357032239437103,0.19816717505455017,0.4862271547317505,0.14697280526161194,0.183883935213089,0.2264307141304016,0.20796485245227814,0.17736345529556274,0.14093250036239624,0.30817532539367676,0.2132600098848343,0.1676948219537735,0.1455259770154953,0.24643400311470032,0.2132600098848343,0.18073397874832153,0.26369622349739075,0.40561532974243164
via,0.23251663148403168,0.12059302628040314,0.13470643758773804,0.1908683329820633,0.2694860100746155,0.1971353143453598,0.18502531945705414,0.20018906891345978,0.19676101207733154,0.1487276554107666,0.24751818180084229,0.10171922296285629,0.11727564036846161,0.3058260977268219,0.29833564162254333,0.18010306358337402,0.13460594415664673,0.1894320696592331,0.12728197872638702,0.18010306358337402,0.14784766733646393,0.18366225063800812,0.19443516433238983
both,0.24302981793880463,0.16104763746261597,0.2148570716381073,0.24279271066188812,0.31959038972854614,0.3887220323085785,0.18864233791828156,0.5503310561180115,0.1441933661699295,0.1231609657406807,0.4532228112220764,0.26666468381881714,0.14251577854156494,0.2587941884994507,0.49337831139564514,0.28536173701286316,0.3017238676548004,0.5466644167900085,0.16457480192184448,0.28536173701286316,0.22404980659484863,0.15289849042892456,0.19455738365650177
dvr,0.3206183910369873,0.3888486325740814,0.18857114017009735,0.3360130786895752,0.2519143223762512,0.2830458879470825,0.4042072892189026,0.2754385769367218,0.29746147990226746,0.229448601603508,0.2213703989982605,0.1707855612039566,0.27007514238357544,0.4470532536506653,0.28596338629722595,0.027958396822214127,0.2322024703025818,0.296365350484848,0.13584592938423157,0.027958396822214127,0.23915599286556244,0.3903399109840393,0.22872337698936462
and,0.2604368329048157,0.29514092206954956,0.3510662019252777,0.2268121838569641,0.2769484221935272,0.5064792633056641,0.17982950806617737,1.0,0.28016096353530884,0.16453155875205994,0.4731321930885315,0.34954607486724854,0.246442511677742,0.24201975762844086,0.4542345404624939,0.3765919506549835,0.33647966384887695,0.5296266674995422,0.2561761140823364,0.3765919506549835,0.2253544181585312,0.22526025772094727,0.20544172823429108
cable,0.3548349440097809,0.4649411141872406,0.11497881263494492,0.1915818303823471,0.24186883866786957,0.20683787763118744,0.3478277623653412,0.26685893535614014,0.29831787943840027,0.3252342939376831,0.22784870862960815,0.20674234628677368,0.32999300956726074,0.2998042106628418,0.23931795358657837,0.1113135814666748,0.14998435974121094,0.20101749897003174,0.1547154188156128,0.1113135814666748,0.16039174795150757,0.491593599319458,0.13993921875953674
on,0.2713024616241455,0.2825660705566406,0.22796137630939484,0.2729615569114685,0.3151613473892212,0.36199691891670227,0.24615328013896942,0.4077630043029785,0.26631927490234375,0.2862928807735443,0.42569106817245483,0.37619519233703613,0.25720518827438354,0.3133032023906708,0.38586410880088806,0.39330315589904785,0.32655060291290283,0.32520127296447754,0.3459240794181824,0.39330315589904785,0.25930091738700867,0.2845228910446167,0.2714994251728058
demand,0.2529892921447754,0.2164037823677063,0.11303381621837616,0.2879312336444855,0.36033135652542114,0.3395264446735382,0.18870794773101807,0.3240898847579956,0.27352362871170044,0.12548789381980896,0.31761109828948975,0.23187126219272614,0.1690526157617569,0.40382277965545654,0.2706477642059326,0.19835495948791504,0.24915724992752075,0.27046534419059753,0.17333820462226868,0.19835495948791504,0.23616504669189453,0.25175952911376953,0.13359291851520538
),0.17409473657608032,0.27724143862724304,0.23240500688552856,0.1535574346780777,0.17041562497615814,0.3639558255672455,0.19404123723506927,0.4961937665939331,0.17728851735591888,0.18381085991859436,0.23478686809539795,0.22539687156677246,0.1691657453775406,0.17109692096710205,0.31837013363838196,0.24162524938583374,0.17939934134483337,0.16602720320224762,0.25837159156799316,0.24162524938583374,0.17818975448608398,0.2233462631702423,0.42300865054130554
viewing,0.3401868939399719,0.283049076795578,0.08276215195655823,0.29492780566215515,0.30953583121299744,0.28281599283218384,0.2885769009590149,0.2780212461948395,0.32467371225357056,0.23849520087242126,0.34911519289016724,0.21167980134487152,0.22559012472629547,0.3405778706073761,0.34596166014671326,0.1757691651582718,0.2999509274959564,0.3202051818370819,0.20419812202453613,0.1757691651582718,0.22238528728485107,0.2971852719783783,0.2183355838060379
",",0.24468442797660828,0.27995240688323975,0.2809832692146301,0.25661253929138184,0.2838693857192993,0.4464869201183319,0.19695565104484558,0.6633074283599854,0.19597528874874115,0.2097204476594925,0.4137537479400635,0.32507219910621643,0.2131132036447525,0.2614012062549591,0.4220978021621704,0.38860568404197693,0.22659391164779663,0.40610817074775696,0.34504905343055725,0.38860568404197693,0.1954146921634674,0.24917922914028168,0.31091248989105225
with,0.24007122218608856,0.17469868063926697,0.23998425900936127,0.25169798731803894,0.2706458270549774,0.39140474796295166,0.15298989415168762,0.5477725267410278,0.20803764462471008,0.17432008683681488,0.4154358208179474,0.3459964990615845,0.24692673981189728,0.23752564191818237,0.367427259683609,0.33843478560447693,0.3525622487068176,0.35744401812553406,0.20790712535381317,0.33843478560447693,0.19669650495052338,0.1932039111852646,0.2433311939239502
day-after-air,0.3535046875476837,0.3275642991065979,0.2513377070426941,0.17440195381641388,0.26723718643188477,0.29498106241226196,0.2813684046268463,0.36381205916404724,0.2725703716278076,0.31027865409851074,0.3318006694316864,0.2293148785829544,0.3501277267932892,0.18768657743930817,0.30798080563545227,0.5410710573196411,0.20712676644325256,0.23563353717327118,0.5091308951377869,0.5410710573196411,0.32329580187797546,0.33406949043273926,0.24952122569084167
streaming,0.3587164878845215,0.2962280809879303,0.20230808854103088,0.22841112315654755,0.23382727801799774,0.29786989092826843,0.4082038104534149,0.2620075047016144,0.268684446811676,0.3399188816547394,0.26003655791282654,0.1498790830373764,0.29000553488731384,0.38631612062454224,0.2764362394809723,0.20949551463127136,0.19366924464702606,0.26369500160217285,0.21245191991329193,0.20949551463127136,0.2103932946920395,0.3617335259914398,0.19690081477165222
on,0.2713024616241455,0.2825660705566406,0.22796137630939484,0.2729615569114685,0.3151613473892212,0.36199691891670227,0.24615328013896942,0.4077630043029785,0.26631927490234375,0.2862928807735443,0.42569106817245483,0.37619519233703613,0.25720518827438354,0.3133032023906708,0.38586410880088806,0.39330315589904785,0.32655060291290283,0.32520127296447754,0.3459240794181824,0.39330315589904785,0.25930091738700867,0.2845228910446167,0.2714994251728058
either,0.16648785769939423,0.1388142704963684,0.19103127717971802,0.24507620930671692,0.3137950897216797,0.3058042526245117,0.16209889948368073,0.2910216748714447,0.1311526894569397,0.13232512772083282,0.44538983702659607,0.34271347522735596,0.14751827716827393,0.25294068455696106,0.45304012298583984,0.20130784809589386,0.35004037618637085,0.3275146186351776,0.1730586588382721,0.20130784809589386,0.3309229612350464,0.15496811270713806,0.31498292088508606
service,0.2840878665447235,0.2054690420627594,0.1757926642894745,0.2542905807495117,0.3232142925262451,0.31237727403640747,0.2839592397212982,0.24532052874565125,0.1689300537109375,0.22076331079006195,0.24765339493751526,0.1532890945672989,0.14432673156261444,0.3073113262653351,0.22657595574855804,0.1891869306564331,0.12199638783931732,0.21650798618793488,0.15725292265415192,0.1891869306564331,0.16844528913497925,0.2698688507080078,0.1676298975944519
limited,0.27898675203323364,0.18828991055488586,0.15738020837306976,0.33415210247039795,0.4353315532207489,0.2708005905151367,0.3024539053440094,0.28220537304878235,0.15604056417942047,0.1643701046705246,0.315578430891037,0.21697132289409637,0.1824958473443985,0.37366652488708496,0.37240132689476013,0.1804143190383911,0.2116495817899704,0.2817049026489258,0.2408413141965866,0.1804143190383911,0.3042985498905182,0.24275179207324982,0.09444807469844818
to,0.2945807874202728,0.1933557242155075,0.2672896385192871,0.27309197187423706,0.36881786584854126,0.4451248347759247,0.19057926535606384,0.48971283435821533,0.2955072224140167,0.1762417107820511,0.5436353087425232,0.3377571105957031,0.21516069769859314,0.2394571453332901,0.5096819996833801,0.37890323996543884,0.44169697165489197,0.40243685245513916,0.2942236363887787,0.37890323996543884,0.2564111649990082,0.2326623648405075,0.29463258385658264
subscribers,0.2998189330101013,0.2955186367034912,0.2087431699037552,0.19923900067806244,0.2876291871070862,0.2614583969116211,0.4885294437408447,0.18498125672340393,0.3023950457572937,0.27086690068244934,0.260335236787796,0.1933644711971283,0.25454649329185486,0.40965238213539124,0.29961973428726196,0.13799896836280823,0.1855180263519287,0.24181422591209412,0.2127458155155182,0.13799896836280823,0.2526203989982605,0.43581095337867737,0.2567959725856781
of,0.2581593692302704,0.21995750069618225,0.25542253255844116,0.20162434875965118,0.23272474110126495,0.4185989499092102,0.20946349203586578,0.5116966962814331,0.19463703036308289,0.14607268571853638,0.41498205065727234,0.33167365193367004,0.19166667759418488,0.2416580766439438,0.49632513523101807,0.3867455720901489,0.2480744868516922,0.37253960967063904,0.23668107390403748,0.3867455720901489,0.25980207324028015,0.20155203342437744,0.1826142966747284
participating,0.2258894294500351,0.2827371656894684,0.24862292408943176,0.3099803626537323,0.32427752017974854,0.39204633235931396,0.24625848233699799,0.2815479040145874,0.26106488704681396,0.15238653123378754,0.301912397146225,0.17822851240634918,0.22109799087047577,0.2007032185792923,0.24491536617279053,0.19910737872123718,0.21901890635490417,0.26589199900627136,0.1606205850839615,0.19910737872123718,0.28375932574272156,0.27591702342033386,0.19266076385974884
pay,0.25962042808532715,0.25415322184562683,0.12022366374731064,0.12591813504695892,0.26464733481407166,0.24382255971431732,0.23357976973056793,0.2487477958202362,0.3243476152420044,0.2132277935743332,0.27300354838371277,0.2562812268733978,0.2082245945930481,0.23172016441822052,0.25518208742141724,0.17254051566123962,0.2167845517396927,0.21472592651844025,0.1810101866722107,0.17254051566123962,0.19032463431358337,0.29035261273384094,0.19821009039878845
television,0.419070303440094,1.0000001192092896,0.14428815245628357,0.17061826586723328,0.2153932750225067,0.27045196294784546,0.3873722553253174,0.29514092206954956,0.27474769949913025,0.46871840953826904,0.21588699519634247,0.1979951560497284,0.558925449848175,0.19089162349700928,0.19228580594062805,0.19225278496742249,0.20427560806274414,0.23433995246887207,0.1740061640739441,0.19225278496742249,0.1804770529270172,0.6160560846328735,0.16825827956199646
