,what,title,did,iroquois,give,johnson,?
things,0.5577362775802612,0.13295981287956238,0.362071692943573,0.19257274270057678,0.3560052216053009,0.18457049131393433,0.36181706190109253
.,0.3567904531955719,0.26782113313674927,0.35288307070732117,0.2072010040283203,0.34017711877822876,0.2807205319404602,0.4130953550338745
'',0.08143015950918198,0.05258110910654068,0.01978493109345436,-0.07274112850427628,0.0572582483291626,-0.02111349254846573,0.018684765323996544
,what,title,did,iroquois,give,johnson,?
he,0.3114890456199646,0.2028372436761856,0.3292143940925598,0.21294748783111572,0.18745993077754974,0.3042779862880707,0.2089974731206894
spoke,0.23763181269168854,0.10640843212604523,0.3508375585079193,0.3234095871448517,0.20380721986293793,0.26061123609542847,0.16296985745429993
their,0.35142919421195984,0.15217867493629456,0.38078752160072327,0.21684062480926514,0.3324339687824249,0.1412813663482666,0.1898253709077835
languages,0.21771854162216187,0.14271627366542816,0.16555729508399963,0.2611115574836731,0.19993311166763306,0.11746829748153687,0.22599908709526062
and,0.31309178471565247,0.20763245224952698,0.34479495882987976,0.16835255920886993,0.3040338158607483,0.24726895987987518,0.20544172823429108
had,0.23849567770957947,0.14756864309310913,0.540525496006012,0.19466432929039001,0.3329158425331116,0.23623360693454742,0.20728366076946259
become,0.27134042978286743,0.1972639560699463,0.2625269889831543,0.031153948977589607,0.3545447587966919,0.1628606766462326,0.19511328637599945
a,0.3320399522781372,0.23181948065757751,0.2552328109741211,0.19057819247245789,0.3436131179332733,0.2052394300699234,0.23916715383529663
respected,0.2965521812438965,0.20392774045467377,0.35677459836006165,0.18077315390110016,0.23210972547531128,0.16271433234214783,0.20737361907958984
honorary,0.09812729060649872,0.2642207443714142,0.19573624432086945,0.12024255841970444,0.17250117659568787,0.1694585382938385,0.12819144129753113
member,0.09932345896959305,0.12810835242271423,0.16698363423347473,0.16779109835624695,0.1335926353931427,0.16315610706806183,0.06826172769069672
of,0.33290785551071167,0.18969319760799408,0.2513895630836487,0.1605978161096573,0.33489471673965454,0.2041160613298416,0.1826142966747284
the,0.42745697498321533,0.27465343475341797,0.34736719727516174,0.2624127268791199,0.29086416959762573,0.2214501053094864,0.22068053483963013
iroquois,0.20081253349781036,0.08201421797275543,0.19495415687561035,1.0,0.07388905435800552,0.2729617953300476,0.0784907415509224
confederacy,0.17569701373577118,0.10004102438688278,0.2533608376979828,0.3666613698005676,0.16667255759239197,0.23584048449993134,0.13736024498939514
in,0.30808621644973755,0.2263992726802826,0.2593238651752472,0.20779527723789215,0.20895415544509888,0.20434744656085968,0.20430970191955566
the,0.42745697498321533,0.27465343475341797,0.34736719727516174,0.2624127268791199,0.29086416959762573,0.2214501053094864,0.22068053483963013
area,0.21965408325195312,0.1148664802312851,0.14067986607551575,0.25942251086235046,0.11343668401241302,0.07834678143262863,0.12640461325645447
.,0.3567904531955719,0.26782113313674927,0.35288307070732117,0.2072010040283203,0.34017711877822876,0.2807205319404602,0.4130953550338745
