,what,is,the,low-power,station,that,serves,birmingham,",",alabama,for,abc,?
digital,0.1757969856262207,0.16141945123672485,0.18361380696296692,0.30231738090515137,0.2466953843832016,0.17645800113677979,0.1154007539153099,0.09038017690181732,0.17865565419197083,0.0911841094493866,0.1780148148536682,0.2166869193315506,0.12982943654060364
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.270603746175766,0.16818374395370483,0.23478686809539795,0.22408124804496765,0.19736869633197784,0.63033527135849,0.16585949063301086,0.3639558255672455,0.18381085991859436,0.42300865054130554
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.25661608576774597,0.21784305572509766,0.435920387506485,0.2791841924190521,0.25057855248451233,0.5201468467712402,0.2201618254184723,0.4322226941585541,0.1697147786617279,0.20430970191955566
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.3027467131614685,0.21760036051273346,0.47537946701049805,0.2583726644515991,0.23267020285129547,0.427140474319458,0.23491087555885315,0.44038116931915283,0.21331243216991425,0.23916715383529663
few,0.2780759632587433,0.22223958373069763,0.34660017490386963,0.2609875798225403,0.189631849527359,0.3973994851112366,0.05019419640302658,0.10548648983240128,0.32531002163887024,0.10702025890350342,0.34910818934440613,0.09540363401174545,0.2334265559911728
markets,0.12341798096895218,0.21294242143630981,0.23818166553974152,0.31603744626045227,0.26078224182128906,0.2364654839038849,0.26349666714668274,0.19534744322299957,0.24350304901599884,0.11039289832115173,0.24505305290222168,0.16946740448474884,0.11209505051374435
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.32468271255493164,0.2482491284608841,0.4137537479400635,0.24305880069732666,0.25255051255226135,1.0000001192092896,0.22847679257392883,0.4464869201183319,0.2097204476594925,0.31091248989105225
such,0.23989605903625488,0.23545363545417786,0.3575236201286316,0.29800066351890564,0.12103113532066345,0.4479874074459076,0.16730865836143494,0.09450977295637131,0.39626169204711914,0.11974605917930603,0.36098620295524597,0.12735801935195923,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.34171146154403687,0.1954551786184311,0.4735107421875,0.29644614458084106,0.14317521452903748,0.48816442489624023,0.20196208357810974,0.44774648547172546,0.2286096066236496,0.27043893933296204
birmingham,0.14769886434078217,0.14477425813674927,0.2381640374660492,0.19657722115516663,0.2657734155654907,0.1745876520872116,0.14413054287433624,1.0,0.25255051255226135,0.47484686970710754,0.2402096539735794,0.20163780450820923,0.13550083339214325
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.32468271255493164,0.2482491284608841,0.4137537479400635,0.24305880069732666,0.25255051255226135,1.0000001192092896,0.22847679257392883,0.4464869201183319,0.2097204476594925,0.31091248989105225
alabama,0.17742304503917694,0.14237841963768005,0.2128913402557373,0.2806616723537445,0.15426702797412872,0.20296360552310944,0.08983788639307022,0.47484686970710754,0.22847679257392883,1.0,0.17542636394500732,0.21730148792266846,0.1207156553864479
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.25557267665863037,0.15589678287506104,0.2264307141304016,0.23397299647331238,0.19569063186645508,0.6363511681556702,0.1669350564479828,0.3357032239437103,0.183883935213089,0.40561532974243164
wbma-ld,0.1199706643819809,0.1658691167831421,0.28817129135131836,0.31705936789512634,0.2324543595314026,0.17097066342830658,0.085051029920578,0.17669376730918884,0.23430560529232025,0.10552108287811279,0.20319336652755737,0.18507595360279083,0.16148127615451813
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.270603746175766,0.16818374395370483,0.23478686809539795,0.22408124804496765,0.19736869633197784,0.63033527135849,0.16585949063301086,0.3639558255672455,0.18381085991859436,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.32468271255493164,0.2482491284608841,0.4137537479400635,0.24305880069732666,0.25255051255226135,1.0000001192092896,0.22847679257392883,0.4464869201183319,0.2097204476594925,0.31091248989105225
lima,0.12891589105129242,0.20158763229846954,0.18872694671154022,0.15571476519107819,0.16073846817016602,0.15978728234767914,0.18699964880943298,0.3054297864437103,0.2946940064430237,0.2409004420042038,0.12692509591579437,0.18134461343288422,0.11356467008590698
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.32468271255493164,0.2482491284608841,0.4137537479400635,0.24305880069732666,0.25255051255226135,1.0000001192092896,0.22847679257392883,0.4464869201183319,0.2097204476594925,0.31091248989105225
ohio,0.10887482017278671,0.14365723729133606,0.24653035402297974,0.20061159133911133,0.15872234106063843,0.14506439864635468,0.12038515508174896,0.3382699191570282,0.21788300573825836,0.4130723178386688,0.19870628416538239,0.17616164684295654,0.10064033418893814
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.25557267665863037,0.15589678287506104,0.2264307141304016,0.23397299647331238,0.19569063186645508,0.6363511681556702,0.1669350564479828,0.3357032239437103,0.183883935213089,0.40561532974243164
wlqp-lp,0.15350937843322754,0.13460858166217804,0.2008967101573944,0.3778197765350342,0.2366168051958084,0.14258278906345367,0.2157185673713684,0.14364975690841675,0.2700536549091339,0.127187117934227,0.21356260776519775,0.16511119902133942,0.180984228849411
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.270603746175766,0.16818374395370483,0.23478686809539795,0.22408124804496765,0.19736869633197784,0.63033527135849,0.16585949063301086,0.3639558255672455,0.18381085991859436,0.42300865054130554
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.39698004722595215,0.19091129302978516,0.4731321930885315,0.26724833250045776,0.2195730358362198,0.6633074283599854,0.21019232273101807,0.5064792633056641,0.16453155875205994,0.20544172823429108
south,0.15388517081737518,0.27680471539497375,0.3129390776157379,0.22188876569271088,0.27019843459129333,0.1571199595928192,0.18009424209594727,0.24255478382110596,0.3256652057170868,0.2505529522895813,0.17502866685390472,0.15089206397533417,0.12336621433496475
bend,0.20938892662525177,0.24732418358325958,0.2507157623767853,0.2154117226600647,0.13889122009277344,0.2479456663131714,0.15307627618312836,0.18489061295986176,0.2922282814979553,0.24942906200885773,0.11576402932405472,0.1493883728981018,0.1713055521249771
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.32468271255493164,0.2482491284608841,0.4137537479400635,0.24305880069732666,0.25255051255226135,1.0000001192092896,0.22847679257392883,0.4464869201183319,0.2097204476594925,0.31091248989105225
indiana,0.1579200029373169,0.17342650890350342,0.2919532358646393,0.20072036981582642,0.11413826793432236,0.14261023700237274,0.12317375093698502,0.3256274461746216,0.28358757495880127,0.4930136501789093,0.204827681183815,0.1703014075756073,0.08650204539299011
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.25557267665863037,0.15589678287506104,0.2264307141304016,0.23397299647331238,0.19569063186645508,0.6363511681556702,0.1669350564479828,0.3357032239437103,0.183883935213089,0.40561532974243164
wbnd-ld,0.051596567034721375,0.1566479653120041,0.2659328281879425,0.22903236746788025,0.15564630925655365,0.12313775718212128,0.1549331545829773,0.23250243067741394,0.2501433193683624,0.24561166763305664,0.1826765537261963,0.25603726506233215,0.09577937424182892
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.270603746175766,0.16818374395370483,0.23478686809539795,0.22408124804496765,0.19736869633197784,0.63033527135849,0.16585949063301086,0.3639558255672455,0.18381085991859436,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.34503722190856934,0.20999185740947723,0.4460422694683075,0.20502176880836487,0.26157090067863464,0.6812511086463928,0.2583276331424713,0.4726039469242096,0.2567209303379059,0.4130953550338745
