,what,natives,were,displaced,by,british,takeover,in,florida,?
want,0.516654908657074,0.2346099466085434,0.24896752834320068,0.1718943566083908,0.19396325945854187,0.21507452428340912,0.24712802469730377,0.2281211018562317,0.10516233742237091,0.44783785939216614
to,0.455847829580307,0.2994573712348938,0.31913647055625916,0.23365628719329834,0.33534231781959534,0.22690963745117188,0.2963380813598633,0.45010748505592346,0.20760414004325867,0.29463258385658264
do,0.4609605669975281,0.22072510421276093,0.23274902999401093,0.12326923757791519,0.1481526494026184,0.0674201175570488,0.17236293852329254,0.23402775824069977,0.1226135715842247,0.4093979299068451
business,0.21758167445659637,0.17667172849178314,0.1444443315267563,0.09661868214607239,0.20599709451198578,0.1825413852930069,0.27036386728286743,0.2298729121685028,0.18892104923725128,0.1545659303665161
with,0.2464839518070221,0.16612087190151215,0.3179011940956116,0.2301272749900818,0.39731505513191223,0.1637800633907318,0.17884677648544312,0.4080928862094879,0.14567138254642487,0.2433311939239502
the,0.42745697498321533,0.2204582393169403,0.3906462490558624,0.36481785774230957,0.4408751428127289,0.28973397612571716,0.3833385705947876,0.6662389636039734,0.24091358482837677,0.22068053483963013
british,0.19255435466766357,0.20336763560771942,0.27742838859558105,0.21783313155174255,0.26707085967063904,1.0,0.24047987163066864,0.23084034025669098,0.13547126948833466,0.09711728990077972
",",0.3087472915649414,0.24557791650295258,0.36755475401878357,0.20775090157985687,0.3680937886238098,0.25734075903892517,0.28780224919319153,0.5201468467712402,0.21896368265151978,0.31091248989105225
and,0.31309178471565247,0.23238559067249298,0.42175528407096863,0.29313305020332336,0.4289871156215668,0.325880765914917,0.23942521214485168,0.4954058527946472,0.22456413507461548,0.20544172823429108
a,0.3320399522781372,0.11010970175266266,0.17203083634376526,0.2453879415988922,0.32094135880470276,0.1984395682811737,0.25931400060653687,0.539380669593811,0.22540530562400818,0.23916715383529663
rise,0.23887591063976288,0.135109081864357,0.20160400867462158,0.2759634852409363,0.18536683917045593,0.1677345186471939,0.2715587019920349,0.1934409737586975,0.1381419599056244,0.10799103230237961
in,0.30808621644973755,0.1702413111925125,0.3815755248069763,0.2810860276222229,0.370934396982193,0.23084034025669098,0.29245465993881226,1.0,0.2330404818058014,0.20430970191955566
tensions,0.19865624606609344,0.17701037228107452,0.25864177942276,0.3181968629360199,0.2327929139137268,0.22713561356067657,0.22552335262298584,0.2865762710571289,0.14186044037342072,0.16045744717121124
between,0.2462156116962433,0.085659459233284,0.27047741413116455,0.25948697328567505,0.28115302324295044,0.19908767938613892,0.3103449046611786,0.41100412607192993,0.15031421184539795,0.12887074053287506
the,0.42745697498321533,0.2204582393169403,0.3906462490558624,0.36481785774230957,0.4408751428127289,0.28973397612571716,0.3833385705947876,0.6662389636039734,0.24091358482837677,0.22068053483963013
choctaw,0.24991202354431152,0.3582595884799957,0.22676388919353485,0.1965208500623703,0.23035652935504913,0.2606753408908844,0.22515875101089478,0.2644151747226715,0.2722940146923065,0.21504952013492584
and,0.31309178471565247,0.23238559067249298,0.42175528407096863,0.29313305020332336,0.4289871156215668,0.325880765914917,0.23942521214485168,0.4954058527946472,0.22456413507461548,0.20544172823429108
the,0.42745697498321533,0.2204582393169403,0.3906462490558624,0.36481785774230957,0.4408751428127289,0.28973397612571716,0.3833385705947876,0.6662389636039734,0.24091358482837677,0.22068053483963013
creek,0.14430326223373413,0.2212183177471161,0.16567374765872955,0.15068989992141724,0.0848434790968895,0.20747606456279755,0.0883428081870079,0.167442187666893,0.21352671086788177,0.10912753641605377
",",0.3087472915649414,0.24557791650295258,0.36755475401878357,0.20775090157985687,0.3680937886238098,0.25734075903892517,0.28780224919319153,0.5201468467712402,0.21896368265151978,0.31091248989105225
historic,0.18988226354122162,0.21694357693195343,0.16449619829654694,0.1416895091533661,0.130463644862175,0.14927686750888824,0.14717121422290802,0.3082408010959625,0.21386905014514923,0.09992891550064087
enemies,0.23385491967201233,0.29418960213661194,0.2549726068973541,0.16505160927772522,0.24303318560123444,0.10872942209243774,0.2539118826389313,0.1660536229610443,0.1218876838684082,0.1540507823228836
whose,0.22831642627716064,0.1820916086435318,0.20901553332805634,0.18587319552898407,0.3384193778038025,0.174232617020607,0.17047624289989471,0.23496666550636292,0.02201864682137966,0.16990536451339722
divisions,0.2232685685157776,0.21158646047115326,0.251251757144928,0.23771637678146362,0.22152797877788544,0.17032773792743683,0.18959274888038635,0.2698534429073334,0.11401908099651337,0.14903524518013
the,0.42745697498321533,0.2204582393169403,0.3906462490558624,0.36481785774230957,0.4408751428127289,0.28973397612571716,0.3833385705947876,0.6662389636039734,0.24091358482837677,0.22068053483963013
british,0.19255435466766357,0.20336763560771942,0.27742838859558105,0.21783313155174255,0.26707085967063904,1.0,0.24047987163066864,0.23084034025669098,0.13547126948833466,0.09711728990077972
at,0.2838611304759979,0.18586120009422302,0.2947486639022827,0.2167016863822937,0.2368064820766449,0.21751968562602997,0.21905528008937836,0.4374977946281433,0.23743785917758942,0.21978627145290375
times,0.21414996683597565,0.1355942040681839,0.23779702186584473,0.181148961186409,0.18494531512260437,0.1238425001502037,0.13971000909805298,0.2427823841571808,0.17718975245952606,0.18880689144134521
exploited,0.18544885516166687,0.21777094900608063,0.30667731165885925,0.3462221324443817,0.30678269267082214,0.21376630663871765,0.22227084636688232,0.23156961798667908,0.12770584225654602,0.1410878449678421
.,0.3567904531955719,0.22202226519584656,0.3378238379955292,0.2186976820230484,0.3936232924461365,0.23159366846084595,0.23184245824813843,0.5591574311256409,0.23988212645053864,0.4130953550338745
