,what,metal,was,used,in,inalchuq,'s,execution,?
executed,0.14534708857536316,0.09129177033901215,0.23429951071739197,0.2384234219789505,0.213726207613945,0.30419787764549255,-0.03337468206882477,0.763512372970581,0.14393280446529388
inalchuq,0.30629846453666687,0.19709548354148865,0.3525059223175049,0.27292683720588684,0.3233894109725952,0.9999999403953552,-0.014087159186601639,0.3089711666107178,0.3137962818145752
by,0.2455483376979828,0.22608275711536407,0.4752357602119446,0.27705541253089905,0.370934396982193,0.23392623662948608,-0.010884488001465797,0.2716760039329529,0.17966607213020325
pouring,0.22880609333515167,0.3274223804473877,0.18203134834766388,0.30875134468078613,0.26862645149230957,0.22046902775764465,0.059210363775491714,0.2852018475532532,0.17060643434524536
molten,0.15058645606040955,0.45792561769485474,0.1989263892173767,0.27808889746665955,0.21740417182445526,0.23986361920833588,0.011986780911684036,0.1901034116744995,0.14265543222427368
silver,0.10540545731782913,0.33385637402534485,0.20485788583755493,0.19798050820827484,0.2021934986114502,0.21366098523139954,0.08500461280345917,0.10443241149187088,0.11920861899852753
into,0.2180619090795517,0.17908605933189392,0.2322220653295517,0.21789848804473877,0.38021373748779297,0.22681739926338196,0.00961404386907816,0.13940735161304474,0.15662476420402527
his,0.26976513862609863,0.219241663813591,0.4405253231525421,0.20492680370807648,0.3598145842552185,0.28320780396461487,0.047556519508361816,0.20698140561580658,0.18075084686279297
ears,0.20732706785202026,0.13521063327789307,0.17250479757785797,0.21387580037117004,0.14060932397842407,0.23641398549079895,0.022792356088757515,0.09706760942935944,0.17082159221172333
and,0.31309178471565247,0.26332223415374756,0.3740963041782379,0.3150506615638733,0.4954058527946472,0.3482957184314728,0.06895173341035843,0.16205447912216187,0.20544172823429108
eyes,0.2179604023694992,0.1577037125825882,0.17043136060237885,0.12960723042488098,0.15376155078411102,0.24362419545650482,0.04828662797808647,0.1232868954539299,0.1874968707561493
",",0.3087472915649414,0.22670342028141022,0.45456063747406006,0.3120402991771698,0.5201468467712402,0.39962732791900635,-0.0016132977325469255,0.214806467294693,0.31091248989105225
as,0.31749409437179565,0.16926591098308563,0.3677520453929901,0.35160550475120544,0.3887844979763031,0.2826012670993805,-0.05775856226682663,0.1486608237028122,0.27043893933296204
retribution,0.2727534770965576,0.18376390635967255,0.23505331575870514,0.11726097762584686,0.14522111415863037,0.17728576064109802,-0.012559322640299797,0.32982733845710754,0.23311065137386322
for,0.3017193675041199,0.25645938515663147,0.3863949179649353,0.4236139953136444,0.4322226941585541,0.3171568810939789,-0.07241261005401611,0.1687663197517395,0.264628142118454
his,0.26976513862609863,0.219241663813591,0.4405253231525421,0.20492680370807648,0.3598145842552185,0.28320780396461487,0.047556519508361816,0.20698140561580658,0.18075084686279297
actions,0.39243605732917786,0.10414961725473404,0.20156992971897125,0.2207828313112259,0.2084859013557434,0.22696752846240997,-0.019457440823316574,0.268352210521698,0.2841099798679352
.,0.3567904531955719,0.24715308845043182,0.40146201848983765,0.33111312985420227,0.5591574311256409,0.3565462827682495,-0.003708066651597619,0.18647733330726624,0.4130953550338745
