,how,many,times,did,southern,california,attempt,to,achieve,a,separate,statehood,?
in,0.2601168751716614,0.41474202275276184,0.2427823841571808,0.2593238651752472,0.3190481662750244,0.2772824168205261,0.1812446564435959,0.45010748505592346,0.17567327618598938,0.539380669593811,0.3099668025970459,0.25830698013305664,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.29093852639198303,0.34736719727516174,0.3282862603664398,0.2750805914402008,0.2614527940750122,0.535392165184021,0.23965083062648773,0.5829201340675354,0.3612915575504303,0.30020198225975037,0.22068053483963013
lightly,0.33719372749328613,0.2603382170200348,0.2555032968521118,0.14909453690052032,0.1517583578824997,0.07540643960237503,0.0999954342842102,0.2676449716091156,0.2041672021150589,0.24812528491020203,0.20670554041862488,0.09588929265737534,0.18176855146884918
populated,0.1526753008365631,0.26790016889572144,0.1977652758359909,0.08322542905807495,0.2881377339363098,0.15955975651741028,0.19045457243919373,0.2197755128145218,0.12626898288726807,0.22658881545066833,0.2511356770992279,0.3553931415081024,0.20106194913387299
``,-0.01591024175286293,0.012824942357838154,0.027419542893767357,-0.029888948425650597,0.056062471121549606,-0.0839167982339859,-0.023128414526581764,0.06720756739377975,0.020460907369852066,0.07272057235240936,0.05572668835520744,0.10518711060285568,0.0685480609536171
cow,0.24718770384788513,0.20575401186943054,0.16215217113494873,0.15205784142017365,0.04419057443737984,0.11385897547006607,0.0462709479033947,0.20584571361541748,0.12758678197860718,0.21922096610069275,0.06412048637866974,0.07983717322349548,0.17381127178668976
counties,0.13891631364822388,0.17799876630306244,0.20433087646961212,0.18038558959960938,0.27950868010520935,0.21366026997566223,0.07818128168582916,0.19238705933094025,0.07438402622938156,0.13999399542808533,0.2391689121723175,0.3874983787536621,0.09521792083978653
'',-0.0029843549709767103,-0.016843097284436226,-0.032459624111652374,0.01978493109345436,-0.043483391404151917,0.01669328659772873,-0.04173562303185463,-0.009905828163027763,0.036543816328048706,0.04890415817499161,0.05758070573210716,-0.06820911914110184,0.018684765323996544
of,0.2480744868516922,0.37253960967063904,0.24352745711803436,0.2513895630836487,0.31933003664016724,0.24929828941822052,0.21525268256664276,0.41548454761505127,0.24381192028522491,0.5052502155303955,0.33388569951057434,0.31468233466148376,0.1826142966747284
southern,0.11308442056179047,0.18025599420070648,0.1500178873538971,0.13322393596172333,1.0,0.2983402609825134,0.1351502239704132,0.18284058570861816,0.06268786638975143,0.25843560695648193,0.20971496403217316,0.2357109934091568,0.11225555837154388
california,0.15981262922286987,0.24571245908737183,0.11193957179784775,0.1524294763803482,0.2983402609825134,1.0,0.11222071200609207,0.20697450637817383,0.14140504598617554,0.2426064908504486,0.13690567016601562,0.24817223846912384,0.1409905105829239
attempted,0.1899494230747223,0.18546175956726074,0.22225359082221985,0.3748961389064789,0.09977299720048904,0.11619202792644501,0.7799198031425476,0.4076770544052124,0.2588513493537903,0.25313758850097656,0.21908986568450928,0.2061869353055954,0.11123745888471603
three,0.23807744681835175,0.4501400589942932,0.3240858018398285,0.2043166607618332,0.14196376502513885,0.20943903923034668,0.19414260983467102,0.3043823838233948,0.19607917964458466,0.3025658130645752,0.3532274067401886,0.20081309974193573,0.20928427577018738
times,0.2685738503932953,0.303416907787323,1.0,0.23068773746490479,0.1500178873538971,0.11193957179784775,0.21751727163791656,0.32875269651412964,0.2379283607006073,0.2745400369167328,0.17569583654403687,0.21353620290756226,0.18880689144134521
in,0.2601168751716614,0.41474202275276184,0.2427823841571808,0.2593238651752472,0.3190481662750244,0.2772824168205261,0.1812446564435959,0.45010748505592346,0.17567327618598938,0.539380669593811,0.3099668025970459,0.25830698013305664,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.29093852639198303,0.34736719727516174,0.3282862603664398,0.2750805914402008,0.2614527940750122,0.535392165184021,0.23965083062648773,0.5829201340675354,0.3612915575504303,0.30020198225975037,0.22068053483963013
1850s,0.4569977819919586,0.3881649672985077,0.22837752103805542,0.4079761207103729,0.11462781578302383,0.12693041563034058,0.32751497626304626,0.45403748750686646,0.34473446011543274,0.35870400071144104,0.3102174401283264,0.27586859464645386,0.45955878496170044
to,0.44169697165489197,0.40243685245513916,0.32875269651412964,0.4452643394470215,0.18284058570861816,0.20697450637817383,0.4458620846271515,1.0,0.3419070541858673,0.45503583550453186,0.3234710395336151,0.21958018839359283,0.29463258385658264
achieve,0.2588358223438263,0.2552362084388733,0.2379283607006073,0.2590828537940979,0.06268786638975143,0.14140504598617554,0.3266242742538452,0.3419070541858673,1.0000001192092896,0.2424013465642929,0.22894077003002167,0.2847074270248413,0.17526866495609283
a,0.29312583804130554,0.2872205972671509,0.2745400369167328,0.2552328109741211,0.25843560695648193,0.2426064908504486,0.2390216588973999,0.45503583550453186,0.2424013465642929,1.0,0.3137926161289215,0.1669379323720932,0.23916715383529663
separate,0.21848078072071075,0.33082273602485657,0.17569583654403687,0.2542422115802765,0.20971496403217316,0.13690567016601562,0.16223624348640442,0.3234710395336151,0.22894077003002167,0.3137926161289215,1.0,0.2628123462200165,0.16835719347000122
statehood,0.16284112632274628,0.20908208191394806,0.21353620290756226,0.2215617448091507,0.2357109934091568,0.24817223846912384,0.25931310653686523,0.21958018839359283,0.2847074270248413,0.1669379323720932,0.2628123462200165,1.0,0.22488634288311005
or,0.3378981947898865,0.36905089020729065,0.21247214078903198,0.28211739659309387,0.17429952323436737,0.15007786452770233,0.2602231502532959,0.38921234011650085,0.26299619674682617,0.48853766918182373,0.39363107085227966,0.17151299118995667,0.32389625906944275
territorial,0.153754323720932,0.1624564677476883,0.14810147881507874,0.0933060422539711,0.3416811525821686,0.121511310338974,0.19710177183151245,0.2290722280740738,0.14940723776817322,0.20547889173030853,0.21354034543037415,0.4625224471092224,0.10118355602025986
status,0.15547333657741547,0.1958102136850357,0.15680840611457825,0.19024446606636047,0.08090975880622864,0.14350862801074982,0.13987773656845093,0.268886923789978,0.2863554060459137,0.28739041090011597,0.24805153906345367,0.36126771569252014,0.16403266787528992
separate,0.21848078072071075,0.33082273602485657,0.17569583654403687,0.2542422115802765,0.20971496403217316,0.13690567016601562,0.16223624348640442,0.3234710395336151,0.22894077003002167,0.3137926161289215,1.0,0.2628123462200165,0.16835719347000122
from,0.22939439117908478,0.33099696040153503,0.25679540634155273,0.20248863101005554,0.21689370274543762,0.23643477261066437,0.17891797423362732,0.4069952368736267,0.14540477097034454,0.322764128446579,0.2964138686656952,0.22805452346801758,0.19969791173934937
northern,0.08842652291059494,0.18460913002490997,0.16037249565124512,0.14611519873142242,0.7355895638465881,0.23127253353595734,0.0766269713640213,0.1886475831270218,0.06670389324426651,0.22329643368721008,0.20132669806480408,0.2646278142929077,0.13149388134479523
california,0.15981262922286987,0.24571245908737183,0.11193957179784775,0.1524294763803482,0.2983402609825134,1.0,0.11222071200609207,0.20697450637817383,0.14140504598617554,0.2426064908504486,0.13690567016601562,0.24817223846912384,0.1409905105829239
.,0.3287222981452942,0.3974229395389557,0.2891986668109894,0.35288307070732117,0.26629969477653503,0.2870451807975769,0.23608817160129547,0.4645031690597534,0.18454299867153168,0.50484299659729,0.2875625789165497,0.24442459642887115,0.4130953550338745
