,what,church,is,located,at,the,corner,of,4th,and,new,streets,in,philadelphia,?
church,0.1944202184677124,0.9999999403953552,0.203276589512825,0.133106991648674,0.1633070856332779,0.23846197128295898,0.2193026840686798,0.3079429268836975,0.048038020730018616,0.1976170688867569,0.1963353157043457,0.20239003002643585,0.2493300437927246,0.1650521457195282,0.18081501126289368
in,0.30808621644973755,0.2493300437927246,0.5394441485404968,0.35149815678596497,0.4374977946281433,0.6662389636039734,0.25297805666923523,0.5696388483047485,0.12181311845779419,0.4954058527946472,0.3758552670478821,0.24497881531715393,1.0,0.2310326248407364,0.20430970191955566
continuous,0.24768517911434174,0.09980854392051697,0.22904802858829498,0.17146101593971252,0.14816124737262726,0.2679058313369751,0.18531592190265656,0.28397953510284424,0.12777303159236908,0.2512466311454773,0.17558176815509796,0.20341765880584717,0.2536813020706177,0.11254530400037766,0.10320229828357697
use,0.3453877568244934,0.15512630343437195,0.3357410430908203,0.17875637114048004,0.22117964923381805,0.34342584013938904,0.15330731868743896,0.2750902473926544,0.05444320663809776,0.34145063161849976,0.20533977448940277,0.17183996737003326,0.2715643048286438,0.12880440056324005,0.32795652747154236
in,0.30808621644973755,0.2493300437927246,0.5394441485404968,0.35149815678596497,0.4374977946281433,0.6662389636039734,0.25297805666923523,0.5696388483047485,0.12181311845779419,0.4954058527946472,0.3758552670478821,0.24497881531715393,1.0,0.2310326248407364,0.20430970191955566
the,0.42745697498321533,0.23846197128295898,0.5823672413825989,0.407527357339859,0.457212895154953,1.0,0.29742059111595154,0.733189046382904,0.18942053616046906,0.5171257257461548,0.3845241069793701,0.2026284784078598,0.6662389636039734,0.22828452289104462,0.22068053483963013
united,0.20036718249320984,0.19284281134605408,0.22408509254455566,0.21170265972614288,0.2064037322998047,0.34367692470550537,0.14714299142360687,0.3187655806541443,0.1706741899251938,0.28213179111480713,0.3118351995944977,0.18280106782913208,0.3938477039337158,0.2476409673690796,0.17266890406608582
states,0.21526020765304565,0.17393819987773895,0.21939043700695038,0.24650995433330536,0.19903600215911865,0.3463578522205353,0.1619761437177658,0.30884552001953125,0.14264529943466187,0.2974761426448822,0.2868576645851135,0.20512865483760834,0.3977442979812622,0.2249263972043991,0.16272737085819244
",",0.3087472915649414,0.2707274258136749,0.4691906273365021,0.2678719460964203,0.38314947485923767,0.4933079481124878,0.2347419112920761,0.4946078956127167,0.11708971112966537,0.6633074283599854,0.36073189973831177,0.22823314368724823,0.5201468467712402,0.2438405156135559,0.31091248989105225
beginning,0.3351518511772156,0.17424948513507843,0.2446223646402359,0.255654513835907,0.3329997658729553,0.49622642993927,0.14646810293197632,0.36558160185813904,0.18223384022712708,0.2640784680843353,0.2606152296066284,0.17493566870689392,0.3787442147731781,0.20315107703208923,0.19413669407367706
in,0.30808621644973755,0.2493300437927246,0.5394441485404968,0.35149815678596497,0.4374977946281433,0.6662389636039734,0.25297805666923523,0.5696388483047485,0.12181311845779419,0.4954058527946472,0.3758552670478821,0.24497881531715393,1.0,0.2310326248407364,0.20430970191955566
1769,0.10944988578557968,0.10728291422128677,0.13972227275371552,0.09825025498867035,0.09834468364715576,0.1880301684141159,0.038033097982406616,0.1645035445690155,-0.0308699831366539,0.1817518025636673,0.05530970171093941,0.066252700984478,0.1427137702703476,0.1151871308684349,0.1290908008813858
.,0.3567904531955719,0.28898224234580994,0.4569662809371948,0.28226932883262634,0.4549728035926819,0.5934505462646484,0.2126809060573578,0.5352458953857422,0.13960666954517365,0.588965117931366,0.35031336545944214,0.22065025568008423,0.5591574311256409,0.23787328600883484,0.4130953550338745
