,in,what,year,did,the,fcc,begin,an,investigation,in,to,the,operation,of,radio,networks,in,america
on,0.46853652596473694,0.34226128458976746,0.27628999948501587,0.2670976221561432,0.5107308030128479,0.2287844568490982,0.2630721628665924,0.3192969560623169,0.2780320346355438,0.46853652596473694,0.41031414270401,0.5107308030128479,0.2553090453147888,0.3966929316520691,0.2590620815753937,0.26789405941963196,0.46853652596473694,0.24962958693504333
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.24932202696800232,0.34293439984321594,0.4207492768764496,0.2993324100971222,0.6662389636039734,0.535392165184021,1.0,0.2985492944717407,0.733189046382904,0.23511973023414612,0.24705806374549866,0.6662389636039734,0.37090015411376953
broadcasting,0.27609771490097046,0.18499015271663666,0.19386760890483856,0.12097854167222977,0.29916465282440186,0.46450820565223694,0.19632068276405334,0.20089168846607208,0.26301050186157227,0.27609771490097046,0.23729375004768372,0.29916465282440186,0.2565793991088867,0.25924646854400635,0.6471590995788574,0.5455231666564941,0.27609771490097046,0.2642395496368408
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.733189046382904,0.16839106380939484,0.24830074608325958,0.32280945777893066,0.23923081159591675,0.5696388483047485,0.41548454761505127,0.733189046382904,0.259731262922287,1.0,0.16079017519950867,0.17763681709766388,0.5696388483047485,0.28803038597106934
network,0.19496823847293854,0.16917307674884796,0.1478661298751831,0.08572790026664734,0.27187061309814453,0.3675209581851959,0.12046536803245544,0.22587502002716064,0.24057795107364655,0.19496823847293854,0.25940340757369995,0.27187061309814453,0.2817113995552063,0.21800683438777924,0.3433379530906677,0.8756695985794067,0.19496823847293854,0.2160404473543167
radio,0.22625693678855896,0.16863368451595306,0.08681962639093399,0.16486462950706482,0.23511973023414612,0.29589203000068665,0.10262531787157059,0.2141112983226776,0.1997741311788559,0.22625693678855896,0.16918617486953735,0.23511973023414612,0.15074777603149414,0.16079017519950867,0.9999999403953552,0.35456371307373047,0.22625693678855896,0.18978674709796906
programs,0.2276356965303421,0.23178155720233917,0.1516295224428177,0.2038959413766861,0.21757709980010986,0.39183279871940613,0.14375528693199158,0.2300964742898941,0.25136300921440125,0.2276356965303421,0.23389451205730438,0.21757709980010986,0.2785376310348511,0.18037469685077667,0.33709728717803955,0.47337809205055237,0.2276356965303421,0.17440806329250336
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.134840726852417,0.2903634011745453,0.2605783939361572,0.25384989380836487,1.0,0.45010748505592346,0.6662389636039734,0.26394933462142944,0.5696388483047485,0.22625693678855896,0.17525765299797058,1.0,0.3098583221435547
1940,-0.2688147723674774,-0.07308361679315567,-0.25402167439460754,-0.09413858503103256,-0.22581081092357635,-0.17846561968326569,-0.14990265667438507,-0.11422011256217957,-0.037700802087783813,-0.2688147723674774,-0.14920617640018463,-0.22581081092357635,-0.10489585995674133,-0.15520741045475006,-0.07467680424451828,-0.17440146207809448,-0.2688147723674774,-0.113526850938797
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.1972244679927826,0.24827922880649567,0.3581749200820923,0.26891666650772095,0.5591574311256409,0.4645031690597534,0.5934505462646484,0.21765126287937164,0.5352458953857422,0.20650681853294373,0.24027101695537567,0.5591574311256409,0.29180291295051575
