,what,is,the,name,of,the,commuter,rail,system,?
metrolink,0.19907614588737488,0.2045547068119049,0.2363423854112625,0.21556717157363892,0.20213423669338226,0.2363423854112625,0.5229291319847107,0.4707004129886627,0.29529649019241333,0.23666714131832123
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.23486238718032837,0.19919529557228088,0.18439900875091553,0.31091248989105225
run,0.2294815480709076,0.20717166364192963,0.27883726358413696,0.12229572981595993,0.2272813767194748,0.27883726358413696,0.32773157954216003,0.25068843364715576,0.23948153853416443,0.17904110252857208
out,0.3633197546005249,0.2817855477333069,0.39404502511024475,0.18450941145420074,0.34176841378211975,0.39404502511024475,0.14212891459465027,0.132656529545784,0.26074373722076416,0.22020699083805084
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.2123846858739853,0.18577207624912262,0.25597915053367615,0.1826142966747284
downtown,0.1348404437303543,0.21999821066856384,0.2602716088294983,0.09688074886798859,0.21455974876880646,0.2602716088294983,0.46617740392684937,0.2989347279071808,0.1815277487039566,0.15638743340969086
los,0.12322991341352463,0.17008589208126068,0.2502395510673523,0.06927964091300964,0.17343297600746155,0.2502395510673523,0.21283520758152008,0.1079663336277008,0.07761326432228088,0.15495611727237701
angeles,0.10702074319124222,0.1558004766702652,0.24588194489479065,0.06431342661380768,0.16643567383289337,0.24588194489479065,0.2162894606590271,0.11246203631162643,0.0790518969297409,0.16139166057109833
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.23486238718032837,0.19919529557228088,0.18439900875091553,0.31091248989105225
connecting,0.2097303718328476,0.2947237491607666,0.36355212330818176,0.1435028463602066,0.3161858916282654,0.36355212330818176,0.4089195132255554,0.38591453433036804,0.24429285526275635,0.0780353918671608
los,0.12322991341352463,0.17008589208126068,0.2502395510673523,0.06927964091300964,0.17343297600746155,0.2502395510673523,0.21283520758152008,0.1079663336277008,0.07761326432228088,0.15495611727237701
angeles,0.10702074319124222,0.1558004766702652,0.24588194489479065,0.06431342661380768,0.16643567383289337,0.24588194489479065,0.2162894606590271,0.11246203631162643,0.0790518969297409,0.16139166057109833
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.23486238718032837,0.19919529557228088,0.18439900875091553,0.31091248989105225
ventura,0.11129087954759598,0.17684566974639893,0.2383604198694229,0.16547392308712006,0.19724847376346588,0.2383604198694229,0.25019779801368713,0.166654571890831,0.12600316107273102,0.10329297184944153
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.23486238718032837,0.19919529557228088,0.18439900875091553,0.31091248989105225
san,0.19375550746917725,0.1594623327255249,0.2858080565929413,0.14419548213481903,0.25237205624580383,0.2858080565929413,0.22728049755096436,0.10011350363492966,0.17023347318172455,0.10952327400445938
bernardino,0.09213948994874954,0.2006608545780182,0.2722903788089752,0.12842392921447754,0.26093193888664246,0.2722903788089752,0.2740589678287506,0.1990109235048294,0.11410443484783173,0.11443846672773361
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.23486238718032837,0.19919529557228088,0.18439900875091553,0.31091248989105225
riverside,0.1112799271941185,0.19612395763397217,0.27102717757225037,0.15203066170215607,0.2871353030204773,0.27102717757225037,0.33346128463745117,0.24258141219615936,0.1338859647512436,0.10042606294155121
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.23486238718032837,0.19919529557228088,0.18439900875091553,0.31091248989105225
orange,0.18341036140918732,0.20677390694618225,0.20814983546733856,0.15856125950813293,0.2509242296218872,0.20814983546733856,0.11754235625267029,0.1512511968612671,0.05734306946396828,0.1066059097647667
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.23486238718032837,0.19919529557228088,0.18439900875091553,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.21880397200584412,0.2157215178012848,0.231138214468956,0.20544172823429108
san,0.19375550746917725,0.1594623327255249,0.2858080565929413,0.14419548213481903,0.25237205624580383,0.2858080565929413,0.22728049755096436,0.10011350363492966,0.17023347318172455,0.10952327400445938
diego,0.16958405077457428,0.1608497053384781,0.20885010063648224,0.07785920798778534,0.1941702961921692,0.20885010063648224,0.1432144194841385,0.06877277046442032,0.1550801396369934,0.11438121646642685
counties,0.18263769149780273,0.19452480971813202,0.23370873928070068,0.19470073282718658,0.2559657096862793,0.23370873928070068,0.3158518970012665,0.25499317049980164,0.1912226378917694,0.09521792083978653
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.17897967994213104,0.41827285289764404,0.4223487675189972,0.1795201599597931,0.17045141756534576,0.14296101033687592,0.2433311939239502
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.22020839154720306,0.2306264042854309,0.3233085572719574,0.22068053483963013
other,0.341873437166214,0.25895947217941284,0.44152235984802246,0.20388714969158173,0.38583824038505554,0.44152235984802246,0.21028003096580505,0.16386471688747406,0.20899327099323273,0.24682199954986572
line,0.2245367169380188,0.19879867136478424,0.29789501428604126,0.08204856514930725,0.23765452206134796,0.29789501428604126,0.38662511110305786,0.36632755398750305,0.1988029032945633,0.16271452605724335
connecting,0.2097303718328476,0.2947237491607666,0.36355212330818176,0.1435028463602066,0.3161858916282654,0.36355212330818176,0.4089195132255554,0.38591453433036804,0.24429285526275635,0.0780353918671608
san,0.19375550746917725,0.1594623327255249,0.2858080565929413,0.14419548213481903,0.25237205624580383,0.2858080565929413,0.22728049755096436,0.10011350363492966,0.17023347318172455,0.10952327400445938
bernardino,0.09213948994874954,0.2006608545780182,0.2722903788089752,0.12842392921447754,0.26093193888664246,0.2722903788089752,0.2740589678287506,0.1990109235048294,0.11410443484783173,0.11443846672773361
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.23486238718032837,0.19919529557228088,0.18439900875091553,0.31091248989105225
riverside,0.1112799271941185,0.19612395763397217,0.27102717757225037,0.15203066170215607,0.2871353030204773,0.27102717757225037,0.33346128463745117,0.24258141219615936,0.1338859647512436,0.10042606294155121
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.23486238718032837,0.19919529557228088,0.18439900875091553,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.21880397200584412,0.2157215178012848,0.231138214468956,0.20544172823429108
orange,0.18341036140918732,0.20677390694618225,0.20814983546733856,0.15856125950813293,0.2509242296218872,0.20814983546733856,0.11754235625267029,0.1512511968612671,0.05734306946396828,0.1066059097647667
counties,0.18263769149780273,0.19452480971813202,0.23370873928070068,0.19470073282718658,0.2559657096862793,0.23370873928070068,0.3158518970012665,0.25499317049980164,0.1912226378917694,0.09521792083978653
directly,0.3618607521057129,0.2819631099700928,0.4502958655357361,0.18786214292049408,0.2998887896537781,0.4502958655357361,0.1997992843389511,0.24054881930351257,0.30103757977485657,0.2187996357679367
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.20067328214645386,0.1775164008140564,0.2277725487947464,0.4130953550338745
