,what,new,medical,drama,helped,abc,jump,to,second,place,in,the,ratings,during,the,2004-2005,season,?
as,0.31749409437179565,0.24585270881652832,0.20822733640670776,0.21959319710731506,0.18649764358997345,0.2286096066236496,0.19565117359161377,0.42092081904411316,0.25569814443588257,0.24125029146671295,0.3887844979763031,0.48381632566452026,0.17184753715991974,0.29671990871429443,0.48381632566452026,-0.0544448047876358,0.22911055386066437,0.27043893933296204
reality,0.3121267557144165,0.19601750373840332,0.15386797487735748,0.38113343715667725,0.08556030690670013,0.34172865748405457,0.22160471975803375,0.2105104625225067,0.13627499341964722,0.22247877717018127,0.22399139404296875,0.2677460014820099,0.2831805944442749,0.21378450095653534,0.2677460014820099,0.006585344206541777,0.27555784583091736,0.20780257880687714
series,0.17328087985515594,0.19748656451702118,0.13149501383304596,0.42834165692329407,0.17904339730739594,0.38518208265304565,0.21083058416843414,0.19879554212093353,0.24665457010269165,0.2569548487663269,0.2914260923862457,0.31376904249191284,0.34094566106796265,0.25247013568878174,0.31376904249191284,0.15033452212810516,0.37080681324005127,0.1709602326154709
dancing,0.18544654548168182,0.15826109051704407,0.10405593365430832,0.34410256147384644,0.08002001792192459,0.20837853848934174,0.2745518684387207,0.19985643029212952,0.14462125301361084,0.18503718078136444,0.21965503692626953,0.2391328066587448,0.18227337300777435,0.22625483572483063,0.2391328066587448,-0.057787347584962845,0.24253115057945251,0.1501135528087616
with,0.2464839518070221,0.24325589835643768,0.20946542918682098,0.1572226583957672,0.24667875468730927,0.17432008683681488,0.17235073447227478,0.4239959120750427,0.272382527589798,0.18794342875480652,0.4080928862094879,0.4223487675189972,0.17475707828998566,0.28545209765434265,0.4223487675189972,-0.06913746893405914,0.26700887084007263,0.2433311939239502
the,0.42745697498321533,0.3845241069793701,0.2398311346769333,0.2408958077430725,0.3108886480331421,0.2068762183189392,0.17026731371879578,0.535392165184021,0.4620301127433777,0.4179787337779999,0.6662389636039734,1.0,0.23356813192367554,0.4838213622570038,1.0,0.053416553884744644,0.2507155239582062,0.22068053483963013
stars,0.11062070727348328,0.10513457655906677,0.1213420182466507,0.286857545375824,0.18615444004535675,0.19762872159481049,0.13203687965869904,0.15924187004566193,0.16086120903491974,0.09251084923744202,0.1678689420223236,0.21492059528827667,0.2689535319805145,0.12357458472251892,0.21492059528827667,0.027166539803147316,0.22516034543514252,0.08345213532447815
",",0.3087472915649414,0.36073189973831177,0.2597777843475342,0.240437850356102,0.2661169171333313,0.2097204476594925,0.2566121518611908,0.44245919585227966,0.29927265644073486,0.34068408608436584,0.5201468467712402,0.4933079481124878,0.21650241315364838,0.3225448727607727,0.4933079481124878,0.0033597431611269712,0.2232367992401123,0.31091248989105225
which,0.5261979103088379,0.33739399909973145,0.22388780117034912,0.20834355056285858,0.205768883228302,0.1991286277770996,0.2031717747449875,0.5345056653022766,0.336174339056015,0.31738516688346863,0.4840516746044159,0.6521818041801453,0.2222868949174881,0.3590145409107208,0.6521818041801453,-0.07490972429513931,0.20103639364242554,0.25814583897590637
helped,0.1926339715719223,0.27500712871551514,0.19150564074516296,0.1428687572479248,1.0000001192092896,0.0955943837761879,0.1484675109386444,0.42226478457450867,0.18249276280403137,0.15725088119506836,0.304380863904953,0.3108886480331421,0.09727013111114502,0.3647162616252899,0.3108886480331421,0.013137399218976498,0.09724201261997223,0.16572049260139465
abc,0.1317344456911087,0.20663127303123474,0.12381165474653244,0.34600868821144104,0.0955943837761879,1.0000001192092896,0.1482686847448349,0.1762417107820511,0.18225866556167603,0.13112665712833405,0.1697147786617279,0.2068762183189392,0.2876999080181122,0.18870772421360016,0.2068762183189392,0.08089414983987808,0.29887476563453674,0.19065172970294952
rise,0.23887591063976288,0.1861732006072998,0.06471850723028183,0.18172010779380798,0.16884499788284302,0.07069945335388184,0.17432744801044464,0.23256368935108185,0.21475636959075928,0.16303138434886932,0.1934409737586975,0.3404741883277893,0.19048632681369781,0.1958993524312973,0.3404741883277893,0.01043340191245079,0.132683664560318,0.10799103230237961
to,0.455847829580307,0.33159172534942627,0.2909846603870392,0.20368042588233948,0.42226478457450867,0.1762417107820511,0.2180510014295578,1.0,0.3098561465740204,0.3346366882324219,0.45010748505592346,0.535392165184021,0.23899689316749573,0.2828781306743622,0.535392165184021,-0.1400662213563919,0.22382742166519165,0.29463258385658264
second,0.19948028028011322,0.2587158977985382,0.1650284379720688,0.12234723567962646,0.18249276280403137,0.18225866556167603,0.153315469622612,0.3098561465740204,1.0,0.29261162877082825,0.34510284662246704,0.4620301127433777,0.14679351449012756,0.3398754596710205,0.4620301127433777,0.0839344784617424,0.2726087272167206,0.17239587008953094
place,0.2689766585826874,0.21395187079906464,0.16613198816776276,0.1667623370885849,0.15725088119506836,0.13112665712833405,0.23889556527137756,0.3346366882324219,0.29261162877082825,1.0,0.38128477334976196,0.4179787337779999,0.18893598020076752,0.3239164352416992,0.4179787337779999,-0.007965411059558392,0.2505936920642853,0.2455766350030899
",",0.3087472915649414,0.36073189973831177,0.2597777843475342,0.240437850356102,0.2661169171333313,0.2097204476594925,0.2566121518611908,0.44245919585227966,0.29927265644073486,0.34068408608436584,0.5201468467712402,0.4933079481124878,0.21650241315364838,0.3225448727607727,0.4933079481124878,0.0033597431611269712,0.2232367992401123,0.31091248989105225
jumping,0.20202851295471191,0.15026065707206726,0.08727646619081497,0.13572654128074646,0.15878711640834808,0.1492335945367813,0.6729565262794495,0.2025495022535324,0.12737557291984558,0.16037271916866302,0.18943114578723907,0.21105395257472992,0.17256075143814087,0.16118033230304718,0.21105395257472992,-0.04918992891907692,0.10147526860237122,0.18901002407073975
ahead,0.2410549521446228,0.19313375651836395,0.15294654667377472,0.1556449830532074,0.16652755439281464,0.07904794067144394,0.22268784046173096,0.2864089906215668,0.22113332152366638,0.2759244740009308,0.136928990483284,0.21450060606002808,0.14272435009479523,0.1293945014476776,0.21450060606002808,-0.1160847619175911,0.12647494673728943,0.2496778815984726
of,0.33290785551071167,0.343457967042923,0.2826511859893799,0.18793216347694397,0.26548290252685547,0.14607268571853638,0.12068648636341095,0.41548454761505127,0.353416383266449,0.2685627043247223,0.5696388483047485,0.733189046382904,0.15600527822971344,0.3869180977344513,0.733189046382904,0.04148903861641884,0.1598338931798935,0.1826142966747284
cbs,0.1950361132621765,0.17091993987560272,0.1260244995355606,0.31004154682159424,0.13948938250541687,0.636570394039154,0.11727149039506912,0.16981691122055054,0.1601424217224121,0.08337215334177017,0.17584392428398132,0.2283918708562851,0.3393882215023041,0.25509363412857056,0.2283918708562851,0.14917440712451935,0.3174813985824585,0.14594407379627228
",",0.3087472915649414,0.36073189973831177,0.2597777843475342,0.240437850356102,0.2661169171333313,0.2097204476594925,0.2566121518611908,0.44245919585227966,0.29927265644073486,0.34068408608436584,0.5201468467712402,0.4933079481124878,0.21650241315364838,0.3225448727607727,0.4933079481124878,0.0033597431611269712,0.2232367992401123,0.31091248989105225
but,0.5029441118240356,0.2431885451078415,0.2562651038169861,0.1832655817270279,0.22539812326431274,0.11702752858400345,0.2667376697063446,0.5542377829551697,0.3184681534767151,0.34978118538856506,0.48674455285072327,0.4859698414802551,0.22133272886276245,0.3328759968280792,0.4859698414802551,-0.12668511271476746,0.2349797487258911,0.27921953797340393
behind,0.1959938108921051,0.16018250584602356,0.15663930773735046,0.15955810248851776,0.22675910592079163,0.13531123101711273,0.1656056046485901,0.2780356705188751,0.3028007745742798,0.3226894736289978,0.3174246549606323,0.38928431272506714,0.11307032406330109,0.23074015974998474,0.38928431272506714,0.014054078608751297,0.2594139873981476,0.19274599850177765
a,0.3320399522781372,0.3214259147644043,0.20945803821086884,0.252153217792511,0.24550430476665497,0.21331243216991425,0.23736470937728882,0.45503583550453186,0.3655064105987549,0.3079278767108917,0.539380669593811,0.5829201340675354,0.1921599805355072,0.30341604351997375,0.5829201340675354,-0.09536026418209076,0.1855505406856537,0.23916715383529663
surging,0.17849953472614288,0.17867714166641235,0.3986077904701233,0.21882934868335724,0.2416742444038391,0.1109599769115448,0.21078749001026154,0.28017884492874146,0.10010179132223129,0.16534456610679626,0.2192213386297226,0.29450201988220215,0.19630569219589233,0.2609909772872925,0.29450201988220215,-0.1807965636253357,0.12247369438409805,0.11535433679819107
fox,0.16651637852191925,0.13097921013832092,0.06906749308109283,0.22606126964092255,0.10742015391588211,0.4152262508869171,0.19989748299121857,0.2072722166776657,0.11410291492938995,0.10277561843395233,0.22528515756130219,0.24760441482067108,0.23042131960391998,0.1817074865102768,0.24760441482067108,0.15849147737026215,0.2668509781360626,0.1670110523700714
.,0.3567904531955719,0.35031336545944214,0.21294285356998444,0.2663460075855255,0.25779226422309875,0.2567209303379059,0.22557707130908966,0.4645031690597534,0.346034437417984,0.2844318151473999,0.5591574311256409,0.5934505462646484,0.2822798490524292,0.3485563397407532,0.5934505462646484,0.006155881565064192,0.24674734473228455,0.4130953550338745
