,what,were,x.25,and,frame,relay,used,for
provide,0.27049049735069275,0.20425377786159515,0.09552640467882156,0.32960009574890137,0.26607438921928406,0.23334933817386627,0.366753488779068,0.42299434542655945
connection-oriented,0.2489452064037323,0.21198605000972748,0.08164096623659134,0.2951743006706238,0.22275884449481964,0.3639209568500519,0.3410237729549408,0.23514306545257568
operations,0.1829104721546173,0.19154588878154755,0.1742544323205948,0.283679723739624,0.045690618455410004,0.23107105493545532,0.2581196129322052,0.27237167954444885
.,0.3567904531955719,0.3378238379955292,0.08462481200695038,0.588965117931366,0.21271292865276337,0.21066129207611084,0.33111312985420227,0.4726039469242096
,what,were,x.25,and,frame,relay,used,for
it,0.45803478360176086,0.25487732887268066,0.12669752538204193,0.40957894921302795,0.15628664195537567,0.25269579887390137,0.3575260639190674,0.32171204686164856
was,0.22111038863658905,0.590133786201477,0.03781469911336899,0.3740963041782379,0.15633782744407654,0.20443768799304962,0.23679393529891968,0.3863949179649353
widely,0.22598060965538025,0.23510098457336426,0.03051583282649517,0.2914178967475891,0.1263013333082199,0.15826867520809174,0.4331974387168884,0.30380240082740784
used,0.27546408772468567,0.27636459469795227,0.039583735167980194,0.3150506615638733,0.21946851909160614,0.23387886583805084,0.9999998807907104,0.4236139953136444
at,0.2838611304759979,0.2947486639022827,0.08606226742267609,0.3571503460407257,0.12411428242921829,0.29458582401275635,0.22295412421226501,0.34237727522850037
the,0.42745697498321533,0.3906462490558624,0.16611021757125854,0.5171257257461548,0.1209321841597557,0.27304568886756897,0.3718377649784088,0.4739971458911896
uni,0.21406665444374084,0.09904113411903381,0.08532735705375671,0.12285106629133224,0.03403480723500252,0.12299211323261261,0.1344578117132187,0.09033360332250595
for,0.3017193675041199,0.33592689037323,0.09247758984565735,0.5064792633056641,0.23156283795833588,0.21421201527118683,0.4236139953136444,0.9999999403953552
packet,0.2392171323299408,0.13484792411327362,0.135239839553833,0.22431595623493195,0.26453906297683716,0.27242711186408997,0.3140581250190735,0.2710157036781311
switching,0.24737738072872162,0.15807558596134186,0.005704601760953665,0.24014128744602203,0.25817039608955383,0.35286858677864075,0.360103577375412,0.29707083106040955
networks,0.18279550969600677,0.18279117345809937,0.13546757400035858,0.27532249689102173,0.16870182752609253,0.3766184449195862,0.2785648703575134,0.2421427071094513
during,0.24137552082538605,0.4064035415649414,0.13551999628543854,0.36462149024009705,0.060860950499773026,0.19337767362594604,0.2677379846572876,0.3448435664176941
the,0.42745697498321533,0.3906462490558624,0.16611021757125854,0.5171257257461548,0.1209321841597557,0.27304568886756897,0.3718377649784088,0.4739971458911896
1980s,-0.06585196405649185,0.06487607210874557,-0.006039328407496214,0.016964120790362358,0.15317301452159882,0.022629810497164726,0.18456844985485077,0.01433656644076109
and,0.31309178471565247,0.42175528407096863,0.09234233945608139,1.0,0.20931656658649445,0.22042112052440643,0.3150506615638733,0.5064792633056641
early,0.2454567849636078,0.39198037981987,0.014400103129446507,0.29847630858421326,0.13586653769016266,0.17062829434871674,0.24876713752746582,0.2892865538597107
1990s,0.05660831928253174,-0.03965895250439644,-0.07514868676662445,-0.1066596508026123,-0.1819414645433426,-0.02278301864862442,-0.005680206697434187,0.0328381322324276
",",0.3087472915649414,0.36755475401878357,0.11203207075595856,0.6633074283599854,0.15437807142734528,0.25584784150123596,0.3120402991771698,0.4464869201183319
to,0.455847829580307,0.31913647055625916,0.10491752624511719,0.48971283435821533,0.1800948828458786,0.28170013427734375,0.40058770775794983,0.4451248347759247
provide,0.27049049735069275,0.20425377786159515,0.09552640467882156,0.32960009574890137,0.26607438921928406,0.23334933817386627,0.366753488779068,0.42299434542655945
a,0.3320399522781372,0.17203083634376526,0.1218629851937294,0.3739250600337982,0.20500081777572632,0.21075297892093658,0.3864384889602661,0.44038116931915283
standardized,0.22466516494750977,0.2223888784646988,-0.020614059641957283,0.2532564401626587,0.23647980391979218,0.26903602480888367,0.42867687344551086,0.3441481590270996
interface,0.24331238865852356,0.09286073595285416,0.07551629841327667,0.22170387208461761,0.2566165328025818,0.3540612757205963,0.2685967981815338,0.21998536586761475
into,0.2180619090795517,0.2657007873058319,0.13375452160835266,0.36597734689712524,0.16433796286582947,0.12474030256271362,0.21789848804473877,0.231735959649086
and,0.31309178471565247,0.42175528407096863,0.09234233945608139,1.0,0.20931656658649445,0.22042112052440643,0.3150506615638733,0.5064792633056641
out,0.3633197546005249,0.3354760408401489,0.14497055113315582,0.3881998062133789,0.13459055125713348,0.19429703056812286,0.2197798490524292,0.3312093913555145
of,0.33290785551071167,0.34038281440734863,0.12254032492637634,0.5116966962814331,0.13750196993350983,0.19219422340393066,0.3075267970561981,0.4185989499092102
packet,0.2392171323299408,0.13484792411327362,0.135239839553833,0.22431595623493195,0.26453906297683716,0.27242711186408997,0.3140581250190735,0.2710157036781311
networks,0.18279550969600677,0.18279117345809937,0.13546757400035858,0.27532249689102173,0.16870182752609253,0.3766184449195862,0.2785648703575134,0.2421427071094513
.,0.3567904531955719,0.3378238379955292,0.08462481200695038,0.588965117931366,0.21271292865276337,0.21066129207611084,0.33111312985420227,0.4726039469242096
