,when,was,the,palace,on,the,water,rebuilt,?
),0.2538422644138336,0.3267642855644226,0.3456730246543884,0.18446725606918335,0.29937487840652466,0.3456730246543884,0.18243473768234253,0.14401619136333466,0.42300865054130554
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.21039699018001556,0.49257001280784607,0.5934505462646484,0.26634910702705383,0.23174916207790375,0.4130953550338745
,when,was,the,palace,on,the,water,rebuilt,?
one,0.38307374715805054,0.3752199709415436,0.5514441132545471,0.1791905015707016,0.3601475656032562,0.5514441132545471,0.2267422080039978,0.16905757784843445,0.2673267424106598
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.223849356174469,0.3966929316520691,0.733189046382904,0.2741255462169647,0.19431622326374054,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,1.0,0.25955939292907715,0.5107308030128479,1.0,0.297396719455719,0.30831199884414673,0.22068053483963013
best,0.15734568238258362,0.2817839980125427,0.3134109377861023,0.0951622799038887,0.2090703696012497,0.3134109377861023,0.11923742294311523,0.14523537456989288,0.2799045741558075
examples,0.2518409192562103,0.07216602563858032,0.30092597007751465,0.0955294519662857,0.20380041003227234,0.30092597007751465,0.2356073260307312,0.13345655798912048,0.19976599514484406
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.223849356174469,0.3966929316520691,0.733189046382904,0.2741255462169647,0.19431622326374054,0.1826142966747284
this,0.4959332048892975,0.3638818562030792,0.6274310946464539,0.18295051157474518,0.4193967580795288,0.6274310946464539,0.29743993282318115,0.22587116062641144,0.3155723512172699
architecture,0.13571539521217346,0.2264874130487442,0.24488379061222076,0.2988702058792114,0.1650944948196411,0.24488379061222076,0.11292294412851334,0.36335328221321106,0.14343059062957764
are,0.29873907566070557,0.3076191842556,0.40399202704429626,0.09508481621742249,0.268924742937088,0.40399202704429626,0.26855918765068054,0.0718512237071991,0.24591213464736938
krasiński,0.10807769000530243,0.24050942063331604,0.18576538562774658,0.22028754651546478,0.16979950666427612,0.18576538562774658,0.14809679985046387,0.1304544061422348,0.23454974591732025
palace,0.169320210814476,0.22858285903930664,0.25955939292907715,0.9999999403953552,0.13724961876869202,0.25955939292907715,0.12431920319795609,0.35920965671539307,0.14965219795703888
(,0.2459595799446106,0.2980341613292694,0.33289089798927307,0.17869748175144196,0.28656116127967834,0.33289089798927307,0.16755586862564087,0.15151149034500122,0.40561532974243164
1677–1683,0.06661238521337509,0.02852027676999569,0.0930902436375618,0.06817081570625305,-0.014944667927920818,0.0930902436375618,0.08307541161775589,0.12791496515274048,0.04780387133359909
),0.2538422644138336,0.3267642855644226,0.3456730246543884,0.18446725606918335,0.29937487840652466,0.3456730246543884,0.18243473768234253,0.14401619136333466,0.42300865054130554
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.2317083179950714,0.49057599902153015,0.4933079481124878,0.26706066727638245,0.205765500664711,0.31091248989105225
wilanów,0.1509275883436203,0.2743436098098755,0.33461812138557434,0.2747112512588501,0.23904283344745636,0.33461812138557434,0.20485195517539978,0.21867847442626953,0.2775890827178955
palace,0.169320210814476,0.22858285903930664,0.25955939292907715,0.9999999403953552,0.13724961876869202,0.25955939292907715,0.12431920319795609,0.35920965671539307,0.14965219795703888
(,0.2459595799446106,0.2980341613292694,0.33289089798927307,0.17869748175144196,0.28656116127967834,0.33289089798927307,0.16755586862564087,0.15151149034500122,0.40561532974243164
1677–1696,0.12179331481456757,0.14975428581237793,0.20985910296440125,0.20037095248699188,0.04374275729060173,0.20985910296440125,0.056635383516550064,0.2384098470211029,0.03421530872583389
),0.2538422644138336,0.3267642855644226,0.3456730246543884,0.18446725606918335,0.29937487840652466,0.3456730246543884,0.18243473768234253,0.14401619136333466,0.42300865054130554
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.20294713973999023,0.4077630043029785,0.5171257257461548,0.3054247498512268,0.22822636365890503,0.20544172823429108
st.,0.1389591246843338,0.17142929136753082,0.18141359090805054,0.215615376830101,0.19196833670139313,0.18141359090805054,0.1522582322359085,0.11951582133769989,0.13592876493930817
kazimierz,0.07534323632717133,0.27415603399276733,0.15035074949264526,0.18891695141792297,0.1595068722963333,0.15035074949264526,0.024358661845326424,0.140747532248497,0.20410548150539398
church,0.20053261518478394,0.24960921704769135,0.23846197128295898,0.24142658710479736,0.1726921796798706,0.23846197128295898,0.15648595988750458,0.32232555747032166,0.18081501126289368
(,0.2459595799446106,0.2980341613292694,0.33289089798927307,0.17869748175144196,0.28656116127967834,0.33289089798927307,0.16755586862564087,0.15151149034500122,0.40561532974243164
1688–1692,0.021799588575959206,0.062383104115724564,0.16984157264232635,0.16406628489494324,0.07688536494970322,0.16984157264232635,0.09050075709819794,0.20563840866088867,-0.019165651872754097
),0.2538422644138336,0.3267642855644226,0.3456730246543884,0.18446725606918335,0.29937487840652466,0.3456730246543884,0.18243473768234253,0.14401619136333466,0.42300865054130554
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.21039699018001556,0.49257001280784607,0.5934505462646484,0.26634910702705383,0.23174916207790375,0.4130953550338745
