,what,is,the,proto-germanic,adaptation,of,the,name,of,the,rhine,?
rhin,0.15439370274543762,0.2761684060096741,0.34496304392814636,0.36643359065055847,0.1855001598596573,0.2961278259754181,0.34496304392814636,0.2083192765712738,0.2961278259754181,0.34496304392814636,0.7436901330947876,0.16895344853401184
is,0.28837618231773376,1.0,0.5823672413825989,0.23438391089439392,0.2123592644929886,0.4854315221309662,0.5823672413825989,0.3359788954257965,0.4854315221309662,0.5823672413825989,0.15617261826992035,0.22961433231830597
due,0.15204688906669617,0.24065633118152618,0.22577603161334991,0.1441381871700287,0.14732207357883453,0.2533245384693146,0.22577603161334991,0.12454797327518463,0.2533245384693146,0.22577603161334991,0.12440928816795349,0.10954997688531876
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.29837578535079956,0.15731778740882874,0.41548454761505127,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.1736302673816681,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,1.0,0.3311484754085541,0.2371719926595688,0.733189046382904,1.0,0.3171212375164032,0.733189046382904,1.0,0.30735138058662415,0.22068053483963013
influence,0.2790174186229706,0.19989071786403656,0.3039984107017517,0.292987585067749,0.21467936038970947,0.3608979284763336,0.3039984107017517,0.17677690088748932,0.3608979284763336,0.3039984107017517,0.1753658801317215,0.14200882613658905
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.30954521894454956,0.14920257031917572,1.0,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.2548927664756775,0.1826142966747284
greek,0.14808377623558044,0.22842112183570862,0.23564283549785614,0.38845810294151306,0.14301399886608124,0.2256247103214264,0.23564283549785614,0.26015329360961914,0.2256247103214264,0.23564283549785614,0.14018139243125916,0.11180876195430756
orthography,0.23798006772994995,0.24262379109859467,0.20881643891334534,0.24869601428508759,0.15461471676826477,0.26755934953689575,0.20881643891334534,0.1915094405412674,0.26755934953689575,0.20881643891334534,0.08382247388362885,0.21616482734680176
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2562315762042999,0.20935222506523132,0.4946078956127167,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.167837992310524,0.31091248989105225
while,0.35511791706085205,0.2713196575641632,0.39804592728614807,0.26401230692863464,0.09884228557348251,0.3366928696632385,0.39804592728614807,0.1396448314189911,0.3366928696632385,0.39804592728614807,0.13762977719306946,0.21076419949531555
the,0.42745697498321533,0.5823672413825989,1.0,0.3311484754085541,0.2371719926595688,0.733189046382904,1.0,0.3171212375164032,0.733189046382904,1.0,0.30735138058662415,0.22068053483963013
vocalisation,0.24808937311172485,0.22951136529445648,0.2970617115497589,0.33960309624671936,0.24347540736198425,0.23434191942214966,0.2970617115497589,0.22145484387874603,0.23434191942214966,0.2970617115497589,0.19427615404129028,0.23394854366779327
-i-,0.17242462933063507,0.020425040274858475,0.17976893484592438,0.1378120630979538,0.03084021992981434,0.10374617576599121,0.17976893484592438,-0.038034819066524506,0.10374617576599121,0.17976893484592438,0.11105752736330032,0.12119023501873016
is,0.28837618231773376,1.0,0.5823672413825989,0.23438391089439392,0.2123592644929886,0.4854315221309662,0.5823672413825989,0.3359788954257965,0.4854315221309662,0.5823672413825989,0.15617261826992035,0.22961433231830597
due,0.15204688906669617,0.24065633118152618,0.22577603161334991,0.1441381871700287,0.14732207357883453,0.2533245384693146,0.22577603161334991,0.12454797327518463,0.2533245384693146,0.22577603161334991,0.12440928816795349,0.10954997688531876
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.29837578535079956,0.15731778740882874,0.41548454761505127,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.1736302673816681,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,1.0,0.3311484754085541,0.2371719926595688,0.733189046382904,1.0,0.3171212375164032,0.733189046382904,1.0,0.30735138058662415,0.22068053483963013
proto-germanic,0.26451098918914795,0.23438391089439392,0.3311484754085541,0.9999998807907104,0.18010921776294708,0.30954521894454956,0.3311484754085541,0.2827814221382141,0.30954521894454956,0.3311484754085541,0.43494361639022827,0.20944932103157043
adoption,0.2520635426044464,0.2359195500612259,0.27656617760658264,0.28128722310066223,0.16770943999290466,0.2520056962966919,0.27656617760658264,0.22808490693569183,0.2520056962966919,0.27656617760658264,0.15840929746627808,0.23771828413009644
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.30954521894454956,0.14920257031917572,1.0,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.2548927664756775,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.3311484754085541,0.2371719926595688,0.733189046382904,1.0,0.3171212375164032,0.733189046382904,1.0,0.30735138058662415,0.22068053483963013
gaulish,0.21051912009716034,0.1982312947511673,0.30116724967956543,0.5454537868499756,0.12449169158935547,0.2242293655872345,0.30116724967956543,0.2910001873970032,0.2242293655872345,0.30116724967956543,0.35650089383125305,0.1297006756067276
name,0.18623162806034088,0.3359788954257965,0.3171212375164032,0.2827814221382141,0.18815255165100098,0.24075818061828613,0.3171212375164032,1.0,0.24075818061828613,0.3171212375164032,0.12217257916927338,0.15381577610969543
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.2767738699913025,0.2540149986743927,0.3886612355709076,0.48381632566452026,0.2851914167404175,0.3886612355709076,0.48381632566452026,0.18380387127399445,0.27043893933296204
*rīnaz,0.15815728902816772,0.19722384214401245,0.2245812863111496,0.23563702404499054,0.11016730219125748,0.19130082428455353,0.2245812863111496,0.19735465943813324,0.19130082428455353,0.2245812863111496,0.23536986112594604,0.22434574365615845
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2562315762042999,0.20935222506523132,0.4946078956127167,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.167837992310524,0.31091248989105225
via,0.16736915707588196,0.18325740098953247,0.23979412019252777,0.15582595765590668,0.09109514206647873,0.1293322592973709,0.23979412019252777,0.13969911634922028,0.1293322592973709,0.23979412019252777,0.10537445545196533,0.19443516433238983
old,0.22117848694324493,0.24332627654075623,0.31849798560142517,0.27702850103378296,0.08907636255025864,0.30522194504737854,0.31849798560142517,0.23472236096858978,0.30522194504737854,0.31849798560142517,0.18212221562862396,0.20577076077461243
frankish,0.1821095049381256,0.16241204738616943,0.3168545961380005,0.5325456261634827,0.07968830317258835,0.30483976006507874,0.3168545961380005,0.19949719309806824,0.30483976006507874,0.3168545961380005,0.40046441555023193,0.152495339512825
giving,0.28628480434417725,0.24181054532527924,0.3626074492931366,0.1941416710615158,0.17434783279895782,0.3440891206264496,0.3626074492931366,0.17302481830120087,0.3440891206264496,0.3626074492931366,0.10939128696918488,0.2052922248840332
old,0.22117848694324493,0.24332627654075623,0.31849798560142517,0.27702850103378296,0.08907636255025864,0.30522194504737854,0.31849798560142517,0.23472236096858978,0.30522194504737854,0.31849798560142517,0.18212221562862396,0.20577076077461243
english,0.25060737133026123,0.24613474309444427,0.23982001841068268,0.31895554065704346,0.24913720786571503,0.17198967933654785,0.23982001841068268,0.27055349946022034,0.17198967933654785,0.23982001841068268,0.16806156933307648,0.23251567780971527
rín,0.19725275039672852,0.22478969395160675,0.24690473079681396,0.13545271754264832,0.19212839007377625,0.23929111659526825,0.24690473079681396,0.1601487696170807,0.23929111659526825,0.24690473079681396,0.15122096240520477,0.1986149251461029
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2562315762042999,0.20935222506523132,0.4946078956127167,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.167837992310524,0.31091248989105225
old,0.22117848694324493,0.24332627654075623,0.31849798560142517,0.27702850103378296,0.08907636255025864,0.30522194504737854,0.31849798560142517,0.23472236096858978,0.30522194504737854,0.31849798560142517,0.18212221562862396,0.20577076077461243
high,0.20466077327728271,0.2383800595998764,0.28034812211990356,0.1846102476119995,0.10143441706895828,0.2803038954734802,0.28034812211990356,0.1618267446756363,0.2803038954734802,0.28034812211990356,0.11970903724431992,0.11137914657592773
german,0.1960553526878357,0.19231973588466644,0.256483793258667,0.4525938332080841,0.10331499576568604,0.2122138887643814,0.256483793258667,0.14387056231498718,0.2122138887643814,0.256483793258667,0.49305370450019836,0.13978645205497742
rīn,0.09445355832576752,0.19188092648983002,0.23114950954914093,0.21812887489795685,0.05610698089003563,0.26841387152671814,0.23114950954914093,0.05099182203412056,0.26841387152671814,0.23114950954914093,0.24737611413002014,0.061222050338983536
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2562315762042999,0.20935222506523132,0.4946078956127167,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.167837992310524,0.31091248989105225
dutch,0.1643560230731964,0.12900666892528534,0.1705695390701294,0.30623769760131836,0.09487298876047134,0.14408773183822632,0.1705695390701294,0.16558535397052765,0.14408773183822632,0.1705695390701294,0.31772172451019287,0.1081366017460823
rijn,0.12599071860313416,0.14968563616275787,0.15022686123847961,0.33210405707359314,0.07043265551328659,0.20357760787010193,0.15022686123847961,0.12630204856395721,0.20357760787010193,0.15022686123847961,0.41360682249069214,0.15792600810527802
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.13528218865394592,0.17352277040481567,0.35032153129577637,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.33289089798927307,0.12381801009178162,0.40561532974243164
formerly,0.1585959643125534,0.3130042850971222,0.2854805290699005,0.20896419882774353,0.10043080151081085,0.27187931537628174,0.2854805290699005,0.29912957549095154,0.27187931537628174,0.2854805290699005,0.1298975795507431,0.0843876302242279
also,0.42747777700424194,0.5012649297714233,0.6021018624305725,0.30091655254364014,0.2239152044057846,0.4924938678741455,0.6021018624305725,0.34663957357406616,0.4924938678741455,0.6021018624305725,0.1230347603559494,0.21848613023757935
spelled,0.15883488953113556,0.2914513647556305,0.2190741002559662,0.23727905750274658,0.03110404498875141,0.1807994693517685,0.2190741002559662,0.38674718141555786,0.1807994693517685,0.2190741002559662,0.10277950018644333,0.13924984633922577
rhijn,0.2331310361623764,0.24567444622516632,0.25715991854667664,0.4664474427700043,0.1819131076335907,0.24184046685695648,0.25715991854667664,0.2063145786523819,0.24184046685695648,0.25715991854667664,0.6588083505630493,0.2904971241950989
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.12494266778230667,0.14674295485019684,0.3680361211299896,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.3456730246543884,0.12686386704444885,0.42300865054130554
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.12494266778230667,0.14674295485019684,0.3680361211299896,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.3456730246543884,0.12686386704444885,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24953433871269226,0.2024645209312439,0.5352458953857422,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.2089352011680603,0.4130953550338745
