,higher,rates,of,health,and,social,problems,are,just,two,of,examples,of,effects,from,what,?
lower,0.5770463347434998,0.33435893058776855,0.31757521629333496,0.2023916244506836,0.2802542746067047,0.242025226354599,0.1928171068429947,0.22557412087917328,0.22701701521873474,0.1788208782672882,0.31757521629333496,0.15069344639778137,0.31757521629333496,0.16256918013095856,0.2286408692598343,0.20079238712787628,0.08471795171499252
level,0.46231552958488464,0.3301304876804352,0.23504668474197388,0.20988638699054718,0.29463574290275574,0.1669364720582962,0.21638402342796326,0.2331918329000473,0.26787883043289185,0.16755890846252441,0.23504668474197388,0.16232067346572876,0.23504668474197388,0.17437562346458435,0.20225347578525543,0.27376922965049744,0.20528386533260345
of,0.3096220791339874,0.2585311233997345,1.0,0.28076469898223877,0.5116966962814331,0.2605111300945282,0.2450421154499054,0.39081433415412903,0.35124439001083374,0.37726253271102905,1.0,0.3054686188697815,1.0,0.21244898438453674,0.4249346852302551,0.33290785551071167,0.1826142966747284
economic,0.20971091091632843,0.26850640773773193,0.3030148148536682,0.40872663259506226,0.2707010805606842,0.4703100919723511,0.24677926301956177,0.17979218065738678,0.18246431648731232,0.1343601644039154,0.3030148148536682,0.17012731730937958,0.3030148148536682,0.25325119495391846,0.14037707448005676,0.18082544207572937,0.1206481084227562
utility,0.249754399061203,0.23639465868473053,0.2311905026435852,0.2851446270942688,0.24678480625152588,0.2604144513607025,0.22229501605033875,0.2512670159339905,0.2053682506084442,0.17778390645980835,0.2311905026435852,0.2721897065639496,0.2311905026435852,0.22799363732337952,0.13388784229755402,0.170489102602005,0.18713216483592987
in,0.23285751044750214,0.26258307695388794,0.5696388483047485,0.2500189542770386,0.4954058527946472,0.23382627964019775,0.21061907708644867,0.3841303884983063,0.3910168707370758,0.36463531851768494,0.5696388483047485,0.25567561388015747,0.5696388483047485,0.18867923319339752,0.4274188280105591,0.30808621644973755,0.20430970191955566
society,0.2309739887714386,0.2348073273897171,0.23646748065948486,0.3036498725414276,0.24110737442970276,0.4514988660812378,0.16882675886154175,0.16677267849445343,0.1907346099615097,0.10151374340057373,0.23646748065948486,0.10285072773694992,0.23646748065948486,0.20435646176338196,0.18421071767807007,0.23231269419193268,0.1373005360364914
from,0.2177213728427887,0.24062766134738922,0.4249346852302551,0.17037683725357056,0.3601827025413513,0.16684982180595398,0.21618343889713287,0.2674213647842407,0.3340560793876648,0.25732070207595825,0.4249346852302551,0.24532081186771393,0.4249346852302551,0.20401045680046082,1.0,0.2737620174884796,0.19969791173934937
resources,0.20601911842823029,0.3350314199924469,0.2746381163597107,0.3617050051689148,0.3116118013858795,0.24929805099964142,0.2515743672847748,0.30372336506843567,0.2299647331237793,0.1392221450805664,0.2746381163597107,0.2761645019054413,0.2746381163597107,0.2412055879831314,0.25381729006767273,0.24701403081417084,0.26047492027282715
devoted,0.08512035012245178,0.15225844085216522,0.2848767340183258,0.26856309175491333,0.23796989023685455,0.20269548892974854,0.20649300515651703,0.12518049776554108,0.20958279073238373,0.1171688511967659,0.2848767340183258,0.13778559863567352,0.2848767340183258,0.1297289878129959,0.12614446878433228,0.18600232899188995,0.15015941858291626
on,0.22620901465415955,0.2461378127336502,0.3966929316520691,0.1687779426574707,0.4077630043029785,0.24255602061748505,0.22423362731933594,0.268924742937088,0.39734378457069397,0.3205535411834717,0.3966929316520691,0.20380041003227234,0.3966929316520691,0.2429601550102234,0.36926645040512085,0.34226128458976746,0.2714994251728058
high-end,0.5355585813522339,0.3261355757713318,0.3288215100765228,0.17973865568637848,0.4006495177745819,0.1977330595254898,0.18474611639976501,0.3116878271102905,0.35361114144325256,0.23429296910762787,0.3288215100765228,0.19900932908058167,0.3288215100765228,0.22375787794589996,0.30716395378112793,0.33823245763778687,0.30902910232543945
consumption,0.27636945247650146,0.4589041471481323,0.249590665102005,0.4162810444831848,0.2576488256454468,0.2313462644815445,0.2666108310222626,0.296591579914093,0.18534508347511292,0.16620755195617676,0.249590665102005,0.284084677696228,0.249590665102005,0.3471803069114685,0.18628373742103577,0.22381934523582458,0.1937485784292221
",",0.251458078622818,0.19299949705600739,0.4946078956127167,0.2331448197364807,0.6633074283599854,0.2674078345298767,0.2596952021121979,0.4062570035457611,0.43425118923187256,0.35859420895576477,0.4946078956127167,0.2687304615974426,0.4946078956127167,0.23115523159503937,0.39760664105415344,0.3087472915649414,0.31091248989105225
and,0.3147866129875183,0.2589600086212158,0.5116966962814331,0.3215619623661041,1.0,0.38231831789016724,0.285793662071228,0.48576638102531433,0.3842737674713135,0.4671151638031006,0.5116966962814331,0.35639533400535583,0.5116966962814331,0.26666516065597534,0.3601827025413513,0.31309178471565247,0.20544172823429108
even,0.35021331906318665,0.26162683963775635,0.34735506772994995,0.2509666383266449,0.4625037908554077,0.2185843586921692,0.3299194276332855,0.43312960863113403,0.5000751614570618,0.3349483013153076,0.34735506772994995,0.35043492913246155,0.34735506772994995,0.29077082872390747,0.2615048885345459,0.40872135758399963,0.30082517862319946
a,0.2608921229839325,0.24341748654842377,0.5052502155303955,0.21166443824768066,0.3739250600337982,0.2286769598722458,0.21523453295230865,0.265255331993103,0.47693389654159546,0.3289857804775238,0.5052502155303955,0.2633219361305237,0.5052502155303955,0.20917339622974396,0.322764128446579,0.3320399522781372,0.23916715383529663
lower,0.5770463347434998,0.33435893058776855,0.31757521629333496,0.2023916244506836,0.2802542746067047,0.242025226354599,0.1928171068429947,0.22557412087917328,0.22701701521873474,0.1788208782672882,0.31757521629333496,0.15069344639778137,0.31757521629333496,0.16256918013095856,0.2286408692598343,0.20079238712787628,0.08471795171499252
level,0.46231552958488464,0.3301304876804352,0.23504668474197388,0.20988638699054718,0.29463574290275574,0.1669364720582962,0.21638402342796326,0.2331918329000473,0.26787883043289185,0.16755890846252441,0.23504668474197388,0.16232067346572876,0.23504668474197388,0.17437562346458435,0.20225347578525543,0.27376922965049744,0.20528386533260345
of,0.3096220791339874,0.2585311233997345,1.0,0.28076469898223877,0.5116966962814331,0.2605111300945282,0.2450421154499054,0.39081433415412903,0.35124439001083374,0.37726253271102905,1.0,0.3054686188697815,1.0,0.21244898438453674,0.4249346852302551,0.33290785551071167,0.1826142966747284
economic,0.20971091091632843,0.26850640773773193,0.3030148148536682,0.40872663259506226,0.2707010805606842,0.4703100919723511,0.24677926301956177,0.17979218065738678,0.18246431648731232,0.1343601644039154,0.3030148148536682,0.17012731730937958,0.3030148148536682,0.25325119495391846,0.14037707448005676,0.18082544207572937,0.1206481084227562
growth,0.24618519842624664,0.4353044331073761,0.2679378092288971,0.3380087614059448,0.2731747627258301,0.23748290538787842,0.26396623253822327,0.2270549088716507,0.1803990751504898,0.11801134049892426,0.2679378092288971,0.1816798597574234,0.2679378092288971,0.2771943509578705,0.18550442159175873,0.1739405393600464,0.07547862827777863
when,0.21136637032032013,0.20367133617401123,0.3757161796092987,0.24215827882289886,0.4716290831565857,0.17212750017642975,0.35367631912231445,0.29873907566070557,0.46590861678123474,0.3743424117565155,0.3757161796092987,0.2518409192562103,0.3757161796092987,0.22542475163936615,0.405669629573822,0.4700249433517456,0.22841128706932068
human,0.2481614351272583,0.23473060131072998,0.3083189129829407,0.3831135928630829,0.37127596139907837,0.3722149133682251,0.2886204421520233,0.23456993699073792,0.1987670361995697,0.21172910928726196,0.3083189129829407,0.25267118215560913,0.3083189129829407,0.30372539162635803,0.1504075527191162,0.24243313074111938,0.19748784601688385
capital,0.1267133206129074,0.1828363984823227,0.30823585391044617,0.1810375601053238,0.218168243765831,0.18806584179401398,0.13133294880390167,0.1583518534898758,0.14033755660057068,0.14506417512893677,0.30823585391044617,0.1215798631310463,0.30823585391044617,0.08728335052728653,0.22938302159309387,0.17967931926250458,0.0907452180981636
is,0.24683357775211334,0.24308988451957703,0.4854315221309662,0.1864514946937561,0.3859752118587494,0.15944984555244446,0.16985496878623962,0.5330929756164551,0.369599312543869,0.2315155267715454,0.4854315221309662,0.29282552003860474,0.4854315221309662,0.1956818550825119,0.27355384826660156,0.28837618231773376,0.22961433231830597
neglected,0.19325301051139832,0.25105541944503784,0.29622748494148254,0.37259483337402344,0.30770084261894226,0.2957231402397156,0.27996334433555603,0.21973472833633423,0.22207124531269073,0.1922903209924698,0.29622748494148254,0.22720077633857727,0.29622748494148254,0.23067918419837952,0.2641972303390503,0.2108130007982254,0.0992412269115448
for,0.2346303015947342,0.24851617217063904,0.4185989499092102,0.31610164046287537,0.5064792633056641,0.2460131198167801,0.27039530873298645,0.3895993232727051,0.3841261863708496,0.34734001755714417,0.4185989499092102,0.3848060369491577,0.4185989499092102,0.28118398785591125,0.314039945602417,0.3017193675041199,0.264628142118454
high-end,0.5355585813522339,0.3261355757713318,0.3288215100765228,0.17973865568637848,0.4006495177745819,0.1977330595254898,0.18474611639976501,0.3116878271102905,0.35361114144325256,0.23429296910762787,0.3288215100765228,0.19900932908058167,0.3288215100765228,0.22375787794589996,0.30716395378112793,0.33823245763778687,0.30902910232543945
consumption,0.27636945247650146,0.4589041471481323,0.249590665102005,0.4162810444831848,0.2576488256454468,0.2313462644815445,0.2666108310222626,0.296591579914093,0.18534508347511292,0.16620755195617676,0.249590665102005,0.284084677696228,0.249590665102005,0.3471803069114685,0.18628373742103577,0.22381934523582458,0.1937485784292221
.,0.2524722218513489,0.2061878889799118,0.5352458953857422,0.25832483172416687,0.588965117931366,0.2614770531654358,0.2602308988571167,0.3452940285205841,0.3966372609138489,0.3524959683418274,0.5352458953857422,0.28905922174453735,0.5352458953857422,0.21454407274723053,0.41536515951156616,0.3567904531955719,0.4130953550338745
