,what,were,the,protesters,doing,with,christ,'s,counsel,?
's,0.02692362666130066,0.007088581565767527,-0.01540423184633255,0.006357872858643532,-0.003558715106919408,-0.04624466598033905,0.054941605776548386,0.9999999403953552,-0.08591649681329727,-0.023395681753754616
counsel,0.24206802248954773,0.09226915240287781,0.2157531976699829,0.19519712030887604,0.23395076394081116,0.16697494685649872,0.14916293323040009,-0.08591649681329727,1.0,0.19861382246017456
to,0.455847829580307,0.31913647055625916,0.535392165184021,0.26689815521240234,0.3272162973880768,0.4239959120750427,0.22245259582996368,0.03782717138528824,0.24859434366226196,0.29463258385658264
``,0.008517155423760414,0.006090171169489622,0.029072100296616554,0.02059335634112358,0.05109495297074318,0.08974023163318634,0.07835227996110916,-0.03416389226913452,0.004629621282219887,0.0685480609536171
render,0.18214485049247742,0.06448812782764435,0.23124311864376068,0.09461110830307007,0.24420268833637238,0.17961551249027252,0.16747616231441498,-0.011675628833472729,0.18223050236701965,0.17435836791992188
unto,0.2960650324821472,0.20627382397651672,0.2206125557422638,0.22762854397296906,0.22417274117469788,0.20023848116397858,0.3140055537223816,0.001562777440994978,0.10533198714256287,0.2539428174495697
caesar,0.1945132613182068,0.19561006128787994,0.19298498332500458,0.17324739694595337,0.1180800199508667,0.14953242242336273,0.16850216686725616,0.12361256033182144,0.2132420688867569,0.18213310837745667
the,0.42745697498321533,0.3906462490558624,1.0,0.2494657039642334,0.29305580258369446,0.4223487675189972,0.25124865770339966,-0.01540423184633255,0.2157531976699829,0.22068053483963013
things,0.5577362775802612,0.302395224571228,0.30825191736221313,0.2889276146888733,0.536083996295929,0.27400049567222595,0.22714929282665253,0.05455666407942772,0.13010093569755554,0.36181706190109253
that,0.6297725439071655,0.35517072677612305,0.5473989248275757,0.2519013583660126,0.50474613904953,0.4154358208179474,0.2361743301153183,0.04397977516055107,0.2307974249124527,0.32716336846351624
are,0.29724663496017456,0.6489362716674805,0.40399202704429626,0.22367346286773682,0.2746124863624573,0.38996943831443787,0.14103081822395325,-0.008927806280553341,0.12006352841854095,0.24591213464736938
caesar,0.1945132613182068,0.19561006128787994,0.19298498332500458,0.17324739694595337,0.1180800199508667,0.14953242242336273,0.16850216686725616,0.12361256033182144,0.2132420688867569,0.18213310837745667
's,0.02692362666130066,0.007088581565767527,-0.01540423184633255,0.006357872858643532,-0.003558715106919408,-0.04624466598033905,0.054941605776548386,0.9999999403953552,-0.08591649681329727,-0.023395681753754616
'',0.08143015950918198,0.007215402089059353,0.041273195296525955,-0.053553272038698196,-0.050872549414634705,0.07907696813344955,-0.024666670709848404,-0.04859459400177002,-0.004500074777752161,0.018684765323996544
;,0.10986888408660889,0.14040996134281158,0.09152708947658539,-0.07822805643081665,0.07866469770669937,0.12944702804088593,-0.00855791475623846,0.006909397430717945,0.000981620280072093,0.10349778085947037
st.,0.10219959169626236,0.13992512226104736,0.18141359090805054,0.2133687138557434,0.11272471398115158,0.2383403480052948,0.19778437912464142,0.045316148549318314,0.09605710953474045,0.13592876493930817
paul,0.11217030137777328,0.17724290490150452,0.19191958010196686,0.12917368113994598,0.15306711196899414,0.19302357733249664,0.25707390904426575,-0.028859924525022507,0.022249389439821243,0.16611461341381073
had,0.23849567770957947,0.6150832772254944,0.3875846862792969,0.26853376626968384,0.27665045857429504,0.4739086329936981,0.16689422726631165,-0.004401352722197771,0.17992010712623596,0.20728366076946259
written,0.25412634015083313,0.2078719437122345,0.2582438886165619,0.08902416378259659,0.25007352232933044,0.21299967169761658,0.14523257315158844,-0.03439633175730705,0.17452484369277954,0.21451954543590546
in,0.30808621644973755,0.3815755248069763,0.6662389636039734,0.28835320472717285,0.27240219712257385,0.4080928862094879,0.16419753432273865,-0.037580832839012146,0.14475800096988678,0.20430970191955566
his,0.26976513862609863,0.3142043352127075,0.4394008219242096,0.21026310324668884,0.2957729995250702,0.33836179971694946,0.23623991012573242,0.047556519508361816,0.21178965270519257,0.18075084686279297
epistle,0.2763829231262207,0.16699273884296417,0.20759326219558716,0.1805105358362198,0.2228224128484726,0.12298265844583511,0.4416027069091797,0.00979454256594181,0.24763354659080505,0.27269983291625977
to,0.455847829580307,0.31913647055625916,0.535392165184021,0.26689815521240234,0.3272162973880768,0.4239959120750427,0.22245259582996368,0.03782717138528824,0.24859434366226196,0.29463258385658264
the,0.42745697498321533,0.3906462490558624,1.0,0.2494657039642334,0.29305580258369446,0.4223487675189972,0.25124865770339966,-0.01540423184633255,0.2157531976699829,0.22068053483963013
romans,0.2494993358850479,0.3058897852897644,0.2908686399459839,0.18621890246868134,0.20703141391277313,0.18598870933055878,0.29053980112075806,0.11780223250389099,0.13183312118053436,0.14755459129810333
13:1–7,-0.0749848484992981,0.08249056339263916,0.12408268451690674,0.08906570822000504,-0.04192012548446655,0.02400076948106289,0.04059470817446709,0.028445135802030563,0.008988144807517529,-0.030129581689834595
that,0.6297725439071655,0.35517072677612305,0.5473989248275757,0.2519013583660126,0.50474613904953,0.4154358208179474,0.2361743301153183,0.04397977516055107,0.2307974249124527,0.32716336846351624
all,0.41981086134910583,0.4387909770011902,0.4860881567001343,0.19478507339954376,0.3706197440624237,0.3876307010650635,0.22924968600273132,0.03181743621826172,0.12352214008569717,0.29575422406196594
authorities,0.23251837491989136,0.3609226942062378,0.2784515917301178,0.45133042335510254,0.2551564574241638,0.18359185755252838,0.18668852746486664,0.029109153896570206,0.25896385312080383,0.17285770177841187
are,0.29724663496017456,0.6489362716674805,0.40399202704429626,0.22367346286773682,0.2746124863624573,0.38996943831443787,0.14103081822395325,-0.008927806280553341,0.12006352841854095,0.24591213464736938
appointed,0.1642993837594986,0.19441884756088257,0.2626524269580841,0.16815374791622162,0.1811409890651703,0.13655053079128265,0.18890729546546936,-0.07290255278348923,0.47726672887802124,0.13895352184772491
by,0.2455483376979828,0.4406847059726715,0.4408751428127289,0.20567336678504944,0.2209082692861557,0.39731505513191223,0.16001635789871216,-0.010884488001465797,0.12029062956571579,0.17966607213020325
god,0.3127830922603607,0.1674642413854599,0.24689088761806488,0.12702907621860504,0.24351060390472412,0.19523796439170837,0.4998750388622284,0.1100120022892952,0.2501068413257599,0.23396754264831543
and,0.31309178471565247,0.42175528407096863,0.5171257257461548,0.2636207044124603,0.31533369421958923,0.5477725267410278,0.15450161695480347,0.06895173341035843,0.190511554479599,0.20544172823429108
therefore,0.4125064015388489,0.28445741534233093,0.4141571819782257,0.16744747757911682,0.33628275990486145,0.3294515013694763,0.23518221080303192,0.042175211012363434,0.17027561366558075,0.3325358033180237
should,0.43830034136772156,0.3050706386566162,0.32399165630340576,0.20227554440498352,0.3493741452693939,0.29016703367233276,0.2178039401769638,0.006883438676595688,0.25263601541519165,0.4442402422428131
not,0.5449194312095642,0.33318549394607544,0.4310511648654938,0.19418039917945862,0.4610217809677124,0.3409014642238617,0.19950249791145325,0.002583299996331334,0.21728867292404175,0.41942933201789856
be,0.3929833769798279,0.4064064621925354,0.4248143136501312,0.18938718736171722,0.33108022809028625,0.36101722717285156,0.18652451038360596,0.025217169895768166,0.23713400959968567,0.3324260413646698
resisted,0.1427692472934723,0.30830809473991394,0.2647842466831207,0.3741808831691742,0.20879919826984406,0.17577670514583588,0.19514459371566772,0.03814830631017685,0.11976171284914017,0.0301983542740345
.,0.3567904531955719,0.3378238379955292,0.5934505462646484,0.24626030027866364,0.3253456652164459,0.4446153938770294,0.21890506148338318,-0.003708066651597619,0.20485420525074005,0.4130953550338745
