,what,must,be,done,to,make,non,public,lawbreaking,acknowledged,as,civil,disobedience,?
",",0.3087472915649414,0.2231246829032898,0.39254459738731384,0.32079052925109863,0.44245919585227966,0.324553906917572,0.2072257250547409,0.2588968276977539,0.37170934677124023,0.2312433272600174,0.48816442489624023,0.24795588850975037,0.2878543734550476,0.31091248989105225
at,0.2838611304759979,0.19656646251678467,0.30379733443260193,0.235716313123703,0.36524343490600586,0.19904619455337524,0.11621715873479843,0.2642328441143036,0.2449343502521515,0.16357100009918213,0.28092536330223083,0.1977793425321579,0.1749800592660904,0.21978627145290375
least,0.3337163031101227,0.4034528136253357,0.3761572241783142,0.28325697779655457,0.35133054852485657,0.3005813956260681,0.23301748931407928,0.14846432209014893,0.23922109603881836,0.1598486602306366,0.2607470154762268,0.12999458611011505,0.18163077533245087,0.28866854310035706
must,0.30362528562545776,1.0,0.4737209677696228,0.2948128283023834,0.43356871604919434,0.32477086782455444,0.19822195172309875,0.20053406059741974,0.2980421483516693,0.16720439493656158,0.2723003923892975,0.12366364151239395,0.2450776845216751,0.23707495629787445
be,0.3929833769798279,0.4737209677696228,1.0,0.39659690856933594,0.4972836375236511,0.4759829044342041,0.2923457622528076,0.22898490726947784,0.24762311577796936,0.26973187923431396,0.5230465531349182,0.18061059713363647,0.2944406270980835,0.3324260413646698
publicly,0.2473599910736084,0.21754446625709534,0.27423232793807983,0.18850767612457275,0.29973188042640686,0.2121564745903015,0.1609441041946411,0.5424575805664062,0.19073501229286194,0.46733835339546204,0.2735099494457245,0.19783592224121094,0.3510599732398987,0.24073180556297302
announced,0.09249057620763779,0.1043708547949791,0.18421369791030884,0.19462305307388306,0.20247882604599,0.17076073586940765,0.09820924699306488,0.21370159089565277,0.21715961396694183,0.30175018310546875,0.2025703489780426,0.06313087046146393,0.13616742193698883,0.17416009306907654
in,0.30808621644973755,0.18276341259479523,0.3481820821762085,0.22165289521217346,0.45010748505592346,0.268858402967453,0.18012282252311707,0.29074716567993164,0.3201650083065033,0.17387345433235168,0.3887844979763031,0.26466667652130127,0.3054615259170532,0.20430970191955566
order,0.16634008288383484,0.3490719795227051,0.23933173716068268,0.16629745066165924,0.35544881224632263,0.23977865278720856,0.1698463410139084,0.18037565052509308,0.23653660714626312,0.16539978981018066,0.21579164266586304,0.16059473156929016,0.29717501997947693,0.13725648820400238
to,0.455847829580307,0.43356871604919434,0.4972836375236511,0.2647212743759155,1.0,0.497876912355423,0.23793834447860718,0.2672370672225952,0.3109060227870941,0.250953733921051,0.42092081904411316,0.2019355595111847,0.30665844678878784,0.29463258385658264
constitute,0.30935925245285034,0.17351281642913818,0.2900109589099884,0.22102618217468262,0.2941921353340149,0.3154890835285187,0.20700840651988983,0.12819534540176392,0.20860621333122253,0.24910680949687958,0.25293901562690735,0.1641911119222641,0.2719399631023407,0.23319922387599945
civil,0.15091551840305328,0.12366364151239395,0.18061059713363647,0.15913797914981842,0.2019355595111847,0.13057351112365723,0.08273036032915115,0.26383864879608154,0.25102919340133667,0.2122262865304947,0.18100082874298096,1.0,0.5442691445350647,0.1494513899087906
disobedience,0.3298627436161041,0.2450776845216751,0.2944406270980835,0.2158847451210022,0.30665844678878784,0.22929057478904724,0.27712929248809814,0.3216745853424072,0.39525651931762695,0.3656102120876312,0.25773370265960693,0.5442691445350647,1.0,0.19890835881233215
.,0.3567904531955719,0.27722811698913574,0.4383580684661865,0.3132319152355194,0.4645031690597534,0.3547073304653168,0.21391934156417847,0.21888655424118042,0.32102423906326294,0.20288632810115814,0.515582263469696,0.2541380822658539,0.2603943943977356,0.4130953550338745
