,other,than,7,and,13,",",what,other,year,interval,do,cicadas,pupate,?
",",0.4446498453617096,0.3371901512145996,0.07715427130460739,0.6633074283599854,0.028695285320281982,1.0000001192092896,0.3087472915649414,0.4446498453617096,0.28560417890548706,0.16855499148368835,0.3283645510673523,0.3178403973579407,0.23987261950969696,0.31091248989105225
breed,0.17022569477558136,0.16325093805789948,-0.14119239151477814,0.2091476172208786,0.023459846153855324,0.20666056871414185,0.14451901614665985,0.17022569477558136,0.2114190310239792,0.12239306420087814,0.21420423686504364,0.36051273345947266,0.29974794387817383,0.13958480954170227
",",0.4446498453617096,0.3371901512145996,0.07715427130460739,0.6633074283599854,0.028695285320281982,1.0000001192092896,0.3087472915649414,0.4446498453617096,0.28560417890548706,0.16855499148368835,0.3283645510673523,0.3178403973579407,0.23987261950969696,0.31091248989105225
and,0.5504306554794312,0.39361441135406494,-0.012642918154597282,1.0,0.05119633674621582,0.6633074283599854,0.31309178471565247,0.5504306554794312,0.2506658732891083,0.17268961668014526,0.276123583316803,0.3113635182380676,0.29340898990631104,0.20544172823429108
then,0.308794766664505,0.24344494938850403,-0.13676263391971588,0.4372139573097229,0.04050396382808685,0.36768391728401184,0.4072686731815338,0.308794766664505,0.24939334392547607,0.2344944328069687,0.27838701009750366,0.16302421689033508,0.31284233927726746,0.2884598970413208
die,0.19681712985038757,0.2014809250831604,-0.14148524403572083,0.15050403773784637,0.0549921952188015,0.23915338516235352,0.1980936974287033,0.19681712985038757,0.20662283897399902,0.117418572306633,0.24153156578540802,0.25045299530029297,0.25957489013671875,0.16891060769557953
after,0.18459384143352509,0.20929968357086182,-0.120082326233387,0.3765919506549835,0.13578486442565918,0.38860568404197693,0.21973377466201782,0.18459384143352509,0.336445689201355,0.143287792801857,0.20534609258174896,0.14195476472377777,0.24772495031356812,0.16608688235282898
a,0.2806335389614105,0.3126874566078186,-0.06565704196691513,0.3739250600337982,0.01653565652668476,0.427140474319458,0.3320399522781372,0.2806335389614105,0.29350247979164124,0.2903451919555664,0.26237669587135315,0.250728577375412,0.25537678599357605,0.23916715383529663
few,0.4267403483390808,0.35175758600234985,-0.14210040867328644,0.39845648407936096,-0.007889453321695328,0.32531002163887024,0.2780759632587433,0.4267403483390808,0.260651558637619,0.18443883955478668,0.3024646043777466,0.3057090640068054,0.2878076434135437,0.2334265559911728
weeks,0.21885594725608826,0.27051445841789246,-0.17095574736595154,0.245576873421669,0.008375453762710094,0.27970150113105774,0.23001721501350403,0.21885594725608826,0.3838464319705963,0.21957214176654816,0.23634465038776398,0.1978750377893448,0.35320788621902466,0.21667936444282532
at,0.24329762160778046,0.27679139375686646,-0.0963708683848381,0.3571503460407257,-0.0434831939637661,0.38314947485923767,0.2838611304759979,0.24329762160778046,0.3146436810493469,0.1896907091140747,0.1511090099811554,0.13099846243858337,0.23650288581848145,0.21978627145290375
most,0.4585079252719879,0.42108985781669617,-0.10503221303224564,0.4309377074241638,0.01844913139939308,0.3636029064655304,0.3219912350177765,0.4585079252719879,0.26422736048698425,0.1278560310602188,0.31522849202156067,0.3659052848815918,0.23046258091926575,0.2107497900724411
.,0.41511186957359314,0.3594527542591095,-0.00045486254384741187,0.588965117931366,0.041442494839429855,0.6812511086463928,0.3567904531955719,0.41511186957359314,0.32538118958473206,0.22162705659866333,0.3613996207714081,0.2948777675628662,0.23733510076999664,0.4130953550338745
