,what,percentage,of,funds,were,given,as,charitable,funds,to,causes,in,and,around,san,francisco,?
it,0.45803478360176086,0.26621147990226746,0.38761502504348755,0.11943145841360092,0.25487732887268066,0.22770175337791443,0.4461488723754883,0.1885918825864792,0.11943145841360092,0.513711154460907,0.18735122680664062,0.5130809545516968,0.40957894921302795,0.4002610445022583,0.1953807920217514,0.16692332923412323,0.25732165575027466
raises,0.22388479113578796,0.25307798385620117,0.23968493938446045,0.3566247522830963,0.06570498645305634,0.20168647170066833,0.22179847955703735,0.2246266007423401,0.3566247522830963,0.27145111560821533,0.33744874596595764,0.1709977686405182,0.2730760872364044,0.21522796154022217,0.014827669598162174,0.049438536167144775,0.20082814991474152
for,0.3017193675041199,0.2764090597629547,0.4185989499092102,0.3407641053199768,0.33592689037323,0.44294488430023193,0.44774648547172546,0.33548223972320557,0.3407641053199768,0.4451248347759247,0.2272706925868988,0.4322226941585541,0.5064792633056641,0.3193374276161194,0.21004900336265564,0.2142373025417328,0.264628142118454
philanthropic,0.1870797723531723,0.23002839088439941,0.20743587613105774,0.3886885941028595,0.10227880626916885,0.1422986090183258,0.2283070832490921,0.5074658989906311,0.3886885941028595,0.1912526935338974,0.20703202486038208,0.16097392141819,0.24663834273815155,0.18294811248779297,0.11956334859132767,0.17166702449321747,0.17462901771068573
causes,0.1426164209842682,0.20045173168182373,0.2544642984867096,0.1589798629283905,0.11042261123657227,0.1906105875968933,0.17395921051502228,0.23052941262722015,0.1589798629283905,0.2537674903869629,0.9999998807907104,0.2674790024757385,0.2964467406272888,0.2538716495037079,0.10625942796468735,0.08684813976287842,0.19991323351860046
in,0.30808621644973755,0.18874377012252808,0.5696388483047485,0.20235127210617065,0.3815755248069763,0.2528568208217621,0.3887844979763031,0.21938751637935638,0.20235127210617065,0.45010748505592346,0.2674790024757385,1.0,0.4954058527946472,0.41294145584106445,0.2617562413215637,0.21278683841228485,0.20430970191955566
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.23871955275535583,0.3906462490558624,0.37508252263069153,0.48381632566452026,0.2496783286333084,0.23871955275535583,0.535392165184021,0.2518732249736786,0.6662389636039734,0.5171257257461548,0.40085816383361816,0.2858080565929413,0.25086042284965515,0.22068053483963013
bay,0.20251236855983734,0.1206558421254158,0.20480380952358246,0.1274171620607376,0.17108994722366333,0.08163848519325256,0.13162893056869507,0.18002751469612122,0.1274171620607376,0.15862606465816498,0.10284654796123505,0.1926257163286209,0.18794362246990204,0.1687317043542862,0.38444605469703674,0.3707815408706665,0.10773546993732452
area,0.21965408325195312,0.2946845591068268,0.3409860134124756,0.1372259557247162,0.2544567286968231,0.1887875646352768,0.2407972663640976,0.14960092306137085,0.1372259557247162,0.2797197997570038,0.19071711599826813,0.33632898330688477,0.3044000566005707,0.3866288661956787,0.22260162234306335,0.2213580310344696,0.12640461325645447
.,0.3567904531955719,0.28866735100746155,0.5352458953857422,0.19765421748161316,0.3378238379955292,0.3169408142566681,0.515582263469696,0.22565039992332458,0.19765421748161316,0.4645031690597534,0.26090872287750244,0.5591574311256409,0.588965117931366,0.3712388277053833,0.24563752114772797,0.2233876734972,0.4130953550338745
