,what,organization,argued,that,drought,",",among,other,effects,",",could,cause,the,amazon,forest,to,reach,a,``,tipping,point,?,''
that,0.6297725439071655,0.2613518536090851,0.3780103027820587,1.0,0.2668984532356262,0.4137537479400635,0.3136374354362488,0.5570666193962097,0.3107278347015381,0.4137537479400635,0.5584503412246704,0.40003344416618347,0.5473989248275757,0.2228476107120514,0.17981816828250885,0.5436353087425232,0.27134448289871216,0.47537946701049805,0.05285148695111275,0.31135094165802,0.32285839319229126,0.32716336846351624,0.007880004122853279
this,0.5489566326141357,0.28337109088897705,0.282859206199646,0.6909449696540833,0.302701860666275,0.4316047728061676,0.28910595178604126,0.43044695258140564,0.328335165977478,0.4316047728061676,0.4042564332485199,0.32622772455215454,0.6274310946464539,0.15259569883346558,0.18487237393856049,0.5759071707725525,0.2683149576187134,0.5422310829162598,0.09380315989255905,0.2692716121673584,0.33995872735977173,0.3155723512172699,0.015337302349507809
drought,0.17344513535499573,0.16097773611545563,0.18640345335006714,0.2668984532356262,0.9999998807907104,0.2273346185684204,0.19732666015625,0.19511400163173676,0.2841311991214752,0.2273346185684204,0.27522170543670654,0.41674843430519104,0.33421388268470764,0.21362802386283875,0.33272063732147217,0.2686719596385956,0.24305929243564606,0.21180132031440735,-0.013029265217483044,0.24403564631938934,0.12530700862407684,0.1524890512228012,-0.03998060151934624
response,0.3532308340072632,0.17022079229354858,0.28683793544769287,0.3606419265270233,0.26969608664512634,0.24039098620414734,0.13015541434288025,0.19916503131389618,0.2683356702327728,0.24039098620414734,0.21036599576473236,0.2923962473869324,0.28909924626350403,0.14305168390274048,0.06065020710229874,0.277526319026947,0.17987576127052307,0.25924429297447205,0.06285130977630615,0.22686879336833954,0.20865502953529358,0.2007838636636734,-0.10968024283647537
",",0.3087472915649414,0.1819751113653183,0.2107459008693695,0.4137537479400635,0.2273346185684204,1.0000001192092896,0.2640531659126282,0.4446498453617096,0.23115523159503937,1.0000001192092896,0.27399855852127075,0.2546827793121338,0.4933079481124878,0.2214922308921814,0.2901519536972046,0.44245919585227966,0.2441277652978897,0.427140474319458,0.09681109338998795,0.24253083765506744,0.28971099853515625,0.31091248989105225,-0.037358131259679794
coupled,0.20149748027324677,0.14065414667129517,0.23280738294124603,0.3019808232784271,0.21738390624523163,0.17853616178035736,0.20339763164520264,0.2621460556983948,0.2548580467700958,0.17853616178035736,0.27712786197662354,0.2879975140094757,0.19603942334651947,0.15177804231643677,0.08786238729953766,0.23126693069934845,0.17585626244544983,0.27859190106391907,0.05175650864839554,0.2872999310493469,0.15057052671909332,0.22709330916404724,0.01960371620953083
with,0.2464839518070221,0.20152391493320465,0.20361986756324768,0.4154358208179474,0.2350311279296875,0.4120737314224243,0.2968312203884125,0.44086363911628723,0.2477746307849884,0.4120737314224243,0.32055896520614624,0.2820144593715668,0.4223487675189972,0.21287250518798828,0.16664531826972961,0.4239959120750427,0.18481220304965973,0.3783375024795532,0.08974023163318634,0.24996818602085114,0.2519472539424896,0.2433311939239502,0.07907696813344955
the,0.42745697498321533,0.311172217130661,0.1919303685426712,0.5473989248275757,0.33421388268470764,0.4933079481124878,0.3507058024406433,0.44152235984802246,0.25316479802131653,0.4933079481124878,0.35393214225769043,0.2551237642765045,1.0,0.260541707277298,0.24134553968906403,0.535392165184021,0.31808504462242126,0.5829201340675354,0.029072100296616554,0.2517189085483551,0.3084787130355835,0.22068053483963013,0.041273195296525955
effects,0.22572848200798035,0.15368974208831787,0.27727246284484863,0.3107278347015381,0.2841311991214752,0.23115523159503937,0.1827039122581482,0.27252551913261414,1.0000001192092896,0.23115523159503937,0.2250443398952484,0.4673871695995331,0.25316479802131653,0.09792207926511765,0.11379562318325043,0.2419324368238449,0.13409613072872162,0.20917339622974396,0.009810344316065311,0.21813270449638367,0.14619092643260956,0.16749060153961182,0.03196563944220543
of,0.33290785551071167,0.25438958406448364,0.19172857701778412,0.41498205065727234,0.26836544275283813,0.4946078956127167,0.3679063022136688,0.38583824038505554,0.21244898438453674,0.4946078956127167,0.29043012857437134,0.25979894399642944,0.733189046382904,0.20143137872219086,0.2309139519929886,0.41548454761505127,0.20552729070186615,0.5052502155303955,0.06780257821083069,0.18751537799835205,0.269877165555954,0.1826142966747284,0.13035868108272552
deforestation,0.22733289003372192,0.21089908480644226,0.16976094245910645,0.3240567445755005,0.5372819900512695,0.30250072479248047,0.29173514246940613,0.27547869086265564,0.3453596532344818,0.30250072479248047,0.2521792948246002,0.40918806195259094,0.31742316484451294,0.28994330763816833,0.5440293550491333,0.31015700101852417,0.3322857618331909,0.30334290862083435,0.011297568678855896,0.34108129143714905,0.21164965629577637,0.13288208842277527,-0.012129200622439384
on,0.34226128458976746,0.19383496046066284,0.22411823272705078,0.42569106817245483,0.15102462470531464,0.49057599902153015,0.2041729986667633,0.3410046398639679,0.2429601550102234,0.49057599902153015,0.2953716814517975,0.2381288707256317,0.5107308030128479,0.27227091789245605,0.1691717803478241,0.41031414270401,0.24619881808757782,0.3848365545272827,-0.03274054825305939,0.2833552360534668,0.24115808308124542,0.2714994251728058,0.04238596186041832
regional,0.1532609760761261,0.22484910488128662,0.14555345475673676,0.2023104578256607,0.16515366733074188,0.19534988701343536,0.14424443244934082,0.279509037733078,0.11074870824813843,0.19534988701343536,0.10453636199235916,0.09914743900299072,0.3125704526901245,0.10468347370624542,0.09320268779993057,0.2016860693693161,0.15399880707263947,0.23982447385787964,0.023803796619176865,0.10527140647172928,0.07570410519838333,0.09246466308832169,0.02918500266969204
climate,0.2854173183441162,0.2044844776391983,0.1978204995393753,0.22277899086475372,0.45782944560050964,0.224740669131279,0.15223173797130585,0.19015616178512573,0.23649609088897705,0.224740669131279,0.1449400782585144,0.21240340173244476,0.2693597674369812,0.21384435892105103,0.2514795660972595,0.3023298978805542,0.15182152390480042,0.1805623322725296,0.08754599839448929,0.18719463050365448,0.15790024399757385,0.19998492300510406,0.0035800382029265165
",",0.3087472915649414,0.1819751113653183,0.2107459008693695,0.4137537479400635,0.2273346185684204,1.0000001192092896,0.2640531659126282,0.4446498453617096,0.23115523159503937,1.0000001192092896,0.27399855852127075,0.2546827793121338,0.4933079481124878,0.2214922308921814,0.2901519536972046,0.44245919585227966,0.2441277652978897,0.427140474319458,0.09681109338998795,0.24253083765506744,0.28971099853515625,0.31091248989105225,-0.037358131259679794
are,0.29724663496017456,0.1841304749250412,0.11031569540500641,0.45265161991119385,0.17246384918689728,0.4062570035457611,0.3811550438404083,0.5932393670082092,0.27667149901390076,0.4062570035457611,0.33511802554130554,0.2999303638935089,0.40399202704429626,0.15230076014995575,0.17875638604164124,0.3504326641559601,0.22842340171337128,0.265255331993103,0.12624181807041168,0.2383464276790619,0.2547467350959778,0.24591213464736938,0.0263817198574543
pushing,0.37966427206993103,0.18849478662014008,0.16222533583641052,0.38423869013786316,0.19915401935577393,0.2548750638961792,0.19156381487846375,0.32269954681396484,0.2071964293718338,0.2548750638961792,0.2607479989528656,0.27974554896354675,0.30727913975715637,0.099688321352005,0.08066616952419281,0.298397421836853,0.21871641278266907,0.30144527554512024,0.02816750667989254,0.41889744997024536,0.32280614972114563,0.2176675945520401,-0.02086327038705349
the,0.42745697498321533,0.311172217130661,0.1919303685426712,0.5473989248275757,0.33421388268470764,0.4933079481124878,0.3507058024406433,0.44152235984802246,0.25316479802131653,0.4933079481124878,0.35393214225769043,0.2551237642765045,1.0,0.260541707277298,0.24134553968906403,0.535392165184021,0.31808504462242126,0.5829201340675354,0.029072100296616554,0.2517189085483551,0.3084787130355835,0.22068053483963013,0.041273195296525955
rainforest,0.22127854824066162,0.1535579413175583,0.1991398185491562,0.22076080739498138,0.44729626178741455,0.2737860679626465,0.2578172981739044,0.22662027180194855,0.1760723739862442,0.2737860679626465,0.16585701704025269,0.18115709722042084,0.2571161389350891,0.48046615719795227,0.664979100227356,0.23412610590457916,0.24572284519672394,0.2497720569372177,0.051055461168289185,0.11345084011554718,0.17682762444019318,0.1917492002248764,-0.08471324294805527
towards,0.281793475151062,0.15381023287773132,0.22609445452690125,0.28294092416763306,0.07961033284664154,0.2550581693649292,0.28357040882110596,0.23071546852588654,0.20519325137138367,0.2550581693649292,0.1912444531917572,0.24624884128570557,0.31815874576568604,0.10340473055839539,0.14867094159126282,0.3675195574760437,0.3376583755016327,0.2078181505203247,0.010755262337625027,0.2725315988063812,0.3773000240325928,0.13023285567760468,-0.055717963725328445
a,0.3320399522781372,0.2565373480319977,0.1706712543964386,0.47537946701049805,0.21180132031440735,0.427140474319458,0.1789381206035614,0.2806335389614105,0.20917339622974396,0.427140474319458,0.3736826181411743,0.2715701162815094,0.5829201340675354,0.1865728348493576,0.24025723338127136,0.45503583550453186,0.19834883511066437,1.0,0.07272057235240936,0.30372434854507446,0.2913021743297577,0.23916715383529663,0.04890415817499161
``,0.008517155423760414,0.048498135060071945,-0.040055494755506516,0.05285148695111275,-0.013029265217483044,0.09681109338998795,0.057387497276067734,0.10245004296302795,0.009810344316065311,0.09681109338998795,0.07445607334375381,0.09377360343933105,0.029072100296616554,-0.05305168405175209,-0.01913582719862461,0.06720756739377975,0.01924625225365162,0.07272057235240936,1.0,0.0017219207948073745,0.13949355483055115,0.0685480609536171,-0.09173435717821121
tipping,0.23026634752750397,0.12453389912843704,0.13814885914325714,0.31135094165802,0.24403564631938934,0.24253083765506744,0.13906726241111755,0.2897861897945404,0.21813270449638367,0.24253083765506744,0.3079991042613983,0.23582138121128082,0.2517189085483551,0.19738240540027618,0.16847695410251617,0.27472296357154846,0.20311693847179413,0.30372434854507446,0.0017219207948073745,1.0,0.27839696407318115,0.20518994331359863,0.02104688063263893
point,0.3286605179309845,0.09701003134250641,0.1884107142686844,0.32285839319229126,0.12530700862407684,0.28971099853515625,0.14284640550613403,0.24576379358768463,0.14619092643260956,0.28971099853515625,0.2714103162288666,0.2596285343170166,0.3084787130355835,0.13761202991008759,0.15030623972415924,0.3403111398220062,0.33107608556747437,0.2913021743297577,0.13949355483055115,0.27839696407318115,0.9999998807907104,0.19189560413360596,0.0178954117000103
'',0.08143015950918198,-0.029039915651082993,0.003709719981998205,0.007880004122853279,-0.03998060151934624,-0.037358131259679794,-0.014394925907254219,0.021007593721151352,0.03196563944220543,-0.037358131259679794,-0.0027024701703339815,0.009545077569782734,0.041273195296525955,-0.049918122589588165,-0.02724689431488514,-0.009905828163027763,-0.11253751069307327,0.04890415817499161,-0.09173435717821121,0.02104688063263893,0.0178954117000103,0.018684765323996544,1.0
where,0.4457937180995941,0.15576034784317017,0.15872541069984436,0.4876193106174469,0.22265876829624176,0.3149496018886566,0.26159363985061646,0.3730994164943695,0.1691713035106659,0.3149496018886566,0.39511504769325256,0.269110769033432,0.5003893971443176,0.15229910612106323,0.17165489494800568,0.47735077142715454,0.28462475538253784,0.40997210144996643,0.020612511783838272,0.22894974052906036,0.3279148042201996,0.24793872237205505,0.016034942120313644
it,0.45803478360176086,0.2198629528284073,0.16358210146427155,0.5921133160591125,0.24890479445457458,0.48329564929008484,0.22068572044372559,0.36282607913017273,0.2284449189901352,0.48329564929008484,0.329755574464798,0.26461511850357056,0.6251175999641418,0.22231659293174744,0.1905752569437027,0.513711154460907,0.27278128266334534,0.5452592968940735,0.035206809639930725,0.22582663595676422,0.3129159212112427,0.25732165575027466,-0.016964951530098915
would,0.45766422152519226,0.1268124133348465,0.3832751512527466,0.5895259380340576,0.28583842515945435,0.32586824893951416,0.2225767821073532,0.37565508484840393,0.22777299582958221,0.32586824893951416,0.8068214654922485,0.35355842113494873,0.4133751392364502,0.18603263795375824,0.1458767056465149,0.5965728163719177,0.2621271312236786,0.398599237203598,0.08063928782939911,0.28185027837753296,0.31035909056663513,0.37178951501846313,0.02574172429740429
irreversibly,0.37507495284080505,0.15325474739074707,0.19628536701202393,0.4066145718097687,0.3487839102745056,0.25659316778182983,0.2641207277774811,0.2898557186126709,0.4038654863834381,0.25659316778182983,0.2989755868911743,0.5393540263175964,0.2730558514595032,0.10675545036792755,0.15179596841335297,0.309569776058197,0.17558404803276062,0.31328466534614563,0.1732759028673172,0.3140331208705902,0.24039992690086365,0.31257662177085876,0.03175998851656914
start,0.3207288086414337,0.17724329233169556,0.12300395965576172,0.34617605805397034,0.215103879570961,0.2934366464614868,0.11775372922420502,0.2840237617492676,0.1519840806722641,0.2934366464614868,0.235317662358284,0.31626904010772705,0.3656389117240906,0.11685658246278763,0.1300707459449768,0.33345553278923035,0.3087746798992157,0.29672953486442566,0.10742469877004623,0.14796796441078186,0.2763413190841675,0.26634979248046875,0.05317810922861099
to,0.455847829580307,0.26166829466819763,0.24650873243808746,0.5436353087425232,0.2686719596385956,0.44245919585227966,0.26594701409339905,0.4193183183670044,0.2419324368238449,0.44245919585227966,0.5461788773536682,0.3172815442085266,0.535392165184021,0.17033490538597107,0.1971547156572342,1.0,0.37959611415863037,0.45503583550453186,0.06720756739377975,0.27472296357154846,0.3403111398220062,0.29463258385658264,-0.009905828163027763
die,0.1980936974287033,0.10157938301563263,0.1974298059940338,0.19138021767139435,0.27876344323158264,0.23915338516235352,0.1273210495710373,0.19681712985038757,0.14652760326862335,0.23915338516235352,0.19098415970802307,0.3126901686191559,0.2242266982793808,0.1423255205154419,0.20730547606945038,0.14746613800525665,0.21352997422218323,0.18494991958141327,0.041894908994436264,0.059688132256269455,0.052451733499765396,0.16891060769557953,-0.07304152846336365
.,0.3567904531955719,0.20656518638134003,0.21281562745571136,0.4460422694683075,0.26008325815200806,0.6812511086463928,0.22495509684085846,0.41511186957359314,0.21454407274723053,0.6812511086463928,0.3200591504573822,0.267557293176651,0.5934505462646484,0.262887567281723,0.2418428510427475,0.4645031690597534,0.2684406638145447,0.50484299659729,0.05720457062125206,0.24584372341632843,0.26374325156211853,0.4130953550338745,-0.07181349396705627
