,about,what,weather,feature,do,paleoclimatologists,want,information,?
),0.2775460183620453,0.26259949803352356,0.12999509274959564,0.1909548044204712,0.24460165202617645,0.12052185833454132,0.23398372530937195,0.21007779240608215,0.42300865054130554
.,0.42038556933403015,0.3567904531955719,0.2610253691673279,0.25145211815834045,0.3613996207714081,0.19209714233875275,0.31944841146469116,0.2787359356880188,0.4130953550338745
,about,what,weather,feature,do,paleoclimatologists,want,information,?
seawater,0.23423615097999573,0.20096004009246826,0.3075624406337738,0.18339480459690094,0.23696041107177734,0.36401721835136414,0.2075473517179489,0.22353607416152954,0.1952858418226242
molecules,0.13842612504959106,0.2143162339925766,0.15150034427642822,0.21907047927379608,0.19337092339992523,0.3337802588939667,0.24820944666862488,0.30644491314888,0.17409995198249817
that,0.4500710964202881,0.6297725439071655,0.283052533864975,0.315730482339859,0.44533252716064453,0.33673813939094543,0.4709601402282715,0.3410947024822235,0.32716336846351624
contain,0.33464303612709045,0.1832355558872223,0.1702134758234024,0.28733187913894653,0.31365397572517395,0.22741729021072388,0.2682148814201355,0.3444440960884094,0.18853069841861725
the,0.37995871901512146,0.42745697498321533,0.28776681423187256,0.3053930699825287,0.30239659547805786,0.26908668875694275,0.3003826439380646,0.3143121302127838,0.22068053483963013
lighter,0.20107775926589966,0.23391853272914886,0.2408726066350937,0.2550731301307678,0.1693754494190216,0.21720704436302185,0.21188651025295258,0.12840993702411652,0.13723474740982056
isotope,0.2199842631816864,0.19590917229652405,0.1856178492307663,0.15248706936836243,0.19995994865894318,0.3784671723842621,0.1158459484577179,0.1696835458278656,0.16495643556118011
",",0.3877100944519043,0.3087472915649414,0.2356119304895401,0.22241170704364777,0.3283645510673523,0.210612952709198,0.30747702717781067,0.297139048576355,0.31091248989105225
oxygen-16,0.18961164355278015,0.22204910218715668,0.24360264837741852,0.1830185353755951,0.25466111302375793,0.33818474411964417,0.19132383167743683,0.22857603430747986,0.18815967440605164
",",0.3877100944519043,0.3087472915649414,0.2356119304895401,0.22241170704364777,0.3283645510673523,0.210612952709198,0.30747702717781067,0.297139048576355,0.31091248989105225
evaporate,0.12569256126880646,0.2049381285905838,0.35666418075561523,0.15831105411052704,0.24937589466571808,0.27990901470184326,0.24047406017780304,0.20700985193252563,0.18591727316379547
at,0.3110121488571167,0.2838611304759979,0.21267060935497284,0.20065684616565704,0.1511090099811554,0.17549128830432892,0.22001895308494568,0.22353479266166687,0.21978627145290375
a,0.34171196818351746,0.3320399522781372,0.22856730222702026,0.2832804024219513,0.26237669587135315,0.17067255079746246,0.2898913025856018,0.2867805063724518,0.23916715383529663
slightly,0.34297919273376465,0.30401676893234253,0.2500433325767517,0.2079620659351349,0.2148825079202652,0.24596989154815674,0.20132219791412354,0.17364181578159332,0.15424269437789917
faster,0.23667043447494507,0.32900017499923706,0.2693882882595062,0.23903486132621765,0.2930704951286316,0.15762268006801605,0.3031330406665802,0.23202189803123474,0.2566389739513397
rate,0.22539368271827698,0.21845893561840057,0.2431711107492447,0.172566756606102,0.2211182862520218,0.21996471285820007,0.23746857047080994,0.21037909388542175,0.1308269053697586
than,0.40586400032043457,0.29388150572776794,0.22097247838974,0.23944224417209625,0.2387038916349411,0.20249821245670319,0.29250627756118774,0.2870838940143585,0.24917294085025787
water,0.24728088080883026,0.17456887662410736,0.29300418496131897,0.17179641127586365,0.2054748237133026,0.24468304216861725,0.20358906686306,0.2004304826259613,0.14731885492801666
molecules,0.13842612504959106,0.2143162339925766,0.15150034427642822,0.21907047927379608,0.19337092339992523,0.3337802588939667,0.24820944666862488,0.30644491314888,0.17409995198249817
containing,0.29897841811180115,0.10250329971313477,0.15402428805828094,0.22723937034606934,0.186015784740448,0.16760464012622833,0.1845800131559372,0.28832095861434937,0.1655367761850357
the,0.37995871901512146,0.42745697498321533,0.28776681423187256,0.3053930699825287,0.30239659547805786,0.26908668875694275,0.3003826439380646,0.3143121302127838,0.22068053483963013
12,0.20445318520069122,0.1696145385503769,0.1343878209590912,0.04646940529346466,0.17439275979995728,0.14776405692100525,0.1448243409395218,0.08330363035202026,0.10021790862083435
%,0.2035314440727234,0.20738190412521362,0.10602071136236191,0.09776848554611206,0.18865665793418884,0.21056708693504333,0.14998124539852142,0.17274005711078644,0.21441808342933655
heavier,0.18193590641021729,0.2097170352935791,0.2181239128112793,0.1881958544254303,0.2183663249015808,0.2347462922334671,0.2176532745361328,0.1454877257347107,0.16665932536125183
oxygen-18,0.1775674670934677,0.19612939655780792,0.24975812435150146,0.19055578112602234,0.2343180924654007,0.329316109418869,0.16731736063957214,0.2327360361814499,0.17341867089271545
;,0.06296145915985107,0.10986888408660889,-0.03132396563887596,0.0473792739212513,0.06261929124593735,0.09354870021343231,0.030312592163681984,0.03298258036375046,0.10349778085947037
this,0.3886062204837799,0.5489566326141357,0.2567311227321625,0.32200345396995544,0.34963881969451904,0.30212685465812683,0.4082619547843933,0.3761032521724701,0.3155723512172699
disparity,0.3164263963699341,0.40293318033218384,0.17984643578529358,0.18302889168262482,0.3203767240047455,0.3045029938220978,0.37243902683258057,0.3763919472694397,0.2772253155708313
increases,0.2263108640909195,0.23849372565746307,0.1802385449409485,0.25523748993873596,0.2400524616241455,0.21602793037891388,0.21664957702159882,0.24205653369426727,0.10270863026380539
at,0.3110121488571167,0.2838611304759979,0.21267060935497284,0.20065684616565704,0.1511090099811554,0.17549128830432892,0.22001895308494568,0.22353479266166687,0.21978627145290375
lower,0.17345552146434784,0.20079238712787628,0.1998273730278015,0.1625324934720993,0.12720887362957,0.24540717899799347,0.1301119029521942,0.11579782515764236,0.08471795171499252
temperatures,0.20396484434604645,0.2523624897003174,0.5136415362358093,0.1820094734430313,0.22281956672668457,0.42692896723747253,0.20151938498020172,0.20107097923755646,0.1895846426486969
.,0.42038556933403015,0.3567904531955719,0.2610253691673279,0.25145211815834045,0.3613996207714081,0.19209714233875275,0.31944841146469116,0.2787359356880188,0.4130953550338745
