,what,type,of,numbers,demonstrate,a,flaw,with,the,fermat,primality,test,?
are,0.29724663496017456,0.24155041575431824,0.39081433415412903,0.37760815024375916,0.21826240420341492,0.265255331993103,0.16307517886161804,0.38996943831443787,0.40399202704429626,0.19510826468467712,0.20207759737968445,0.19636113941669464,0.24591213464736938
not,0.5449194312095642,0.2697264850139618,0.3307090103626251,0.3080960810184479,0.3099808692932129,0.3791346549987793,0.3315735459327698,0.3409014642238617,0.4310511648654938,0.25228169560432434,0.30138468742370605,0.24568605422973633,0.41942933201789856
prime,0.15586113929748535,0.09346602857112885,0.23935265839099884,0.26943376660346985,0.1686745285987854,0.17998681962490082,0.2077684998512268,0.09384632855653763,0.19960100948810577,0.41659751534461975,0.37021633982658386,0.17034637928009033,0.11276303976774216
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.26479464769363403,0.2733919620513916,0.427140474319458,0.215308278799057,0.4120737314224243,0.4933079481124878,0.23757247626781464,0.2514013350009918,0.17614826560020447,0.31091248989105225
so,0.539469838142395,0.18630102276802063,0.3184450566768646,0.37691518664360046,0.30529969930648804,0.41474464535713196,0.31339702010154724,0.4189452826976776,0.4296516180038452,0.25170662999153137,0.24867366254329681,0.2695564031600952,0.43163934350013733
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.293011337518692,0.2374596893787384,0.5829201340675354,0.2224152833223343,0.4223487675189972,1.0,0.20773477852344513,0.25188151001930237,0.19235259294509888,0.22068053483963013
test,0.2596650719642639,0.23416662216186523,0.164191335439682,0.15689226984977722,0.3465607166290283,0.2521366477012634,0.24036270380020142,0.14787445962429047,0.19235259294509888,0.23552359640598297,0.32035455107688904,1.0000001192092896,0.19832737743854523
has,0.20338068902492523,0.1795734018087387,0.3909035325050354,0.17843097448349,0.20909343659877777,0.4670248031616211,0.2142358273267746,0.44092974066734314,0.4177538752555847,0.17316336929798126,0.17561206221580505,0.18552273511886597,0.15994466841220856
no,0.339326947927475,0.20265884697437286,0.24809792637825012,0.24570758640766144,0.21021613478660583,0.26280897855758667,0.27887681126594543,0.24678650498390198,0.3461136817932129,0.23493610322475433,0.2835501432418823,0.1434125006198883,0.32165053486824036
way,0.4835909903049469,0.2360830307006836,0.266871839761734,0.3247551918029785,0.2750330865383148,0.3330821096897125,0.289107084274292,0.3546393811702728,0.36217406392097473,0.2607574164867401,0.28191184997558594,0.23047541081905365,0.31575819849967957
of,0.33290785551071167,0.18112817406654358,1.0,0.228018656373024,0.2098890244960785,0.5052502155303955,0.20361581444740295,0.41827285289764404,0.733189046382904,0.19480057060718536,0.28515246510505676,0.164191335439682,0.1826142966747284
distinguishing,0.2535470724105835,0.16460804641246796,0.3417954742908478,0.26953160762786865,0.25711360573768616,0.28724297881126404,0.2487156242132187,0.30451908707618713,0.29595857858657837,0.12072616070508957,0.23907817900180817,0.08205986768007278,0.11940579116344452
between,0.2462156116962433,0.13229937851428986,0.3737983703613281,0.16534480452537537,0.17919336259365082,0.29385313391685486,0.06646663695573807,0.3829993009567261,0.39067012071609497,0.1501246988773346,0.21281197667121887,0.14702574908733368,0.12887074053287506
prime,0.15586113929748535,0.09346602857112885,0.23935265839099884,0.26943376660346985,0.1686745285987854,0.17998681962490082,0.2077684998512268,0.09384632855653763,0.19960100948810577,0.41659751534461975,0.37021633982658386,0.17034637928009033,0.11276303976774216
numbers,0.24586999416351318,0.1971423625946045,0.228018656373024,1.0,0.23926861584186554,0.24434582889080048,0.15674413740634918,0.21640020608901978,0.293011337518692,0.35297852754592896,0.33137062191963196,0.15689226984977722,0.19297972321510315
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.24053069949150085,0.22373680770397186,0.3739250600337982,0.22431744635105133,0.5477725267410278,0.5171257257461548,0.14291872084140778,0.2639926075935364,0.22158049046993256,0.20544172823429108
carmichael,0.13899104297161102,0.15294551849365234,0.2545115351676941,0.23730318248271942,0.14163045585155487,0.23979786038398743,0.11501143127679825,0.14042970538139343,0.21299514174461365,0.2564104199409485,0.2050497829914093,0.12403243035078049,0.12453880906105042
numbers,0.24586999416351318,0.1971423625946045,0.228018656373024,1.0,0.23926861584186554,0.24434582889080048,0.15674413740634918,0.21640020608901978,0.293011337518692,0.35297852754592896,0.33137062191963196,0.15689226984977722,0.19297972321510315
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.2591777741909027,0.18065162003040314,0.50484299659729,0.2151615172624588,0.4446153938770294,0.5934505462646484,0.24373872578144073,0.23931632936000824,0.23588362336158752,0.4130953550338745
