,how,many,lines,run,out,of,downtown,los,angeles,?
metrolink,0.18965038657188416,0.1568739414215088,0.31574270129203796,0.3029719293117523,0.19451822340488434,0.20213423669338226,0.3737544119358063,0.2515987753868103,0.28559181094169617,0.23666714131832123
",",0.22659391164779663,0.40610817074775696,0.23323656618595123,0.2309936285018921,0.3161109685897827,0.4946078956127167,0.2289871871471405,0.242568701505661,0.23721925914287567,0.31091248989105225
run,0.2245650738477707,0.24698178470134735,0.20876501500606537,1.0,0.2164657860994339,0.2272813767194748,0.1746886670589447,0.10985610634088516,0.12486984580755234,0.17904110252857208
out,0.3963836133480072,0.3329806923866272,0.2228342592716217,0.2164657860994339,1.0,0.34176841378211975,0.1707577407360077,0.22045356035232544,0.22949089109897614,0.22020699083805084
of,0.2480744868516922,0.37253960967063904,0.1948472559452057,0.2272813767194748,0.34176841378211975,1.0,0.21455974876880646,0.17343297600746155,0.16643567383289337,0.1826142966747284
downtown,0.14563307166099548,0.2315254956483841,0.2629043459892273,0.1746886670589447,0.1707577407360077,0.21455974876880646,1.0,0.3046230375766754,0.29725757241249084,0.15638743340969086
los,0.1389930248260498,0.23644691705703735,0.09954968839883804,0.10985610634088516,0.22045356035232544,0.17343297600746155,0.3046230375766754,1.0,0.9408739805221558,0.15495611727237701
angeles,0.15835323929786682,0.2358880192041397,0.09817230701446533,0.12486984580755234,0.22949089109897614,0.16643567383289337,0.29725757241249084,0.9408739805221558,0.9999999403953552,0.16139166057109833
",",0.22659391164779663,0.40610817074775696,0.23323656618595123,0.2309936285018921,0.3161109685897827,0.4946078956127167,0.2289871871471405,0.242568701505661,0.23721925914287567,0.31091248989105225
connecting,0.1465800404548645,0.2690468430519104,0.3719044625759125,0.23975582420825958,0.1935645043849945,0.3161858916282654,0.317004531621933,0.16177132725715637,0.18109917640686035,0.0780353918671608
los,0.1389930248260498,0.23644691705703735,0.09954968839883804,0.10985610634088516,0.22045356035232544,0.17343297600746155,0.3046230375766754,1.0,0.9408739805221558,0.15495611727237701
angeles,0.15835323929786682,0.2358880192041397,0.09817230701446533,0.12486984580755234,0.22949089109897614,0.16643567383289337,0.29725757241249084,0.9408739805221558,0.9999999403953552,0.16139166057109833
",",0.22659391164779663,0.40610817074775696,0.23323656618595123,0.2309936285018921,0.3161109685897827,0.4946078956127167,0.2289871871471405,0.242568701505661,0.23721925914287567,0.31091248989105225
ventura,0.030825506895780563,0.11596064269542694,0.07177835702896118,0.17614667117595673,0.21745845675468445,0.19724847376346588,0.27015700936317444,0.3659539818763733,0.34498336911201477,0.10329297184944153
",",0.22659391164779663,0.40610817074775696,0.23323656618595123,0.2309936285018921,0.3161109685897827,0.4946078956127167,0.2289871871471405,0.242568701505661,0.23721925914287567,0.31091248989105225
san,0.11613621562719345,0.20305834710597992,0.15406806766986847,0.12312949448823929,0.15407060086727142,0.25237205624580383,0.27212876081466675,0.45418909192085266,0.4276162087917328,0.10952327400445938
bernardino,0.10074875503778458,0.24235501885414124,0.10219430178403854,0.18710865080356598,0.13570097088813782,0.26093193888664246,0.2855835556983948,0.39600813388824463,0.38698744773864746,0.11443846672773361
",",0.22659391164779663,0.40610817074775696,0.23323656618595123,0.2309936285018921,0.3161109685897827,0.4946078956127167,0.2289871871471405,0.242568701505661,0.23721925914287567,0.31091248989105225
riverside,0.09854016453027725,0.22203929722309113,0.15703801810741425,0.21950675547122955,0.1431194394826889,0.2871353030204773,0.4194495379924774,0.41264840960502625,0.41846179962158203,0.10042606294155121
",",0.22659391164779663,0.40610817074775696,0.23323656618595123,0.2309936285018921,0.3161109685897827,0.4946078956127167,0.2289871871471405,0.242568701505661,0.23721925914287567,0.31091248989105225
orange,0.11673212796449661,0.16554947197437286,0.11431971192359924,0.07138309627771378,0.13591070473194122,0.2509242296218872,0.1111748069524765,0.2153046876192093,0.22884298861026764,0.1066059097647667
",",0.22659391164779663,0.40610817074775696,0.23323656618595123,0.2309936285018921,0.3161109685897827,0.4946078956127167,0.2289871871471405,0.242568701505661,0.23721925914287567,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.30738139152526855,0.2711782455444336,0.3881998062133789,0.5116966962814331,0.20503629744052887,0.22504177689552307,0.2403915673494339,0.20544172823429108
san,0.11613621562719345,0.20305834710597992,0.15406806766986847,0.12312949448823929,0.15407060086727142,0.25237205624580383,0.27212876081466675,0.45418909192085266,0.4276162087917328,0.10952327400445938
diego,0.10675806552171707,0.20995798707008362,0.10003980994224548,0.12356243282556534,0.19661207497119904,0.1941702961921692,0.2178671658039093,0.5052679181098938,0.46809855103492737,0.11438121646642685
counties,0.13891631364822388,0.17799876630306244,0.2270326018333435,0.22199493646621704,0.14751026034355164,0.2559657096862793,0.25106310844421387,0.15060237050056458,0.17358089983463287,0.09521792083978653
with,0.3525622487068176,0.35744401812553406,0.21410521864891052,0.16277898848056793,0.3367781639099121,0.41827285289764404,0.16249734163284302,0.2318117916584015,0.2410994917154312,0.2433311939239502
the,0.33890387415885925,0.4335206151008606,0.28391990065574646,0.27883726358413696,0.39404502511024475,0.733189046382904,0.2602716088294983,0.2502395510673523,0.24588194489479065,0.22068053483963013
other,0.3591516315937042,0.6324484348297119,0.19097070395946503,0.2644082307815552,0.2891615033149719,0.38583824038505554,0.16975097358226776,0.18309594690799713,0.1799575239419937,0.24682199954986572
line,0.15736231207847595,0.12717783451080322,0.679698646068573,0.22129341959953308,0.20314781367778778,0.23765452206134796,0.293956458568573,0.07171142101287842,0.07884691655635834,0.16271452605724335
connecting,0.1465800404548645,0.2690468430519104,0.3719044625759125,0.23975582420825958,0.1935645043849945,0.3161858916282654,0.317004531621933,0.16177132725715637,0.18109917640686035,0.0780353918671608
san,0.11613621562719345,0.20305834710597992,0.15406806766986847,0.12312949448823929,0.15407060086727142,0.25237205624580383,0.27212876081466675,0.45418909192085266,0.4276162087917328,0.10952327400445938
bernardino,0.10074875503778458,0.24235501885414124,0.10219430178403854,0.18710865080356598,0.13570097088813782,0.26093193888664246,0.2855835556983948,0.39600813388824463,0.38698744773864746,0.11443846672773361
",",0.22659391164779663,0.40610817074775696,0.23323656618595123,0.2309936285018921,0.3161109685897827,0.4946078956127167,0.2289871871471405,0.242568701505661,0.23721925914287567,0.31091248989105225
riverside,0.09854016453027725,0.22203929722309113,0.15703801810741425,0.21950675547122955,0.1431194394826889,0.2871353030204773,0.4194495379924774,0.41264840960502625,0.41846179962158203,0.10042606294155121
",",0.22659391164779663,0.40610817074775696,0.23323656618595123,0.2309936285018921,0.3161109685897827,0.4946078956127167,0.2289871871471405,0.242568701505661,0.23721925914287567,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.30738139152526855,0.2711782455444336,0.3881998062133789,0.5116966962814331,0.20503629744052887,0.22504177689552307,0.2403915673494339,0.20544172823429108
orange,0.11673212796449661,0.16554947197437286,0.11431971192359924,0.07138309627771378,0.13591070473194122,0.2509242296218872,0.1111748069524765,0.2153046876192093,0.22884298861026764,0.1066059097647667
counties,0.13891631364822388,0.17799876630306244,0.2270326018333435,0.22199493646621704,0.14751026034355164,0.2559657096862793,0.25106310844421387,0.15060237050056458,0.17358089983463287,0.09521792083978653
directly,0.38373512029647827,0.32856667041778564,0.259567528963089,0.2312932163476944,0.21533609926700592,0.2998887896537781,0.17190831899642944,0.1318730264902115,0.16385947167873383,0.2187996357679367
.,0.3287222981452942,0.3974229395389557,0.24112989008426666,0.2739698588848114,0.34234723448753357,0.5352458953857422,0.2247719168663025,0.2471826672554016,0.26720499992370605,0.4130953550338745
