,what,was,the,name,of,the,approved,measure,that,helped,cover,the,cost,of,major,city,projects,?
tax,0.21278929710388184,0.13571642339229584,0.19507044553756714,0.0866072028875351,0.2403477430343628,0.19507044553756714,0.2750186622142792,0.26954635977745056,0.26179835200309753,0.1755973845720291,0.17461565136909485,0.19507044553756714,0.3563234210014343,0.2403477430343628,0.1842481791973114,0.1701512336730957,0.25122472643852234,0.2097984105348587
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.29869166016578674,0.23919615149497986,0.4460422694683075,0.25779226422309875,0.22325164079666138,0.5934505462646484,0.26134178042411804,0.5352458953857422,0.3054012954235077,0.29856356978416443,0.2564103305339813,0.4130953550338745
,what,was,the,name,of,the,approved,measure,that,helped,cover,the,cost,of,major,city,projects,?
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.23346227407455444,0.17892111837863922,0.435920387506485,0.304380863904953,0.19227565824985504,0.6662389636039734,0.25200018286705017,0.5696388483047485,0.3249945342540741,0.3911624252796173,0.19637514650821686,0.20430970191955566
honor,0.15029305219650269,0.2958109676837921,0.2633417248725891,0.2967875897884369,0.27187082171440125,0.2633417248725891,0.18947955965995789,0.08146926760673523,0.22159558534622192,0.2276337444782257,0.111154705286026,0.2633417248725891,0.18178607523441315,0.27187082171440125,0.14831289649009705,0.23302392661571503,0.15625375509262085,0.1187526285648346
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.3106788992881775,0.22469913959503174,0.41498205065727234,0.26548290252685547,0.26416900753974915,0.733189046382904,0.23332229256629944,1.0,0.2641255557537079,0.32503411173820496,0.21610960364341736,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.30207422375679016,0.2528008222579956,0.5473989248275757,0.3108886480331421,0.26727065443992615,1.0,0.23177006840705872,0.733189046382904,0.31775903701782227,0.35769423842430115,0.23802334070205688,0.22068053483963013
occasion,0.20515377819538116,0.21339811384677887,0.22899624705314636,0.12710259854793549,0.18207356333732605,0.22899624705314636,0.11416067183017731,0.1782020628452301,0.2509068250656128,0.14415743947029114,0.2040039747953415,0.22899624705314636,0.09412696957588196,0.18207356333732605,0.10720370709896088,0.11683599650859833,0.22417953610420227,0.18074023723602295
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.28550124168395996,0.18738344311714172,0.4137537479400635,0.2661169171333313,0.24982257187366486,0.4933079481124878,0.20970560610294342,0.4946078956127167,0.29355156421661377,0.35839709639549255,0.2649989724159241,0.31091248989105225
then-mayor,0.2512628436088562,0.3154772222042084,0.33236029744148254,0.23073740303516388,0.25806695222854614,0.33236029744148254,0.31293433904647827,0.21396592259407043,0.2414877563714981,0.14519469439983368,0.1257496476173401,0.33236029744148254,0.14962314069271088,0.25806695222854614,0.24845394492149353,0.4582844376564026,0.15765154361724854,0.20849400758743286
hans,0.1566041111946106,0.21729552745819092,0.2071325033903122,0.11477092653512955,0.1693631112575531,0.2071325033903122,0.15344245731830597,0.1240350529551506,0.11943630874156952,0.19076113402843475,0.11605825275182724,0.2071325033903122,0.17473071813583374,0.1693631112575531,0.11297985166311264,0.07872048765420914,0.11382853239774704,0.10353465378284454
tanzler,0.2071366161108017,0.33602815866470337,0.2570924162864685,0.22244907915592194,0.23744867742061615,0.2570924162864685,0.1697694957256317,0.19286192953586578,0.17240065336227417,0.25892266631126404,0.22937935590744019,0.2570924162864685,0.164041668176651,0.23744867742061615,0.12000356614589691,0.2084135115146637,0.10794699937105179,0.2173357754945755
posed,0.21864047646522522,0.2885967195034027,0.23124444484710693,0.10421338677406311,0.24146881699562073,0.23124444484710693,0.27005356550216675,0.13782896101474762,0.2880408465862274,0.2942294180393219,0.2860707640647888,0.23124444484710693,0.08769384026527405,0.24146881699562073,0.10387459397315979,0.08620838075876236,0.20085717737674713,0.21519874036312103
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.17897967994213104,0.41827285289764404,0.4223487675189972,0.20244796574115753,0.20861971378326416,0.4154358208179474,0.24667875468730927,0.3031909763813019,0.4223487675189972,0.2314605861902237,0.41827285289764404,0.21643421053886414,0.19554263353347778,0.24232852458953857,0.2433311939239502
actress,0.17165528237819672,0.24704307317733765,0.16107499599456787,0.13908220827579498,0.12232538312673569,0.16107499599456787,0.10465136915445328,0.08741071075201035,0.17211537063121796,0.1400664746761322,0.10048601776361465,0.16107499599456787,0.11902950704097748,0.12232538312673569,0.10875876247882843,0.22863323986530304,0.13619625568389893,0.17259088158607483
lee,0.19203267991542816,0.23897704482078552,0.16821028292179108,0.11342526227235794,0.15092487633228302,0.16821028292179108,0.11497887969017029,0.05783328786492348,0.18142548203468323,0.13841795921325684,0.17487545311450958,0.16821028292179108,0.17663192749023438,0.15092487633228302,0.21619151532649994,0.14396895468235016,0.16774527728557587,0.19113655388355255
meredith,0.19534389674663544,0.29848748445510864,0.2297440767288208,0.09359226375818253,0.19718630611896515,0.2297440767288208,0.11024949699640274,0.10486224293708801,0.24344706535339355,0.1963547319173813,0.2056535929441452,0.2297440767288208,0.0521463081240654,0.19718630611896515,0.15761004388332367,0.16956134140491486,0.1805226057767868,0.14512039721012115
behind,0.1959938108921051,0.27558037638664246,0.38928431272506714,0.0986834242939949,0.2801654636859894,0.38928431272506714,0.12181789427995682,0.12580697238445282,0.33211183547973633,0.22675910592079163,0.25980815291404724,0.38928431272506714,0.19972459971904755,0.2801654636859894,0.15588894486427307,0.1328607201576233,0.19121134281158447,0.19274599850177765
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.272470086812973,0.2953258156776428,0.47537946701049805,0.24550430476665497,0.23858952522277832,0.5829201340675354,0.21993719041347504,0.5052502155303955,0.22990699112415314,0.2349124401807785,0.21870890259742737,0.23916715383529663
sign,0.2690769135951996,0.10542256385087967,0.22875791788101196,0.19764253497123718,0.201818585395813,0.22875791788101196,0.23022568225860596,0.13935275375843048,0.26780781149864197,0.13133504986763,0.13428711891174316,0.22875791788101196,0.1396542191505432,0.201818585395813,0.1790509819984436,0.154170960187912,0.21383818984031677,0.21454890072345734
marking,0.1852564662694931,0.15448026359081268,0.3601176142692566,0.1518838107585907,0.2663365304470062,0.3601176142692566,0.18417790532112122,0.19030888378620148,0.3099898397922516,0.12215837091207504,0.14692863821983337,0.3601176142692566,0.13441871106624603,0.2663365304470062,0.22487801313400269,0.09567125141620636,0.1456194669008255,0.12772339582443237
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.30207422375679016,0.2528008222579956,0.5473989248275757,0.3108886480331421,0.26727065443992615,1.0,0.23177006840705872,0.733189046382904,0.31775903701782227,0.35769423842430115,0.23802334070205688,0.22068053483963013
new,0.2130378633737564,0.2748313844203949,0.3845241069793701,0.19623230397701263,0.343457967042923,0.3845241069793701,0.24202892184257507,0.10249213874340057,0.29177987575531006,0.27500712871551514,0.14458148181438446,0.3845241069793701,0.2137160450220108,0.343457967042923,0.19747984409332275,0.3555362820625305,0.1836947500705719,0.14782847464084625
border,0.26696228981018066,0.15863363444805145,0.2856229841709137,0.1466246247291565,0.24084383249282837,0.2856229841709137,0.09169745445251465,0.11072640866041183,0.22939057648181915,0.1465691328048706,0.12230332940816879,0.2856229841709137,0.1627703160047531,0.24084383249282837,0.20213967561721802,0.3289262354373932,0.10589904338121414,0.1706928312778473
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.3106788992881775,0.22469913959503174,0.41498205065727234,0.26548290252685547,0.26416900753974915,0.733189046382904,0.23332229256629944,1.0,0.2641255557537079,0.32503411173820496,0.21610960364341736,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.30207422375679016,0.2528008222579956,0.5473989248275757,0.3108886480331421,0.26727065443992615,1.0,0.23177006840705872,0.733189046382904,0.31775903701782227,0.35769423842430115,0.23802334070205688,0.22068053483963013
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,0.1001104861497879,0.06780257821083069,0.029072100296616554,0.03167121112346649,0.10609804093837738,0.05285148695111275,-0.01818331889808178,-0.07604461163282394,0.029072100296616554,-0.06456045806407928,0.06780257821083069,0.044031765311956406,-0.009671642445027828,-0.02862204983830452,0.0685480609536171
bold,0.20431113243103027,0.08225566148757935,0.20297379791736603,0.1958613395690918,0.17060621082782745,0.20297379791736603,0.14046397805213928,0.11765143275260925,0.28809690475463867,0.14649128913879395,0.13189971446990967,0.20297379791736603,0.13389508426189423,0.17060621082782745,0.15892314910888672,0.17649248242378235,0.21612858772277832,0.27128171920776367
new,0.2130378633737564,0.2748313844203949,0.3845241069793701,0.19623230397701263,0.343457967042923,0.3845241069793701,0.24202892184257507,0.10249213874340057,0.29177987575531006,0.27500712871551514,0.14458148181438446,0.3845241069793701,0.2137160450220108,0.343457967042923,0.19747984409332275,0.3555362820625305,0.1836947500705719,0.14782847464084625
city,0.17493832111358643,0.3188765048980713,0.35769423842430115,0.22892655432224274,0.32503411173820496,0.35769423842430115,0.19676660001277924,0.07779187709093094,0.183757483959198,0.14631898701190948,0.1372481733560562,0.35769423842430115,0.21412591636180878,0.32503411173820496,0.259122371673584,1.0,0.15433156490325928,0.13423943519592285
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.3106788992881775,0.22469913959503174,0.41498205065727234,0.26548290252685547,0.26416900753974915,0.733189046382904,0.23332229256629944,1.0,0.2641255557537079,0.32503411173820496,0.21610960364341736,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.30207422375679016,0.2528008222579956,0.5473989248275757,0.3108886480331421,0.26727065443992615,1.0,0.23177006840705872,0.733189046382904,0.31775903701782227,0.35769423842430115,0.23802334070205688,0.22068053483963013
south,0.15388517081737518,0.2792486846446991,0.3129390776157379,0.21417751908302307,0.33382371068000793,0.3129390776157379,0.13471101224422455,0.1918616145849228,0.1571199595928192,0.156571626663208,0.12291091680526733,0.3129390776157379,0.1332559436559677,0.33382371068000793,0.18060888350009918,0.38135167956352234,0.1717105209827423,0.12336621433496475
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.003883055876940489,0.13035868108272552,0.041273195296525955,0.050714269280433655,0.07636073231697083,0.007880004122853279,-0.05882800370454788,0.004184584598988295,0.041273195296525955,0.08002961426973343,0.13035868108272552,0.003909514285624027,0.08278307318687439,0.03716297447681427,0.018684765323996544
at,0.2838611304759979,0.36707764863967896,0.457212895154953,0.11450952291488647,0.42558613419532776,0.457212895154953,0.21304191648960114,0.1993730217218399,0.3183255195617676,0.15598946809768677,0.15280604362487793,0.457212895154953,0.26695817708969116,0.42558613419532776,0.1983424723148346,0.2310783565044403,0.2329864799976349,0.21978627145290375
florida,0.14450381696224213,0.23693005740642548,0.24091358482837677,0.1335849165916443,0.2330869883298874,0.24091358482837677,0.153273805975914,0.0759267508983612,0.17380806803703308,0.14244383573532104,0.11443372070789337,0.24091358482837677,0.19786040484905243,0.2330869883298874,0.15702778100967407,0.26083460450172424,0.10265826433897018,0.13469882309436798
13,-0.0796622633934021,0.020193999633193016,-0.007407139986753464,0.08776994794607162,0.019282439723610878,-0.007407139986753464,-0.004950917325913906,-0.07203984260559082,-0.018577812239527702,0.1325821429491043,-0.05954810604453087,-0.007407139986753464,-0.09441401809453964,0.019282439723610878,0.03460926562547684,0.06548561900854111,0.005409375764429569,-0.11384815722703934
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.19026720523834229,0.23739957809448242,0.4731321930885315,0.318156898021698,0.27793973684310913,0.5171257257461548,0.2846847474575043,0.5116966962814331,0.29795366525650024,0.2827445864677429,0.3284114897251129,0.20544172823429108
julington,0.16580888628959656,0.32984015345573425,0.26325908303260803,0.16880030930042267,0.2501080632209778,0.26325908303260803,0.20329585671424866,0.1740541160106659,0.24602343142032623,0.2372802495956421,0.1377679854631424,0.26325908303260803,0.24009348452091217,0.2501080632209778,0.21383415162563324,0.29163801670074463,0.198555126786232,0.18173733353614807
creek,0.14430326223373413,0.18697237968444824,0.18927018344402313,0.13467691838741302,0.17091353237628937,0.18927018344402313,0.11218941956758499,0.056123942136764526,0.12731964886188507,0.13027094304561615,0.14932912588119507,0.18927018344402313,0.19987590610980988,0.17091353237628937,0.2013969123363495,0.19721674919128418,0.15396349132061005,0.10912753641605377
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.29869166016578674,0.23919615149497986,0.4460422694683075,0.25779226422309875,0.22325164079666138,0.5934505462646484,0.26134178042411804,0.5352458953857422,0.3054012954235077,0.29856356978416443,0.2564103305339813,0.4130953550338745
