,which,court,argued,that,the,treaty,of,rome,did,not,prevent,energy,nationalism,?
nationalisation,0.31937432289123535,0.1605895757675171,0.25182557106018066,0.29285699129104614,0.32488638162612915,0.2898128032684326,0.256949782371521,0.18856100738048553,0.214163139462471,0.2737880349159241,0.25035202503204346,0.23661141097545624,0.8170244693756104,0.23116526007652283
",",0.3658004403114319,0.24410836398601532,0.2107459008693695,0.4137537479400635,0.4933079481124878,0.21270246803760529,0.4946078956127167,0.2507072985172272,0.3015086054801941,0.3769696354866028,0.19234955310821533,0.21156731247901917,0.20392820239067078,0.31091248989105225
and,0.506277859210968,0.22896502912044525,0.2601248323917389,0.4731321930885315,0.5171257257461548,0.1592116355895996,0.5116966962814331,0.2234899401664734,0.34479495882987976,0.39099299907684326,0.27715030312538147,0.23934243619441986,0.20760926604270935,0.20544172823429108
in,0.4840516746044159,0.2793687880039215,0.16827838122844696,0.435920387506485,0.6662389636039734,0.22333456575870514,0.5696388483047485,0.25722408294677734,0.2593238651752472,0.3403114080429077,0.14883868396282196,0.17693158984184265,0.20544803142547607,0.20430970191955566
any,0.5186169743537903,0.20551563799381256,0.23532836139202118,0.5484943389892578,0.4525727927684784,0.1550198793411255,0.3769088089466095,0.13954168558120728,0.37563082575798035,0.5995424389839172,0.4064050316810608,0.27518200874328613,0.16393455862998962,0.4113408327102661
case,0.33281663060188293,0.4225234091281891,0.390349805355072,0.4129708409309387,0.31022098660469055,0.14668002724647522,0.24743439257144928,0.12993934750556946,0.21228672564029694,0.3788454234600067,0.2562585771083832,0.22987206280231476,0.12356434017419815,0.33232852816581726
under,0.3235377371311188,0.1557169258594513,0.09154439717531204,0.26447200775146484,0.3348022699356079,0.24186494946479797,0.32766106724739075,0.18227237462997437,0.20815621316432953,0.21131709218025208,0.19489732384681702,0.14167438447475433,0.10887029021978378,0.18233340978622437
the,0.6521818041801453,0.2812081575393677,0.1919303685426712,0.5473989248275757,1.0,0.2690109610557556,0.733189046382904,0.2399049997329712,0.34736719727516174,0.4310511648654938,0.2841009497642517,0.26756542921066284,0.24141642451286316,0.22068053483963013
treaty,0.19969318807125092,0.22745929658412933,0.10727547109127045,0.19276702404022217,0.2690109610557556,1.0,0.2602092921733856,0.24507440626621246,0.19075942039489746,0.24425633251667023,0.1417146474123001,0.1335025429725647,0.23069000244140625,0.1174844279885292
provisions,0.3190610408782959,0.28214243054389954,0.3684980869293213,0.29164499044418335,0.28538835048675537,0.3754124939441681,0.2910953760147095,0.16609348356723785,0.28340375423431396,0.36116644740104675,0.255426824092865,0.247869074344635,0.27677249908447266,0.22902937233448029
only,0.5654799342155457,0.22516009211540222,0.19664016366004944,0.6004067063331604,0.5497692227363586,0.19396792352199554,0.49632513523101807,0.18218284845352173,0.4039593040943146,0.5868885517120361,0.3325214684009552,0.21738086640834808,0.15756544470787048,0.2767370045185089
the,0.6521818041801453,0.2812081575393677,0.1919303685426712,0.5473989248275757,1.0,0.2690109610557556,0.733189046382904,0.2399049997329712,0.34736719727516174,0.4310511648654938,0.2841009497642517,0.26756542921066284,0.24141642451286316,0.22068053483963013
commission,0.25648555159568787,0.36450091004371643,0.25012174248695374,0.22035260498523712,0.24418850243091583,0.34969329833984375,0.2698368728160858,0.19178275763988495,0.18697425723075867,0.21429981291294098,0.22258521616458893,0.27593180537223816,0.23975640535354614,0.16231559216976166
could,0.3928161859512329,0.2330874651670456,0.31301069259643555,0.5584503412246704,0.35393214225769043,0.18627819418907166,0.29043012857437134,0.18500687181949615,0.6308382749557495,0.5930190086364746,0.34136301279067993,0.19846777617931366,0.17846667766571045,0.3411986827850342
have,0.49652695655822754,0.1848815530538559,0.3102279305458069,0.6182622313499451,0.40389683842658997,0.1485895961523056,0.3802283704280853,0.15155020356178284,0.3783526122570038,0.5619372129440308,0.32587194442749023,0.2782949209213257,0.1789480596780777,0.32991164922714233
brought,0.2530832886695862,0.1997031569480896,0.31054478883743286,0.32102081179618835,0.32700833678245544,0.16153310239315033,0.3339962065219879,0.2392055094242096,0.3238873779773712,0.20921888947486877,0.2572076618671417,0.14946016669273376,0.2060314565896988,0.2339296191930771
a,0.56894451379776,0.23624834418296814,0.1706712543964386,0.47537946701049805,0.5829201340675354,0.14753150939941406,0.5052502155303955,0.1662207841873169,0.2552328109741211,0.3791346549987793,0.23738086223602295,0.21513298153877258,0.21795016527175903,0.23916715383529663
claim,0.2379729151725769,0.23169399797916412,0.3384775221347809,0.39801377058029175,0.25873351097106934,0.24773681163787842,0.2833690047264099,0.16881747543811798,0.30867162346839905,0.3852725028991699,0.15771619975566864,0.13286493718624115,0.30843186378479004,0.2665664851665497
",",0.3658004403114319,0.24410836398601532,0.2107459008693695,0.4137537479400635,0.4933079481124878,0.21270246803760529,0.4946078956127167,0.2507072985172272,0.3015086054801941,0.3769696354866028,0.19234955310821533,0.21156731247901917,0.20392820239067078,0.31091248989105225
not,0.46766895055770874,0.21835780143737793,0.33723318576812744,0.6600887179374695,0.4310511648654938,0.24425633251667023,0.3307090103626251,0.21086826920509338,0.6481515765190125,0.9999999403953552,0.39701515436172485,0.22607171535491943,0.23241010308265686,0.41942933201789856
mr,0.15051288902759552,0.09339942783117294,0.19148953258991241,0.1653977632522583,0.14889483153820038,0.0847349762916565,0.12801901996135712,0.08637458086013794,0.1890934705734253,0.18532899022102356,0.043141547590494156,0.09438060969114304,0.09850974380970001,0.15658774971961975
costa,0.1800069808959961,0.13159260153770447,0.10447780787944794,0.17925287783145905,0.2266753762960434,0.10717453807592392,0.24671833217144012,0.29303479194641113,0.13265416026115417,0.1280795931816101,0.07498171180486679,0.12468769401311874,0.16978514194488525,0.1834104061126709
.,0.45942068099975586,0.2742154598236084,0.21281562745571136,0.4460422694683075,0.5934505462646484,0.17410176992416382,0.5352458953857422,0.22383488714694977,0.35288307070732117,0.4824007451534271,0.24685528874397278,0.22292809188365936,0.20213139057159424,0.4130953550338745
,which,court,argued,that,the,treaty,of,rome,did,not,prevent,energy,nationalism,?
he,0.3415409028530121,0.3171530067920685,0.18692846596240997,0.36068853735923767,0.4571082592010498,0.2077120989561081,0.38706058263778687,0.2921570837497711,0.3292143940925598,0.29440581798553467,0.13608504831790924,0.19338715076446533,0.25296321511268616,0.2089974731206894
claimed,0.23947973549365997,0.21537815034389496,0.4182365834712982,0.38060468435287476,0.2761930227279663,0.20157384872436523,0.25888603925704956,0.104771688580513,0.34913167357444763,0.31597745418548584,0.1615632176399231,0.0775076150894165,0.231519415974617,0.2083493024110794
the,0.6521818041801453,0.2812081575393677,0.1919303685426712,0.5473989248275757,1.0,0.2690109610557556,0.733189046382904,0.2399049997329712,0.34736719727516174,0.4310511648654938,0.2841009497642517,0.26756542921066284,0.24141642451286316,0.22068053483963013
italian,0.19053605198860168,0.11926320195198059,0.10189098864793777,0.18464817106723785,0.19855095446109772,0.13527065515518188,0.20819662511348724,0.43943148851394653,0.16107788681983948,0.19617684185504913,0.061187077313661575,0.08354136347770691,0.2456880658864975,0.1156633123755455
nationalisation,0.31937432289123535,0.1605895757675171,0.25182557106018066,0.29285699129104614,0.32488638162612915,0.2898128032684326,0.256949782371521,0.18856100738048553,0.214163139462471,0.2737880349159241,0.25035202503204346,0.23661141097545624,0.8170244693756104,0.23116526007652283
law,0.20205146074295044,0.413828045129776,0.3009832799434662,0.23277728259563446,0.24548950791358948,0.3302869200706482,0.2816956341266632,0.15146924555301666,0.2238171398639679,0.2588513493537903,0.19379396736621857,0.1985999345779419,0.24533148109912872,0.1528988480567932
conflicted,0.250724732875824,0.2532602846622467,0.3511052429676056,0.3238930404186249,0.25352200865745544,0.2839941382408142,0.22336991131305695,0.11788613349199295,0.2816648781299591,0.3200733959674835,0.28031301498413086,0.1733682006597519,0.3238190710544586,0.3349017798900604
with,0.46403205394744873,0.14494022727012634,0.20361986756324768,0.4154358208179474,0.4223487675189972,0.17950300872325897,0.41827285289764404,0.1726914495229721,0.25472134351730347,0.3409014642238617,0.2729385197162628,0.19224508106708527,0.162770614027977,0.2433311939239502
the,0.6521818041801453,0.2812081575393677,0.1919303685426712,0.5473989248275757,1.0,0.2690109610557556,0.733189046382904,0.2399049997329712,0.34736719727516174,0.4310511648654938,0.2841009497642517,0.26756542921066284,0.24141642451286316,0.22068053483963013
treaty,0.19969318807125092,0.22745929658412933,0.10727547109127045,0.19276702404022217,0.2690109610557556,1.0,0.2602092921733856,0.24507440626621246,0.19075942039489746,0.24425633251667023,0.1417146474123001,0.1335025429725647,0.23069000244140625,0.1174844279885292
of,0.5011631846427917,0.28835242986679077,0.19172857701778412,0.41498205065727234,0.733189046382904,0.2602092921733856,1.0,0.21705909073352814,0.2513895630836487,0.3307090103626251,0.22669163346290588,0.26257598400115967,0.25239041447639465,0.1826142966747284
rome,0.18382954597473145,0.19748814404010773,0.09993162006139755,0.19937314093112946,0.2399049997329712,0.24507440626621246,0.21705909073352814,1.0,0.21517880260944366,0.21086826920509338,0.14952504634857178,0.064484141767025,0.21418356895446777,0.16867119073867798
",",0.3658004403114319,0.24410836398601532,0.2107459008693695,0.4137537479400635,0.4933079481124878,0.21270246803760529,0.4946078956127167,0.2507072985172272,0.3015086054801941,0.3769696354866028,0.19234955310821533,0.21156731247901917,0.20392820239067078,0.31091248989105225
and,0.506277859210968,0.22896502912044525,0.2601248323917389,0.4731321930885315,0.5171257257461548,0.1592116355895996,0.5116966962814331,0.2234899401664734,0.34479495882987976,0.39099299907684326,0.27715030312538147,0.23934243619441986,0.20760926604270935,0.20544172823429108
requested,0.2630670368671417,0.23654799163341522,0.2631680965423584,0.3791719973087311,0.2535228729248047,0.1960507482290268,0.24680906534194946,0.19063648581504822,0.3457925021648407,0.34870606660842896,0.25080862641334534,0.16995973885059357,0.17217744886875153,0.3419589698314667
a,0.56894451379776,0.23624834418296814,0.1706712543964386,0.47537946701049805,0.5829201340675354,0.14753150939941406,0.5052502155303955,0.1662207841873169,0.2552328109741211,0.3791346549987793,0.23738086223602295,0.21513298153877258,0.21795016527175903,0.23916715383529663
reference,0.26816195249557495,0.14924940466880798,0.19025717675685883,0.32446539402008057,0.26254498958587646,0.1525011509656906,0.21538788080215454,0.13522501289844513,0.17457064986228943,0.28067946434020996,0.13928383588790894,0.22503788769245148,0.11270524561405182,0.2950310707092285
be,0.476310670375824,0.20228137075901031,0.2228209674358368,0.6036020517349243,0.4248143136501312,0.17763298749923706,0.33904364705085754,0.18432362377643585,0.22657383978366852,0.5788898468017578,0.3827786147594452,0.2677359879016876,0.15580883622169495,0.3324260413646698
made,0.3407467305660248,0.1495923101902008,0.23241262137889862,0.3437977731227875,0.3885267674922943,0.16611096262931824,0.33167365193367004,0.1527700424194336,0.3068731725215912,0.35529249906539917,0.25222012400627136,0.14153334498405457,0.1585339456796646,0.17218779027462006
to,0.5345056653022766,0.24824365973472595,0.24650873243808746,0.5436353087425232,0.535392165184021,0.1986158937215805,0.41548454761505127,0.27313151955604553,0.4452643394470215,0.5149973034858704,0.3492564558982849,0.27179354429244995,0.2103620171546936,0.29463258385658264
both,0.5140923857688904,0.16309337317943573,0.25184011459350586,0.4532228112220764,0.4931981563568115,0.23815175890922546,0.3565710783004761,0.17049796879291534,0.34255191683769226,0.4334387183189392,0.23451869189739227,0.21956712007522583,0.2148313671350479,0.19455738365650177
the,0.6521818041801453,0.2812081575393677,0.1919303685426712,0.5473989248275757,1.0,0.2690109610557556,0.733189046382904,0.2399049997329712,0.34736719727516174,0.4310511648654938,0.2841009497642517,0.26756542921066284,0.24141642451286316,0.22068053483963013
italian,0.19053605198860168,0.11926320195198059,0.10189098864793777,0.18464817106723785,0.19855095446109772,0.13527065515518188,0.20819662511348724,0.43943148851394653,0.16107788681983948,0.19617684185504913,0.061187077313661575,0.08354136347770691,0.2456880658864975,0.1156633123755455
constitutional,0.2864847183227539,0.49154651165008545,0.3572094142436981,0.2671305537223816,0.2926941215991974,0.4070098400115967,0.3563419580459595,0.18338486552238464,0.2400074154138565,0.2985531687736511,0.20915092527866364,0.2034217268228531,0.4121779501438141,0.2199033498764038
court,0.19263212382793427,1.0,0.32544562220573425,0.2474849969148636,0.2812081575393677,0.22745929658412933,0.28835242986679077,0.19748814404010773,0.23020441830158234,0.21835780143737793,0.13133683800697327,0.11481554061174393,0.17359328269958496,0.17100423574447632
and,0.506277859210968,0.22896502912044525,0.2601248323917389,0.4731321930885315,0.5171257257461548,0.1592116355895996,0.5116966962814331,0.2234899401664734,0.34479495882987976,0.39099299907684326,0.27715030312538147,0.23934243619441986,0.20760926604270935,0.20544172823429108
the,0.6521818041801453,0.2812081575393677,0.1919303685426712,0.5473989248275757,1.0,0.2690109610557556,0.733189046382904,0.2399049997329712,0.34736719727516174,0.4310511648654938,0.2841009497642517,0.26756542921066284,0.24141642451286316,0.22068053483963013
court,0.19263212382793427,1.0,0.32544562220573425,0.2474849969148636,0.2812081575393677,0.22745929658412933,0.28835242986679077,0.19748814404010773,0.23020441830158234,0.21835780143737793,0.13133683800697327,0.11481554061174393,0.17359328269958496,0.17100423574447632
of,0.5011631846427917,0.28835242986679077,0.19172857701778412,0.41498205065727234,0.733189046382904,0.2602092921733856,1.0,0.21705909073352814,0.2513895630836487,0.3307090103626251,0.22669163346290588,0.26257598400115967,0.25239041447639465,0.1826142966747284
justice,0.16124017536640167,0.5483176112174988,0.21892185509204865,0.23929592967033386,0.23470892012119293,0.20915263891220093,0.2658293545246124,0.16730323433876038,0.10621706396341324,0.12427773326635361,0.1300525963306427,0.22661298513412476,0.2630555331707001,0.19269752502441406
under,0.3235377371311188,0.1557169258594513,0.09154439717531204,0.26447200775146484,0.3348022699356079,0.24186494946479797,0.32766106724739075,0.18227237462997437,0.20815621316432953,0.21131709218025208,0.19489732384681702,0.14167438447475433,0.10887029021978378,0.18233340978622437
tfeu,0.19778072834014893,0.15581190586090088,0.1197083443403244,0.15542970597743988,0.23805710673332214,0.20096592605113983,0.19117312133312225,0.3237597644329071,0.13739699125289917,0.15117043256759644,0.1472596824169159,0.10997851938009262,0.2748804986476898,0.2193283885717392
article,0.3171063959598541,0.22432352602481842,0.25334659218788147,0.41666144132614136,0.3329811692237854,0.2396368831396103,0.25720444321632385,0.15822331607341766,0.27629354596138,0.427753210067749,0.266372948884964,0.2270709127187729,0.22681878507137299,0.4948462247848511
267,0.05641496554017067,0.11902949213981628,-0.06056661158800125,0.023950941860675812,0.06394819170236588,0.02211284264922142,-0.0020397191401571035,-0.0007488927221857011,-0.018195590004324913,0.028305435553193092,0.022432485595345497,-0.025560038164258003,-0.14330296218395233,0.06828461587429047
.,0.45942068099975586,0.2742154598236084,0.21281562745571136,0.4460422694683075,0.5934505462646484,0.17410176992416382,0.5352458953857422,0.22383488714694977,0.35288307070732117,0.4824007451534271,0.24685528874397278,0.22292809188365936,0.20213139057159424,0.4130953550338745
