,why,did,gm,",",ford,and,chrysler,introduced,fuel-efficient,and,small,cars,to,the,us,market,?
motors,0.1644786149263382,0.12211351841688156,0.3258637487888336,0.18115511536598206,0.4611818790435791,0.16620339453220367,0.492933452129364,0.24117307364940643,0.3492369055747986,0.16620339453220367,0.1717848926782608,0.5180165767669678,0.1911056935787201,0.16861771047115326,0.21029549837112427,0.16335400938987732,0.16430476307868958
",",0.2827242314815521,0.3015086054801941,0.20211827754974365,1.0000001192092896,0.17111018300056458,0.6633074283599854,0.21499164402484894,0.22034090757369995,0.2614569664001465,0.6633074283599854,0.3083299398422241,0.23312760889530182,0.44245919585227966,0.4933079481124878,0.3120202422142029,0.2499394416809082,0.31091248989105225
ford,0.2194703370332718,0.2008439004421234,0.27559155225753784,0.17111018300056458,0.9999999403953552,0.1880313605070114,0.43979117274284363,0.2030457854270935,0.23771747946739197,0.1880313605070114,0.14401383697986603,0.43371817469596863,0.2324589192867279,0.24780116975307465,0.25581538677215576,0.22473345696926117,0.19164219498634338
and,0.27806392312049866,0.34479495882987976,0.16249778866767883,0.6633074283599854,0.1880313605070114,1.0,0.1509794294834137,0.27894338965415955,0.3087857961654663,1.0,0.35207539796829224,0.2871580421924591,0.48971283435821533,0.5171257257461548,0.25715014338493347,0.23057621717453003,0.20544172823429108
chrysler,0.12769244611263275,0.13421878218650818,0.3298647999763489,0.21499164402484894,0.43979117274284363,0.1509794294834137,1.0,0.27192193269729614,0.3233247399330139,0.1509794294834137,0.17826105654239655,0.43217504024505615,0.14751732349395752,0.1921911984682083,0.23411183059215546,0.34562087059020996,0.17612145841121674
to,0.4100138247013092,0.4452643394470215,0.1583591252565384,0.44245919585227966,0.2324589192867279,0.48971283435821533,0.14751732349395752,0.22615164518356323,0.309160441160202,0.48971283435821533,0.3054737150669098,0.22292250394821167,1.0,0.535392165184021,0.2928973436355591,0.23798635601997375,0.29463258385658264
introduce,0.2461131513118744,0.24205434322357178,0.187116339802742,0.20661146938800812,0.1647883504629135,0.2842489778995514,0.17670917510986328,0.7996845841407776,0.26384660601615906,0.2842489778995514,0.16614209115505219,0.15283766388893127,0.3381519317626953,0.22310380637645721,0.16865693032741547,0.21449494361877441,0.22698114812374115
smaller,0.20204110443592072,0.17010630667209625,0.09292284399271011,0.24995659291744232,0.1397097259759903,0.3409501612186432,0.2552277147769928,0.1933441460132599,0.3116726279258728,0.3409501612186432,0.660792350769043,0.1616009622812271,0.2597835958003998,0.3588939607143402,0.13259601593017578,0.15524891018867493,0.17881669104099274
and,0.27806392312049866,0.34479495882987976,0.16249778866767883,0.6633074283599854,0.1880313605070114,1.0,0.1509794294834137,0.27894338965415955,0.3087857961654663,1.0,0.35207539796829224,0.2871580421924591,0.48971283435821533,0.5171257257461548,0.25715014338493347,0.23057621717453003,0.20544172823429108
fuel-efficient,0.27878695726394653,0.2052125334739685,0.24825330078601837,0.2614569664001465,0.23771747946739197,0.3087857961654663,0.3233247399330139,0.21720975637435913,0.9999998807907104,0.3087857961654663,0.281841516494751,0.3906615674495697,0.309160441160202,0.28125301003456116,0.25153785943984985,0.2806163728237152,0.2178354561328888
models,0.13458555936813354,0.17353540658950806,0.19327233731746674,0.2193855494260788,0.2881397604942322,0.22926653921604156,0.373094379901886,0.2744915187358856,0.3278239667415619,0.22926653921604156,0.15848281979560852,0.37966933846473694,0.2078617662191391,0.16804195940494537,0.19341380894184113,0.23307886719703674,0.16656708717346191
for,0.3869043290615082,0.318512886762619,0.18539880216121674,0.4464869201183319,0.23810772597789764,0.5064792633056641,0.18206393718719482,0.2018822282552719,0.3367152810096741,0.5064792633056641,0.20376276969909668,0.2283150851726532,0.4451248347759247,0.4739971458911896,0.26768606901168823,0.20589932799339294,0.264628142118454
domestic,0.13687218725681305,0.23469406366348267,0.1309647113084793,0.21976107358932495,0.12534716725349426,0.2692606449127197,0.2272641807794571,0.21218380331993103,0.2720907926559448,0.2692606449127197,0.16608305275440216,0.18669579923152924,0.22657187283039093,0.21731778979301453,0.15751492977142334,0.3171355426311493,0.1850636899471283
sales,0.054148390889167786,0.20267213881015778,0.21945123374462128,0.2223382443189621,0.26140037178993225,0.2523452341556549,0.38895177841186523,0.2519584596157074,0.2912127673625946,0.2523452341556549,0.12292750924825668,0.3784518241882324,0.24637509882450104,0.18809081614017487,0.26691579818725586,0.4517572820186615,0.12966734170913696
.,0.32909876108169556,0.35288307070732117,0.19315916299819946,0.6812511086463928,0.25485825538635254,0.588965117931366,0.27911972999572754,0.2799728810787201,0.2715325355529785,0.588965117931366,0.3130834400653839,0.27835485339164734,0.4645031690597534,0.5934505462646484,0.3162994682788849,0.19660170376300812,0.4130953550338745
