,who,designed,the,iron,gates,that,decorate,the,new,entrance,building,?
iron,0.16392813622951508,0.2061590850353241,0.27578672766685486,1.0,0.19574590027332306,0.20105910301208496,0.2006293088197708,0.27578672766685486,0.1408795863389969,0.16227741539478302,0.22960558533668518,0.1309053897857666
gates,0.20236416161060333,0.2588893473148346,0.2443714737892151,0.19574590027332306,0.9999999403953552,0.18657542765140533,0.19975313544273376,0.2443714737892151,0.13177472352981567,0.3418092131614685,0.22198335826396942,0.1212976723909378
by,0.39727845788002014,0.29250532388687134,0.4408751428127289,0.20939971506595612,0.19467440247535706,0.37496164441108704,0.12592339515686035,0.4408751428127289,0.25394493341445923,0.17967933416366577,0.20441755652427673,0.17966607213020325
christopher,0.28159621357917786,0.15783189237117767,0.22499394416809082,0.16757197678089142,0.23684494197368622,0.1441822201013565,0.1410006582736969,0.22499394416809082,0.1586194932460785,0.14723987877368927,0.13371285796165466,0.09195942431688309
hay,0.16636136174201965,0.07719314843416214,0.2353392392396927,0.20917639136314392,0.13198508322238922,0.19205528497695923,0.14736956357955933,0.2353392392396927,0.10333773493766785,0.11241953074932098,0.14866569638252258,0.164826899766922
and,0.41279885172843933,0.2359010875225067,0.5171257257461548,0.2576066851615906,0.2950623035430908,0.4731321930885315,0.25153791904449463,0.5171257257461548,0.31402453780174255,0.24038183689117432,0.2593274712562561,0.20544172823429108
douglas,0.161043182015419,0.178902730345726,0.18504364788532257,0.19680754840373993,0.216548353433609,0.11056169122457504,0.08033451437950134,0.18504364788532257,0.21680216491222382,0.08297799527645111,0.13714006543159485,0.1281188279390335
coyne,0.2349366843700409,0.18907295167446136,0.24600128829479218,0.16368387639522552,0.24326425790786743,0.1854197084903717,0.015019861049950123,0.24600128829479218,0.2483469843864441,0.16581599414348602,0.16363443434238434,0.1997734159231186
of,0.2827862501144409,0.2000347077846527,0.733189046382904,0.263920396566391,0.15723752975463867,0.41498205065727234,0.20821157097816467,0.733189046382904,0.343457967042923,0.2534947693347931,0.26200541853904724,0.1826142966747284
the,0.3733934462070465,0.2559613883495331,1.0,0.27578672766685486,0.2443714737892151,0.5473989248275757,0.22611936926841736,1.0,0.3845241069793701,0.31372344493865967,0.3159640431404114,0.22068053483963013
royal,0.16729144752025604,0.17006607353687286,0.2997032403945923,0.14981667697429657,0.10774032026529312,0.13512937724590302,0.24063406884670258,0.2997032403945923,0.16778318583965302,0.2658774256706238,0.1945846974849701,0.11453001946210861
college,0.20970852673053741,0.1202612817287445,0.19751401245594025,0.06440090388059616,0.14023558795452118,0.1788395792245865,0.10552699863910675,0.19751401245594025,0.24028947949409485,0.2541479170322418,0.19280992448329926,0.11076676845550537
of,0.2827862501144409,0.2000347077846527,0.733189046382904,0.263920396566391,0.15723752975463867,0.41498205065727234,0.20821157097816467,0.733189046382904,0.343457967042923,0.2534947693347931,0.26200541853904724,0.1826142966747284
art,0.14986436069011688,0.214391827583313,0.20297785103321075,0.08312595635652542,0.08732575178146362,0.22609536349773407,0.2714537978172302,0.20297785103321075,0.21868754923343658,0.23132462799549103,0.2751559019088745,0.138971745967865
.,0.3541337847709656,0.24422594904899597,0.5934505462646484,0.23086592555046082,0.2428911328315735,0.4460422694683075,0.2462836056947708,0.5934505462646484,0.35031336545944214,0.21017757058143616,0.275610089302063,0.4130953550338745
