,why,did,westinghouse,not,secure,a,patent,for,a,similar,motor,?
field-based,0.21020779013633728,0.2593303322792053,0.31420454382896423,0.30206602811813354,0.14471961557865143,0.3119744658470154,0.2097172737121582,0.3554988205432892,0.3119744658470154,0.26807165145874023,0.1990508884191513,0.21916547417640686
induction,0.2504328787326813,0.09851984679698944,0.3256383240222931,0.24966703355312347,0.06781403720378876,0.2805170714855194,0.3002476394176483,0.22771959006786346,0.2805170714855194,0.2461579293012619,0.3147507905960083,0.1510571390390396
motor,0.17867454886436462,0.13840025663375854,0.3054238557815552,0.16915901005268097,0.12886059284210205,0.23198452591896057,0.24921424686908722,0.19755128026008606,0.23198452591896057,0.17980410158634186,0.9999999403953552,0.0637441948056221
presented,0.18318670988082886,0.24108581244945526,0.33489829301834106,0.23937872052192688,0.1550694853067398,0.24034897983074188,0.20267842710018158,0.3429855704307556,0.24034897983074188,0.23072858154773712,0.15738746523857117,0.17025142908096313
in,0.23227278888225555,0.2593238651752472,0.2579890191555023,0.3403114080429077,0.1867481768131256,0.539380669593811,0.18244080245494843,0.4322226941585541,0.539380669593811,0.28091391921043396,0.21732762455940247,0.20430970191955566
a,0.2667238116264343,0.2552328109741211,0.25513118505477905,0.3791346549987793,0.2279835194349289,1.0,0.23810072243213654,0.44038116931915283,1.0,0.34790337085723877,0.23198452591896057,0.23916715383529663
paper,0.18505069613456726,0.2034338414669037,0.1954914927482605,0.24460892379283905,0.18329626321792603,0.25947141647338867,0.35037049651145935,0.22010697424411774,0.25947141647338867,0.14618618786334991,0.15411865711212158,0.12693770229816437
in,0.23227278888225555,0.2593238651752472,0.2579890191555023,0.3403114080429077,0.1867481768131256,0.539380669593811,0.18244080245494843,0.4322226941585541,0.539380669593811,0.28091391921043396,0.21732762455940247,0.20430970191955566
march,0.18702223896980286,0.27992504835128784,0.20607790350914001,0.2106582224369049,0.1312180757522583,0.23374363780021667,0.1691286563873291,0.2775171995162964,0.23374363780021667,0.12070577591657639,0.1508067548274994,0.2802562415599823
1888,0.15225709974765778,0.08121363818645477,0.05404873937368393,0.08176608383655548,0.06594979763031006,0.1832958608865738,0.04563763737678528,0.11201612651348114,0.1832958608865738,0.09857819229364395,0.12562808394432068,0.07625395059585571
by,0.19170543551445007,0.18574509024620056,0.2823614776134491,0.291808545589447,0.16046591103076935,0.32094135880470276,0.21061699092388153,0.3248702883720398,0.32094135880470276,0.28307145833969116,0.16861656308174133,0.17966607213020325
the,0.30742117762565613,0.34736719727516174,0.3101098835468292,0.4310511648654938,0.2569228410720825,0.5829201340675354,0.1728275567293167,0.4739971458911896,0.5829201340675354,0.2963123023509979,0.26024484634399414,0.22068053483963013
italian,0.10420253872871399,0.16107788681983948,0.13960501551628113,0.19617684185504913,0.10927240550518036,0.2020866572856903,0.10631659626960754,0.18703393638134003,0.2020866572856903,0.14420999586582184,0.16589626669883728,0.1156633123755455
physicist,0.21092095971107483,0.1487301141023636,0.32296860218048096,0.16282764077186584,0.069187231361866,0.14437635242938995,0.35016119480133057,0.1361992359161377,0.14437635242938995,0.09503119438886642,0.16452455520629883,0.1378137767314911
galileo,0.2523936331272125,0.18615373969078064,0.16521055996418,0.21173536777496338,0.11961298435926437,0.1346738189458847,0.153511643409729,0.17925311625003815,0.1346738189458847,0.13182419538497925,0.13067390024662018,0.1773405522108078
ferraris,0.12342853099107742,0.1865224540233612,0.22936101257801056,0.15782581269741058,0.15827681124210358,0.17278960347175598,0.19451592862606049,0.17784789204597473,0.17278960347175598,0.14607223868370056,0.3058985769748688,0.11597006022930145
",",0.2827242314815521,0.3015086054801941,0.277236670255661,0.3769696354866028,0.14117449522018433,0.427140474319458,0.20812061429023743,0.4464869201183319,0.427140474319458,0.29403579235076904,0.16592276096343994,0.31091248989105225
but,0.49691087007522583,0.49033689498901367,0.15717637538909912,0.6553761959075928,0.3263390362262726,0.44750767946243286,0.1834656298160553,0.45162561535835266,0.44750767946243286,0.34597086906433105,0.13967078924179077,0.27921953797340393
decided,0.2961423695087433,0.5689980983734131,0.19511377811431885,0.37016984820365906,0.1669161319732666,0.320636510848999,0.14182476699352264,0.2708965837955475,0.320636510848999,0.19814532995224,0.16067320108413696,0.258772075176239
tesla,0.1375875622034073,0.09757418930530548,0.35764777660369873,0.12018213421106339,0.09469346702098846,0.2211925983428955,0.3651154637336731,0.13983871042728424,0.2211925983428955,0.14830854535102844,0.3617369830608368,0.10250775516033173
's,-0.016663772985339165,0.05069678649306297,-0.008012998849153519,0.002583299996331334,0.03326784074306488,0.04866964742541313,-0.021303649991750717,-0.07241261005401611,0.04866964742541313,0.10983143001794815,0.061700910329818726,-0.023395681753754616
patent,0.18278877437114716,0.17086273431777954,0.3248586356639862,0.23110675811767578,0.21193476021289825,0.23810072243213654,0.9999999403953552,0.23913012444972992,0.23810072243213654,0.20423604547977448,0.24921424686908722,0.13298413157463074
would,0.4549354612827301,0.6268245577812195,0.14934711158275604,0.5854519605636597,0.3184792995452881,0.398599237203598,0.14435608685016632,0.39877474308013916,0.398599237203598,0.23512229323387146,0.1899397075176239,0.37178951501846313
probably,0.4390808641910553,0.29997241497039795,0.1514250934123993,0.39816027879714966,0.13907837867736816,0.37617695331573486,0.12076182663440704,0.3415444791316986,0.37617695331573486,0.3050948679447174,0.11291345953941345,0.3524723947048187
control,0.23321329057216644,0.22942528128623962,0.247817263007164,0.23944389820098877,0.3505031168460846,0.21056023240089417,0.14461654424667358,0.2014283388853073,0.21056023240089417,0.15075328946113586,0.2672055959701538,0.1620711386203766
the,0.30742117762565613,0.34736719727516174,0.3101098835468292,0.4310511648654938,0.2569228410720825,0.5829201340675354,0.1728275567293167,0.4739971458911896,0.5829201340675354,0.2963123023509979,0.26024484634399414,0.22068053483963013
market,0.11803413927555084,0.12897977232933044,0.25745609402656555,0.17486058175563812,0.19501452147960663,0.2680419683456421,0.13956035673618317,0.20589932799339294,0.2680419683456421,0.15363438427448273,0.17109520733356476,0.12805593013763428
.,0.32909876108169556,0.35288307070732117,0.3097001910209656,0.4824007451534271,0.24151036143302917,0.50484299659729,0.19082264602184296,0.4726039469242096,0.50484299659729,0.306670606136322,0.19128412008285522,0.4130953550338745
