,pattern,recognition,receptors,recognize,components,present,in,broad,groups,of,what,?
",",0.14527317881584167,0.23705700039863586,0.157633438706398,0.28637704253196716,0.20591874420642853,0.267320841550827,0.5201468467712402,0.23966003954410553,0.2671695053577423,0.4946078956127167,0.3087472915649414,0.31091248989105225
injured,0.03438345342874527,0.16074728965759277,0.19134074449539185,0.12838123738765717,0.12584219872951508,0.09439554065465927,0.24870866537094116,0.04828460142016411,0.09309287369251251,0.19345925748348236,0.14425544440746307,0.12394905835390091
or,0.2943326532840729,0.26192033290863037,0.3268505930900574,0.2682661712169647,0.3417847156524658,0.17365464568138123,0.3586423695087433,0.2672377824783325,0.26111581921577454,0.3792596757411957,0.33867141604423523,0.32389625906944275
stressed,0.15127387642860413,0.2804263234138489,0.27821508049964905,0.2692372500896454,0.1634337157011032,0.18982543051242828,0.21981003880500793,0.15229804813861847,0.13116353750228882,0.2260998636484146,0.29328247904777527,0.24694886803627014
cells,0.18670079112052917,0.1670091450214386,0.5704531669616699,0.21322911977767944,0.40028661489486694,0.16163404285907745,0.1711641103029251,0.15279041230678558,0.21140767633914948,0.21305565536022186,0.1758001297712326,0.1898086667060852
send,0.08433818817138672,0.19477523863315582,0.2812664806842804,0.28763750195503235,0.18453872203826904,0.18171438574790955,0.18412359058856964,0.1085512563586235,0.15334278345108032,0.22127455472946167,0.28887391090393066,0.1784207671880722
out,0.2142840027809143,0.17160752415657043,0.19045424461364746,0.19148674607276917,0.21571721136569977,0.08359836786985397,0.3576207756996155,0.20134243369102478,0.18904656171798706,0.34176841378211975,0.3633197546005249,0.22020699083805084
alarm,0.11922024190425873,0.2153286188840866,0.2529766857624054,0.21020808815956116,0.214800164103508,0.0948585793375969,0.1789349764585495,0.07915619760751724,0.12260740250349045,0.169951930642128,0.23068861663341522,0.19144992530345917
signals,0.22138352692127228,0.32424408197402954,0.5122280716896057,0.2558971047401428,0.3956235349178314,0.19347171485424042,0.1433969885110855,0.21883396804332733,0.1550375372171402,0.20960435271263123,0.2608519196510315,0.09948804974555969
",",0.14527317881584167,0.23705700039863586,0.157633438706398,0.28637704253196716,0.20591874420642853,0.267320841550827,0.5201468467712402,0.23966003954410553,0.2671695053577423,0.4946078956127167,0.3087472915649414,0.31091248989105225
many,0.2025880664587021,0.3121962547302246,0.256259024143219,0.29717183113098145,0.2745944857597351,0.14346416294574738,0.41474202275276184,0.21879921853542328,0.3662751019001007,0.37253960967063904,0.36131182312965393,0.2124512493610382
of,0.16445347666740417,0.295685350894928,0.19634202122688293,0.34210383892059326,0.28973057866096497,0.3116828501224518,0.5696388483047485,0.2426680326461792,0.24723079800605774,1.0,0.33290785551071167,0.1826142966747284
which,0.33947041630744934,0.3267291784286499,0.335633248090744,0.3223193883895874,0.3798196613788605,0.27609559893608093,0.4840516746044159,0.31906983256340027,0.28361281752586365,0.5011631846427917,0.5261979103088379,0.25814583897590637
(,0.14126966893672943,0.16232599318027496,0.18011443316936493,0.17492951452732086,0.16601450741291046,0.27962008118629456,0.3087427020072937,0.17295628786087036,0.13202787935733795,0.35032153129577637,0.2411840260028839,0.40561532974243164
but,0.23397934436798096,0.30547598004341125,0.18375536799430847,0.37590134143829346,0.202682226896286,0.26920557022094727,0.48674455285072327,0.20764942467212677,0.2491164356470108,0.39942997694015503,0.5029441118240356,0.27921953797340393
not,0.2359260767698288,0.2783292531967163,0.2248455286026001,0.3878784775733948,0.2470720261335373,0.21708281338214874,0.3403114080429077,0.20596857368946075,0.2124776840209961,0.3307090103626251,0.5449194312095642,0.41942933201789856
all,0.2018313705921173,0.22688475251197815,0.17612163722515106,0.3241233229637146,0.28527331352233887,0.26032355427742004,0.3335905969142914,0.23981234431266785,0.33012256026268005,0.42798417806625366,0.41981086134910583,0.29575422406196594
),0.1398332715034485,0.19093483686447144,0.14057253301143646,0.17572490870952606,0.16825178265571594,0.2881450951099396,0.3326910734176636,0.14947600662708282,0.13946877419948578,0.3680361211299896,0.26259949803352356,0.42300865054130554
are,0.2375091165304184,0.16518700122833252,0.34147852659225464,0.2827646732330322,0.3832094073295593,0.20985287427902222,0.3841303884983063,0.2582208216190338,0.41374143958091736,0.39081433415412903,0.29724663496017456,0.24591213464736938
recognized,0.1458643078804016,0.5987158417701721,0.18171243369579315,0.7696686387062073,0.1396893560886383,0.19118055701255798,0.3010571300983429,0.08207003772258759,0.254934161901474,0.3161126375198364,0.17776133120059967,0.18558090925216675
by,0.12210853397846222,0.2397790551185608,0.1920928806066513,0.24444718658924103,0.19633713364601135,0.15190309286117554,0.370934396982193,0.1507515162229538,0.22748439013957977,0.3646814823150635,0.2455483376979828,0.17966607213020325
the,0.2485450804233551,0.31624147295951843,0.2622849941253662,0.32986918091773987,0.30344057083129883,0.2829846143722534,0.6662389636039734,0.27128511667251587,0.27790749073028564,0.733189046382904,0.42745697498321533,0.22068053483963013
same,0.2595290541648865,0.19718298316001892,0.23953966796398163,0.2554817795753479,0.2737669348716736,0.2675524353981018,0.3692481815814972,0.16312538087368011,0.19771066308021545,0.3808329105377197,0.3764382302761078,0.22649677097797394
receptors,0.22814233601093292,0.2579752206802368,1.0,0.26936256885528564,0.41128644347190857,0.19460953772068024,0.196920245885849,0.2410585582256317,0.21894259750843048,0.19634202122688293,0.2304931879043579,0.1343143880367279
as,0.13999967277050018,0.33930814266204834,0.2267514020204544,0.30355125665664673,0.21595168113708496,0.20965726673603058,0.3887844979763031,0.19014450907707214,0.18660825490951538,0.3886612355709076,0.31749409437179565,0.27043893933296204
those,0.2678793668746948,0.29629188776016235,0.2662162780761719,0.3577633500099182,0.2886952757835388,0.17849969863891602,0.3419301211833954,0.2774291932582855,0.36483535170555115,0.37935635447502136,0.44466671347618103,0.3328189253807068
that,0.2873515784740448,0.29218024015426636,0.271827757358551,0.36979150772094727,0.2997816801071167,0.25174012780189514,0.435920387506485,0.23863309621810913,0.2701875567436218,0.41498205065727234,0.6297725439071655,0.32716336846351624
recognize,0.1829780638217926,0.6462813019752502,0.26936256885528564,1.0,0.16346727311611176,0.26240408420562744,0.30322882533073425,0.11656320095062256,0.24685227870941162,0.34210383892059326,0.32970860600471497,0.24790367484092712
pathogens,0.19531448185443878,0.2473151683807373,0.6091626882553101,0.2623847723007202,0.3907570242881775,0.15720687806606293,0.17208784818649292,0.2178965061903,0.22591103613376617,0.22946582734584808,0.24503889679908752,0.21364152431488037
.,0.22770953178405762,0.23448753356933594,0.2069593220949173,0.25127753615379333,0.21835938096046448,0.23765113949775696,0.5591574311256409,0.17479011416435242,0.2408272922039032,0.5352458953857422,0.3567904531955719,0.4130953550338745
