,which,nasa,faction,came,around,first,to,support,the,lor,?
to,0.5345056653022766,0.21193136274814606,0.16244973242282867,0.3111628592014313,0.3591267168521881,0.3792489171028137,1.0,0.2742273211479187,0.535392165184021,0.17278125882148743,0.29463258385658264
come,0.3183249235153198,0.12321050465106964,0.05902205407619476,0.6062419414520264,0.3211687505245209,0.1986355483531952,0.4297197163105011,0.27071550488471985,0.36020293831825256,0.13336361944675446,0.22318024933338165
around,0.3772764205932617,0.1804087609052658,0.045558247715234756,0.26019760966300964,1.0,0.2861560881137848,0.3591267168521881,0.2369305044412613,0.40085816383361816,0.07255212217569351,0.14729668200016022
to,0.5345056653022766,0.21193136274814606,0.16244973242282867,0.3111628592014313,0.3591267168521881,0.3792489171028137,1.0,0.2742273211479187,0.535392165184021,0.17278125882148743,0.29463258385658264
support,0.21665282547473907,0.16129307448863983,0.2496223747730255,0.217976376414299,0.2369305044412613,0.19952791929244995,0.2742273211479187,1.0000001192092896,0.22984638810157776,0.06154908612370491,0.22626608610153198
lor,0.149846613407135,0.2015673965215683,0.14995364844799042,0.0468299426138401,0.07255212217569351,0.19814208149909973,0.17278125882148743,0.06154908612370491,0.19965508580207825,1.0000001192092896,0.19372881948947906
",",0.3658004403114319,0.18665438890457153,0.1817258894443512,0.3049119710922241,0.3298884332180023,0.34503069519996643,0.44245919585227966,0.2733234167098999,0.4933079481124878,0.23221434652805328,0.31091248989105225
including,0.41826364398002625,0.100418820977211,0.16420383751392365,0.26359930634498596,0.3441281318664551,0.21360258758068085,0.24006329476833344,0.19957958161830902,0.3738902807235718,0.04589150846004486,0.1633303165435791
the,0.6521818041801453,0.19786997139453888,0.3095810115337372,0.39390382170677185,0.40085816383361816,0.49448907375335693,0.535392165184021,0.22984638810157776,1.0,0.19965508580207825,0.22068053483963013
newly,0.35063013434410095,0.16564832627773285,0.24333427846431732,0.20799940824508667,0.23017223179340363,0.4263198971748352,0.28304818272590637,0.10930278897285461,0.35828328132629395,0.13894252479076385,0.08549588173627853
hired,0.14777979254722595,0.20783868432044983,0.19737975299358368,0.19552955031394958,0.12548555433750153,0.25230374932289124,0.32017654180526733,0.08509667962789536,0.20523042976856232,0.18213540315628052,0.1434362679719925
deputy,0.045195139944553375,0.2624065577983856,0.25398972630500793,0.15280018746852875,0.06554257124662399,0.23363031446933746,0.1834849715232849,0.11243444681167603,0.2075105756521225,0.2679319977760315,0.08738585561513901
director,0.15065506100654602,0.26589417457580566,0.18517138063907623,0.17014245688915253,0.059181638062000275,0.19072428345680237,0.1698155552148819,0.12368538230657578,0.19949141144752502,0.24256236851215363,0.09360282123088837
of,0.5011631846427917,0.17935146391391754,0.2723849415779114,0.3201526999473572,0.3296394646167755,0.3536086082458496,0.41548454761505127,0.2307697981595993,0.733189046382904,0.10741402953863144,0.1826142966747284
the,0.6521818041801453,0.19786997139453888,0.3095810115337372,0.39390382170677185,0.40085816383361816,0.49448907375335693,0.535392165184021,0.22984638810157776,1.0,0.19965508580207825,0.22068053483963013
office,0.17935021221637726,0.20119093358516693,0.20740996301174164,0.1370762139558792,0.14249920845031738,0.27228352427482605,0.20860034227371216,0.1607467532157898,0.27314993739128113,0.17051269114017487,0.16497313976287842
of,0.5011631846427917,0.17935146391391754,0.2723849415779114,0.3201526999473572,0.3296394646167755,0.3536086082458496,0.41548454761505127,0.2307697981595993,0.733189046382904,0.10741402953863144,0.1826142966747284
manned,0.21115973591804504,0.43264830112457275,0.14499850571155548,0.1752842366695404,0.25476551055908203,0.3325497806072235,0.21649380028247833,0.1603788286447525,0.2392944097518921,0.10140912234783173,0.17514055967330933
space,0.2025344967842102,0.4611377716064453,0.08673352003097534,0.12460360676050186,0.2517693340778351,0.24688784778118134,0.22712917625904083,0.13979972898960114,0.24495907127857208,0.11033384501934052,0.1885536164045334
flight,0.20524488389492035,0.33427855372428894,0.17404112219810486,0.12788879871368408,0.12185712158679962,0.23871742188930511,0.24953556060791016,0.11918754130601883,0.2498224973678589,0.15961165726184845,0.20568472146987915
",",0.3658004403114319,0.18665438890457153,0.1817258894443512,0.3049119710922241,0.3298884332180023,0.34503069519996643,0.44245919585227966,0.2733234167098999,0.4933079481124878,0.23221434652805328,0.31091248989105225
joseph,0.15187451243400574,0.20343013107776642,0.18146754801273346,0.18971316516399384,0.14084137976169586,0.21640700101852417,0.1829531341791153,0.14977644383907318,0.2251148819923401,0.17806458473205566,0.08421234786510468
shea,0.2160855531692505,0.17912714183330536,0.19652418792247772,0.15342101454734802,0.07781340926885605,0.25747090578079224,0.21102578938007355,0.2231721132993698,0.2357294261455536,0.2742384076118469,0.08539166301488876
",",0.3658004403114319,0.18665438890457153,0.1817258894443512,0.3049119710922241,0.3298884332180023,0.34503069519996643,0.44245919585227966,0.2733234167098999,0.4933079481124878,0.23221434652805328,0.31091248989105225
who,0.3688730001449585,0.1536933034658432,0.3015632927417755,0.26680538058280945,0.2775672674179077,0.39065709710121155,0.42656609416007996,0.21206305921077728,0.3733934462070465,0.19569316506385803,0.26220351457595825
became,0.17613163590431213,0.08876607567071915,0.2039380520582199,0.4926590919494629,0.18752731382846832,0.37862223386764526,0.20401327311992645,0.14032980799674988,0.36325156688690186,0.05146688222885132,0.11374033987522125
a,0.56894451379776,0.19403119385242462,0.27524635195732117,0.2477586567401886,0.3187784254550934,0.4287874400615692,0.45503583550453186,0.2484646886587143,0.5829201340675354,0.225738063454628,0.23916715383529663
champion,0.13563957810401917,0.0930173322558403,0.18761812150478363,0.17466109991073608,0.12241461873054504,0.28092506527900696,0.19018547236919403,0.0777907595038414,0.23575055599212646,0.11691854149103165,0.14080514013767242
of,0.5011631846427917,0.17935146391391754,0.2723849415779114,0.3201526999473572,0.3296394646167755,0.3536086082458496,0.41548454761505127,0.2307697981595993,0.733189046382904,0.10741402953863144,0.1826142966747284
lor,0.149846613407135,0.2015673965215683,0.14995364844799042,0.0468299426138401,0.07255212217569351,0.19814208149909973,0.17278125882148743,0.06154908612370491,0.19965508580207825,1.0000001192092896,0.19372881948947906
.,0.45942068099975586,0.22033250331878662,0.21736004948616028,0.26265060901641846,0.3712388277053833,0.4345304071903229,0.4645031690597534,0.2751289904117584,0.5934505462646484,0.23552289605140686,0.4130953550338745
