,how,were,the,men,who,did,tasks,like,those,of,today,'s,pharmacists,viewed,in,japan,in,the,asuka,and,nara,periods,?
),0.17939934134483337,0.1566188633441925,0.3456730246543884,0.13417060673236847,0.2457384318113327,0.18584993481636047,0.1697712540626526,0.2585170269012451,0.22418135404586792,0.3680361211299896,0.2661649286746979,0.021107977256178856,0.1354888379573822,0.14208970963954926,0.3326910734176636,0.2161960005760193,0.3326910734176636,0.3456730246543884,0.16718977689743042,0.4961937665939331,0.15917478501796722,0.18925203382968903,0.42300865054130554
and,0.33647966384887695,0.42175528407096863,0.5171257257461548,0.30918097496032715,0.41279885172843933,0.34479495882987976,0.27594971656799316,0.46997135877609253,0.43169310688972473,0.5116966962814331,0.37503334879875183,0.06895173341035843,0.26810887455940247,0.19539690017700195,0.4954058527946472,0.2348099797964096,0.4954058527946472,0.5171257257461548,0.1746545433998108,1.0,0.19444330036640167,0.24734637141227722,0.20544172823429108
the,0.33890387415885925,0.3906462490558624,1.0,0.26001617312431335,0.3733934462070465,0.34736719727516174,0.232274129986763,0.32912567257881165,0.42861196398735046,0.733189046382904,0.35740926861763,-0.01540423184633255,0.24311043322086334,0.34172287583351135,0.6662389636039734,0.22735914587974548,0.6662389636039734,1.0,0.24013617634773254,0.5171257257461548,0.2716493308544159,0.27702534198760986,0.22068053483963013
early,0.2415190190076828,0.39198037981987,0.34442198276519775,0.17033405601978302,0.23985694348812103,0.32047218084335327,0.1543915718793869,0.29148128628730774,0.2952263653278351,0.30937549471855164,0.36165186762809753,0.03384959325194359,0.14622041583061218,0.1618986278772354,0.34672921895980835,0.21169835329055786,0.34672921895980835,0.34442198276519775,0.2782142758369446,0.29847630858421326,0.19662272930145264,0.3670206367969513,0.15272949635982513
nara,0.14134281873703003,0.2174062728881836,0.2716493308544159,0.14709462225437164,0.15507972240447998,0.10379550606012344,0.09026023745536804,0.08769765496253967,0.11481747776269913,0.24289807677268982,0.16983523964881897,-0.025366483256220818,0.11225298792123795,0.1557944118976593,0.1962261199951172,0.4205353260040283,0.1962261199951172,0.2716493308544159,0.6142502427101135,0.19444330036640167,1.0,0.27534112334251404,0.10384310036897659
period,0.22695960104465485,0.2902187407016754,0.3125074505805969,0.09427932649850845,0.2116105854511261,0.1760309934616089,0.15552222728729248,0.19764147698879242,0.2798754870891571,0.2698146104812622,0.31434255838394165,-0.05741342157125473,0.08930042386054993,0.14118041098117828,0.23051127791404724,0.2918964624404907,0.23051127791404724,0.3125074505805969,0.4065289795398712,0.23878438770771027,0.318060040473938,0.7653395533561707,0.18706195056438446
(,0.1676948219537735,0.14743882417678833,0.33289089798927307,0.13988487422466278,0.2443375140428543,0.18979617953300476,0.17743879556655884,0.2465965300798416,0.2171425223350525,0.35032153129577637,0.226308673620224,0.0012731997994706035,0.14513295888900757,0.12586094439029694,0.3087427020072937,0.20623880624771118,0.3087427020072937,0.33289089798927307,0.15774820744991302,0.4862271547317505,0.1417187750339508,0.17890246212482452,0.40561532974243164
710–794,0.20490361750125885,0.19921907782554626,0.14076587557792664,0.07618648558855057,0.13050107657909393,0.16324083507061005,0.1594683974981308,0.21218368411064148,0.17656967043876648,0.02878238819539547,0.20665423572063446,0.06450509279966354,0.10458926111459732,0.09229593724012375,0.09506569057703018,0.2252029925584793,0.09506569057703018,0.14076587557792664,0.18906056880950928,0.12885499000549316,0.04789014533162117,0.1510816514492035,0.19661204516887665
),0.17939934134483337,0.1566188633441925,0.3456730246543884,0.13417060673236847,0.2457384318113327,0.18584993481636047,0.1697712540626526,0.2585170269012451,0.22418135404586792,0.3680361211299896,0.2661649286746979,0.021107977256178856,0.1354888379573822,0.14208970963954926,0.3326910734176636,0.2161960005760193,0.3326910734176636,0.3456730246543884,0.16718977689743042,0.4961937665939331,0.15917478501796722,0.18925203382968903,0.42300865054130554
",",0.22659391164779663,0.36755475401878357,0.4933079481124878,0.2249656766653061,0.3365725874900818,0.3015086054801941,0.23435719311237335,0.4085598886013031,0.39574649930000305,0.4946078956127167,0.3282252550125122,-0.0016132977325469255,0.22197484970092773,0.2206074744462967,0.5201468467712402,0.2639627754688263,0.5201468467712402,0.4933079481124878,0.1804998219013214,0.6633074283599854,0.21837833523750305,0.22150997817516327,0.31091248989105225
the,0.33890387415885925,0.3906462490558624,1.0,0.26001617312431335,0.3733934462070465,0.34736719727516174,0.232274129986763,0.32912567257881165,0.42861196398735046,0.733189046382904,0.35740926861763,-0.01540423184633255,0.24311043322086334,0.34172287583351135,0.6662389636039734,0.22735914587974548,0.6662389636039734,1.0,0.24013617634773254,0.5171257257461548,0.2716493308544159,0.27702534198760986,0.22068053483963013
men,0.2069610059261322,0.3566102683544159,0.26001617312431335,1.0,0.3380306363105774,0.284831702709198,0.12428553402423859,0.14921563863754272,0.25853994488716125,0.2133621722459793,0.12272076308727264,0.01802987791597843,0.2764485478401184,0.16104258596897125,0.27064284682273865,0.17293819785118103,0.27064284682273865,0.26001617312431335,0.13040941953659058,0.30918097496032715,0.14709462225437164,0.15065675973892212,0.1408759206533432
who,0.4070430099964142,0.3188014328479767,0.3733934462070465,0.3380306363105774,0.9999998807907104,0.34038686752319336,0.31421542167663574,0.34740978479385376,0.44778117537498474,0.2827862501144409,0.28769350051879883,0.05599616840481758,0.38864052295684814,0.18551990389823914,0.2792111933231354,0.14482426643371582,0.2792111933231354,0.3733934462070465,0.18984071910381317,0.41279885172843933,0.15507972240447998,0.16850873827934265,0.26220351457595825
fulfilled,0.22815804183483124,0.1865605264902115,0.29782068729400635,0.16816376149654388,0.3343082368373871,0.3298371136188507,0.256708025932312,0.2223101556301117,0.3101118803024292,0.2989543080329895,0.1610458344221115,-0.011887975037097931,0.23274372518062592,0.27474063634872437,0.1884724497795105,0.12083924561738968,0.1884724497795105,0.29782068729400635,0.17530310153961182,0.2897023558616638,0.16175581514835358,0.1916401982307434,0.23714420199394226
roles,0.1703631430864334,0.11475087702274323,0.20862428843975067,0.21057617664337158,0.24722857773303986,0.16566745936870575,0.23882465064525604,0.20891977846622467,0.15448112785816193,0.19068127870559692,0.17357078194618225,0.05153476819396019,0.11337340623140335,0.10826117545366287,0.22586841881275177,0.0693516954779625,0.22586841881275177,0.20862428843975067,0.1070682629942894,0.28516852855682373,0.11478956043720245,0.1501981019973755,0.1763966977596283
similar,0.2738620936870575,0.28374379873275757,0.2963123023509979,0.13323864340782166,0.20777717232704163,0.29411372542381287,0.1754133701324463,0.5880904793739319,0.43440794944763184,0.2911645472049713,0.28443723917007446,0.10983143001794815,0.18415331840515137,0.2369024157524109,0.28091391921043396,0.15829181671142578,0.28091391921043396,0.2963123023509979,0.1464497447013855,0.3316260874271393,0.08259022235870361,0.1593238264322281,0.23309361934661865
to,0.44169697165489197,0.31913647055625916,0.535392165184021,0.24045762419700623,0.42656609416007996,0.4452643394470215,0.3079867660999298,0.35482415556907654,0.47350940108299255,0.41548454761505127,0.3122048079967499,0.03782717138528824,0.24341562390327454,0.22659115493297577,0.45010748505592346,0.24116237461566925,0.45010748505592346,0.535392165184021,0.186748206615448,0.48971283435821533,0.1810033917427063,0.23085090517997742,0.29463258385658264
those,0.3717906177043915,0.5048789978027344,0.42861196398735046,0.25853994488716125,0.44778117537498474,0.38519078493118286,0.3215694725513458,0.4643431603908539,0.9999998807907104,0.37935635447502136,0.3392046391963959,0.10056424140930176,0.31570079922676086,0.23197224736213684,0.3419301211833954,0.16056664288043976,0.3419301211833954,0.42861196398735046,0.09892652928829193,0.43169310688972473,0.11481747776269913,0.3032744824886322,0.3328189253807068
of,0.2480744868516922,0.34038281440734863,0.733189046382904,0.2133621722459793,0.2827862501144409,0.2513895630836487,0.2524705231189728,0.3244853615760803,0.37935635447502136,1.0,0.3291318118572235,-0.03817026689648628,0.20506609976291656,0.27454227209091187,0.5696388483047485,0.2358245700597763,0.5696388483047485,0.733189046382904,0.20958392322063446,0.5116966962814331,0.24289807677268982,0.256827712059021,0.1826142966747284
modern,0.15316444635391235,0.2078569084405899,0.3283970355987549,0.09884648770093918,0.16937296092510223,0.21376098692417145,0.1637822687625885,0.2786976099014282,0.2602947950363159,0.3482828736305237,0.4959476888179779,0.03816800191998482,0.20153219997882843,0.1825387328863144,0.29808807373046875,0.1430971473455429,0.29808807373046875,0.3283970355987549,0.20608948171138763,0.3277876079082489,0.2079358696937561,0.22206005454063416,0.12475407868623734
pharmacists,0.3341006636619568,0.23712067306041718,0.24311043322086334,0.2764485478401184,0.38864052295684814,0.2806468904018402,0.22474278509616852,0.23404952883720398,0.31570079922676086,0.20506609976291656,0.23305976390838623,0.02492010034620762,1.0,0.1606365591287613,0.22358480095863342,0.10546132177114487,0.22358480095863342,0.24311043322086334,0.10052978247404099,0.26810887455940247,0.11225298792123795,0.1745978444814682,0.1797308325767517
were,0.2082374095916748,1.0000001192092896,0.3906462490558624,0.3566102683544159,0.3188014328479767,0.4162326455116272,0.21370193362236023,0.3280778229236603,0.5048789978027344,0.34038281440734863,0.3418138325214386,0.007088581565767527,0.23712067306041718,0.170766681432724,0.3815755248069763,0.22064043581485748,0.3815755248069763,0.3906462490558624,0.2316175401210785,0.42175528407096863,0.2174062728881836,0.2580830156803131,0.17890112102031708
highly,0.24683108925819397,0.19810888171195984,0.2051282376050949,0.13897912204265594,0.24307133257389069,0.16149795055389404,0.260736346244812,0.29623088240623474,0.278139591217041,0.21906863152980804,0.21985690295696259,0.01938221976161003,0.18998242914676666,0.23635227978229523,0.20217788219451904,0.11509765684604645,0.20217788219451904,0.2051282376050949,0.19160006940364838,0.25759628415107727,0.08689509332180023,0.1381625086069107,0.1542806625366211
respected,0.32390856742858887,0.2964462339878082,0.278822660446167,0.2658539116382599,0.4860796630382538,0.35677459836006165,0.24768473207950592,0.2781681716442108,0.37062937021255493,0.3140163719654083,0.26844409108161926,-0.025925150141119957,0.26500800251960754,0.3210236728191376,0.27055880427360535,0.16093814373016357,0.27055880427360535,0.278822660446167,0.18880437314510345,0.39972591400146484,0.19872504472732544,0.1969395875930786,0.20737361907958984
.,0.3287222981452942,0.3378238379955292,0.5934505462646484,0.25083568692207336,0.3541337847709656,0.35288307070732117,0.23887550830841064,0.393751323223114,0.33163318037986755,0.5352458953857422,0.30348071455955505,-0.003708066651597619,0.27446362376213074,0.27454590797424316,0.5591574311256409,0.28114771842956543,0.5591574311256409,0.5934505462646484,0.20797672867774963,0.588965117931366,0.23088319599628448,0.21147440373897552,0.4130953550338745
