,what,are,two,factors,that,made,it,difficult,for,colonists,to,the,amazon,forest,to,survive,?
of,0.33290785551071167,0.39081433415412903,0.37726253271102905,0.30045145750045776,0.41498205065727234,0.33167365193367004,0.38761502504348755,0.2539307773113251,0.4185989499092102,0.24155713617801666,0.41548454761505127,0.733189046382904,0.20143137872219086,0.2309139519929886,0.41548454761505127,0.25531935691833496,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,0.43858039379119873,0.2769666314125061,0.5473989248275757,0.3885267674922943,0.6251175999641418,0.277450829744339,0.4739971458911896,0.2727788984775543,0.535392165184021,1.0,0.260541707277298,0.24134553968906403,0.535392165184021,0.25732097029685974,0.22068053483963013
loss,0.21803489327430725,0.16403886675834656,0.18283775448799133,0.31375545263290405,0.26437413692474365,0.17196255922317505,0.20344236493110657,0.2968941032886505,0.24238932132720947,0.09591348469257355,0.2457711398601532,0.27898719906806946,0.057539403438568115,0.18736384809017181,0.2457711398601532,0.2949308156967163,0.1312553584575653
of,0.33290785551071167,0.39081433415412903,0.37726253271102905,0.30045145750045776,0.41498205065727234,0.33167365193367004,0.38761502504348755,0.2539307773113251,0.4185989499092102,0.24155713617801666,0.41548454761505127,0.733189046382904,0.20143137872219086,0.2309139519929886,0.41548454761505127,0.25531935691833496,0.1826142966747284
soil,0.19217993319034576,0.2053813934326172,0.12484070658683777,0.19265925884246826,0.25199997425079346,0.1743636131286621,0.24261592328548431,0.217220738530159,0.2331252545118332,0.23440642654895782,0.2111998051404953,0.28965309262275696,0.20438170433044434,0.35211217403411865,0.2111998051404953,0.25504377484321594,0.13098852336406708
fertility,0.1532718390226364,0.2439151555299759,0.19812074303627014,0.30078616738319397,0.24805180728435516,0.1114518940448761,0.20838388800621033,0.19069097936153412,0.27419939637184143,0.25799793004989624,0.2205212414264679,0.24347934126853943,0.148080512881279,0.22039975225925446,0.2205212414264679,0.22118206322193146,0.13547532260417938
and,0.31309178471565247,0.48576638102531433,0.4671151638031006,0.2477942556142807,0.4731321930885315,0.34954607486724854,0.40957894921302795,0.28586524724960327,0.5064792633056641,0.2779245972633362,0.48971283435821533,0.5171257257461548,0.23464977741241455,0.26268187165260315,0.48971283435821533,0.25777333974838257,0.20544172823429108
weed,0.21723350882530212,0.24525105953216553,0.1027759537100792,0.04756927117705345,0.20314428210258484,0.09656814485788345,0.18841715157032013,0.13928548991680145,0.17557992041110992,0.2927929759025574,0.18954657018184662,0.1525620073080063,0.19060450792312622,0.3273201286792755,0.18954657018184662,0.2653515934944153,0.18225805461406708
invasion,0.22275975346565247,0.13293656706809998,0.16906768083572388,0.13463133573532104,0.2333957999944687,0.14079031348228455,0.25517839193344116,0.14093174040317535,0.16607917845249176,0.3469591438770294,0.2535645365715027,0.32296645641326904,0.07455823570489883,0.07848277688026428,0.2535645365715027,0.19625166058540344,0.18923960626125336
.,0.3567904531955719,0.3452940285205841,0.3524959683418274,0.21191899478435516,0.4460422694683075,0.4032190144062042,0.5593622326850891,0.23902733623981476,0.4726039469242096,0.22969768941402435,0.4645031690597534,0.5934505462646484,0.262887567281723,0.2418428510427475,0.4645031690597534,0.2299451231956482,0.4130953550338745
