,what,is,the,translation,of,the,old,north,branch,of,rhe,rhine,?
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2620614171028137,0.35032153129577637,0.33289089798927307,0.2107291966676712,0.20408999919891357,0.19595609605312347,0.35032153129577637,0.17058664560317993,0.12381801009178162,0.40561532974243164
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,-0.02818385139107704,0.06780257821083069,0.029072100296616554,-0.007611577399075031,0.026401888579130173,0.06916304677724838,0.06780257821083069,0.08100178092718124,0.031863048672676086,0.0685480609536171
rhine,0.16475653648376465,0.15617261826992035,0.30735138058662415,0.11995723098516464,0.2548927664756775,0.30735138058662415,0.18212221562862396,0.3832572400569916,0.2070019692182541,0.2548927664756775,0.5678304433822632,1.0,0.13754533231258392
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.18704865872859955,1.0,0.733189046382904,0.30522194504737854,0.3604778051376343,0.23972897231578827,1.0,0.25456470251083374,0.2548927664756775,0.1826142966747284
leiden,0.20495037734508514,0.0905730128288269,0.19021131098270416,0.26370370388031006,0.24980205297470093,0.19021131098270416,0.17267177999019623,0.21419604122638702,0.16678796708583832,0.24980205297470093,0.26373031735420227,0.2448798418045044,0.15920168161392212
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.07195914536714554,0.13035868108272552,0.041273195296525955,0.010903947055339813,-0.001331784063950181,0.051968224346637726,0.13035868108272552,0.05918513610959053,-0.003653771709650755,0.018684765323996544
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2564658224582672,0.3680361211299896,0.3456730246543884,0.217467799782753,0.19693730771541595,0.22207215428352356,0.3680361211299896,0.17516864836215973,0.12686386704444885,0.42300865054130554
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.2206902801990509,0.5116966962814331,0.5171257257461548,0.29022282361984253,0.2776443064212799,0.23874594271183014,0.5116966962814331,0.24359197914600372,0.22029656171798706,0.20544172823429108
then,0.4072686731815338,0.24618037045001984,0.4297412931919098,0.2010265439748764,0.2937326431274414,0.4297412931919098,0.21906925737857819,0.1766282171010971,0.15535634756088257,0.2937326431274414,0.20322579145431519,0.18961727619171143,0.2884598970413208
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2429160475730896,0.4946078956127167,0.4933079481124878,0.26524028182029724,0.31834840774536133,0.2610839307308197,0.4946078956127167,0.2196403592824936,0.167837992310524,0.31091248989105225
oude,0.14733420312404633,0.15592670440673828,0.18701069056987762,0.19844689965248108,0.19248037040233612,0.18701069056987762,0.1812676191329956,0.2735307216644287,0.24653129279613495,0.19248037040233612,0.36033350229263306,0.44803887605667114,0.12360787391662598
rijn,0.12599071860313416,0.14968563616275787,0.15022686123847961,0.2077910155057907,0.20357760787010193,0.15022686123847961,0.21087147295475006,0.1763991415500641,0.18754112720489502,0.20357760787010193,0.364563524723053,0.41360682249069214,0.15792600810527802
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2620614171028137,0.35032153129577637,0.33289089798927307,0.2107291966676712,0.20408999919891357,0.19595609605312347,0.35032153129577637,0.17058664560317993,0.12381801009178162,0.40561532974243164
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,-0.02818385139107704,0.06780257821083069,0.029072100296616554,-0.007611577399075031,0.026401888579130173,0.06916304677724838,0.06780257821083069,0.08100178092718124,0.031863048672676086,0.0685480609536171
old,0.22117848694324493,0.24332627654075623,0.31849798560142517,0.13848286867141724,0.30522194504737854,0.31849798560142517,1.0000001192092896,0.17959938943386078,0.1266411989927292,0.30522194504737854,0.23290596902370453,0.18212221562862396,0.20577076077461243
rhine,0.16475653648376465,0.15617261826992035,0.30735138058662415,0.11995723098516464,0.2548927664756775,0.30735138058662415,0.18212221562862396,0.3832572400569916,0.2070019692182541,0.2548927664756775,0.5678304433822632,1.0,0.13754533231258392
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.07195914536714554,0.13035868108272552,0.041273195296525955,0.010903947055339813,-0.001331784063950181,0.051968224346637726,0.13035868108272552,0.05918513610959053,-0.003653771709650755,0.018684765323996544
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2564658224582672,0.3680361211299896,0.3456730246543884,0.217467799782753,0.19693730771541595,0.22207215428352356,0.3680361211299896,0.17516864836215973,0.12686386704444885,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2109805941581726,0.5352458953857422,0.5934505462646484,0.32390445470809937,0.3171539604663849,0.1572728455066681,0.5352458953857422,0.2335921972990036,0.2089352011680603,0.4130953550338745
