,cities,that,anchor,the,regions,are,often,the,hub,for,what,kind,of,activity,?
own,0.1609964668750763,0.37425005435943604,0.13132423162460327,0.334675133228302,0.16541387140750885,0.29801490902900696,0.30093973875045776,0.334675133228302,0.15395766496658325,0.30703625082969666,0.35062843561172485,0.2678379416465759,0.3269667625427246,0.23249754309654236,0.1937696635723114
culture,0.21979199349880219,0.24586836993694305,0.1250678449869156,0.27157285809516907,0.32172155380249023,0.23001058399677277,0.27222979068756104,0.27157285809516907,0.23124293982982635,0.18012717366218567,0.22475376725196838,0.1990969330072403,0.27266472578048706,0.23978403210639954,0.13093146681785583
and,0.292957067489624,0.4731321930885315,0.1994468867778778,0.5171257257461548,0.30318012833595276,0.48576638102531433,0.42465832829475403,0.5171257257461548,0.20456193387508392,0.5064792633056641,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.21878264844417572,0.20544172823429108
atmosphere,0.16498741507530212,0.29804176092147827,0.15467028319835663,0.24429655075073242,0.19347675144672394,0.21669556200504303,0.22998695075511932,0.24429655075073242,0.1580277979373932,0.17015571892261505,0.2530241310596466,0.14903736114501953,0.1981431096792221,0.3334696888923645,0.15636961162090302
",",0.31927579641342163,0.4137537479400635,0.22460860013961792,0.4933079481124878,0.26776278018951416,0.4062570035457611,0.24139221012592316,0.4933079481124878,0.21143218874931335,0.4464869201183319,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.21559643745422363,0.31091248989105225
anchored,0.12052949517965317,0.2455916702747345,0.8040714263916016,0.25245562195777893,0.0804716944694519,0.08920703828334808,0.14475783705711365,0.25245562195777893,0.2583159804344177,0.15895593166351318,0.16780303418636322,0.11602519452571869,0.18385523557662964,0.14510174095630646,0.0930626317858696
usually,0.13005106151103973,0.43660464882850647,0.12604747712612152,0.36782920360565186,0.24531790614128113,0.5635237097740173,0.7742448449134827,0.36782920360565186,0.16780665516853333,0.34784460067749023,0.32521089911460876,0.4697824716567993,0.33931583166122437,0.2961438298225403,0.19435347616672516
by,0.14042139053344727,0.37496164441108704,0.1632479578256607,0.4408751428127289,0.19794204831123352,0.37842893600463867,0.32333052158355713,0.4408751428127289,0.09619291871786118,0.3248702883720398,0.2455483376979828,0.13289578258991241,0.3646814823150635,0.14420075714588165,0.17966607213020325
a,0.18820415437221527,0.47537946701049805,0.19997262954711914,0.5829201340675354,0.21088102459907532,0.265255331993103,0.3930865228176117,0.5829201340675354,0.25833219289779663,0.44038116931915283,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.27737462520599365,0.23916715383529663
city,0.5864919424057007,0.183757483959198,0.1217947006225586,0.35769423842430115,0.25507891178131104,0.19493703544139862,0.15478582680225372,0.35769423842430115,0.3186393678188324,0.18687109649181366,0.17493832111358643,0.1391046792268753,0.32503411173820496,0.14160747826099396,0.13423943519592285
with,0.22294199466705322,0.4154358208179474,0.15982146561145782,0.4223487675189972,0.24451375007629395,0.38996943831443787,0.41081544756889343,0.4223487675189972,0.08919309079647064,0.39140474796295166,0.2464839518070221,0.2680599093437195,0.41827285289764404,0.1629924774169922,0.2433311939239502
both,0.19824077188968658,0.4532228112220764,0.14857198297977448,0.4931981563568115,0.23755690455436707,0.4594642221927643,0.44473007321357727,0.4931981563568115,0.1991179883480072,0.3887220323085785,0.3361809551715851,0.21418920159339905,0.3565710783004761,0.197870671749115,0.19455738365650177
national,0.22973015904426575,0.20268747210502625,0.10324608534574509,0.32739606499671936,0.2279759794473648,0.17082279920578003,0.18881629407405853,0.32739606499671936,0.21715493500232697,0.36267757415771484,0.16882304847240448,0.10908827185630798,0.3314673602581024,0.14875571429729462,0.15643028914928436
and,0.292957067489624,0.4731321930885315,0.1994468867778778,0.5171257257461548,0.30318012833595276,0.48576638102531433,0.42465832829475403,0.5171257257461548,0.20456193387508392,0.5064792633056641,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.21878264844417572,0.20544172823429108
sometimes,0.15057161450386047,0.3928869664669037,0.16042359173297882,0.35816407203674316,0.2094840556383133,0.47411349415779114,0.791614830493927,0.35816407203674316,0.1647655963897705,0.28293126821517944,0.34229418635368347,0.40395209193229675,0.296434611082077,0.22063769400119781,0.1751544177532196
global,0.10617833584547043,0.2591727674007416,0.19954055547714233,0.17898012697696686,0.14125265181064606,0.13763219118118286,0.13877004384994507,0.17898012697696686,0.20366571843624115,0.23740079998970032,0.21706031262874603,0.1426493227481842,0.19114547967910767,0.24836008250713348,0.22985349595546722
recognition,0.14749132096767426,0.29218024015426636,0.12623120844364166,0.31624147295951843,0.2169319987297058,0.16518700122833252,0.24690881371498108,0.31624147295951843,0.16998332738876343,0.340660035610199,0.25729188323020935,0.1526772826910019,0.295685350894928,0.22871427237987518,0.20074869692325592
",",0.31927579641342163,0.4137537479400635,0.22460860013961792,0.4933079481124878,0.26776278018951416,0.4062570035457611,0.24139221012592316,0.4933079481124878,0.21143218874931335,0.4464869201183319,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.21559643745422363,0.31091248989105225
which,0.21391116082668304,0.6894589066505432,0.20975476503372192,0.6521818041801453,0.2879617512226105,0.42922598123550415,0.5498976707458496,0.6521818041801453,0.2693531811237335,0.44095608592033386,0.5261979103088379,0.4120495617389679,0.5011631846427917,0.34858861565589905,0.25814583897590637
are,0.26694464683532715,0.45265161991119385,0.06792297214269638,0.40399202704429626,0.3568890690803528,1.0,0.5443448424339294,0.40399202704429626,0.1598818153142929,0.3895993232727051,0.29724663496017456,0.296465665102005,0.39081433415412903,0.33086249232292175,0.24591213464736938
often,0.14962394535541534,0.43873903155326843,0.11926259100437164,0.38004449009895325,0.24772430956363678,0.5443448424339294,1.0000001192092896,0.38004449009895325,0.12827984988689423,0.37495917081832886,0.3849453330039978,0.43886423110961914,0.3351972997188568,0.27594393491744995,0.23748154938220978
the,0.2621172070503235,0.5473989248275757,0.21501964330673218,1.0,0.36158451437950134,0.40399202704429626,0.38004449009895325,1.0,0.3125457465648651,0.4739971458911896,0.42745697498321533,0.2516445517539978,0.733189046382904,0.28331097960472107,0.22068053483963013
hub,0.3357304632663727,0.1950325071811676,0.2524191439151764,0.3125457465648651,0.22384832799434662,0.1598818153142929,0.12827984988689423,0.3125457465648651,0.9999999403953552,0.18347905576229095,0.12371621280908585,0.1450299620628357,0.24752295017242432,0.13898999989032745,0.09806779772043228
of,0.29528072476387024,0.41498205065727234,0.1308683305978775,0.733189046382904,0.3694140613079071,0.39081433415412903,0.3351972997188568,0.733189046382904,0.24752295017242432,0.4185989499092102,0.33290785551071167,0.2285657674074173,1.0,0.23575159907341003,0.1826142966747284
economic,0.25774693489074707,0.2305225282907486,0.13940271735191345,0.282455176115036,0.2936455309391022,0.17979218065738678,0.2266055792570114,0.282455176115036,0.2757262885570526,0.24368955194950104,0.18082544207572937,0.12995555996894836,0.3030148148536682,0.3712673783302307,0.1206481084227562
activity,0.13468892872333527,0.3449932038784027,0.08368787914514542,0.28331097960472107,0.2595595419406891,0.33086249232292175,0.27594393491744995,0.28331097960472107,0.13898999989032745,0.30660444498062134,0.28365153074264526,0.2724720537662506,0.23575159907341003,1.0,0.19043973088264465
for,0.21254107356071472,0.4137635827064514,0.19156086444854736,0.4739971458911896,0.1788649559020996,0.3895993232727051,0.37495917081832886,0.4739971458911896,0.18347905576229095,0.9999999403953552,0.3017193675041199,0.28053680062294006,0.4185989499092102,0.30660444498062134,0.264628142118454
its,0.2535979151725769,0.416561484336853,0.20364241302013397,0.559237003326416,0.30293142795562744,0.30942749977111816,0.286950945854187,0.559237003326416,0.31638669967651367,0.2992613911628723,0.30393704771995544,0.17957401275634766,0.48690423369407654,0.29255807399749756,0.15103481709957123
respective,0.23371747136116028,0.3409326672554016,0.12953630089759827,0.3637433648109436,0.2661692500114441,0.37482279539108276,0.2767338156700134,0.3637433648109436,0.12395764142274857,0.34873059391975403,0.29216688871383667,0.14370416104793549,0.32108351588249207,0.179732084274292,0.2512778639793396
region,0.35766032338142395,0.20183102786540985,0.061843931674957275,0.35020557045936584,0.7069834470748901,0.20011243224143982,0.1695200353860855,0.35020557045936584,0.27390149235725403,0.17531010508537292,0.2298986315727234,0.16578975319862366,0.2852717339992523,0.22528423368930817,0.13441751897335052
and,0.292957067489624,0.4731321930885315,0.1994468867778778,0.5171257257461548,0.30318012833595276,0.48576638102531433,0.42465832829475403,0.5171257257461548,0.20456193387508392,0.5064792633056641,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.21878264844417572,0.20544172823429108
being,0.18113529682159424,0.46201252937316895,0.12649697065353394,0.419739305973053,0.21514931321144104,0.4656608998775482,0.46722131967544556,0.419739305973053,0.16499671339988708,0.41687241196632385,0.3760843276977539,0.24848723411560059,0.34885138273239136,0.3326815068721771,0.26743772625923157
home,0.15672285854816437,0.20047733187675476,0.13185721635818481,0.28978195786476135,0.10909673571586609,0.17890439927577972,0.18484705686569214,0.28978195786476135,0.18595576286315918,0.2685687243938446,0.1608789712190628,0.16064214706420898,0.24402645230293274,0.15544725954532623,0.0757145956158638
to,0.20735321938991547,0.5436353087425232,0.2083270102739334,0.535392165184021,0.252130389213562,0.3504326641559601,0.4351843297481537,0.535392165184021,0.1866559237241745,0.4451248347759247,0.455847829580307,0.28460726141929626,0.41548454761505127,0.26676592230796814,0.29463258385658264
many,0.2867770195007324,0.5391656160354614,0.10921076685190201,0.4335206151008606,0.2500225305557251,0.5655534863471985,0.5640480518341064,0.4335206151008606,0.1949004828929901,0.40972793102264404,0.36131182312965393,0.3219348192214966,0.37253960967063904,0.26501742005348206,0.2124512493610382
tourist,0.2942546010017395,0.15338173508644104,0.05349523574113846,0.29490065574645996,0.2606774568557739,0.20633454620838165,0.18368174135684967,0.29490065574645996,0.3619330823421478,0.19919702410697937,0.10621568560600281,0.10388769954442978,0.26708054542541504,0.27443864941596985,0.08379554748535156
destinations,0.4107785224914551,0.2099727839231491,0.16586658358573914,0.3131893277168274,0.30884987115859985,0.25793129205703735,0.2289697378873825,0.3131893277168274,0.5423365235328674,0.23364728689193726,0.15052582323551178,0.1294538527727127,0.24543997645378113,0.25659963488578796,0.12842917442321777
.,0.2525215446949005,0.4460422694683075,0.17134621739387512,0.5934505462646484,0.25618889927864075,0.3452940285205841,0.30710849165916443,0.5934505462646484,0.1950376033782959,0.4726039469242096,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.23696304857730865,0.4130953550338745
