,who,did,john,elway,play,for,in,super,bowl,xxxiii,?
at,0.22096660733222961,0.28390252590179443,0.2018798142671585,0.2432812750339508,0.15264669060707092,0.34237727522850037,0.4374977946281433,0.11449114978313446,0.2709662914276123,0.1722499430179596,0.21978627145290375
age,0.2584081292152405,0.1816447526216507,0.1256769895553589,0.17859137058258057,0.225258469581604,0.23129768669605255,0.30576348304748535,0.1118914783000946,0.0928628072142601,0.10175532102584839,0.16859300434589386
38,0.05407789349555969,0.021970633417367935,0.052199386060237885,-0.03346579149365425,-0.00921800546348095,0.02082526683807373,0.033282700926065445,0.0008700569742359221,0.02592012658715248,-0.07181275635957718,0.014457103796303272
and,0.41279885172843933,0.34479495882987976,0.21634717285633087,0.2699993848800659,0.25634777545928955,0.5064792633056641,0.4954058527946472,0.18368244171142578,0.1698254644870758,0.18720266222953796,0.20544172823429108
is,0.24293622374534607,0.19247472286224365,0.16449548304080963,0.22354689240455627,0.2174319475889206,0.43268078565597534,0.5394441485404968,0.15390309691429138,0.14233897626399994,0.18968330323696136,0.22961433231830597
currently,0.3362814784049988,0.13700537383556366,0.14914046227931976,0.260163277387619,0.24154995381832123,0.4316125214099884,0.30261120200157166,0.2192588597536087,0.09355533123016357,0.18602928519248962,0.1861555278301239
denver,0.20955970883369446,0.16413381695747375,0.20788034796714783,0.41913217306137085,0.22126924991607666,0.22017966210842133,0.2221570909023285,0.24589714407920837,0.2861449718475342,0.3136270344257355,0.1520889848470688
's,0.05599616840481758,0.05069678649306297,-0.1023898646235466,-0.02843191660940647,0.08983290195465088,-0.07241261005401611,-0.037580832839012146,0.09726737439632416,-0.02838491089642048,0.017510170117020607,-0.023395681753754616
executive,0.20786358416080475,0.1714463233947754,0.24102510511875153,0.28169018030166626,0.09707687050104141,0.12237442284822464,0.1878502070903778,0.1542377471923828,0.09344751387834549,0.20046161115169525,0.12134998291730881
vice,0.22284634411334991,0.15456269681453705,0.18351557850837708,0.18452145159244537,0.10325993597507477,0.16580872237682343,0.14977192878723145,0.12336721271276474,0.09809011220932007,0.20911744236946106,0.1369185745716095
president,0.22565458714962006,0.1801012009382248,0.21517303586006165,0.2424377053976059,0.16015766561031342,0.17469504475593567,0.18811661005020142,0.11904861032962799,0.17701053619384766,0.220467209815979,0.14148259162902832
of,0.2827862501144409,0.2513895630836487,0.2407056987285614,0.2248365581035614,0.15350224077701569,0.4185989499092102,0.5696388483047485,0.14718765020370483,0.2243070751428604,0.2492917776107788,0.1826142966747284
football,0.17791859805583954,0.1318265050649643,0.14889387786388397,0.38217997550964355,0.2865869700908661,0.23134100437164307,0.2378888875246048,0.295350581407547,0.3109349310398102,0.3162022531032562,0.14957410097122192
operations,0.18454647064208984,0.1597038060426712,0.18804140388965607,0.13585487008094788,0.11113320291042328,0.27237167954444885,0.2654678225517273,0.15616489946842194,0.0534176342189312,0.14895670115947723,0.13622350990772247
and,0.41279885172843933,0.34479495882987976,0.21634717285633087,0.2699993848800659,0.25634777545928955,0.5064792633056641,0.4954058527946472,0.18368244171142578,0.1698254644870758,0.18720266222953796,0.20544172823429108
general,0.2461782991886139,0.19499315321445465,0.18603326380252838,0.15048164129257202,0.04696480929851532,0.23497237265110016,0.259066641330719,0.04521964490413666,0.07438556104898453,0.14834512770175934,0.1972234547138214
manager,0.22238492965698242,0.1511809527873993,0.22278985381126404,0.3292383551597595,0.195071280002594,0.20642828941345215,0.22855541110038757,0.10942146927118301,0.10839234292507172,0.2111770659685135,0.11875338107347488
.,0.3541337847709656,0.35288307070732117,0.26428887248039246,0.31222525238990784,0.25552695989608765,0.4726039469242096,0.5591574311256409,0.2757420241832733,0.21516893804073334,0.24740536510944366,0.4130953550338745
