,what,two,railroads,have,railyards,in,the,city,of,fresno,?
within,0.2498195916414261,0.29626569151878357,0.20589116215705872,0.32346946001052856,0.26505833864212036,0.40576374530792236,0.39827480912208557,0.1794440597295761,0.39594778418540955,0.18007294833660126,0.1870293766260147
the,0.42745697498321533,0.43858039379119873,0.2643872797489166,0.40389683842658997,0.29112350940704346,0.6662389636039734,1.0,0.35769423842430115,0.733189046382904,0.22571885585784912,0.22068053483963013
city,0.17493832111358643,0.17386646568775177,0.3546334505081177,0.154191792011261,0.296517938375473,0.3911624252796173,0.35769423842430115,1.0,0.32503411173820496,0.2780216634273529,0.13423943519592285
;,0.10986888408660889,0.04032390937209129,0.07162173092365265,0.10650043189525604,0.035400718450546265,0.092739537358284,0.09152708947658539,0.07572981715202332,0.054534342139959335,0.05566907674074173,0.10349778085947037
the,0.42745697498321533,0.43858039379119873,0.2643872797489166,0.40389683842658997,0.29112350940704346,0.6662389636039734,1.0,0.35769423842430115,0.733189046382904,0.22571885585784912,0.22068053483963013
san,0.19375550746917725,0.18889032304286957,0.22285178303718567,0.1570361703634262,0.19406428933143616,0.2617562413215637,0.2858080565929413,0.32193511724472046,0.25237205624580383,0.4697914123535156,0.10952327400445938
joaquin,0.04639154300093651,0.1838463544845581,0.1974472552537918,0.1370907723903656,0.18031097948551178,0.18787002563476562,0.23419608175754547,0.23686811327934265,0.21863585710525513,0.36139971017837524,0.10146427899599075
valley,0.15729281306266785,0.1504751592874527,0.2540857195854187,0.20158763229846954,0.24059569835662842,0.2723499834537506,0.2923165559768677,0.33246171474456787,0.23914365470409393,0.2356150895357132,0.11486150324344635
railroad,0.16141441464424133,0.14095182716846466,0.9270634651184082,0.09500019997358322,0.6214751601219177,0.20349381864070892,0.2709158957004547,0.3335641622543335,0.1954421103000641,0.23137147724628448,0.0920378789305687
also,0.42747777700424194,0.4511464238166809,0.21187900006771088,0.5252172946929932,0.25056692957878113,0.5073733329772949,0.6021018624305725,0.2577536404132843,0.4924938678741455,0.2253323197364807,0.21848613023757935
operates,0.17323419451713562,0.19689872860908508,0.32834330201148987,0.21046245098114014,0.31251388788223267,0.28906163573265076,0.2663705050945282,0.23277956247329712,0.22910091280937195,0.15656502544879913,0.12270797789096832
former,0.13598288595676422,0.1882593333721161,0.13705547153949738,0.12418842315673828,0.18105609714984894,0.2668642997741699,0.2251449078321457,0.24221928417682648,0.30415382981300354,0.21263322234153748,0.10570605844259262
southern,0.18679563701152802,0.13197177648544312,0.2670448124408722,0.15745104849338531,0.2171403169631958,0.3190481662750244,0.3282862603664398,0.31186121702194214,0.31933003664016724,0.2815580368041992,0.11225555837154388
pacific,0.12389002740383148,0.2241741418838501,0.2350226491689682,0.20848755538463593,0.2303478866815567,0.19652380049228668,0.28543707728385925,0.15942703187465668,0.21646003425121307,0.34335553646087646,0.13060949742794037
branchlines,0.24211101233959198,0.2822246253490448,0.3055466413497925,0.30699124932289124,0.4108707904815674,0.30964669585227966,0.34947526454925537,0.18803080916404724,0.32965612411499023,0.20474369823932648,0.21944648027420044
heading,0.354609876871109,0.2641570270061493,0.2281651794910431,0.1942547708749771,0.29999983310699463,0.2503916323184967,0.32832297682762146,0.15001560747623444,0.20788395404815674,0.1511949747800827,0.33725887537002563
west,0.1946573108434677,0.24983730912208557,0.20416389405727386,0.14226439595222473,0.25039616227149963,0.34078434109687805,0.32918402552604675,0.37476465106010437,0.2891985774040222,0.2787109911441803,0.12088293582201004
and,0.31309178471565247,0.4671151638031006,0.25654420256614685,0.4711785912513733,0.32175227999687195,0.4954058527946472,0.5171257257461548,0.2827445864677429,0.5116966962814331,0.21513071656227112,0.20544172823429108
south,0.15388517081737518,0.2434704750776291,0.268862783908844,0.15469403564929962,0.2616446614265442,0.33642083406448364,0.3129390776157379,0.38135167956352234,0.33382371068000793,0.23715521395206451,0.12336621433496475
out,0.3633197546005249,0.2987716495990753,0.16730263829231262,0.3612789809703827,0.24751485884189606,0.3576207756996155,0.39404502511024475,0.17710335552692413,0.34176841378211975,0.1491941660642624,0.22020699083805084
of,0.33290785551071167,0.37726253271102905,0.21481075882911682,0.3802283704280853,0.22443155944347382,0.5696388483047485,0.733189046382904,0.32503411173820496,1.0,0.1875009983778,0.1826142966747284
the,0.42745697498321533,0.43858039379119873,0.2643872797489166,0.40389683842658997,0.29112350940704346,0.6662389636039734,1.0,0.35769423842430115,0.733189046382904,0.22571885585784912,0.22068053483963013
city,0.17493832111358643,0.17386646568775177,0.3546334505081177,0.154191792011261,0.296517938375473,0.3911624252796173,0.35769423842430115,1.0,0.32503411173820496,0.2780216634273529,0.13423943519592285
.,0.3567904531955719,0.3524959683418274,0.2365577071905136,0.41614407300949097,0.29320618510246277,0.5591574311256409,0.5934505462646484,0.29856356978416443,0.5352458953857422,0.2480216920375824,0.4130953550338745
