,what,does,a,writer,for,the,international,crisis,group,think,the,concept,of,political,islam,is,a,creation,of,?
``,0.008517155423760414,0.06539655476808548,0.07272057235240936,0.0952916145324707,0.01270448137074709,0.029072100296616554,0.00018866968457587063,0.0945596694946289,0.14310015738010406,0.021398255601525307,0.029072100296616554,-0.005319306161254644,0.06780257821083069,0.13712286949157715,0.1292753964662552,0.058766357600688934,0.07272057235240936,0.06019286811351776,0.06780257821083069,0.0685480609536171
the,0.42745697498321533,0.35928019881248474,0.5829201340675354,0.1583879292011261,0.4739971458911896,1.0,0.23719607293605804,0.263981431722641,0.30795547366142273,0.3102172613143921,1.0,0.2355310022830963,0.733189046382904,0.20477235317230225,0.2207694798707962,0.5823672413825989,0.5829201340675354,0.34625571966171265,0.733189046382904,0.22068053483963013
conception,0.284974068403244,0.2209564745426178,0.3090919256210327,0.1846940517425537,0.260425329208374,0.29475459456443787,0.24599453806877136,0.16143010556697845,0.19501256942749023,0.35690009593963623,0.29475459456443787,0.764506995677948,0.3158630430698395,0.23073293268680573,0.29615724086761475,0.29992517828941345,0.3090919256210327,0.34174826741218567,0.3158630430698395,0.16465921700000763
of,0.33290785551071167,0.3119818866252899,0.5052502155303955,0.14383116364479065,0.4185989499092102,0.733189046382904,0.23367412388324738,0.2267792969942093,0.25542253255844116,0.2625778615474701,0.733189046382904,0.24082158505916595,1.0,0.27319738268852234,0.21728332340717316,0.4854315221309662,0.5052502155303955,0.35750406980514526,1.0,0.1826142966747284
'political,0.24287043511867523,0.17966389656066895,0.221566841006279,0.27598029375076294,0.27383431792259216,0.23168227076530457,0.2789434492588043,0.2896548807621002,0.17783166468143463,0.2151978611946106,0.23168227076530457,0.2643197476863861,0.3174884617328644,0.9590364098548889,0.3564319312572479,0.18368838727474213,0.221566841006279,0.180348202586174,0.3174884617328644,0.17658746242523193
islam,0.23237212002277374,0.1891104280948639,0.15636202692985535,0.14185835421085358,0.1461709886789322,0.2207694798707962,0.17613983154296875,0.17602422833442688,0.17468653619289398,0.2613517940044403,0.2207694798707962,0.2964586019515991,0.21728332340717316,0.3599332869052887,1.0000001192092896,0.17952334880828857,0.15636202692985535,0.18346241116523743,0.21728332340717316,0.18358638882637024
',0.3245812654495239,0.2684852182865143,0.48837921023368835,0.2212224155664444,0.31184524297714233,0.474788099527359,0.18020936846733093,0.1255141645669937,0.2430734932422638,0.3257502317428589,0.474788099527359,0.15206533670425415,0.39136970043182373,0.15391363203525543,0.14431777596473694,0.5508411526679993,0.48837921023368835,0.27158159017562866,0.39136970043182373,0.330942302942276
'',0.08143015950918198,-0.004023602232336998,0.04890415817499161,0.02658330462872982,-0.04479556903243065,0.041273195296525955,-0.012199616059660912,0.016355004161596298,0.017886392772197723,0.03370605781674385,0.041273195296525955,0.09455806761980057,0.13035868108272552,0.030319077894091606,0.020673450082540512,0.0793738141655922,0.04890415817499161,-0.06385795772075653,0.13035868108272552,0.018684765323996544
is,0.28837618231773376,0.4403602182865143,0.658733606338501,0.20482608675956726,0.43268078565597534,0.5823672413825989,0.19279639422893524,0.14325910806655884,0.22153858840465546,0.33370211720466614,0.5823672413825989,0.2750450372695923,0.4854315221309662,0.15203817188739777,0.17952334880828857,1.0,0.658733606338501,0.2773818373680115,0.4854315221309662,0.22961433231830597
a,0.3320399522781372,0.38201746344566345,1.0,0.2671267092227936,0.44038116931915283,0.5829201340675354,0.24617823958396912,0.1976640820503235,0.2594761848449707,0.35850703716278076,0.5829201340675354,0.29586365818977356,0.5052502155303955,0.21418654918670654,0.15636202692985535,0.658733606338501,1.0,0.26870065927505493,0.5052502155303955,0.23916715383529663
creation,0.2653278112411499,0.16597095131874084,0.26870065927505493,0.1958450824022293,0.26819050312042236,0.34625571966171265,0.17393621802330017,0.22974619269371033,0.14344900846481323,0.2267422378063202,0.34625571966171265,0.3244777023792267,0.35750406980514526,0.1652495563030243,0.18346241116523743,0.2773818373680115,0.26870065927505493,1.0,0.35750406980514526,0.2407430112361908
of,0.33290785551071167,0.3119818866252899,0.5052502155303955,0.14383116364479065,0.4185989499092102,0.733189046382904,0.23367412388324738,0.2267792969942093,0.25542253255844116,0.2625778615474701,0.733189046382904,0.24082158505916595,1.0,0.27319738268852234,0.21728332340717316,0.4854315221309662,0.5052502155303955,0.35750406980514526,1.0,0.1826142966747284
americans,0.2497653216123581,0.14572587609291077,0.20731951296329498,0.18617133796215057,0.30406907200813293,0.3275100290775299,0.1195768415927887,0.2548442482948303,0.15259620547294617,0.2703416049480438,0.3275100290775299,0.14169374108314514,0.22938047349452972,0.20633701980113983,0.2140476405620575,0.16894923150539398,0.20731951296329498,0.15059776604175568,0.22938047349452972,0.19417695701122284
to,0.455847829580307,0.4391997456550598,0.45503583550453186,0.12567701935768127,0.4451248347759247,0.535392165184021,0.21173149347305298,0.21038146317005157,0.2672896385192871,0.3748004138469696,0.535392165184021,0.2465057224035263,0.41548454761505127,0.2065112292766571,0.2398901730775833,0.42745086550712585,0.45503583550453186,0.28549936413764954,0.41548454761505127,0.29463258385658264
explain,0.46946078538894653,0.29246506094932556,0.24843132495880127,0.19631564617156982,0.32679852843284607,0.24376994371414185,0.1475968062877655,0.23303104937076569,0.1741955727338791,0.48484137654304504,0.24376994371414185,0.3642212450504303,0.20952273905277252,0.18749213218688965,0.19400592148303986,0.23638448119163513,0.24843132495880127,0.291209876537323,0.20952273905277252,0.365981787443161
the,0.42745697498321533,0.35928019881248474,0.5829201340675354,0.1583879292011261,0.4739971458911896,1.0,0.23719607293605804,0.263981431722641,0.30795547366142273,0.3102172613143921,1.0,0.2355310022830963,0.733189046382904,0.20477235317230225,0.2207694798707962,0.5823672413825989,0.5829201340675354,0.34625571966171265,0.733189046382904,0.22068053483963013
iranian,0.1183423325419426,0.1482083648443222,0.2339317500591278,0.26872751116752625,0.14880423247814178,0.21625958383083344,0.15054894983768463,0.20512033998966217,0.22697706520557404,0.1846553087234497,0.21625958383083344,0.1348494589328766,0.19742776453495026,0.19810712337493896,0.42419958114624023,0.20444782078266144,0.2339317500591278,0.1341552436351776,0.19742776453495026,0.13520781695842743
islamic,0.2204568088054657,0.14674246311187744,0.20177602767944336,0.16274602711200714,0.13630835711956024,0.27231070399284363,0.27118366956710815,0.27411919832229614,0.18744540214538574,0.2205558717250824,0.27231070399284363,0.2574204206466675,0.25656506419181824,0.39808326959609985,0.727012574672699,0.17644661664962769,0.20177602767944336,0.19463741779327393,0.25656506419181824,0.1692383587360382
revolution,0.1946869045495987,0.0565129891037941,0.23590148985385895,0.1579112708568573,0.1494327187538147,0.276140034198761,0.15481147170066833,0.3479624092578888,0.15327002108097076,0.15500304102897644,0.276140034198761,0.24134741723537445,0.27144062519073486,0.29944923520088196,0.26802921295166016,0.16210032999515533,0.23590148985385895,0.31399598717689514,0.27144062519073486,0.1727980077266693
and,0.31309178471565247,0.3461615741252899,0.3739250600337982,0.2668316066265106,0.5064792633056641,0.5171257257461548,0.2444424331188202,0.17489491403102875,0.3510662019252777,0.30740439891815186,0.5171257257461548,0.22126320004463196,0.5116966962814331,0.33013346791267395,0.25070106983184814,0.3859752118587494,0.3739250600337982,0.22428621351718903,0.5116966962814331,0.20544172823429108
apolitical,0.26857051253318787,0.20575405657291412,0.2176414430141449,0.29320043325424194,0.2653250992298126,0.22035159170627594,0.2710552215576172,0.2691739499568939,0.16613639891147614,0.27509844303131104,0.22035159170627594,0.2446405440568924,0.2843259572982788,0.8961474299430847,0.37911930680274963,0.17070238292217255,0.2176414430141449,0.20595282316207886,0.2843259572982788,0.2318745255470276
islam,0.23237212002277374,0.1891104280948639,0.15636202692985535,0.14185835421085358,0.1461709886789322,0.2207694798707962,0.17613983154296875,0.17602422833442688,0.17468653619289398,0.2613517940044403,0.2207694798707962,0.2964586019515991,0.21728332340717316,0.3599332869052887,1.0000001192092896,0.17952334880828857,0.15636202692985535,0.18346241116523743,0.21728332340717316,0.18358638882637024
was,0.22111038863658905,0.19302551448345184,0.4508470594882965,0.29712387919425964,0.3863949179649353,0.48711544275283813,0.22185437381267548,0.20050278306007385,0.1789962202310562,0.245719313621521,0.48711544275283813,0.2765439450740814,0.4069072902202606,0.24282537400722504,0.15794138610363007,0.5810302495956421,0.4508470594882965,0.26162147521972656,0.4069072902202606,0.18412111699581146
a,0.3320399522781372,0.38201746344566345,1.0,0.2671267092227936,0.44038116931915283,0.5829201340675354,0.24617823958396912,0.1976640820503235,0.2594761848449707,0.35850703716278076,0.5829201340675354,0.29586365818977356,0.5052502155303955,0.21418654918670654,0.15636202692985535,0.658733606338501,1.0,0.26870065927505493,0.5052502155303955,0.23916715383529663
historical,0.2923852205276489,0.12527337670326233,0.25390249490737915,0.18114006519317627,0.21021096408367157,0.30835282802581787,0.13972263038158417,0.2095472663640976,0.09229723364114761,0.19808544218540192,0.30835282802581787,0.1881561428308487,0.3218611776828766,0.33385393023490906,0.19215567409992218,0.23039913177490234,0.25390249490737915,0.21521155536174774,0.3218611776828766,0.1665111482143402
fluke,0.17603105306625366,0.2354184240102768,0.25920993089675903,0.12402260303497314,0.18485090136528015,0.21933971345424652,0.14232763648033142,0.066965252161026,0.20760485529899597,0.22910675406455994,0.21933971345424652,0.15924188494682312,0.2070089727640152,0.06924163550138474,0.16992540657520294,0.24438808858394623,0.25920993089675903,0.13042734563350677,0.2070089727640152,0.134214848279953
of,0.33290785551071167,0.3119818866252899,0.5052502155303955,0.14383116364479065,0.4185989499092102,0.733189046382904,0.23367412388324738,0.2267792969942093,0.25542253255844116,0.2625778615474701,0.733189046382904,0.24082158505916595,1.0,0.27319738268852234,0.21728332340717316,0.4854315221309662,0.5052502155303955,0.35750406980514526,1.0,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,0.5829201340675354,0.1583879292011261,0.4739971458911896,1.0,0.23719607293605804,0.263981431722641,0.30795547366142273,0.3102172613143921,1.0,0.2355310022830963,0.733189046382904,0.20477235317230225,0.2207694798707962,0.5823672413825989,0.5829201340675354,0.34625571966171265,0.733189046382904,0.22068053483963013
``,0.008517155423760414,0.06539655476808548,0.07272057235240936,0.0952916145324707,0.01270448137074709,0.029072100296616554,0.00018866968457587063,0.0945596694946289,0.14310015738010406,0.021398255601525307,0.029072100296616554,-0.005319306161254644,0.06780257821083069,0.13712286949157715,0.1292753964662552,0.058766357600688934,0.07272057235240936,0.06019286811351776,0.06780257821083069,0.0685480609536171
short-lived,0.25058919191360474,0.18175378441810608,0.341551274061203,0.3496554493904114,0.3404686152935028,0.40732795000076294,0.22926637530326843,0.2104296088218689,0.2032204121351242,0.2852265536785126,0.40732795000076294,0.17826597392559052,0.41558966040611267,0.2706928551197052,0.2727651000022888,0.2953433692455292,0.341551274061203,0.19544515013694763,0.41558966040611267,0.27253833413124084
era,0.18199029564857483,0.03035760298371315,0.1276342272758484,0.15485414862632751,0.21667791903018951,0.266272634267807,0.15381835401058197,0.23590534925460815,0.15702597796916962,0.1521921008825302,0.266272634267807,0.16498461365699768,0.20396220684051514,0.22364415228366852,0.16984061896800995,0.11451215296983719,0.1276342272758484,0.14942800998687744,0.20396220684051514,0.14369545876979828
of,0.33290785551071167,0.3119818866252899,0.5052502155303955,0.14383116364479065,0.4185989499092102,0.733189046382904,0.23367412388324738,0.2267792969942093,0.25542253255844116,0.2625778615474701,0.733189046382904,0.24082158505916595,1.0,0.27319738268852234,0.21728332340717316,0.4854315221309662,0.5052502155303955,0.35750406980514526,1.0,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,0.5829201340675354,0.1583879292011261,0.4739971458911896,1.0,0.23719607293605804,0.263981431722641,0.30795547366142273,0.3102172613143921,1.0,0.2355310022830963,0.733189046382904,0.20477235317230225,0.2207694798707962,0.5823672413825989,0.5829201340675354,0.34625571966171265,0.733189046382904,0.22068053483963013
heyday,0.20279252529144287,0.11461252719163895,0.27970248460769653,0.20318081974983215,0.2732592523097992,0.3456340432167053,0.26819050312042236,0.27985095977783203,0.2563417851924896,0.1536666303873062,0.3456340432167053,0.22423973679542542,0.27742254734039307,0.3058744966983795,0.24316513538360596,0.20256008207798004,0.27970248460769653,0.2315668910741806,0.27742254734039307,0.12949229776859283
of,0.33290785551071167,0.3119818866252899,0.5052502155303955,0.14383116364479065,0.4185989499092102,0.733189046382904,0.23367412388324738,0.2267792969942093,0.25542253255844116,0.2625778615474701,0.733189046382904,0.24082158505916595,1.0,0.27319738268852234,0.21728332340717316,0.4854315221309662,0.5052502155303955,0.35750406980514526,1.0,0.1826142966747284
secular,0.26444122195243835,0.19240978360176086,0.22842510044574738,0.21654893457889557,0.1788387894630432,0.24261851608753204,0.2100449651479721,0.1853751838207245,0.21637387573719025,0.18471881747245789,0.24261851608753204,0.27488070726394653,0.28420427441596985,0.494265079498291,0.3986283242702484,0.17071333527565002,0.22842510044574738,0.27167701721191406,0.28420427441596985,0.13290788233280182
arab,0.14742176234722137,0.16002953052520752,0.1530216783285141,0.1275896281003952,0.17779098451137543,0.2674407660961151,0.27056318521499634,0.24019919335842133,0.22176843881607056,0.14668460190296173,0.2674407660961151,0.16931384801864624,0.22039446234703064,0.2705882787704468,0.45920249819755554,0.17620310187339783,0.1530216783285141,0.12035275250673294,0.22039446234703064,0.18450474739074707
nationalism,0.25555992126464844,0.14537152647972107,0.21795016527175903,0.20863842964172363,0.17595642805099487,0.24141642451286316,0.2712375521659851,0.3415471315383911,0.21706095337867737,0.28117597103118896,0.24141642451286316,0.32603660225868225,0.25239041447639465,0.5143157839775085,0.38991525769233704,0.15927454829216003,0.21795016527175903,0.30392923951148987,0.25239041447639465,0.1636960208415985
between,0.2462156116962433,0.16966454684734344,0.29385313391685486,0.11749348789453506,0.24671313166618347,0.39067012071609497,0.19549235701560974,0.2414407879114151,0.22781062126159668,0.173748180270195,0.39067012071609497,0.22437451779842377,0.3737983703613281,0.20445281267166138,0.12694580852985382,0.26809602975845337,0.29385313391685486,0.15731893479824066,0.3737983703613281,0.12887074053287506
1945,-0.14733538031578064,-0.08776514232158661,-0.06053971126675606,0.1746552437543869,-0.11172492057085037,-0.12090112268924713,-0.09669560194015503,-0.13346922397613525,-0.1352134495973587,-0.0729328840970993,-0.12090112268924713,-0.10983327776193619,-0.1348620504140854,0.003981849178671837,0.0034638661891222,-0.09972340613603592,-0.06053971126675606,-0.13768373429775238,-0.1348620504140854,-0.03421006724238396
and,0.31309178471565247,0.3461615741252899,0.3739250600337982,0.2668316066265106,0.5064792633056641,0.5171257257461548,0.2444424331188202,0.17489491403102875,0.3510662019252777,0.30740439891815186,0.5171257257461548,0.22126320004463196,0.5116966962814331,0.33013346791267395,0.25070106983184814,0.3859752118587494,0.3739250600337982,0.22428621351718903,0.5116966962814331,0.20544172823429108
1970,-0.04533620923757553,-0.10553895682096481,-0.04693519324064255,-0.01743779145181179,0.03739495575428009,0.013761552982032299,0.07365651428699493,-0.028351537883281708,-0.05438081547617912,-0.053947001695632935,0.013761552982032299,-0.09912380576133728,0.12830553948879242,0.060278553515672684,0.07513967901468277,-0.024357598274946213,-0.04693519324064255,-0.0073527074418962,0.12830553948879242,-0.007446378003805876
'',0.08143015950918198,-0.004023602232336998,0.04890415817499161,0.02658330462872982,-0.04479556903243065,0.041273195296525955,-0.012199616059660912,0.016355004161596298,0.017886392772197723,0.03370605781674385,0.041273195296525955,0.09455806761980057,0.13035868108272552,0.030319077894091606,0.020673450082540512,0.0793738141655922,0.04890415817499161,-0.06385795772075653,0.13035868108272552,0.018684765323996544
",",0.3087472915649414,0.28617382049560547,0.427140474319458,0.2910175621509552,0.4464869201183319,0.4933079481124878,0.23395943641662598,0.18660308420658112,0.2809832692146301,0.3095206320285797,0.4933079481124878,0.20029692351818085,0.4946078956127167,0.27072274684906006,0.23459285497665405,0.4691906273365021,0.427140474319458,0.24387513101100922,0.4946078956127167,0.31091248989105225
and,0.31309178471565247,0.3461615741252899,0.3739250600337982,0.2668316066265106,0.5064792633056641,0.5171257257461548,0.2444424331188202,0.17489491403102875,0.3510662019252777,0.30740439891815186,0.5171257257461548,0.22126320004463196,0.5116966962814331,0.33013346791267395,0.25070106983184814,0.3859752118587494,0.3739250600337982,0.22428621351718903,0.5116966962814331,0.20544172823429108
it,0.45803478360176086,0.34188351035118103,0.5452592968940735,0.2011551558971405,0.32171204686164856,0.6251175999641418,0.15743213891983032,0.17909592390060425,0.2364906221628189,0.4360305368900299,0.6251175999641418,0.29287758469581604,0.38761502504348755,0.13214361667633057,0.19719752669334412,0.6328473687171936,0.5452592968940735,0.31133928894996643,0.38761502504348755,0.25732165575027466
is,0.28837618231773376,0.4403602182865143,0.658733606338501,0.20482608675956726,0.43268078565597534,0.5823672413825989,0.19279639422893524,0.14325910806655884,0.22153858840465546,0.33370211720466614,0.5823672413825989,0.2750450372695923,0.4854315221309662,0.15203817188739777,0.17952334880828857,1.0,0.658733606338501,0.2773818373680115,0.4854315221309662,0.22961433231830597
quietist/non-political,0.32806524634361267,0.21597498655319214,0.3072037994861603,0.3515189290046692,0.31155797839164734,0.3266916275024414,0.31017225980758667,0.29713326692581177,0.23410116136074066,0.3117419481277466,0.3266916275024414,0.32009178400039673,0.3795416057109833,0.8380917906761169,0.3737378716468811,0.2541971206665039,0.3072037994861603,0.2548679709434509,0.3795416057109833,0.2584339678287506
islam,0.23237212002277374,0.1891104280948639,0.15636202692985535,0.14185835421085358,0.1461709886789322,0.2207694798707962,0.17613983154296875,0.17602422833442688,0.17468653619289398,0.2613517940044403,0.2207694798707962,0.2964586019515991,0.21728332340717316,0.3599332869052887,1.0000001192092896,0.17952334880828857,0.15636202692985535,0.18346241116523743,0.21728332340717316,0.18358638882637024
",",0.3087472915649414,0.28617382049560547,0.427140474319458,0.2910175621509552,0.4464869201183319,0.4933079481124878,0.23395943641662598,0.18660308420658112,0.2809832692146301,0.3095206320285797,0.4933079481124878,0.20029692351818085,0.4946078956127167,0.27072274684906006,0.23459285497665405,0.4691906273365021,0.427140474319458,0.24387513101100922,0.4946078956127167,0.31091248989105225
not,0.5449194312095642,0.6355478763580322,0.3791346549987793,0.13924917578697205,0.39280617237091064,0.4310511648654938,0.1874493509531021,0.119443379342556,0.235062375664711,0.5479815602302551,0.4310511648654938,0.2869156002998352,0.3307090103626251,0.20801322162151337,0.2667055130004883,0.3776007890701294,0.3791346549987793,0.2157992422580719,0.3307090103626251,0.41942933201789856
islamism,0.28119760751724243,0.20293419063091278,0.2249027043581009,0.2291792631149292,0.17044684290885925,0.2584027051925659,0.2755563259124756,0.34175464510917664,0.2462894171476364,0.3066081702709198,0.2584027051925659,0.3589930832386017,0.2555263340473175,0.49158284068107605,0.7715402841567993,0.19005949795246124,0.2249027043581009,0.25884538888931274,0.2555263340473175,0.19147449731826782
",",0.3087472915649414,0.28617382049560547,0.427140474319458,0.2910175621509552,0.4464869201183319,0.4933079481124878,0.23395943641662598,0.18660308420658112,0.2809832692146301,0.3095206320285797,0.4933079481124878,0.20029692351818085,0.4946078956127167,0.27072274684906006,0.23459285497665405,0.4691906273365021,0.427140474319458,0.24387513101100922,0.4946078956127167,0.31091248989105225
that,0.6297725439071655,0.4764937460422516,0.47537946701049805,0.19249698519706726,0.4137635827064514,0.5473989248275757,0.16969050467014313,0.23239389061927795,0.3089635670185089,0.5798900723457336,0.5473989248275757,0.3531160056591034,0.41498205065727234,0.2016311138868332,0.22824111580848694,0.3995479643344879,0.47537946701049805,0.3483982980251312,0.41498205065727234,0.32716336846351624
requires,0.24784088134765625,0.4281558096408844,0.322436660528183,0.08771762996912003,0.3619304895401001,0.2693159878253937,0.2313031405210495,0.15751546621322632,0.0948510691523552,0.32809096574783325,0.2693159878253937,0.26815065741539,0.29617026448249817,0.16589051485061646,0.1813451200723648,0.3339230418205261,0.322436660528183,0.2096118927001953,0.29617026448249817,0.26020103693008423
explanation,0.3953537344932556,0.2921315133571625,0.2705473303794861,0.210868239402771,0.34229084849357605,0.261050283908844,0.1794653683900833,0.2127470225095749,0.20616458356380463,0.4820689558982849,0.261050283908844,0.40300509333610535,0.1946517825126648,0.1962788850069046,0.23359271883964539,0.2344522774219513,0.2705473303794861,0.28315863013267517,0.1946517825126648,0.33794105052948
.,0.3567904531955719,0.3022993505001068,0.50484299659729,0.1906910538673401,0.4726039469242096,0.5934505462646484,0.20745405554771423,0.15965543687343597,0.27268800139427185,0.31119775772094727,0.5934505462646484,0.17851535975933075,0.5352458953857422,0.24802669882774353,0.2825687527656555,0.4569662809371948,0.50484299659729,0.27493008971214294,0.5352458953857422,0.4130953550338745
