,what,type,of,numeral,did,the,latest,super,bowl,use,to,designate,the,game,number,?
named,0.1525408923625946,0.0763472393155098,0.2820465862751007,0.22197936475276947,0.1507878601551056,0.3521348536014557,0.11469408869743347,0.2206273078918457,0.18541297316551208,0.09869730472564697,0.23689822852611542,0.3340088725090027,0.3521348536014557,0.17492614686489105,0.16574423015117645,0.1297498345375061
using,0.27984681725502014,0.26539579033851624,0.24298200011253357,0.31142228841781616,0.25429773330688477,0.28364112973213196,0.20729613304138184,0.12041214108467102,0.10332484543323517,0.7256444692611694,0.3678804934024811,0.1491425633430481,0.28364112973213196,0.17594055831432343,0.2584289014339447,0.2804589569568634
arabic,0.1854897290468216,0.13631393015384674,0.2065649777650833,0.39767980575561523,0.12987375259399414,0.23818454146385193,0.10450742393732071,0.18190370500087738,0.1547006070613861,0.24658775329589844,0.22180728614330292,0.18472127616405487,0.23818454146385193,0.17307104170322418,0.12393417209386826,0.18792502582073212
numerals,0.2182469516992569,0.216366246342659,0.2555062174797058,0.9101918339729309,0.16777057945728302,0.25819507241249084,0.15604235231876373,0.27254608273506165,0.26416486501693726,0.3054240047931671,0.21088573336601257,0.29172104597091675,0.25819507241249084,0.25392043590545654,0.433815598487854,0.22188253700733185
as,0.31749409437179565,0.19307732582092285,0.3886612355709076,0.20080673694610596,0.3596470057964325,0.48381632566452026,0.2361408770084381,0.21450649201869965,0.14539222419261932,0.3453201949596405,0.42092081904411316,0.3017573952674866,0.48381632566452026,0.18194591999053955,0.26786008477211,0.27043893933296204
super,0.13651713728904724,0.15189579129219055,0.14718765020370483,0.24823492765426636,0.16038043797016144,0.21959073841571808,0.1864914894104004,1.0000001192092896,0.4848237931728363,0.17267648875713348,0.17783479392528534,0.13323500752449036,0.21959073841571808,0.3480181396007538,0.19262047111988068,0.166326642036438
bowl,0.15942467749118805,0.12038030475378036,0.2243070751428604,0.22180944681167603,0.18569406867027283,0.21576224267482758,0.08525025844573975,0.4848237931728363,1.0,0.13564810156822205,0.16993016004562378,0.12879060208797455,0.21576224267482758,0.2413962334394455,0.14966735243797302,0.21118052303791046
50,-0.04124141484498978,-0.036126986145973206,0.006577443331480026,0.0430731363594532,0.03749820590019226,0.03602437674999237,0.03520622104406357,0.0833745002746582,0.005446359980851412,0.03817262873053551,-0.024239253252744675,0.06825567781925201,0.03602437674999237,0.012895043939352036,0.011617548763751984,0.030512850731611252
as,0.31749409437179565,0.19307732582092285,0.3886612355709076,0.20080673694610596,0.3596470057964325,0.48381632566452026,0.2361408770084381,0.21450649201869965,0.14539222419261932,0.3453201949596405,0.42092081904411316,0.3017573952674866,0.48381632566452026,0.18194591999053955,0.26786008477211,0.27043893933296204
opposed,0.35573211312294006,0.1574188768863678,0.25387564301490784,0.20219743251800537,0.3237369954586029,0.24302934110164642,0.17028497159481049,0.09677048772573471,0.12780041992664337,0.27084723114967346,0.2678636610507965,0.1463962346315384,0.24302934110164642,0.06506072729825974,0.1838875710964203,0.23428945243358612
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.19123254716396332,0.4452643394470215,0.535392165184021,0.2529020309448242,0.17783479392528534,0.16993016004562378,0.47261837124824524,1.0,0.2285068780183792,0.535392165184021,0.2540906071662903,0.2706126868724823,0.29463258385658264
super,0.13651713728904724,0.15189579129219055,0.14718765020370483,0.24823492765426636,0.16038043797016144,0.21959073841571808,0.1864914894104004,1.0000001192092896,0.4848237931728363,0.17267648875713348,0.17783479392528534,0.13323500752449036,0.21959073841571808,0.3480181396007538,0.19262047111988068,0.166326642036438
bowl,0.15942467749118805,0.12038030475378036,0.2243070751428604,0.22180944681167603,0.18569406867027283,0.21576224267482758,0.08525025844573975,0.4848237931728363,1.0,0.13564810156822205,0.16993016004562378,0.12879060208797455,0.21576224267482758,0.2413962334394455,0.14966735243797302,0.21118052303791046
l.,0.11054152995347977,-0.02372697740793228,0.0543326660990715,0.0037560954224318266,-0.07532182335853577,0.06809674203395844,-0.0646570548415184,0.058923691511154175,-0.052533600479364395,0.005531991366297007,-0.004813444335013628,0.05312299355864525,0.06809674203395844,0.0779719203710556,0.019969334825873375,0.05018472298979759
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.275889128446579,0.34736719727516174,1.0,0.2858807146549225,0.21959073841571808,0.21576224267482758,0.34342584013938904,0.535392165184021,0.20499853789806366,1.0,0.285271555185318,0.35145696997642517,0.22068053483963013
use,0.3453877568244934,0.32010024785995483,0.2750902473926544,0.2894173860549927,0.32446643710136414,0.34342584013938904,0.21796618402004242,0.17267648875713348,0.13564810156822205,1.0,0.47261837124824524,0.22000537812709808,0.34342584013938904,0.18695856630802155,0.27984145283699036,0.32795652747154236
of,0.33290785551071167,0.18112817406654358,1.0,0.25982263684272766,0.2513895630836487,0.733189046382904,0.26398420333862305,0.14718765020370483,0.2243070751428604,0.2750902473926544,0.41548454761505127,0.2123376578092575,0.733189046382904,0.2298848181962967,0.2778518795967102,0.1826142966747284
roman,0.17852471768856049,0.11414104700088501,0.31028008460998535,0.4465825855731964,0.1483525037765503,0.2862859070301056,0.13052091002464294,0.07821496576070786,0.12339023500680923,0.17430752515792847,0.24710409343242645,0.15725164115428925,0.2862859070301056,0.11391695588827133,0.16428028047084808,0.1663191318511963
numerals,0.2182469516992569,0.216366246342659,0.2555062174797058,0.9101918339729309,0.16777057945728302,0.25819507241249084,0.15604235231876373,0.27254608273506165,0.26416486501693726,0.3054240047931671,0.21088573336601257,0.29172104597091675,0.25819507241249084,0.25392043590545654,0.433815598487854,0.22188253700733185
will,0.3510494530200958,0.1847439557313919,0.2473582625389099,0.15578429400920868,0.40638336539268494,0.3635469079017639,0.25460371375083923,0.1544499397277832,0.1507955938577652,0.410645067691803,0.5091033577919006,0.15355554223060608,0.3635469079017639,0.2308308631181717,0.2512786388397217,0.35046905279159546
be,0.3929833769798279,0.25716274976730347,0.33904364705085754,0.20195305347442627,0.22657383978366852,0.4248143136501312,0.22782288491725922,0.1880253106355667,0.18567830324172974,0.4528608024120331,0.4972836375236511,0.20116408169269562,0.4248143136501312,0.24152140319347382,0.28840136528015137,0.3324260413646698
reinstated,0.2940208911895752,0.04832267761230469,0.2136506736278534,0.27771541476249695,0.34917333722114563,0.2586565315723419,0.24785377085208893,0.11153620481491089,0.11042346805334091,0.2524178922176361,0.30955785512924194,0.25204727053642273,0.2586565315723419,0.15875095129013062,0.11489519476890564,0.29092538356781006
for,0.3017193675041199,0.20848464965820312,0.4185989499092102,0.18125362694263458,0.318512886762619,0.4739971458911896,0.23759478330612183,0.22938419878482819,0.24430087208747864,0.47655582427978516,0.4451248347759247,0.2117629200220108,0.4739971458911896,0.2608485519886017,0.2861633002758026,0.264628142118454
super,0.13651713728904724,0.15189579129219055,0.14718765020370483,0.24823492765426636,0.16038043797016144,0.21959073841571808,0.1864914894104004,1.0000001192092896,0.4848237931728363,0.17267648875713348,0.17783479392528534,0.13323500752449036,0.21959073841571808,0.3480181396007538,0.19262047111988068,0.166326642036438
bowl,0.15942467749118805,0.12038030475378036,0.2243070751428604,0.22180944681167603,0.18569406867027283,0.21576224267482758,0.08525025844573975,0.4848237931728363,1.0,0.13564810156822205,0.16993016004562378,0.12879060208797455,0.21576224267482758,0.2413962334394455,0.14966735243797302,0.21118052303791046
li,0.03134606406092644,0.12592864036560059,0.14930510520935059,0.15966537594795227,0.08404657244682312,0.1979183703660965,0.16446788609027863,0.24357181787490845,0.18137063086032867,0.13763126730918884,0.0824500098824501,0.12861505150794983,0.1979183703660965,0.14671456813812256,0.1652686595916748,0.17020992934703827
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.23044683039188385,0.35288307070732117,0.5934505462646484,0.2416895180940628,0.2757420241832733,0.21516893804073334,0.3711656630039215,0.4645031690597534,0.21705198287963867,0.5934505462646484,0.2581658959388733,0.3256329298019409,0.4130953550338745
