,what,did,the,bankamericard,allow,customers,do,to,that,they,could,n't,do,with,previous,financial,instruments,?
on,0.34226128458976746,0.2670976221561432,0.5107308030128479,0.25372204184532166,0.27814438939094543,0.18067432940006256,0.3025321364402771,0.41031414270401,0.42569106817245483,0.31295230984687805,0.2953716814517975,0.023764533922076225,0.3025321364402771,0.40749499201774597,0.24665234982967377,0.18913209438323975,0.179425910115242,0.2714994251728058
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.2358243614435196,0.4900954067707062,0.3428913950920105,0.38876664638519287,1.0,0.5436353087425232,0.5452046394348145,0.5461788773536682,-0.14541994035243988,0.38876664638519287,0.4239959120750427,0.26198142766952515,0.27715611457824707,0.2603708803653717,0.29463258385658264
become,0.27134042978286743,0.2625269889831543,0.31731709837913513,0.13900324702262878,0.29598942399024963,0.1874244660139084,0.2936500906944275,0.36996012926101685,0.33698222041130066,0.346346378326416,0.24480538070201874,-0.06673219799995422,0.2936500906944275,0.2542296051979065,0.1379631757736206,0.18074455857276917,0.13636934757232666,0.19511328637599945
the,0.42745697498321533,0.34736719727516174,1.0,0.3408088982105255,0.27822166681289673,0.18648205697536469,0.30239659547805786,0.535392165184021,0.5473989248275757,0.49925389885902405,0.35393214225769043,-0.11449059844017029,0.30239659547805786,0.4223487675189972,0.34706559777259827,0.29952070116996765,0.21890103816986084,0.22068053483963013
first,0.28086137771606445,0.33691170811653137,0.49448907375335693,0.36080846190452576,0.2584104835987091,0.1745358556509018,0.19137287139892578,0.3792489171028137,0.3482176661491394,0.3431090712547302,0.3076034188270569,0.017286142334342003,0.19137287139892578,0.2691199779510498,0.36322978138923645,0.21671800315380096,0.20509959757328033,0.18701928853988647
successful,0.16902779042720795,0.32393038272857666,0.31354787945747375,0.22211351990699768,0.17131035029888153,0.16016283631324768,0.2821887731552124,0.2317596971988678,0.20729883015155792,0.2807728350162506,0.2010965496301651,-0.05093374475836754,0.2821887731552124,0.23784777522087097,0.2882329523563385,0.2862843871116638,0.20463357865810394,0.1132197454571724
credit,0.24852240085601807,0.32416287064552307,0.20452284812927246,0.35285279154777527,0.25618383288383484,0.31334030628204346,0.19032390415668488,0.20738251507282257,0.2476339191198349,0.18529628217220306,0.21717952191829681,-0.10546772927045822,0.19032390415668488,0.19659779965877533,0.1986580640077591,0.4044836163520813,0.1894359290599823,0.13371090590953827
card,0.17012731730937958,0.14130714535713196,0.17683711647987366,0.4823612868785858,0.1960788071155548,0.2956007421016693,0.1596517115831375,0.16868703067302704,0.2478000670671463,0.20318979024887085,0.16602708399295807,-0.05263068154454231,0.1596517115831375,0.17140434682369232,0.1771342158317566,0.23952357470989227,0.18209007382392883,0.1601250171661377
;,0.10986888408660889,0.10727239400148392,0.09152708947658539,0.16822710633277893,0.01770295761525631,0.07987400144338608,0.06261929124593735,0.0979827418923378,0.0633435994386673,0.14797019958496094,0.04205314815044403,0.01979796029627323,0.06261929124593735,0.12944702804088593,-0.01753522828221321,0.002202408155426383,0.02631940320134163,0.10349778085947037
that,0.6297725439071655,0.47518548369407654,0.5473989248275757,0.2668836712837219,0.4246886968612671,0.3066955804824829,0.44533252716064453,0.5436353087425232,1.0,0.5710820555686951,0.5584503412246704,-0.130638986825943,0.44533252716064453,0.4154358208179474,0.29416754841804504,0.2712239921092987,0.24157993495464325,0.32716336846351624
is,0.28837618231773376,0.19247472286224365,0.5823672413825989,0.19774922728538513,0.18020232021808624,0.20991463959217072,0.30895981192588806,0.42745086550712585,0.3995479643344879,0.330102801322937,0.2763098180294037,0.028099019080400467,0.30895981192588806,0.3250955045223236,0.18159280717372894,0.1937110424041748,0.17584867775440216,0.22961433231830597
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.33356741070747375,0.24557842314243317,0.15941546857357025,0.3283645510673523,0.44245919585227966,0.4137537479400635,0.390799880027771,0.27399855852127075,0.11016341298818588,0.3283645510673523,0.4120737314224243,0.26843470335006714,0.25465908646583557,0.2795305550098419,0.31091248989105225
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.23532801866531372,0.27607089281082153,0.2641109228134155,0.26237669587135315,0.45503583550453186,0.47537946701049805,0.3528250455856323,0.3736826181411743,0.013574101030826569,0.26237669587135315,0.3783375024795532,0.23051196336746216,0.2513774335384369,0.23024742305278778,0.23916715383529663
financial,0.1900392472743988,0.2442471981048584,0.29952070116996765,0.3872261941432953,0.17154234647750854,0.3629148602485657,0.14553490281105042,0.27715611457824707,0.2712239921092987,0.1843268722295761,0.22257086634635925,-0.01567903161048889,0.14553490281105042,0.2360578030347824,0.2293773591518402,1.0,0.20488159358501434,0.06444920599460602
instrument,0.26433292031288147,0.21325770020484924,0.2132672667503357,0.167388916015625,0.19896887242794037,0.1517636924982071,0.18723243474960327,0.23756927251815796,0.21961307525634766,0.24912364780902863,0.22718621790409088,0.0036774976179003716,0.18723243474960327,0.18980436027050018,0.1453399509191513,0.1728820502758026,0.9095458388328552,0.14794185757637024
that,0.6297725439071655,0.47518548369407654,0.5473989248275757,0.2668836712837219,0.4246886968612671,0.3066955804824829,0.44533252716064453,0.5436353087425232,1.0,0.5710820555686951,0.5584503412246704,-0.130638986825943,0.44533252716064453,0.4154358208179474,0.29416754841804504,0.2712239921092987,0.24157993495464325,0.32716336846351624
was,0.22111038863658905,0.41399896144866943,0.48711544275283813,0.36451223492622375,0.17550189793109894,0.16072756052017212,0.11523093283176422,0.3636345863342285,0.33670201897621155,0.3300964832305908,0.39896807074546814,0.06924254447221756,0.11523093283176422,0.27411898970603943,0.2747909128665924,0.24977709352970123,0.2038981318473816,0.18412111699581146
usable,0.29208338260650635,0.16104154288768768,0.29056334495544434,0.2531690299510956,0.3826710283756256,0.33068951964378357,0.2721191644668579,0.3079714775085449,0.38106775283813477,0.32160332798957825,0.3917710781097412,-0.1579509824514389,0.2721191644668579,0.3300875127315521,0.2449662983417511,0.20393630862236023,0.19908255338668823,0.2926282584667206
across,0.24809791147708893,0.165368914604187,0.3816230297088623,0.1919105052947998,0.2459949404001236,0.2268923819065094,0.10507063567638397,0.36818596720695496,0.33602073788642883,0.26769545674324036,0.29224932193756104,-0.135580912232399,0.10507063567638397,0.28731417655944824,0.12826626002788544,0.19122569262981415,0.21836721897125244,0.17034576833248138
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.23532801866531372,0.27607089281082153,0.2641109228134155,0.26237669587135315,0.45503583550453186,0.47537946701049805,0.3528250455856323,0.3736826181411743,0.013574101030826569,0.26237669587135315,0.3783375024795532,0.23051196336746216,0.2513774335384369,0.23024742305278778,0.23916715383529663
large,0.2017821967601776,0.2084006518125534,0.3828733265399933,0.18475422263145447,0.31522107124328613,0.21585942804813385,0.22322134673595428,0.3150999844074249,0.34200385212898254,0.3571751117706299,0.30042198300361633,-0.14178858697414398,0.22322134673595428,0.26124298572540283,0.16932569444179535,0.23103466629981995,0.20722605288028717,0.1355665624141693
number,0.23046229779720306,0.19046731293201447,0.35145696997642517,0.2276141494512558,0.24617443978786469,0.18391697108745575,0.21539703011512756,0.2706126868724823,0.32951247692108154,0.2738943099975586,0.24592691659927368,-0.07927054911851883,0.21539703011512756,0.2513769268989563,0.2500218152999878,0.19385433197021484,0.12882912158966064,0.19256845116615295
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.2885473370552063,0.28057926893234253,0.1474810689687729,0.26150479912757874,0.41548454761505127,0.41498205065727234,0.3426007330417633,0.29043012857437134,-0.021397603675723076,0.26150479912757874,0.41827285289764404,0.2892087996006012,0.30178552865982056,0.24177105724811554,0.1826142966747284
merchants,0.15172983705997467,0.27954357862472534,0.25689056515693665,0.3510066866874695,0.24547889828681946,0.3874918520450592,0.1469467133283615,0.27027255296707153,0.1941518932580948,0.30273503065109253,0.27595847845077515,-0.053520798683166504,0.1469467133283615,0.2306523621082306,0.12770958244800568,0.3820498287677765,0.2388075739145279,0.0864284485578537
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.3256736397743225,0.3380379378795624,0.2351619303226471,0.276123583316803,0.48971283435821533,0.4731321930885315,0.5073080658912659,0.3385082483291626,-0.0602874718606472,0.276123583316803,0.5477725267410278,0.22210395336151123,0.26681631803512573,0.29311448335647583,0.20544172823429108
also,0.42747777700424194,0.39334940910339355,0.6021018624305725,0.2970137298107147,0.32472026348114014,0.26035481691360474,0.36242780089378357,0.5348826050758362,0.6005857586860657,0.5272021293640137,0.42194491624832153,-0.10123322159051895,0.36242780089378357,0.44397303462028503,0.2990817427635193,0.26933684945106506,0.26955997943878174,0.21848613023757935
allowed,0.2693612575531006,0.5197521448135376,0.2985120713710785,0.20352335274219513,0.6964383125305176,0.29718971252441406,0.3295692801475525,0.42967355251312256,0.41059720516204834,0.48281627893447876,0.5727928876876831,-0.13894256949424744,0.3295692801475525,0.2694357633590698,0.19945703446865082,0.09860508143901825,0.18531152606010437,0.2309964895248413
cardholders,0.2547825276851654,0.23982849717140198,0.28304168581962585,0.5360017418861389,0.31667307019233704,0.4238862097263336,0.26037582755088806,0.3416382074356079,0.2745785713195801,0.3679213523864746,0.2826043963432312,0.044144559651613235,0.26037582755088806,0.25460749864578247,0.22454248368740082,0.3978019058704376,0.29520338773727417,0.25502142310142517
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.2358243614435196,0.4900954067707062,0.3428913950920105,0.38876664638519287,1.0,0.5436353087425232,0.5452046394348145,0.5461788773536682,-0.14541994035243988,0.38876664638519287,0.4239959120750427,0.26198142766952515,0.27715611457824707,0.2603708803653717,0.29463258385658264
revolve,0.2249041497707367,0.16554059088230133,0.27743276953697205,0.18810398876667023,0.2770891785621643,0.2944225072860718,0.2274143397808075,0.2478395402431488,0.3108888268470764,0.24838212132453918,0.23750680685043335,-0.07618744671344757,0.2274143397808075,0.24534986913204193,0.19377565383911133,0.16303680837154388,0.26120397448539734,0.13079941272735596
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.23532801866531372,0.27607089281082153,0.2641109228134155,0.26237669587135315,0.45503583550453186,0.47537946701049805,0.3528250455856323,0.3736826181411743,0.013574101030826569,0.26237669587135315,0.3783375024795532,0.23051196336746216,0.2513774335384369,0.23024742305278778,0.23916715383529663
balance,0.25451838970184326,0.19597044587135315,0.2858610153198242,0.17065151035785675,0.30785638093948364,0.1959954798221588,0.2125023752450943,0.2728893756866455,0.3488543629646301,0.2547086179256439,0.2617681622505188,-0.060501258820295334,0.2125023752450943,0.2947671711444855,0.13706405460834503,0.24198195338249207,0.18742243945598602,0.2381676584482193
(,0.2411840260028839,0.18979617953300476,0.33289089798927307,0.28970640897750854,0.1579936444759369,0.08296656608581543,0.24216170608997345,0.30882009863853455,0.2264307141304016,0.22770340740680695,0.18447557091712952,0.15345674753189087,0.24216170608997345,0.29503780603408813,0.1883729249238968,0.1480427086353302,0.15506894886493683,0.40561532974243164
earlier,0.22624605894088745,0.24518106877803802,0.26843780279159546,0.24116554856300354,0.18763738870620728,0.08818981796503067,0.15904638171195984,0.29382309317588806,0.39515221118927,0.21420741081237793,0.2613203823566437,0.07563095539808273,0.15904638171195984,0.19748623669147491,0.3923049867153168,0.11870899051427841,0.18963086605072021,0.13306351006031036
financial,0.1900392472743988,0.2442471981048584,0.29952070116996765,0.3872261941432953,0.17154234647750854,0.3629148602485657,0.14553490281105042,0.27715611457824707,0.2712239921092987,0.1843268722295761,0.22257086634635925,-0.01567903161048889,0.14553490281105042,0.2360578030347824,0.2293773591518402,1.0,0.20488159358501434,0.06444920599460602
products,0.2088814079761505,0.20759505033493042,0.2547704577445984,0.20148330926895142,0.29639846086502075,0.4968408942222595,0.24249263107776642,0.2591564655303955,0.30359014868736267,0.2948479652404785,0.2333233803510666,-0.10821529477834702,0.24249263107776642,0.19052161276340485,0.14198240637779236,0.3287397623062134,0.2245379537343979,0.20429900288581848
could,0.4188697934150696,0.6308382749557495,0.35393214225769043,0.1924295574426651,0.5144455432891846,0.28008168935775757,0.42262277007102966,0.5461788773536682,0.5584503412246704,0.5337496995925903,0.9999998807907104,-0.15486787259578705,0.42262277007102966,0.32055896520614624,0.19101986289024353,0.22257086634635925,0.2705881893634796,0.3411986827850342
do,0.4609605669975281,0.5246143937110901,0.30239659547805786,0.14881853759288788,0.4335261583328247,0.23540785908699036,1.0,0.38876664638519287,0.44533252716064453,0.4667694866657257,0.42262277007102966,-0.08343347162008286,1.0,0.23744353652000427,0.21349000930786133,0.14553490281105042,0.20916639268398285,0.4093979299068451
one,0.376489520072937,0.27659472823143005,0.5514441132545471,0.2904663681983948,0.28606319427490234,0.2958146929740906,0.26478132605552673,0.4025384783744812,0.5133185982704163,0.4178827106952667,0.35166996717453003,-0.10062701255083084,0.26478132605552673,0.3855307400226593,0.32299742102622986,0.19375915825366974,0.23981110751628876,0.2673267424106598
or,0.33867141604423523,0.28211739659309387,0.4174870550632477,0.16163374483585358,0.39232516288757324,0.27727165818214417,0.39439281821250916,0.38921234011650085,0.4729836881160736,0.4633304476737976,0.4357736110687256,-0.056045327335596085,0.39439281821250916,0.38158315420150757,0.2189658135175705,0.1830461323261261,0.2778699994087219,0.32389625906944275
the,0.42745697498321533,0.34736719727516174,1.0,0.3408088982105255,0.27822166681289673,0.18648205697536469,0.30239659547805786,0.535392165184021,0.5473989248275757,0.49925389885902405,0.35393214225769043,-0.11449059844017029,0.30239659547805786,0.4223487675189972,0.34706559777259827,0.29952070116996765,0.21890103816986084,0.22068053483963013
other,0.341873437166214,0.31707024574279785,0.44152235984802246,0.2526317536830902,0.3781599700450897,0.30097484588623047,0.34946969151496887,0.4193183183670044,0.5570666193962097,0.5182796120643616,0.36747515201568604,-0.13205568492412567,0.34946969151496887,0.44086363911628723,0.23194380104541779,0.23077227175235748,0.27372613549232483,0.24682199954986572
but,0.5029441118240356,0.49033689498901367,0.4859698414802551,0.23292139172554016,0.41632333397865295,0.265369176864624,0.4077886939048767,0.5542377829551697,0.7244205474853516,0.5579894781112671,0.49503007531166077,-0.1485797017812729,0.4077886939048767,0.4495173394680023,0.28853121399879456,0.2417353391647339,0.22878092527389526,0.27921953797340393
not,0.5449194312095642,0.6481515765190125,0.4310511648654938,0.20928610861301422,0.5087684988975525,0.28701409697532654,0.6619802713394165,0.5149973034858704,0.6600887179374695,0.5804335474967957,0.5930190086364746,-0.11552248895168304,0.6619802713394165,0.3409014642238617,0.25906744599342346,0.24035188555717468,0.22276216745376587,0.41942933201789856
both,0.3361809551715851,0.34255191683769226,0.4931981563568115,0.2445697784423828,0.332978755235672,0.25570961833000183,0.24471816420555115,0.3897709250450134,0.4532228112220764,0.45432183146476746,0.33708450198173523,-0.11673281341791153,0.24471816420555115,0.4766458570957184,0.2587842345237732,0.26101189851760864,0.19200579822063446,0.19455738365650177
),0.26259949803352356,0.18584993481636047,0.3456730246543884,0.29207053780555725,0.15511807799339294,0.09404118359088898,0.24460165202617645,0.31236231327056885,0.23478686809539795,0.22818082571029663,0.19699417054653168,0.16805793344974518,0.24460165202617645,0.3069596290588379,0.21532630920410156,0.1631971150636673,0.1584145575761795,0.42300865054130554
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.3586423695087433,0.28562283515930176,0.1883411705493927,0.3613996207714081,0.4645031690597534,0.4460422694683075,0.4510921239852905,0.3200591504573822,0.01884327083826065,0.3613996207714081,0.4446153938770294,0.24575935304164886,0.22828321158885956,0.21892498433589935,0.4130953550338745
