,``,bairn,'',and,``,hyem,'',have,origins,from,what,culture,?
are,0.12624181807041168,0.20908664166927338,0.0263817198574543,0.48576638102531433,0.12624181807041168,0.15788012742996216,0.0263817198574543,0.6577680706977844,0.1720474511384964,0.2674213647842407,0.29724663496017456,0.23001058399677277,0.24591213464736938
examples,0.05563976988196373,0.14330942928791046,0.021094894036650658,0.35639533400535583,0.05563976988196373,0.11535774171352386,0.021094894036650658,0.3969608247280121,0.27558574080467224,0.24532081186771393,0.26665759086608887,0.20775261521339417,0.19976599514484406
of,0.06780257821083069,0.27018505334854126,0.13035868108272552,0.5116966962814331,0.06780257821083069,0.23823724687099457,0.13035868108272552,0.3802283704280853,0.2670811712741852,0.4249346852302551,0.33290785551071167,0.27266472578048706,0.1826142966747284
geordie,-0.07400817424058914,0.3960159420967102,0.07229827344417572,0.18944191932678223,-0.07400817424058914,0.16853179037570953,0.07229827344417572,0.14791570603847504,0.19236715137958527,0.15592865645885468,0.17367403209209442,0.13444119691848755,0.0974646806716919
words,0.14403259754180908,0.1461060345172882,0.01894891820847988,0.26495280861854553,0.14403259754180908,0.19501173496246338,0.01894891820847988,0.25717443227767944,0.2404717355966568,0.21781869232654572,0.3355468809604645,0.22550681233406067,0.27074310183525085
with,0.08974023163318634,0.19937877357006073,0.07907696813344955,0.5477725267410278,0.08974023163318634,0.09922374784946442,0.07907696813344955,0.48046383261680603,0.1877042055130005,0.26272761821746826,0.2464839518070221,0.13572028279304504,0.2433311939239502
origins,-0.002278135856613517,0.08036646991968155,0.06510860472917557,0.21966230869293213,-0.002278135856613517,0.13687658309936523,0.06510860472917557,0.20823834836483002,1.0,0.20566615462303162,0.2137981504201889,0.34215542674064636,0.1275135576725006
in,0.04765888676047325,0.22459572553634644,0.07432962208986282,0.4954058527946472,0.04765888676047325,0.20892521739006042,0.07432962208986282,0.36843645572662354,0.21701936423778534,0.4274188280105591,0.30808621644973755,0.2512284517288208,0.20430970191955566
scandinavia,0.04803849011659622,0.19016970694065094,-0.006555826403200626,0.2822973132133484,0.04803849011659622,0.1400204598903656,-0.006555826403200626,0.1660168319940567,0.22803010046482086,0.2287871241569519,0.1874845176935196,0.2807548940181732,0.13888707756996155
;,-0.03673741593956947,0.025952236726880074,0.026332683861255646,0.08403264731168747,-0.03673741593956947,0.0020149284973740578,0.026332683861255646,0.10650043189525604,0.056702591478824615,0.07524215430021286,0.10986888408660889,0.11360812187194824,0.10349778085947037
barn,-0.10190209001302719,0.27959930896759033,0.028609130531549454,0.2337333709001541,-0.10190209001302719,0.20611633360385895,0.028609130531549454,0.2086264193058014,0.09052743762731552,0.1460471749305725,0.1759694665670395,0.049918826669454575,0.13049496710300446
and,0.036644238978624344,0.3159812390804291,0.021612688899040222,1.0,0.036644238978624344,0.22113987803459167,0.021612688899040222,0.4711785912513733,0.21966230869293213,0.3601827025413513,0.31309178471565247,0.2617773115634918,0.20544172823429108
hjem,0.13367822766304016,0.32119354605674744,-0.017214709892868996,0.2076549530029297,0.13367822766304016,0.535784900188446,-0.017214709892868996,0.15138930082321167,0.1505444049835205,0.18382792174816132,0.2509191036224365,0.19935284554958344,0.310575008392334
are,0.12624181807041168,0.20908664166927338,0.0263817198574543,0.48576638102531433,0.12624181807041168,0.15788012742996216,0.0263817198574543,0.6577680706977844,0.1720474511384964,0.2674213647842407,0.29724663496017456,0.23001058399677277,0.24591213464736938
the,0.029072100296616554,0.2656892240047455,0.041273195296525955,0.5171257257461548,0.029072100296616554,0.24535192549228668,0.041273195296525955,0.40389683842658997,0.2890577018260956,0.40150508284568787,0.42745697498321533,0.27157285809516907,0.22068053483963013
corresponding,0.23685137927532196,0.1299891322851181,0.05519789084792137,0.2921593189239502,0.23685137927532196,0.09599608927965164,0.05519789084792137,0.3374364674091339,0.25138911604881287,0.24635519087314606,0.2633531987667084,0.17071525752544403,0.21760094165802002
modern,0.07341054081916809,0.21531140804290771,0.0925660952925682,0.3277876079082489,0.07341054081916809,0.18511226773262024,0.0925660952925682,0.2661557197570801,0.37155547738075256,0.20089907944202423,0.2655639946460724,0.3091215193271637,0.12475407868623734
norwegian,0.05638694763183594,0.26761627197265625,-0.017131533473730087,0.18939024209976196,0.05638694763183594,0.24132134020328522,-0.017131533473730087,0.15657781064510345,0.08927031606435776,0.1666424721479416,0.08264647424221039,0.13599035143852234,0.09788378328084946
and,0.036644238978624344,0.3159812390804291,0.021612688899040222,1.0,0.036644238978624344,0.22113987803459167,0.021612688899040222,0.4711785912513733,0.21966230869293213,0.3601827025413513,0.31309178471565247,0.2617773115634918,0.20544172823429108
danish,0.025189192965626717,0.27749335765838623,0.05006195604801178,0.2707224190235138,0.025189192965626717,0.18016943335533142,0.05006195604801178,0.17962537705898285,0.16575497388839722,0.22758015990257263,0.09652101993560791,0.08338446170091629,0.09872670471668243
words,0.14403259754180908,0.1461060345172882,0.01894891820847988,0.26495280861854553,0.14403259754180908,0.19501173496246338,0.01894891820847988,0.25717443227767944,0.2404717355966568,0.21781869232654572,0.3355468809604645,0.22550681233406067,0.27074310183525085
.,0.05720457062125206,0.2706523537635803,-0.07181349396705627,0.588965117931366,0.05720457062125206,0.26367175579071045,-0.07181349396705627,0.41614407300949097,0.1620374470949173,0.41536515951156616,0.3567904531955719,0.24176450073719025,0.4130953550338745
