,what,powers,does,the,court,of,justice,of,the,european,union,have,in,regards,to,treaties,?
",",0.3087472915649414,0.24735067784786224,0.28617382049560547,0.4933079481124878,0.24410836398601532,0.4946078956127167,0.22630788385868073,0.4946078956127167,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.3541618287563324,0.5201468467712402,0.3487640917301178,0.44245919585227966,0.2152065634727478,0.31091248989105225
which,0.5261979103088379,0.21036413311958313,0.39111801981925964,0.6521818041801453,0.19263212382793427,0.5011631846427917,0.16124017536640167,0.5011631846427917,0.6521818041801453,0.2234036773443222,0.23846890032291412,0.49652695655822754,0.4840516746044159,0.2499433159828186,0.5345056653022766,0.2657000422477722,0.25814583897590637
is,0.28837618231773376,0.16329245269298553,0.4403602182865143,0.5823672413825989,0.20797641575336456,0.4854315221309662,0.18458157777786255,0.4854315221309662,0.5823672413825989,0.16083641350269318,0.16997112333774567,0.3613572418689728,0.5394441485404968,0.2830072343349457,0.42745086550712585,0.1447698175907135,0.22961433231830597
subject,0.3828662037849426,0.22834725677967072,0.32884445786476135,0.2387523651123047,0.26997286081314087,0.21533280611038208,0.21739596128463745,0.21533280611038208,0.2387523651123047,0.18284972012043,0.13465245068073273,0.2905719578266144,0.21163184940814972,0.3459780812263489,0.3198980987071991,0.2733399271965027,0.33952999114990234
to,0.455847829580307,0.26181724667549133,0.4391997456550598,0.535392165184021,0.24824365973472595,0.41548454761505127,0.19197677075862885,0.41548454761505127,0.535392165184021,0.21011990308761597,0.16926777362823486,0.4544740617275238,0.45010748505592346,0.31869420409202576,1.0,0.30276235938072205,0.29463258385658264
international,0.10870302468538284,0.10811712592840195,0.13668061792850494,0.23719607293605804,0.1858932077884674,0.23367412388324738,0.23151534795761108,0.23367412388324738,0.23719607293605804,0.32075947523117065,0.3215204179286957,0.17290538549423218,0.26377472281455994,0.16804715991020203,0.21173149347305298,0.2778249979019165,0.15335838496685028
law,0.2145031988620758,0.2645772099494934,0.22011858224868774,0.24548950791358948,0.413828045129776,0.2816956341266632,0.357088178396225,0.2816956341266632,0.24548950791358948,0.17164482176303864,0.19371826946735382,0.18623127043247223,0.24850773811340332,0.19441936910152435,0.259207159280777,0.39653173089027405,0.1528988480567932
.,0.3567904531955719,0.21749663352966309,0.3022993505001068,0.5934505462646484,0.2742154598236084,0.5352458953857422,0.24642124772071838,0.5352458953857422,0.5934505462646484,0.2095622420310974,0.23708370327949524,0.41614407300949097,0.5591574311256409,0.2782854437828064,0.4645031690597534,0.21012970805168152,0.4130953550338745
,what,powers,does,the,court,of,justice,of,the,european,union,have,in,regards,to,treaties,?
[,0.010752761736512184,0.05623381957411766,-0.04333333671092987,0.07130392640829086,0.0477728396654129,0.010817250236868858,0.05425618216395378,0.010817250236868858,0.07130392640829086,0.09159127622842789,0.07598720490932465,0.010582555085420609,0.12324675917625427,0.04134020209312439,0.07649242132902145,0.038405369967222214,0.011015460826456547
vague,0.39795148372650146,0.1549389511346817,0.34471142292022705,0.2252180129289627,0.20172041654586792,0.22361907362937927,0.24559082090854645,0.22361907362937927,0.2252180129289627,0.1972673386335373,0.14427243173122406,0.2743222415447235,0.12709562480449677,0.3760029077529907,0.2758486866950989,0.22991648316383362,0.3467235267162323
],-0.03775298595428467,0.0013565884437412024,0.018593570217490196,-0.04779602214694023,-0.07804541289806366,-0.035044461488723755,-0.048478636890649796,-0.035044461488723755,-0.04779602214694023,0.02098952792584896,-0.07977840304374695,0.006664168555289507,-0.1088862195611,-0.045260701328516006,-0.04249158129096031,-0.0807308480143547,-0.0022520492784678936
all,0.41981086134910583,0.25355058908462524,0.31124600768089294,0.4860881567001343,0.18986862897872925,0.42798417806625366,0.19227614998817444,0.42798417806625366,0.4860881567001343,0.2410573810338974,0.2259681224822998,0.5559456944465637,0.3335905969142914,0.3076906204223633,0.42520734667778015,0.31491851806640625,0.29575422406196594
eu,0.15409135818481445,0.18309208750724792,0.10805947333574295,0.14126400649547577,0.16374509036540985,0.1579294353723526,0.1179259717464447,0.1579294353723526,0.14126400649547577,0.46552222967147827,0.3292396068572998,0.1317766159772873,0.12919096648693085,0.2155023068189621,0.1539587825536728,0.33172380924224854,0.21586786210536957
member,0.09932345896959305,0.14076079428195953,0.15050765872001648,0.2806392312049866,0.21980570256710052,0.2701796889305115,0.26324737071990967,0.2701796889305115,0.2806392312049866,0.24138560891151428,0.23030449450016022,0.17082428932189941,0.20856694877147675,0.04778774082660675,0.19456195831298828,0.1925402134656906,0.06826172769069672
states,0.21526020765304565,0.2360382229089737,0.18093830347061157,0.3463578522205353,0.3169350028038025,0.30884552001953125,0.30231809616088867,0.30884552001953125,0.3463578522205353,0.25554242730140686,0.30693942308425903,0.20162390172481537,0.3977442979812622,0.1844371110200882,0.2828785181045532,0.3604946732521057,0.16272737085819244
are,0.29724663496017456,0.16555635631084442,0.3126322329044342,0.40399202704429626,0.10927453637123108,0.39081433415412903,0.13176707923412323,0.39081433415412903,0.40399202704429626,0.15548661351203918,0.15829040110111237,0.6577680706977844,0.3841303884983063,0.2569580376148224,0.3504326641559601,0.23368829488754272,0.24591213464736938
regarded,0.19386208057403564,0.10983072966337204,0.16133351624011993,0.28921735286712646,0.14538054168224335,0.3187633752822876,0.16468746960163116,0.3187633752822876,0.28921735286712646,0.18911702930927277,0.2092086374759674,0.2638506591320038,0.22748704254627228,0.43422403931617737,0.16935725510120392,0.18636785447597504,0.1741991639137268
as,0.31749409437179565,0.28767555952072144,0.31202155351638794,0.48381632566452026,0.17202796041965485,0.3886612355709076,0.17992214858531952,0.3886612355709076,0.48381632566452026,0.20210161805152893,0.1848503202199936,0.37788212299346924,0.3887844979763031,0.26237887144088745,0.42092081904411316,0.2628781199455261,0.27043893933296204
subject,0.3828662037849426,0.22834725677967072,0.32884445786476135,0.2387523651123047,0.26997286081314087,0.21533280611038208,0.21739596128463745,0.21533280611038208,0.2387523651123047,0.18284972012043,0.13465245068073273,0.2905719578266144,0.21163184940814972,0.3459780812263489,0.3198980987071991,0.2733399271965027,0.33952999114990234
to,0.455847829580307,0.26181724667549133,0.4391997456550598,0.535392165184021,0.24824365973472595,0.41548454761505127,0.19197677075862885,0.41548454761505127,0.535392165184021,0.21011990308761597,0.16926777362823486,0.4544740617275238,0.45010748505592346,0.31869420409202576,1.0,0.30276235938072205,0.29463258385658264
the,0.42745697498321533,0.25233519077301025,0.35928019881248474,1.0,0.2812081575393677,0.733189046382904,0.23470892012119293,0.733189046382904,1.0,0.3423081040382385,0.24421639740467072,0.40389683842658997,0.6662389636039734,0.2506358325481415,0.535392165184021,0.28970760107040405,0.22068053483963013
general,0.24928055703639984,0.19192352890968323,0.15178900957107544,0.28634732961654663,0.1779973804950714,0.28352999687194824,0.2285560965538025,0.28352999687194824,0.28634732961654663,0.14515185356140137,0.25239288806915283,0.1695498526096344,0.259066641330719,0.23171429336071014,0.24755197763442993,0.19201575219631195,0.1972234547138214
obligation,0.30369725823402405,0.27212414145469666,0.3728853762149811,0.26524704694747925,0.2874930202960968,0.22377073764801025,0.303881973028183,0.22377073764801025,0.26524704694747925,0.15910914540290833,0.24228356778621674,0.3028647005558014,0.173257976770401,0.36053746938705444,0.3156823515892029,0.3672095537185669,0.23613110184669495
of,0.33290785551071167,0.22709226608276367,0.3119818866252899,0.733189046382904,0.28835242986679077,1.0,0.2658293545246124,1.0,0.733189046382904,0.2507138252258301,0.2642118036746979,0.3802283704280853,0.5696388483047485,0.19263862073421478,0.41548454761505127,0.3281906247138977,0.1826142966747284
the,0.42745697498321533,0.25233519077301025,0.35928019881248474,1.0,0.2812081575393677,0.733189046382904,0.23470892012119293,0.733189046382904,1.0,0.3423081040382385,0.24421639740467072,0.40389683842658997,0.6662389636039734,0.2506358325481415,0.535392165184021,0.28970760107040405,0.22068053483963013
principle,0.3569014072418213,0.27436912059783936,0.26912158727645874,0.24017377197742462,0.22796253859996796,0.2430231273174286,0.29581934213638306,0.2430231273174286,0.24017377197742462,0.17359736561775208,0.17997705936431885,0.21305231750011444,0.16382117569446564,0.3027401864528656,0.22799374163150787,0.3250291049480438,0.2002675086259842
of,0.33290785551071167,0.22709226608276367,0.3119818866252899,0.733189046382904,0.28835242986679077,1.0,0.2658293545246124,1.0,0.733189046382904,0.2507138252258301,0.2642118036746979,0.3802283704280853,0.5696388483047485,0.19263862073421478,0.41548454761505127,0.3281906247138977,0.1826142966747284
cooperation,0.2602059841156006,0.32127073407173157,0.23337750136852264,0.33152657747268677,0.16879618167877197,0.35105547308921814,0.30532535910606384,0.35105547308921814,0.33152657747268677,0.2628033757209778,0.3194355368614197,0.24247440695762634,0.26214706897735596,0.31919997930526733,0.31865954399108887,0.4761009216308594,0.19483380019664764
",",0.3087472915649414,0.24735067784786224,0.28617382049560547,0.4933079481124878,0.24410836398601532,0.4946078956127167,0.22630788385868073,0.4946078956127167,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.3541618287563324,0.5201468467712402,0.3487640917301178,0.44245919585227966,0.2152065634727478,0.31091248989105225
as,0.31749409437179565,0.28767555952072144,0.31202155351638794,0.48381632566452026,0.17202796041965485,0.3886612355709076,0.17992214858531952,0.3886612355709076,0.48381632566452026,0.20210161805152893,0.1848503202199936,0.37788212299346924,0.3887844979763031,0.26237887144088745,0.42092081904411316,0.2628781199455261,0.27043893933296204
stated,0.3668954074382782,0.2391638308763504,0.2997897267341614,0.2814950942993164,0.18552637100219727,0.22148488461971283,0.24603591859340668,0.22148488461971283,0.2814950942993164,0.1645096391439438,0.1433001309633255,0.3213719129562378,0.24313503503799438,0.3142097592353821,0.3195562958717346,0.31252580881118774,0.24280361831188202
in,0.30808621644973755,0.16362762451171875,0.214483380317688,0.6662389636039734,0.2793687880039215,0.5696388483047485,0.2678598463535309,0.5696388483047485,0.6662389636039734,0.23319172859191895,0.22726479172706604,0.36843645572662354,1.0,0.2236747145652771,0.45010748505592346,0.2564578652381897,0.20430970191955566
the,0.42745697498321533,0.25233519077301025,0.35928019881248474,1.0,0.2812081575393677,0.733189046382904,0.23470892012119293,0.733189046382904,1.0,0.3423081040382385,0.24421639740467072,0.40389683842658997,0.6662389636039734,0.2506358325481415,0.535392165184021,0.28970760107040405,0.22068053483963013
teu,0.1524437665939331,0.11178894340991974,0.07374612241983414,0.31191012263298035,0.16564734280109406,0.2679056227207184,0.11525818705558777,0.2679056227207184,0.31191012263298035,0.28529414534568787,0.21982774138450623,0.21230916678905487,0.28040802478790283,0.14480599761009216,0.2024039924144745,0.269866019487381,0.12451952695846558
",",0.3087472915649414,0.24735067784786224,0.28617382049560547,0.4933079481124878,0.24410836398601532,0.4946078956127167,0.22630788385868073,0.4946078956127167,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.3541618287563324,0.5201468467712402,0.3487640917301178,0.44245919585227966,0.2152065634727478,0.31091248989105225
whereby,0.27963417768478394,0.2581144869327545,0.2923749089241028,0.35741764307022095,0.17260366678237915,0.3387114405632019,0.13729192316532135,0.3387114405632019,0.35741764307022095,0.2146426886320114,0.24211756885051727,0.29467225074768066,0.251442551612854,0.26974397897720337,0.3473013639450073,0.3654933571815491,0.1718287318944931
member,0.09932345896959305,0.14076079428195953,0.15050765872001648,0.2806392312049866,0.21980570256710052,0.2701796889305115,0.26324737071990967,0.2701796889305115,0.2806392312049866,0.24138560891151428,0.23030449450016022,0.17082428932189941,0.20856694877147675,0.04778774082660675,0.19456195831298828,0.1925402134656906,0.06826172769069672
states,0.21526020765304565,0.2360382229089737,0.18093830347061157,0.3463578522205353,0.3169350028038025,0.30884552001953125,0.30231809616088867,0.30884552001953125,0.3463578522205353,0.25554242730140686,0.30693942308425903,0.20162390172481537,0.3977442979812622,0.1844371110200882,0.2828785181045532,0.3604946732521057,0.16272737085819244
are,0.29724663496017456,0.16555635631084442,0.3126322329044342,0.40399202704429626,0.10927453637123108,0.39081433415412903,0.13176707923412323,0.39081433415412903,0.40399202704429626,0.15548661351203918,0.15829040110111237,0.6577680706977844,0.3841303884983063,0.2569580376148224,0.3504326641559601,0.23368829488754272,0.24591213464736938
obliged,0.3532061278820038,0.22721919417381287,0.3856409788131714,0.23767657577991486,0.2017819881439209,0.20443059504032135,0.14022986590862274,0.20443059504032135,0.23767657577991486,0.15557776391506195,0.1959526091814041,0.3365017771720886,0.13021595776081085,0.3787185847759247,0.34298717975616455,0.3009825348854065,0.3074372410774231
not,0.5449194312095642,0.25354844331741333,0.6355478763580322,0.4310511648654938,0.21835780143737793,0.3307090103626251,0.12427773326635361,0.3307090103626251,0.4310511648654938,0.20631356537342072,0.22089463472366333,0.5619372129440308,0.3403114080429077,0.3601541817188263,0.5149973034858704,0.2920204997062683,0.41942933201789856
to,0.455847829580307,0.26181724667549133,0.4391997456550598,0.535392165184021,0.24824365973472595,0.41548454761505127,0.19197677075862885,0.41548454761505127,0.535392165184021,0.21011990308761597,0.16926777362823486,0.4544740617275238,0.45010748505592346,0.31869420409202576,1.0,0.30276235938072205,0.29463258385658264
take,0.3275112509727478,0.21859948337078094,0.2695361375808716,0.31620436906814575,0.19619742035865784,0.29282352328300476,0.12654800713062286,0.29282352328300476,0.31620436906814575,0.14595600962638855,0.15059058368206024,0.43728798627853394,0.21975718438625336,0.2750549018383026,0.4075521230697632,0.2596384286880493,0.21897350251674652
measure,0.2807709276676178,0.12821877002716064,0.22356611490249634,0.2528008222579956,0.16158941388130188,0.22469913959503174,0.17444182932376862,0.22469913959503174,0.2528008222579956,0.21027059853076935,0.16161847114562988,0.3115697503089905,0.17892111837863922,0.24195368587970734,0.2774736285209656,0.16143709421157837,0.22092340886592865
which,0.5261979103088379,0.21036413311958313,0.39111801981925964,0.6521818041801453,0.19263212382793427,0.5011631846427917,0.16124017536640167,0.5011631846427917,0.6521818041801453,0.2234036773443222,0.23846890032291412,0.49652695655822754,0.4840516746044159,0.2499433159828186,0.5345056653022766,0.2657000422477722,0.25814583897590637
could,0.4188697934150696,0.22548750042915344,0.46317359805107117,0.35393214225769043,0.2330874651670456,0.29043012857437134,0.16897235810756683,0.29043012857437134,0.35393214225769043,0.17174828052520752,0.23489512503147125,0.4896247088909149,0.29357993602752686,0.2685635983943939,0.5461788773536682,0.2791233956813812,0.3411986827850342
jeopardise,0.31445664167404175,0.13247805833816528,0.23574289679527283,0.321162611246109,0.27562665939331055,0.2278999537229538,0.2371232509613037,0.2278999537229538,0.321162611246109,0.14338962733745575,0.12765318155288696,0.36290791630744934,0.23508509993553162,0.3302985429763794,0.27645954489707947,0.23036068677902222,0.3290945887565613
the,0.42745697498321533,0.25233519077301025,0.35928019881248474,1.0,0.2812081575393677,0.733189046382904,0.23470892012119293,0.733189046382904,1.0,0.3423081040382385,0.24421639740467072,0.40389683842658997,0.6662389636039734,0.2506358325481415,0.535392165184021,0.28970760107040405,0.22068053483963013
attainment,0.19037768244743347,0.19898635149002075,0.17189949750900269,0.2122640311717987,0.17176027595996857,0.215433731675148,0.2241794764995575,0.215433731675148,0.2122640311717987,0.20198625326156616,0.1413060873746872,0.18885524570941925,0.17358151078224182,0.25420254468917847,0.2137518972158432,0.18461275100708008,0.0981084555387497
of,0.33290785551071167,0.22709226608276367,0.3119818866252899,0.733189046382904,0.28835242986679077,1.0,0.2658293545246124,1.0,0.733189046382904,0.2507138252258301,0.2642118036746979,0.3802283704280853,0.5696388483047485,0.19263862073421478,0.41548454761505127,0.3281906247138977,0.1826142966747284
the,0.42745697498321533,0.25233519077301025,0.35928019881248474,1.0,0.2812081575393677,0.733189046382904,0.23470892012119293,0.733189046382904,1.0,0.3423081040382385,0.24421639740467072,0.40389683842658997,0.6662389636039734,0.2506358325481415,0.535392165184021,0.28970760107040405,0.22068053483963013
teu,0.1524437665939331,0.11178894340991974,0.07374612241983414,0.31191012263298035,0.16564734280109406,0.2679056227207184,0.11525818705558777,0.2679056227207184,0.31191012263298035,0.28529414534568787,0.21982774138450623,0.21230916678905487,0.28040802478790283,0.14480599761009216,0.2024039924144745,0.269866019487381,0.12451952695846558
objectives,0.3126153349876404,0.275284081697464,0.26247772574424744,0.21808713674545288,0.23733298480510712,0.1930888593196869,0.2585686147212982,0.1930888593196869,0.21808713674545288,0.23507893085479736,0.2980422377586365,0.2771627902984619,0.20282575488090515,0.325785368680954,0.31702935695648193,0.40647193789482117,0.24325615167617798
.,0.3567904531955719,0.21749663352966309,0.3022993505001068,0.5934505462646484,0.2742154598236084,0.5352458953857422,0.24642124772071838,0.5352458953857422,0.5934505462646484,0.2095622420310974,0.23708370327949524,0.41614407300949097,0.5591574311256409,0.2782854437828064,0.4645031690597534,0.21012970805168152,0.4130953550338745
