,in,which,direction,did,the,water,on,the,eastern,side,flow,?
the,0.6662389636039734,0.6521818041801453,0.28851455450057983,0.34736719727516174,1.0,0.297396719455719,0.5107308030128479,1.0,0.3928247392177582,0.37146830558776855,0.314039409160614,0.22068053483963013
continent,0.29258909821510315,0.2571648955345154,0.17740459740161896,0.13197697699069977,0.3139871060848236,0.20705479383468628,0.2305159717798233,0.3139871060848236,0.30510884523391724,0.14368945360183716,0.18329289555549622,0.17592057585716248
by,0.370934396982193,0.40543368458747864,0.27348291873931885,0.18574509024620056,0.4408751428127289,0.22562243044376373,0.33887791633605957,0.4408751428127289,0.17081402242183685,0.19597385823726654,0.16639110445976257,0.17966607213020325
the,0.6662389636039734,0.6521818041801453,0.28851455450057983,0.34736719727516174,1.0,0.297396719455719,0.5107308030128479,1.0,0.3928247392177582,0.37146830558776855,0.314039409160614,0.22068053483963013
purus,0.11681485921144485,0.18110807240009308,0.09870751202106476,0.05226481333374977,0.12622052431106567,0.21943892538547516,0.08062301576137543,0.12622052431106567,0.23591922223567963,0.06336644291877747,0.17563396692276,0.10452352464199066
arch,0.16666603088378906,0.26326343417167664,0.1982162743806839,0.1532188504934311,0.26320189237594604,0.19575609266757965,0.23397648334503174,0.26320189237594604,0.20806534588336945,0.24196763336658478,0.15058757364749908,0.12708529829978943
.,0.5591574311256409,0.45942068099975586,0.23911777138710022,0.35288307070732117,0.5934505462646484,0.26634910702705383,0.49257001280784607,0.5934505462646484,0.2820250988006592,0.3030071258544922,0.191733717918396,0.4130953550338745
,in,which,direction,did,the,water,on,the,eastern,side,flow,?
water,0.23966141045093536,0.3689718246459961,0.28436511754989624,0.1909485161304474,0.297396719455719,0.9999998807907104,0.18117135763168335,0.297396719455719,0.1799633651971817,0.2522294521331787,0.4377398192882538,0.14731885492801666
on,0.46853652596473694,0.4245251417160034,0.20268428325653076,0.2670976221561432,0.5107308030128479,0.18117135763168335,0.9999999403953552,0.5107308030128479,0.2247627079486847,0.3734041452407837,0.1995432823896408,0.2714994251728058
the,0.6662389636039734,0.6521818041801453,0.28851455450057983,0.34736719727516174,1.0,0.297396719455719,0.5107308030128479,1.0,0.3928247392177582,0.37146830558776855,0.314039409160614,0.22068053483963013
eastern,0.3306356370449066,0.26815342903137207,0.08988573402166367,0.13009013235569,0.3928247392177582,0.1799633651971817,0.2247627079486847,0.3928247392177582,1.0,0.25686898827552795,0.0818239226937294,0.20060817897319794
side,0.2626299262046814,0.3266274034976959,0.3071669042110443,0.19660846889019012,0.37146830558776855,0.2522294521331787,0.3734041452407837,0.37146830558776855,0.25686898827552795,1.0,0.24637320637702942,0.07831130921840668
flowed,0.2876976430416107,0.3123190402984619,0.22722895443439484,0.17890195548534393,0.3597415089607239,0.39836812019348145,0.24298825860023499,0.3597415089607239,0.2447194755077362,0.25394704937934875,0.5794103145599365,0.13853344321250916
toward,0.2282264530658722,0.26801982522010803,0.4263666868209839,0.1586475372314453,0.3341628313064575,0.19660191237926483,0.27233201265335083,0.3341628313064575,0.18564534187316895,0.34704524278640747,0.18836073577404022,0.09989774227142334
the,0.6662389636039734,0.6521818041801453,0.28851455450057983,0.34736719727516174,1.0,0.297396719455719,0.5107308030128479,1.0,0.3928247392177582,0.37146830558776855,0.314039409160614,0.22068053483963013
atlantic,0.23876288533210754,0.2794639468193054,0.19591529667377472,0.16449733078479767,0.31052014231681824,0.20324483513832092,0.22113218903541565,0.31052014231681824,0.3909280300140381,0.15391813218593597,0.2522486746311188,0.15355663001537323
",",0.5201468467712402,0.3658004403114319,0.23287029564380646,0.3015086054801941,0.4933079481124878,0.26706066727638245,0.49057599902153015,0.4933079481124878,0.3081906735897064,0.24522119760513306,0.23027558624744415,0.31091248989105225
while,0.3399278521537781,0.38669952750205994,0.22296477854251862,0.3330625295639038,0.39804592728614807,0.25556325912475586,0.44084006547927856,0.39804592728614807,0.22443974018096924,0.3614400625228882,0.14664404094219208,0.21076419949531555
to,0.45010748505592346,0.5345056653022766,0.32930055260658264,0.4452643394470215,0.535392165184021,0.27858173847198486,0.41031414270401,0.535392165184021,0.1750476211309433,0.2686329185962677,0.27439337968826294,0.29463258385658264
the,0.6662389636039734,0.6521818041801453,0.28851455450057983,0.34736719727516174,1.0,0.297396719455719,0.5107308030128479,1.0,0.3928247392177582,0.37146830558776855,0.314039409160614,0.22068053483963013
west,0.34078434109687805,0.22164945304393768,0.23540861904621124,0.16852347552776337,0.32918402552604675,0.18919230997562408,0.22540061175823212,0.32918402552604675,0.4503723084926605,0.31045854091644287,0.19337786734104156,0.12088293582201004
water,0.23966141045093536,0.3689718246459961,0.28436511754989624,0.1909485161304474,0.297396719455719,0.9999998807907104,0.18117135763168335,0.297396719455719,0.1799633651971817,0.2522294521331787,0.4377398192882538,0.14731885492801666
flowed,0.2876976430416107,0.3123190402984619,0.22722895443439484,0.17890195548534393,0.3597415089607239,0.39836812019348145,0.24298825860023499,0.3597415089607239,0.2447194755077362,0.25394704937934875,0.5794103145599365,0.13853344321250916
toward,0.2282264530658722,0.26801982522010803,0.4263666868209839,0.1586475372314453,0.3341628313064575,0.19660191237926483,0.27233201265335083,0.3341628313064575,0.18564534187316895,0.34704524278640747,0.18836073577404022,0.09989774227142334
the,0.6662389636039734,0.6521818041801453,0.28851455450057983,0.34736719727516174,1.0,0.297396719455719,0.5107308030128479,1.0,0.3928247392177582,0.37146830558776855,0.314039409160614,0.22068053483963013
pacific,0.19652380049228668,0.2135714292526245,0.20851510763168335,0.18718315660953522,0.28543707728385925,0.21893467009067535,0.17629875242710114,0.28543707728385925,0.4369921088218689,0.20449191331863403,0.09190937131643295,0.13060949742794037
across,0.36988839507102966,0.3903377950191498,0.26800477504730225,0.165368914604187,0.3816230297088623,0.27962547540664673,0.411987841129303,0.3816230297088623,0.32143890857696533,0.315142422914505,0.30021676421165466,0.17034576833248138
the,0.6662389636039734,0.6521818041801453,0.28851455450057983,0.34736719727516174,1.0,0.297396719455719,0.5107308030128479,1.0,0.3928247392177582,0.37146830558776855,0.314039409160614,0.22068053483963013
amazonas,0.22229640185832977,0.22690509259700775,0.12009406089782715,0.1349557340145111,0.2979772388935089,0.22843104600906372,0.23414616286754608,0.2979772388935089,0.2873651683330536,0.2039184868335724,0.1803077757358551,0.17285984754562378
basin,0.22316701710224152,0.24229559302330017,0.20091962814331055,0.13325946033000946,0.24553915858268738,0.4041157364845276,0.16209472715854645,0.24553915858268738,0.3975660800933838,0.21856440603733063,0.37692660093307495,0.14685653150081635
.,0.5591574311256409,0.45942068099975586,0.23911777138710022,0.35288307070732117,0.5934505462646484,0.26634910702705383,0.49257001280784607,0.5934505462646484,0.2820250988006592,0.3030071258544922,0.191733717918396,0.4130953550338745
