,where,was,abc,marine,world,opened,?
world,0.29259413480758667,0.3097524344921112,0.16711202263832092,0.2146293669939041,1.0000001192092896,0.21536852419376373,0.17579582333564758
in,0.5344807505607605,0.45514053106307983,0.1697147786617279,0.24858763813972473,0.3038199245929718,0.2972770035266876,0.20430970191955566
redwood,0.2348334789276123,0.17730781435966492,0.24244096875190735,0.23397797346115112,0.235505148768425,0.2234017252922058,0.15075616538524628
city,0.2686662971973419,0.3188765048980713,0.2157231718301773,0.15862393379211426,0.2572607696056366,0.25895923376083374,0.13423943519592285
",",0.3149496018886566,0.45456063747406006,0.2097204476594925,0.231239914894104,0.26091980934143066,0.24598844349384308,0.31091248989105225
california,0.21259644627571106,0.262346476316452,0.2458307445049286,0.2570253908634186,0.22895459830760956,0.17850032448768616,0.1409905105829239
;,-0.020392686128616333,0.0754367932677269,-0.0012340332614257932,0.07200813293457031,0.09254426509141922,0.04673153907060623,0.10349778085947037
that,0.4876193106174469,0.33670201897621155,0.17440107464790344,0.2114097625017166,0.2972288429737091,0.18032540380954742,0.32716336846351624
park,0.1767059862613678,0.22738584876060486,0.16592466831207275,0.2928142547607422,0.23394280672073364,0.3515961468219757,0.13508929312229156
was,0.20731619000434875,1.0000001192092896,0.21565799415111542,0.14990459382534027,0.3097524344921112,0.31916534900665283,0.18412111699581146
sold,0.13175801932811737,0.3255009949207306,0.15177004039287567,0.09776431322097778,0.22023816406726837,0.2871665954589844,0.14943712949752808
in,0.5344807505607605,0.45514053106307983,0.1697147786617279,0.24858763813972473,0.3038199245929718,0.2972770035266876,0.20430970191955566
1972,-0.07017385959625244,0.09760324656963348,0.038233473896980286,0.03800982981920242,0.029228033497929573,0.06779344379901886,-0.13323214650154114
and,0.43859338760375977,0.3740963041782379,0.16453155875205994,0.24699723720550537,0.3246132433414459,0.22545495629310608,0.20544172823429108
demolished,0.18832990527153015,0.33886510133743286,0.11682716012001038,0.10137814283370972,0.16676542162895203,0.4587382972240448,0.15856656432151794
in,0.5344807505607605,0.45514053106307983,0.1697147786617279,0.24858763813972473,0.3038199245929718,0.2972770035266876,0.20430970191955566
1986,-0.050981175154447556,0.030121389776468277,0.15814480185508728,0.04663212597370148,-0.0333903469145298,0.017467951402068138,0.14247135818004608
",",0.3149496018886566,0.45456063747406006,0.2097204476594925,0.231239914894104,0.26091980934143066,0.24598844349384308,0.31091248989105225
with,0.4142743945121765,0.27411898970603943,0.17432008683681488,0.19302231073379517,0.2832821011543274,0.16281741857528687,0.2433311939239502
the,0.5003893971443176,0.48711544275283813,0.2068762183189392,0.2547752857208252,0.33604270219802856,0.28544309735298157,0.22068053483963013
land,0.21639515459537506,0.23751215636730194,0.11165688931941986,0.230166494846344,0.23889799416065216,0.11706940084695816,0.1432059109210968
that,0.4876193106174469,0.33670201897621155,0.17440107464790344,0.2114097625017166,0.2972288429737091,0.18032540380954742,0.32716336846351624
occupied,0.23910054564476013,0.3012172281742096,0.055518265813589096,0.2053958624601364,0.21291019022464752,0.1921924203634262,0.11679025739431381
the,0.5003893971443176,0.48711544275283813,0.2068762183189392,0.2547752857208252,0.33604270219802856,0.28544309735298157,0.22068053483963013
park,0.1767059862613678,0.22738584876060486,0.16592466831207275,0.2928142547607422,0.23394280672073364,0.3515961468219757,0.13508929312229156
later,0.2942849397659302,0.5684447288513184,0.20194683969020844,0.18714962899684906,0.21618761122226715,0.22777853906154633,0.1417175978422165
becoming,0.19204576313495636,0.39893877506256104,0.0954836830496788,0.1419687271118164,0.2746024429798126,0.19680243730545044,0.17354105412960052
home,0.2877289652824402,0.25139835476875305,0.21116513013839722,0.11696096509695053,0.18891756236553192,0.24885298311710358,0.0757145956158638
to,0.47735077142715454,0.3636345863342285,0.1762417107820511,0.19042746722698212,0.26213452219963074,0.18903055787086487,0.29463258385658264
the,0.5003893971443176,0.48711544275283813,0.2068762183189392,0.2547752857208252,0.33604270219802856,0.28544309735298157,0.22068053483963013
headquarters,0.22672916948795319,0.2305312156677246,0.1725265085697174,0.19769187271595,0.23934192955493927,0.2899625897407532,0.08742920309305191
of,0.38066378235816956,0.4069072902202606,0.14607268571853638,0.24999871850013733,0.2828933000564575,0.16720551252365112,0.1826142966747284
oracle,0.18900400400161743,0.21756792068481445,0.11700107157230377,0.03823710232973099,0.22147832810878754,0.15458151698112488,0.1616489589214325
corporation,0.13182267546653748,0.2535845935344696,0.21041184663772583,0.1732323318719864,0.23681887984275818,0.24674394726753235,0.13731837272644043
.,0.41390106081962585,0.40146201848983765,0.2567209303379059,0.2793916165828705,0.3177160322666168,0.26111578941345215,0.4130953550338745
